date,kind,qty,strike,spot,dte,px,otm_pct
2023-01-03,BUY_SHARES,9200,,9.6,,,
2023-01-03,BUY_PUT,92,9.0,9.6,45.0,1.15,-6.25
2023-01-06,CALL_ROLLED_CLOSE,92,10.0,10.89,,0.8900000000000006,
2023-01-06,CALL_ROLLED_OPEN,92,11.0,10.89,,0.62,
2023-01-13,CALL_ROLLED_CLOSE,7,11.0,12.96,,1.9649999999999999,
2023-01-13,CALL_ASSIGNED,8500,11.0,12.96,,,
2023-01-13,CALL_ROLLED_OPEN,7,13.0,12.96,,0.525,
2023-01-17,BUY_SHARES,7000,,13.29,,,
2023-01-20,CALL_EXPIRED,7,13.0,12.84,,,
2023-01-27,CALL_ROLLED_CLOSE,77,14.0,14.96,,0.9600000000000009,
2023-01-27,CALL_ROLLED_OPEN,77,15.5,14.96,,0.6900000000000001,
2023-01-30,BUY_SHARES,100,,14.5,,,
2023-02-03,CALL_ROLLED_CLOSE,20,15.5,16.91,,1.4100000000000001,
2023-02-03,CALL_ASSIGNED,5700,15.5,16.91,,,
2023-02-03,CALL_ROLLED_OPEN,20,17.0,16.91,,0.86,
2023-02-06,BUY_SHARES,5300,,16.62,,,
2023-02-10,CALL_EXPIRED,20,17.0,15.76,,,
2023-02-17,CALL_EXPIRED,74,16.5,15.49,,,
2023-02-17,PUT_EXPIRED,92,9.0,15.49,,,
2023-02-21,SELL_SHARES,700,,14.98,,,
2023-02-21,BUY_PUT,67,14.0,14.98,87.0,2.33,-6.542056074766355
2023-02-24,CALL_EXPIRED,67,15.0,14.28,,,
2023-02-27,BUY_SHARES,300,,14.86,,,
2023-02-27,BUY_PUT,3,14.0,14.86,81.0,2.1741908634089366,-5.787348586810226
2023-03-03,CALL_ROLLED_CLOSE,70,15.0,15.69,,0.6899999999999995,
2023-03-03,CALL_ROLLED_OPEN,70,16.0,15.69,,0.615,
2023-03-06,BUY_SHARES,100,,15.77,,,
2023-03-06,BUY_PUT,1,15.0,15.77,74.0,2.12,-4.8826886493341775
2023-03-10,CALL_EXPIRED,70,16.0,14.04,,,
2023-03-17,CALL_ROLLED_CLOSE,53,14.0,16.11,,2.1399999999999997,
2023-03-17,CALL_ASSIGNED,1800,14.0,16.11,,,
2023-03-17,CALL_ROLLED_OPEN,53,16.5,16.11,,0.895,
2023-03-20,BUY_SHARES,1500,,16.12,,,
2023-03-24,CALL_ROLLED_CLOSE,53,16.5,16.56,,0.095,
2023-03-24,CALL_ROLLED_OPEN,53,17.0,16.56,,0.6950000000000001,
2023-03-27,BUY_SHARES,200,,16.73,,,
2023-03-31,CALL_ROLLED_CLOSE,11,17.0,18.28,,1.2800000000000011,
2023-03-31,CALL_ASSIGNED,4200,17.0,18.28,,,
2023-03-31,CALL_ROLLED_OPEN,11,18.5,18.28,,0.605,
2023-04-03,BUY_SHARES,3900,,17.86,,,
2023-04-06,CALL_EXPIRED,11,18.5,15.66,,,
2023-04-10,BUY_SHARES,100,,15.61,,,
2023-04-14,CALL_EXPIRED,68,16.0,15.58,,,
2023-04-17,BUY_SHARES,200,,15.28,,,
2023-04-21,CALL_EXPIRED,70,15.5,14.85,,,
2023-04-24,BUY_SHARES,200,,14.85,,,
2023-04-24,BUY_PUT,1,14.0,14.85,116.0,2.32,-5.72390572390572
2023-04-28,CALL_EXPIRED,72,15.0,14.26,,,
2023-05-01,BUY_SHARES,200,,14.53,,,
2023-05-01,BUY_PUT,2,14.0,14.53,109.0,2.21,-3.6476256022023312
2023-05-05,CALL_EXPIRED,74,15.0,14.49,,,
2023-05-08,BUY_SHARES,100,,14.22,,,
2023-05-08,BUY_PUT,1,14.0,14.22,102.0,2.31,-1.5471167369901617
2023-05-12,CALL_EXPIRED,75,14.5,14.01,,,
2023-05-15,BUY_SHARES,200,,14.1,,,
2023-05-15,BUY_PUT,2,14.0,14.1,95.0,2.22,-0.7092198581560294
2023-05-19,CALL_ROLLED_CLOSE,11,14.5,17.37,,2.870000000000001,
2023-05-19,CALL_ASSIGNED,6600,14.5,17.37,,,
2023-05-19,CALL_ROLLED_OPEN,11,17.5,17.37,,0.6900000000000001,
2023-05-19,PUT_EXPIRED,67,14.0,17.37,,,
2023-05-19,PUT_EXPIRED,3,14.0,17.37,,,
2023-05-19,PUT_EXPIRED,1,15.0,17.37,,,
2023-05-22,BUY_SHARES,4700,,17.53,,,
2023-05-22,BUY_PUT,52,17.0,17.53,88.0,2.37,-3.02338847689676
2023-05-26,CALL_ROLLED_CLOSE,2,17.5,22.91,,5.45,
2023-05-26,CALL_ASSIGNED,900,17.5,22.91,,,
2023-05-26,CALL_ROLLED_OPEN,2,23.0,22.91,,1.2349999999999999,
2023-05-30,BUY_SHARES,600,,23.74,,,
2023-06-02,CALL_EXPIRED,2,23.0,22.02,,,
2023-06-09,CALL_ROLLED_CLOSE,55,21.5,22.42,,0.9200000000000017,
2023-06-09,CALL_ROLLED_OPEN,55,22.5,22.42,,1.025,
2023-06-12,BUY_SHARES,200,,23.48,,,
2023-06-16,CALL_ROLLED_CLOSE,4,22.5,25.18,,2.6799999999999997,
2023-06-16,CALL_ASSIGNED,5100,22.5,25.18,,,
2023-06-16,CALL_ROLLED_OPEN,4,26.0,25.18,,0.645,
2023-06-20,BUY_SHARES,4600,,24.67,,,
2023-06-23,CALL_EXPIRED,4,26.0,21.86,,,
2023-06-30,CALL_ROLLED_CLOSE,52,23.5,24.87,,1.395,
2023-06-30,CALL_ROLLED_OPEN,52,25.0,24.87,,0.7150000000000001,
2023-07-07,CALL_EXPIRED,52,25.0,22.95,,,
2023-07-14,CALL_ROLLED_CLOSE,27,23.5,26.27,,2.7699999999999996,
2023-07-14,CALL_ASSIGNED,2500,23.5,26.27,,,
2023-07-14,CALL_ROLLED_OPEN,27,26.5,26.27,,0.915,
2023-07-17,BUY_SHARES,2200,,26.42,,,
2023-07-21,CALL_EXPIRED,27,26.5,24.94,,,
2023-07-28,CALL_ROLLED_CLOSE,21,25.0,28.17,,3.175,
2023-07-28,CALL_ASSIGNED,2800,25.0,28.17,,,
2023-07-28,CALL_ROLLED_OPEN,21,28.5,28.17,,0.955,
2023-07-31,BUY_SHARES,2400,,28.23,,,
2023-08-04,CALL_EXPIRED,21,28.5,24.89,,,
2023-08-11,CALL_EXPIRED,45,25.5,21.16,,,
2023-08-14,BUY_SHARES,200,,21.55,,,
2023-08-18,CALL_EXPIRED,47,22.0,20.18,,,
2023-08-18,PUT_EXPIRED,1,14.0,20.18,,,
2023-08-18,PUT_EXPIRED,2,14.0,20.18,,,
2023-08-18,PUT_EXPIRED,1,14.0,20.18,,,
2023-08-18,PUT_EXPIRED,2,14.0,20.18,,,
2023-08-18,PUT_EXPIRED,52,17.0,20.18,,,
2023-08-21,SELL_SHARES,500,,21.09,,,
2023-08-21,BUY_PUT,42,21.0,21.09,88.0,3.6,-0.4267425320056861
2023-08-25,CALL_EXPIRED,42,21.5,20.64,,,
2023-08-28,BUY_SHARES,100,,21.27,,,
2023-08-28,BUY_PUT,1,21.0,21.27,81.0,3.13,-1.2693935119887145
2023-09-01,CALL_ROLLED_CLOSE,20,21.5,24.04,,2.539999999999999,
2023-09-01,CALL_ASSIGNED,2300,21.5,24.04,,,
