week,monday,spot_1000_high,lots,shares,call_strike,call_expiry,call_px,call_qty,call_premium,call_mark,call_iv,prem_pct,otm_pct,gross_if_called_pct,target_hit,put_strike,put_expiry,put_qty,put_dte,cash_after,equity
1,2025-01-02,28.91,31,3100,29.0,2025-01-03,0.47,31,1457.0,print_1000,1.025,1.6257350397786232,0.31131096506398226,1.9370460048426144,False,28.0,2025-02-21,31,50,91744.7,100347.2
2,2025-01-06,33.54,27,2700,34.0,2025-01-10,0.95,27,2565.0,print_1000,0.9078,2.832438878950507,1.3714967203339423,4.203935599284439,False,28.0,2025-02-21,31,46,3720.649999999997,89550.65
3,2025-01-13,27.18,28,2800,27.5,2025-01-17,1.26,28,3528.0,print_1000,1.1343,4.635761589403973,1.1773362766740236,5.813097866078,True,28.0,2025-02-21,31,39,81497.95,85543.45
4,2025-01-21,33.11,24,2400,33.5,2025-01-24,0.77,24,1848.0,print_1000,0.7953,2.3255813953488373,1.1778918755662948,3.5034732709151335,False,28.0,2025-02-21,31,31,3854.349999999997,85645.84999999998
5,2025-01-27,27.84,25,2500,28.5,2025-01-31,0.95,25,2375.0,print_1000,1.3982,3.41235632183908,2.37068965517242,5.783045977011494,False,28.0,2025-02-21,31,25,3428.599999999997,79967.59999999999
6,2025-02-03,24.83,26,2600,25.0,2025-02-07,1.36,26,3536.0000000000005,print_1000,1.2847,5.477245267821185,0.684655658477662,6.16190092629884,True,28.0,2025-02-21,31,18,69451.2,77371.7
7,2025-02-10,27.39,25,2500,27.5,2025-02-14,0.92,25,2300.0,print_1000,0.8093,3.3588901058780576,0.40160642570281624,3.7604965315808667,False,28.0,2025-02-21,31,11,71984.95,74077.45
8,2025-02-18,29.12,24,2400,29.5,2025-02-21,0.77,24,1848.0,print_1000,0.7296,2.644230769230769,1.3049450549450503,3.9491758241758204,False,28.0,2025-02-21,31,3,3917.349999999997,72917.34999999999
9,2025-02-24,27.96,21,2100,28.0,2025-02-28,1.17,21,2457.0,print_1000,1.1494,4.184549356223176,0.14306151645206988,4.327610872675248,False,27.0,2025-05-16,21,81,5493.549999999997,66509.04999999999
10,2025-03-03,22.09,23,2300,22.5,2025-03-07,1.2,23,2760.0,print_1000,1.446,5.432322317790855,1.856043458578549,7.288365776369399,True,27.0,2025-05-16,23,74,3100.2999999999975,66434.79999999999
11,2025-03-10,19.34,24,2400,20.0,2025-03-14,0.88,24,2112.0,print_1000,1.632,4.550155118924509,3.412616339193386,7.962771458117891,True,27.0,2025-05-16,24,67,2899.5499999999975,68495.54999999999
12,2025-03-17,20.3,25,2500,21.0,2025-03-21,0.72,25,1800.0,print_1000,1.0507,3.54679802955665,3.4482758620689724,6.995073891625612,False,27.0,2025-05-16,25,60,2354.1499999999974,69130.15
13,2025-03-24,20.81,26,2600,21.0,2025-03-28,0.67,26,1742.0,print_1000,0.8164,3.219605958673715,0.9130225852955309,4.132628543969252,False,27.0,2025-05-16,26,53,1771.0999999999972,69269.6
14,2025-03-31,15.07,27,2700,15.5,2025-04-04,0.74,27,1998.0,print_1000,1.4078,4.91041804910418,2.8533510285335018,7.763769077637689,True,27.0,2025-05-16,27,46,2020.3999999999971,70587.9
15,2025-04-07,8.99,28,2800,11.0,2025-04-11,0.4,28,1120.0,print_1000,2.8261,4.4493882091212456,22.358175750834253,26.807563959955505,False,27.0,2025-05-16,28,39,1982.049999999997,71841.54999999999
16,2025-04-14,10.71,29,2900,11.5,2025-04-17,0.52,29,1508.0,print_1000,2.0468,4.855275443510738,7.376283846872078,12.231559290382812,True,27.0,2025-05-16,29,32,2165.049999999997,72959.54999999999
17,2025-04-21,8.44,31,3100,9.0,2025-04-25,0.43,31,1333.0,print_1000,1.7414,5.09478672985782,6.635071090047395,11.729857819905218,True,27.0,2025-05-16,31,25,29268.1,65020.6
18,2025-04-28,12.2,23,2300,12.5,2025-05-02,0.67,23,1541.0,print_1000,1.3476,5.491803278688525,2.459016393442637,7.950819672131154,True,27.0,2025-05-16,31,18,31461.149999999998,64457.149999999994
19,2025-05-05,13.29,23,2300,13.5,2025-05-09,0.62,23,1426.0,print_1000,1.2437,4.6651617757712565,1.5801354401805856,6.245297215951851,True,27.0,2025-05-16,31,11,33332.200000000004,64109.200000000004
20,2025-05-12,16.81,19,1900,17.0,2025-05-16,0.76,19,1444.0,print_1000,1.1507,4.521118381915526,1.1302795954788891,5.651397977394416,True,27.0,2025-05-16,31,4,54291.850000000006,54435.350000000006
21,2025-05-19,17.73,26,2600,18.0,2025-05-23,0.76,26,1976.0,print_1000,1.0578,4.286520022560632,1.522842639593902,5.809362662154538,False,8.0,2025-08-15,26,88,3855.6500000000055,52835.65000000001
22,2025-05-27,16.9,27,2700,17.0,2025-05-30,0.79,27,2133.0,print_1000,1.3121,4.674556213017752,0.591715976331364,5.266272189349121,True,8.0,2025-08-15,27,80,4030.9500000000057,55098.95
23,2025-06-02,16.35,29,2900,16.5,2025-06-06,0.67,29,1943.0000000000002,print_1000,1.0437,4.097859327217125,0.917431192660545,5.0152905198776665,False,8.0,2025-08-15,29,74,50030.3,55078.8
24,2025-06-09,20.48,24,2400,20.5,2025-06-13,0.93,24,2232.0,print_1000,1.0203,4.541015625,0.09765625,4.638671874999998,True,8.0,2025-08-15,29,67,3082.700000000003,55769.700000000004
