week,monday,spot_1000_high,lots,shares,call_strike,call_expiry,call_px,call_qty,call_premium,call_mark,call_iv,prem_pct,otm_pct,gross_if_called_pct,target_hit,put_strike,put_expiry,put_qty,put_dte,cash_after,equity
1,2022-01-03,70.16,12,1200,71.0,2022-01-07,2.25,12,2700.0,print_1000,0.6835,3.2069555302166477,1.1972633979475455,4.404218928164201,False,70.0,2022-02-18,12,46,9294.400000000001,97224.4
2,2022-01-10,55.89,13,1300,56.0,2022-01-14,2.71,13,3523.0,print_1000,1.0367,4.848810162819825,0.19681517266059156,5.045625335480406,True,70.0,2022-02-18,13,39,78828.3,91565.8
3,2022-01-18,59.52,13,1300,60.0,2022-01-21,2.31,13,3003.0,print_1000,1.1712,3.881048387096774,0.8064516129032251,4.687499999999995,False,70.0,2022-02-18,13,31,4440.350000000003,94526.35
4,2022-01-24,40.86,13,1300,43.0,2022-01-28,2.3000000000000003,13,2990.0000000000005,print_1000,1.779,5.628976994615762,5.237395986294668,10.86637298091043,False,70.0,2022-02-18,13,25,7421.900000000003,97804.9
5,2022-01-31,41.03,14,1400,42.0,2022-02-04,2.2,14,3080.0000000000005,print_1000,1.3845,5.361930294906166,2.364123811844987,7.726054106751155,True,70.0,2022-02-18,14,18,64340.55634984064,98730.55634984064
6,2022-02-07,45.15,14,1400,46.0,2022-02-11,1.69,14,2366.0,print_1000,1.1111,3.7430786267995573,1.882613510520481,5.625692137320047,False,70.0,2022-02-18,14,11,3480.456349840641,98191.95634984064
7,2022-02-14,41.11,14,1400,42.0,2022-02-18,2.0,14,2800.0,print_1000,1.4775,4.864996351252737,2.1649233763074704,7.029919727560206,True,70.0,2022-02-18,14,4,90265.35634984064,100995.85634984064
8,2022-02-22,40.66,20,2000,41.0,2022-02-25,2.09,20,4180.0,print_1000,1.3531,5.14018691588785,0.8362026561731462,5.976389572061002,True,55.0,2022-05-20,20,87,88813.65634984065,104216.15634984065
9,2022-02-28,41.4,21,2100,42.0,2022-03-04,1.89,21,3969.0,print_1000,1.3168,4.565217391304348,1.449275362318847,6.014492753623191,True,55.0,2022-05-20,21,81,5002.8563498406465,101149.35634984064
10,2022-03-07,33.61,22,2200,35.0,2022-03-11,1.72,22,3784.0,print_1000,1.6074000000000002,5.117524546265993,4.135673906575432,9.253198452841417,True,55.0,2022-05-20,22,74,4680.406349840647,100230.40634984065
11,2022-03-14,29.47,23,2300,31.0,2022-03-18,1.59,23,3657.0,print_1000,1.5458,5.395317271801833,5.191720393620636,10.587037665422468,True,55.0,2022-05-20,23,67,76084.80634984064,91824.30634984064
12,2022-03-21,38.04,19,1900,39.0,2022-03-25,1.65,19,3135.0,print_1000,1.1234,4.337539432176656,2.5236593059936974,6.861198738170349,False,55.0,2022-05-20,23,60,81012.45634984064,93436.95634984064
13,2022-03-28,41.89,19,1900,42.0,2022-04-01,1.55,19,2945.0,print_1000,1.0015,3.7001671043208404,0.2625925041776167,3.9627596084984473,False,55.0,2022-05-20,23,53,4344.606349840635,90030.60634984063
14,2022-04-04,37.84,20,2000,38.0,2022-04-08,1.42,20,2840.0,print_1000,0.9136,3.752642706131078,0.42283298097249844,4.175475687103584,False,55.0,2022-05-20,23,46,3387.1063498406343,89002.10634984064
15,2022-04-11,27.23,21,2100,28.0,2022-04-14,1.2,21,2520.0,print_1000,1.4296,4.406904149834741,2.8277634961439535,7.234667645978698,False,55.0,2022-05-20,23,39,3169.956349840634,91062.45634984064
16,2022-04-18,26.15,22,2200,27.0,2022-04-22,1.19,22,2618.0,print_1000,1.2246,4.550669216061186,3.250478011472291,7.801147227533467,True,55.0,2022-05-20,23,32,3158.156349840634,93145.15634984063
17,2022-04-25,24.05,23,2300,25.0,2022-04-29,1.2,23,2760.0,print_1000,1.4966000000000002,4.989604989604989,3.950103950103956,8.939708939708938,True,55.0,2022-05-20,23,25,3497.706349840634,95653.70634984064
18,2022-05-02,23.28,24,2400,24.5,2022-05-06,1.15,24,2760.0,print_1000,1.6333,4.939862542955326,5.240549828178698,10.180412371134015,True,55.0,2022-05-20,24,18,3378.1823268978765,98218.18232689788
19,2022-05-09,22.17,25,2500,23.5,2022-05-13,1.15,25,2875.0,print_near,1.7578,5.187189896256202,5.999097880018045,11.186287776274236,True,55.0,2022-05-20,25,11,3483.7823268978764,100976.28232689787
20,2022-05-16,21.7,26,2600,22.5,2022-05-20,1.1,26,2860.0000000000005,print_1000,1.4296,5.0691244239631335,3.686635944700467,8.755760368663598,True,55.0,2022-05-20,26,4,95596.70646106506,103371.20646106506
21,2022-05-23,20.05,42,4200,20.5,2022-05-27,1.0,42,4200.0,print_1000,1.472,4.987531172069825,2.244389027431426,7.231920199501244,True,23.0,2022-08-19,42,88,90760.55646106506,102102.55646106506
22,2022-05-31,24.29,37,3700,24.5,2022-06-03,1.07,37,3959.0000000000005,print_1000,1.2779,4.405104981473857,0.8645533141210304,5.269658295594899,False,23.0,2022-08-19,42,80,4804.0064610650625,105065.50646106506
23,2022-06-06,25.18,38,3800,25.5,2022-06-10,1.23,38,4674.0,print_1000,1.1535,4.88482922954726,1.2708498808578161,6.155679110405084,True,23.0,2022-08-19,42,74,6934.806461065063,96727.30646106506
24,2022-06-13,16.87,42,4200,18.0,2022-06-17,0.75,42,3150.0,print_1000,1.6921000000000002,4.445761707172495,6.698280972139892,11.144042679312383,False,23.0,2022-08-19,42,67,3307.5064610650625,90793.50646106506
