date,kind,qty,strike,spot,dte,px,otm_pct
2026-01-02,BUY_SHARES,1800,,47.78,,,
2026-01-02,BUY_PUT,18,47.0,47.78,49.0,6.19,-1.6324822101297598
2026-01-09,CALL_ROLLED_CLOSE,18,51.0,53.91,,3.0250000000000004,
2026-01-09,CALL_ROLLED_OPEN,18,54.0,53.91,,2.51,
2026-01-16,CALL_ROLLED_CLOSE,10,54.0,60.72,,6.85,
2026-01-16,CALL_ASSIGNED,800,54.0,60.72,,,
2026-01-16,CALL_ROLLED_OPEN,10,61.0,60.72,,2.48,
2026-01-20,BUY_SHARES,700,,60.54,,,
2026-01-23,CALL_ROLLED_CLOSE,10,61.0,61.55,,1.2449999999999999,
2026-01-23,CALL_ROLLED_OPEN,10,62.0,61.55,,3.0,
2026-01-30,CALL_EXPIRED,10,62.0,61.79,,,
2026-02-06,CALL_EXPIRED,17,63.0,61.76,,,
2026-02-09,BUY_SHARES,100,,62.65,,,
2026-02-13,CALL_ROLLED_CLOSE,18,63.5,64.59,,1.0900000000000034,
2026-02-13,CALL_ROLLED_OPEN,18,66.0,64.59,,3.21,
2026-02-17,BUY_SHARES,100,,60.05,,,
2026-02-17,BUY_PUT,1,60.0,60.05,87.0,13.32,-0.08326394671106518
2026-02-20,CALL_ROLLED_CLOSE,18,66.0,67.11,,1.195,
2026-02-20,CALL_ROLLED_OPEN,18,68.0,67.11,,3.425,
2026-02-20,PUT_EXPIRED,18,47.0,67.11,,,
2026-02-23,SELL_SHARES,300,,67.07,,,
2026-02-23,BUY_PUT,15,67.0,67.07,81.0,14.96,-0.10436857015058143
2026-02-27,CALL_EXPIRED,18,68.0,62.77,,,
2026-03-06,CALL_EXPIRED,16,61.0,47.88,,,
2026-03-09,BUY_SHARES,200,,45.45,,,
2026-03-09,BUY_PUT,2,45.0,45.45,67.0,9.55,-0.990099009900991
2026-03-13,CALL_ROLLED_CLOSE,18,46.5,50.73,,4.229999999999997,
2026-03-13,CALL_ROLLED_OPEN,18,53.5,50.73,,2.545,
2026-03-20,CALL_EXPIRED,18,53.5,51.14,,,
2026-03-27,CALL_EXPIRED,18,56.5,46.6,,,
2026-03-30,BUY_SHARES,100,,43.89,,,
2026-03-30,BUY_PUT,1,43.0,43.89,46.0,6.33,-2.0277967646388673
2026-04-02,CALL_ROLLED_CLOSE,12,44.0,52.74,,8.8,
2026-04-02,CALL_ASSIGNED,700,44.0,52.74,,,
2026-04-02,CALL_ROLLED_OPEN,12,54.5,52.74,,2.5300000000000002,
2026-04-06,BUY_SHARES,500,,55.0,,,
2026-04-10,CALL_ROLLED_CLOSE,1,54.5,76.38,,22.200000000000003,
2026-04-10,CALL_ASSIGNED,1100,54.5,76.38,,,
2026-04-10,CALL_ROLLED_OPEN,1,79.0,76.38,,3.7,
2026-04-13,BUY_SHARES,700,,77.28,,,
2026-04-17,CALL_ROLLED_CLOSE,1,79.0,94.72,,15.719999999999999,
2026-04-17,CALL_ROLLED_OPEN,1,96.0,94.72,,4.7,
2026-04-24,CALL_ROLLED_CLOSE,1,96.0,128.25,,32.25,
2026-04-24,CALL_ROLLED_OPEN,1,135.0,128.25,,6.375,
2026-05-01,CALL_EXPIRED,1,135.0,130.33,,,
2026-05-08,CALL_ROLLED_CLOSE,3,135.0,177.44,,42.44,
2026-05-08,CALL_ASSIGNED,1000,135.0,177.44,,,
2026-05-08,CALL_ROLLED_OPEN,3,187.0,177.44,,8.925,
2026-05-11,BUY_SHARES,700,,181.59,,,
2026-05-15,CALL_EXPIRED,3,187.0,164.23,,,
2026-05-15,PUT_EXPIRED,1,60.0,164.23,,,
2026-05-15,PUT_EXPIRED,15,67.0,164.23,,,
2026-05-15,PUT_EXPIRED,2,45.0,164.23,,,
2026-05-15,PUT_EXPIRED,1,43.0,164.23,,,
2026-05-18,SELL_SHARES,200,,158.58,,,
2026-05-18,BUY_PUT,8,155.0,158.58,95.0,36.55,-2.2575356287047654
2026-05-22,CALL_ROLLED_CLOSE,8,168.0,190.61,,22.610000000000014,
2026-05-22,CALL_ROLLED_OPEN,8,200.0,190.61,,9.5,
2026-05-29,CALL_ROLLED_CLOSE,7,200.0,224.06,,24.060000000000002,
2026-05-29,CALL_ASSIGNED,100,200.0,224.06,,,
2026-05-29,CALL_ROLLED_OPEN,7,247.5,224.06,,11.025,
2026-06-05,CALL_EXPIRED,7,247.5,182.11,,,
2026-06-12,CALL_ROLLED_CLOSE,7,222.5,234.48,,13.075,
2026-06-12,CALL_ROLLED_OPEN,7,262.5,234.48,,11.875,
2026-06-18,CALL_ROLLED_CLOSE,7,262.5,279.47,,16.970000000000027,
2026-06-18,CALL_ROLLED_OPEN,7,322.5,279.47,,13.825,
2026-06-26,CALL_EXPIRED,7,322.5,215.1,,,
2026-06-29,BUY_SHARES,100,,209.15,,,
2026-07-02,CALL_EXPIRED,8,220.0,181.03,,,
