date,equity
2026-01-06,103045.6
2026-01-07,103396.6
2026-01-08,102964.6
2026-01-09,104350.6
2026-01-13,104109.55
2026-01-14,105338.55
2026-01-15,105016.55
2026-01-16,105410.55
2026-01-21,106030.15000000001
2026-01-22,109031.15000000001
2026-01-23,108813.15000000001
2026-01-27,108789.6
2026-01-28,110768.59999999999
2026-01-29,112235.6
2026-01-30,112652.6
2026-02-03,114281.55
2026-02-04,105634.55
2026-02-05,107009.05
2026-02-06,118439.55
2026-02-10,120273.35
2026-02-11,123189.35
2026-02-12,119274.35
2026-02-13,125133.35
2026-02-18,131410.05000000002
2026-02-19,131929.05000000002
2026-02-20,131689.05
2026-02-24,130256.55000000002
2026-02-25,130919.55000000002
2026-02-26,132352.55000000002
2026-02-27,130417.55000000002
2026-03-03,126342.15000000002
2026-03-04,129554.15000000002
2026-03-05,129352.15000000002
2026-03-06,124878.15000000002
2026-03-10,117133.15000000002
2026-03-11,117911.15000000002
2026-03-12,122755.15000000002
2026-03-13,123477.15000000002
2026-03-17,119032.75000000003
2026-03-18,117899.75000000003
2026-03-19,118949.75000000003
2026-03-20,120119.75000000003
2026-03-24,122331.70000000003
2026-03-25,122593.20000000003
2026-03-26,120442.70000000003
2026-03-27,119970.20000000003
2026-03-31,117889.00000000003
2026-04-01,112478.00000000003
2026-04-02,113363.00000000003
2026-04-07,109610.75000000003
2026-04-08,103871.75000000003
2026-04-09,100783.75000000003
2026-04-10,98739.25000000003
2026-04-14,98783.10000000003
2026-04-15,99298.10000000003
2026-04-16,99122.60000000003
2026-04-17,97684.10000000003
2026-04-21,97576.75000000003
2026-04-22,97000.75000000003
2026-04-23,98801.75000000003
2026-04-24,99938.25000000003
2026-04-28,93222.70000000003
2026-04-29,98612.70000000003
2026-04-30,103727.20000000003
2026-05-01,106000.70000000003
2026-05-05,108007.65000000004
2026-05-06,110564.15000000005
2026-05-07,110757.53335319331
2026-05-08,111657.171320064
2026-05-12,110079.61021657435
2026-05-13,115055.75737857701
2026-05-14,116616.69143011495
2026-05-15,107442.25000000004
2026-05-19,105357.75000000004
2026-05-20,108750.25000000004
2026-05-21,110495.25000000004
2026-05-22,109902.75000000004
2026-05-27,108877.15000000004
2026-05-28,111017.65000000004
2026-05-29,113301.15000000004
2026-06-02,114019.55000000005
2026-06-03,114644.05000000005
2026-06-04,115199.05000000005
2026-06-05,107205.55000000005
2026-06-09,113695.45000000004
2026-06-10,110175.95000000004
2026-06-11,119259.95000000004
2026-06-12,122106.45000000004
2026-06-16,109796.85000000003
2026-06-17,112915.35000000003
2026-06-18,127632.85000000003
2026-06-23,114157.90000000004
2026-06-24,112600.90000000004
2026-06-25,118987.40000000004
2026-06-26,110986.90000000004
2026-06-30,112246.80000000005
2026-07-01,112444.80000000003
2026-07-02,104908.80000000003
2026-07-30,82212.80000000005
