year,final,ret,maxdd,sharpe,bh_final,bh_ret,bh_maxdd,premium,assigned,expired,rolled,roll_cost,roll_credit,med_prem_pct,med_otm_pct,writes,pnl_shares,pnl_calls,pnl_puts,fees
2022,62548.66209256944,-37.451337907430556,-40.21073225872611,-1.2870419136065632,13816.0,-86.184,-90.39006945441886,91975.0,8,33,19,51495.5,32109.5,4.874912790399998,2.656181022220039,34,-96455.0,18217.0,42441.91209256944,1655.2499999999989
2023,99959.21463669982,-0.04078536330017757,-35.3080762208523,0.18610387302484824,327068.8,227.06879999999998,-49.15742621824191,93185.0,13,28,24,90978.5,56684.5,3.271295139466485,1.0457181120086645,28,139688.99999999997,-69806.00000000003,-67165.38536330017,2758.4
2024,59305.86477832633,-40.69413522167367,-47.9627080712422,-1.2092437716725102,93494.4,-6.5056,-62.18897547746247,79860.0,10,29,23,83871.49999999999,46809.93223215829,3.8718033303552355,0.8902077151335286,30,22204.0,-38236.567767841705,-23659.117453831957,1002.4500000000003
2025,100322.93189959296,0.32293189959295976,-32.29180711532159,0.25726660912665694,145382.08,45.38207999999999,-76.51733093243163,84544.0,11,26,24,81914.5,52149.867661329496,4.286520022560632,0.9130225852955309,29,40016.0,280.3676613295015,-38537.23576173652,1436.2
2026,136655.05,36.655049999999974,-39.526541070316334,1.3137899107717053,240770.67999999996,140.77067999999997,-69.41916307342652,67201.0,5,11,15,111537.50000000003,67020.5,5.423130281246058,1.3567438148443856,11,129496.0,-57724.00000000003,-34752.999999999985,363.9499999999998
