date,kind,qty,strike,spot,dte,px,otm_pct
2025-05-16,PUT_CASH_SETTLED,1,22.0,18.39,,,
2025-05-16,PUT_CASH_SETTLED,1,19.0,18.39,,,
2025-05-16,PUT_CASH_SETTLED,1,20.0,18.39,,,
2025-05-16,PUT_CASH_SETTLED,1,20.0,18.39,,,
2025-05-16,PUT_EXPIRED,1,15.0,18.39,,,
2025-05-19,BUY_SHARES,3500,,17.73,,,
2025-05-19,BUY_PUT,30,17.0,17.73,88.0,2.85,-4.117315284827983
2025-05-23,CALL_EXPIRED,35,18.0,15.72,,,
2025-05-27,BUY_SHARES,100,,16.9,,,
2025-05-27,BUY_PUT,1,16.0,16.9,80.0,2.49,-5.325443786982243
2025-05-30,CALL_EXPIRED,36,17.0,16.15,,,
2025-06-02,BUY_SHARES,100,,16.35,,,
2025-06-02,BUY_PUT,1,16.0,16.35,74.0,2.44,-2.140672782874631
2025-06-06,CALL_ROLLED_CLOSE,22,16.5,19.17,,2.6700000000000017,
2025-06-06,CALL_ASSIGNED,1500,16.5,19.17,,,
2025-06-06,CALL_ROLLED_OPEN,22,19.5,19.17,,0.775,
2025-06-09,BUY_SHARES,1200,,20.48,,,
2025-06-13,CALL_ROLLED_CLOSE,22,19.5,20.03,,0.5300000000000011,
2025-06-13,CALL_ROLLED_OPEN,22,20.5,20.03,,0.775,
2025-06-20,CALL_ROLLED_CLOSE,22,20.5,21.21,,0.7250000000000001,
2025-06-20,CALL_ROLLED_OPEN,22,21.5,21.21,,0.865,
2025-06-27,CALL_ROLLED_CLOSE,3,21.5,25.09,,3.59,
2025-06-27,CALL_ASSIGNED,1900,21.5,25.09,,,
2025-06-27,CALL_ROLLED_OPEN,3,36.0,25.09,,0.6262255377649746,
2025-06-30,BUY_SHARES,1600,,24.94,,,
2025-07-03,CALL_EXPIRED,3,36.0,26.45,,,
2025-07-11,CALL_ROLLED_CLOSE,31,26.0,27.25,,1.25,
2025-07-11,CALL_ROLLED_OPEN,31,28.0,27.25,,0.83,
2025-07-14,BUY_SHARES,100,,25.6,,,
2025-07-18,CALL_EXPIRED,31,28.0,27.35,,,
2025-07-25,CALL_EXPIRED,32,29.0,25.58,,,
2025-08-01,CALL_EXPIRED,32,27.0,24.07,,,
2025-08-04,BUY_SHARES,200,,24.85,,,
2025-08-08,CALL_ROLLED_CLOSE,34,25.0,25.72,,0.7949999999999999,
2025-08-08,CALL_ROLLED_OPEN,34,26.0,25.72,,0.845,
2025-08-11,BUY_SHARES,100,,26.8,,,
2025-08-15,CALL_ROLLED_CLOSE,22,26.0,27.31,,1.3099999999999987,
2025-08-15,CALL_ASSIGNED,1200,26.0,27.31,,,
2025-08-15,CALL_ROLLED_OPEN,22,27.5,27.31,,0.975,
2025-08-15,PUT_EXPIRED,3,8.0,27.31,,,
2025-08-15,PUT_EXPIRED,1,10.0,27.31,,,
2025-08-15,PUT_EXPIRED,1,8.0,27.31,,,
2025-08-15,PUT_EXPIRED,30,17.0,27.31,,,
2025-08-15,PUT_EXPIRED,1,16.0,27.31,,,
2025-08-15,PUT_EXPIRED,1,16.0,27.31,,,
2025-08-18,BUY_SHARES,600,,27.38,,,
2025-08-18,BUY_PUT,29,27.0,27.38,95.0,4.272330487636129,-1.3878743608473298
2025-08-22,CALL_EXPIRED,22,27.5,27.43,,,
2025-08-29,CALL_EXPIRED,29,27.5,26.04,,,
2025-09-02,BUY_SHARES,100,,24.91,,,
2025-09-02,BUY_PUT,1,24.0,24.91,80.0,3.62,-3.653151344841432
2025-09-05,CALL_ROLLED_CLOSE,30,25.0,26.52,,1.5199999999999996,
2025-09-05,CALL_ROLLED_OPEN,30,27.0,26.52,,0.735,
2025-09-12,CALL_ROLLED_CLOSE,13,27.0,29.26,,2.5300000000000002,
2025-09-12,CALL_ASSIGNED,1700,27.0,29.26,,,
2025-09-12,CALL_ROLLED_OPEN,13,29.5,29.26,,1.0,
2025-09-15,BUY_SHARES,1500,,29.87,,,
2025-09-19,CALL_ROLLED_CLOSE,3,29.5,32.97,,4.6,
2025-09-19,CALL_ASSIGNED,1000,29.5,32.97,,,
2025-09-19,CALL_ROLLED_OPEN,3,33.0,32.97,,1.275,
2025-09-22,BUY_SHARES,800,,34.2,,,
2025-09-26,CALL_ROLLED_CLOSE,3,33.0,33.99,,1.035,
2025-09-26,CALL_ROLLED_OPEN,3,34.0,33.99,,1.405,
2025-10-03,CALL_ROLLED_CLOSE,3,34.0,38.23,,4.229999999999997,
2025-10-03,CALL_ROLLED_OPEN,3,39.0,38.23,,1.3900000000000001,
2025-10-10,CALL_EXPIRED,3,39.0,34.21,,,
2025-10-17,CALL_ROLLED_CLOSE,26,39.0,40.18,,1.1799999999999997,
2025-10-17,CALL_ROLLED_OPEN,26,41.0,40.18,,1.92,
2025-10-20,BUY_SHARES,100,,42.4,,,
2025-10-24,CALL_ROLLED_CLOSE,26,41.0,43.16,,2.3449999999999998,
2025-10-24,CALL_ROLLED_OPEN,26,44.0,43.16,,2.165,
2025-10-31,CALL_ROLLED_CLOSE,26,44.0,47.71,,3.710000000000001,
2025-10-31,CALL_ROLLED_OPEN,26,48.0,47.71,,2.5,
2025-11-07,CALL_EXPIRED,26,48.0,41.73,,,
2025-11-14,CALL_EXPIRED,27,45.0,38.86,,,
2025-11-17,BUY_SHARES,100,,39.69,,,
2025-11-21,CALL_EXPIRED,28,41.0,31.7,,,
2025-11-21,PUT_EXPIRED,29,27.0,31.7,,,
2025-11-21,PUT_EXPIRED,1,24.0,31.7,,,
2025-11-24,SELL_SHARES,400,,34.82,,,
2025-11-24,BUY_PUT,24,34.0,34.82,88.0,6.444782228163229,-2.3549684089603673
2025-11-28,CALL_ROLLED_CLOSE,17,35.0,41.3,,6.3,
2025-11-28,CALL_ASSIGNED,700,35.0,41.3,,,
2025-11-28,CALL_ROLLED_OPEN,17,41.5,41.3,,1.7400000000000002,
2025-12-01,BUY_SHARES,600,,40.92,,,
2025-12-05,CALL_ASSIGNED,1700,41.5,46.51,,,
2025-12-08,BUY_SHARES,1400,,47.97,,,
2025-12-12,CALL_EXPIRED,20,48.0,41.7,,,
2025-12-15,BUY_SHARES,100,,42.33,,,
2025-12-19,CALL_EXPIRED,21,42.5,41.79,,,
2025-12-22,BUY_SHARES,100,,43.84,,,
2025-12-26,CALL_ROLLED_CLOSE,22,44.0,44.19,,0.325,
2025-12-26,CALL_ROLLED_OPEN,22,44.5,44.19,,1.29,
2025-12-29,BUY_SHARES,100,,43.27,,,
2025-12-31,EOY_CLOSE_CALL,22,44.5,42.03,,0.0,
2025-12-31,EOY_SELL_PUT,24,34.0,42.03,,0.0,
2025-12-31,EOY_SELL_SHARES,2300,,42.03,,,
