date,equity
2025-01-03,100322.40000000001
2025-01-07,101050.90000000001
2025-01-08,101608.90000000001
2025-01-10,99733.40000000001
2025-01-14,99558.25
2025-01-15,98163.25
2025-01-16,98659.25
2025-01-17,95856.45000000001
2025-01-22,98529.45000000001
2025-01-23,98096.95000000001
2025-01-24,96500.44999999998
2025-01-28,87246.75
2025-01-29,87722.75
2025-01-30,88657.25
2025-01-31,88888.75
2025-02-04,85746.40000000001
2025-02-05,83837.40000000001
2025-02-06,83377.90000000001
2025-02-07,86054.20000000001
2025-02-11,85619.70000000001
2025-02-12,85673.70000000001
2025-02-13,84589.20000000001
2025-02-14,84212.3
2025-02-19,86859.3
2025-02-20,86999.3
2025-02-21,83475.8
2025-02-25,78400.3
2025-02-26,79275.3
2025-02-27,75425.3
2025-02-28,75812.8
2025-03-04,76505.25
2025-03-05,76464.25
2025-03-06,76323.75
2025-03-07,75635.75
2025-03-11,76435.04999999999
2025-03-12,77129.55
2025-03-13,77128.05
2025-03-14,78061.05
2025-03-18,79081.20000000001
2025-03-19,78719.2
2025-03-20,78953.7
2025-03-21,78814.7
2025-03-25,79810.20000000001
2025-03-26,79983.7
2025-03-27,79299.20000000001
2025-03-28,79116.70000000001
2025-04-01,77840.55
2025-04-02,77491.05
2025-04-03,80581.05
2025-04-04,80702.55000000002
2025-04-08,81723.65000000001
2025-04-09,75867.65000000001
2025-04-10,81753.65000000001
2025-04-11,82273.65000000001
2025-04-15,83196.40000000001
2025-04-16,83715.40000000001
2025-04-17,83420.90000000001
2025-04-22,82632.50000000001
2025-04-23,80545.5
2025-04-24,75905.5
2025-04-25,74498.1
2025-04-29,75117.6
2025-04-30,75496.6
2025-05-01,75189.6
2025-05-02,74489.70000000001
2025-05-06,74989.20000000001
2025-05-07,74617.20000000001
2025-05-08,74543.20000000001
2025-05-09,74270.8
2025-05-13,70811.3
2025-05-14,70690.29999999999
2025-05-15,70895.3
2025-05-16,70930.3
2025-05-20,71579.04999999999
2025-05-21,70921.55
2025-05-22,70456.55
2025-05-23,68797.55
2025-05-28,71300.5
2025-05-29,72452.0
2025-05-30,71826.0
2025-06-03,71857.8
2025-06-04,71485.8
2025-06-05,71650.3
2025-06-06,71759.20000000001
2025-06-10,73165.7
2025-06-11,73336.7
2025-06-12,73644.7
2025-06-13,73037.09999999999
2025-06-17,75160.09999999999
2025-06-18,75808.59999999999
2025-06-20,75613.5
2025-06-24,79025.0
2025-06-25,79670.5
2025-06-26,80305.0
2025-06-27,80217.09999999999
2025-07-01,79117.6471231921
2025-07-02,83146.46766132949
2025-07-03,84190.96766132949
2025-07-08,83562.31766132949
2025-07-09,84333.81766132949
2025-07-10,85162.81766132949
2025-07-11,85446.01766132949
2025-07-15,86309.51766132949
2025-07-16,86334.51766132949
2025-07-17,87632.51766132949
2025-07-18,88455.01766132949
2025-07-22,86546.21766132949
2025-07-23,85242.71766132949
2025-07-24,84626.21766132949
2025-07-25,84448.58320986431
2025-07-29,88889.56816309609
2025-07-30,89897.41766132948
2025-07-31,85376.36276970198
2025-08-01,82871.11466858027
2025-08-05,84687.97635094698
2025-08-06,84218.81766132949
2025-08-07,87039.70995969862
2025-08-08,88108.52759669299
2025-08-12,91260.11766132948
2025-08-13,91839.11766132948
2025-08-14,92104.11766132948
2025-08-15,91865.51766132949
2025-08-19,91527.40924718471
2025-08-20,90875.90924718471
2025-08-21,90617.90924718471
2025-08-22,94084.90924718471
2025-08-26,95472.55924718472
2025-08-27,93993.55924718472
2025-08-28,95081.05924718472
2025-08-29,93747.05924718472
2025-09-03,91674.90924718471
2025-09-04,94680.90924718471
2025-09-05,92631.90924718471
2025-09-09,95080.90924718471
2025-09-10,92722.90924718471
2025-09-11,92308.90924718471
2025-09-12,92759.00924718472
2025-09-16,92251.50924718472
2025-09-17,92289.00924718472
2025-09-18,96108.50924718472
2025-09-19,93921.60924718471
2025-09-23,95894.60924718471
2025-09-24,95679.1092471847
2025-09-25,95888.60924718471
2025-09-26,95420.20924718471
2025-09-30,97109.20924718471
2025-10-01,101729.20924718471
2025-10-02,105359.70924718471
2025-10-03,104233.30924718469
2025-10-07,105402.80924718472
2025-10-08,113946.80924718472
2025-10-09,112219.30924718472
2025-10-10,96438.80924718472
2025-10-14,102621.90924718471
2025-10-15,108107.90924718473
2025-10-16,110239.90924718473
2025-10-17,110848.60924718471
2025-10-21,113700.10924718471
2025-10-22,109575.60924718471
2025-10-23,114170.10924718471
2025-10-24,116158.8092471847
2025-10-28,121208.80924718472
2025-10-29,122713.30924718472
2025-10-30,121561.30924718472
2025-10-31,123551.00924718472
2025-11-04,115992.00924718472
2025-11-05,124969.50924718472
2025-11-06,117509.50924718472
2025-11-07,114091.0092471847
2025-11-11,117158.95924718473
2025-11-12,121887.45924718471
2025-11-13,111905.95924718471
2025-11-14,111143.95924718471
2025-11-18,101538.25924718473
2025-11-19,105681.75924718473
2025-11-20,92522.25924718472
2025-11-21,94259.25924718472
2025-11-25,105182.58189959296
2025-11-26,103742.58189959297
2025-11-28,102288.98189959297
2025-12-02,104670.48189959297
2025-12-03,106699.98189959297
2025-12-04,105484.98189959297
2025-12-05,105881.48189959297
2025-12-09,107083.48189959297
2025-12-10,108919.48189959297
2025-12-11,108437.48189959297
2025-12-12,99785.48189959297
2025-12-16,99781.83189959297
2025-12-17,93792.33189959297
2025-12-18,98196.33189959297
2025-12-19,102684.33189959297
2025-12-23,105942.53189959297
2025-12-24,106779.53189959297
2025-12-26,107340.93189959296
2025-12-30,107863.43189959296
2025-12-31,105381.43189959296
2025-12-31,100322.93189959296
