week,monday,spot_1000_high,lots,shares,call_strike,call_expiry,call_px,call_qty,call_premium,call_mark,call_iv,prem_pct,otm_pct,gross_if_called_pct,target_hit,put_strike,put_expiry,put_qty,put_dte,cash_after,equity
37,2023-09-11,21.11,38,3800,21.5,2023-09-15,0.61,38,2318.0,print_1000,0.8128000000000001,2.8896257697773566,1.847465656087155,4.737091425864522,False,21.0,2023-11-17,39,67,3114.542740977311,90606.54274097731
38,2023-09-18,19.95,39,3900,20.0,2023-09-22,0.74,39,2886.0,print_1000,0.8375,3.7092731829573933,0.25062656641603454,3.959899749373437,False,21.0,2023-11-17,39,60,3979.692740977311,90013.6927409773
39,2023-09-25,17.98,40,4000,18.0,2023-09-29,0.63,40,2520.0,print_1000,0.8984000000000001,3.503893214682981,0.11123470522802492,3.61512791991101,False,21.0,2023-11-17,40,53,76381.70477852476,89880.70477852476
40,2023-10-02,19.47,39,3900,19.5,2023-10-06,0.77,39,3003.0,print_1000,0.8632000000000001,3.954802259887006,0.15408320493066618,4.108885464817674,False,21.0,2023-11-17,40,46,3406.854778524756,91377.85477852475
41,2023-10-09,18.83,40,4000,19.0,2023-10-13,0.55,40,2200.0,print_1000,0.9078,2.920870950610728,0.9028146574615148,3.8236856080722346,False,21.0,2023-11-17,40,39,3697.3547785247565,92131.35477852475
42,2023-10-16,19.62,41,4100,20.0,2023-10-20,0.56,41,2296.0,print_1000,0.8375,2.854230377166157,1.9367991845055998,4.791029561671759,False,21.0,2023-11-17,41,32,3713.1371207861757,90858.63712078618
43,2023-10-23,16.39,42,4200,16.5,2023-10-27,0.64,42,2688.0,print_1000,1.0039,3.9048200122025625,0.6711409395973034,4.575960951799874,False,21.0,2023-11-17,42,25,4476.902277691514,92642.40227769151
44,2023-10-30,14.89,44,4400,15.0,2023-11-03,0.6,44,2640.0,print_1000,1.1289,4.029550033579583,0.738750839489577,4.76830087306917,False,21.0,2023-11-17,44,18,69681.62794353093,81336.12794353093
45,2023-11-06,18.23,38,3800,18.5,2023-11-10,0.46,38,1748.0,print_1000,0.7976000000000001,2.523313219967087,1.4810751508502529,4.004388370817331,False,21.0,2023-11-17,44,11,72392.92794353093,76891.92794353093
46,2023-11-13,19.72,36,3600,20.0,2023-11-17,0.62,36,2232.0,print_1000,0.8539,3.1440162271805274,1.4198782961460488,4.563894523326578,False,21.0,2023-11-17,44,4,75573.52794353093,75833.52794353093
47,2023-11-20,23.61,28,2800,24.0,2023-11-24,0.66,28,1848.0,print_1000,0.8445,2.7954256670902162,1.6518424396442244,4.447268106734438,False,17.0,2024-01-19,28,60,4456.224285495254,76044.22428549525
48,2023-11-27,22.9,29,2900,23.0,2023-12-01,0.65,29,1885.0,print_1000,0.6546000000000001,2.8384279475982535,0.4366812227074357,3.275109170305683,False,17.0,2024-01-19,29,53,70467.94050305712,77387.94050305712
49,2023-12-04,22.09,31,3100,22.5,2023-12-08,0.62,31,1922.0,print_1000,0.7531,2.806699864191942,1.856043458578549,4.662743322770486,False,17.0,2024-01-19,31,46,73055.95162622986,79394.45162622986
50,2023-12-11,25.3,28,2800,26.0,2023-12-15,0.65,28,1820.0,print_1000,0.8421000000000001,2.5691699604743086,2.7667984189723382,5.335968379446637,False,17.0,2024-01-19,31,39,76789.75162622986,78993.25162622986
51,2023-12-18,30.1,25,2500,31.0,2023-12-22,0.62,25,1550.0,print_1000,0.6984,2.059800664451827,2.9900332225913484,5.049833887043185,False,17.0,2024-01-19,31,32,3061.0016262298595,81528.50162622986
52,2023-12-26,31.73,25,2500,32.0,2023-12-29,0.76,25,1900.0,print_1000,0.6718000000000001,2.3952095808383236,0.8509297195083532,3.246139300346674,False,17.0,2024-01-19,31,24,4944.7516262298595,84942.75162622986
