week,monday,spot_1000_high,lots,shares,call_strike,call_expiry,call_px,call_qty,call_premium,call_mark,call_iv,prem_pct,otm_pct,gross_if_called_pct,target_hit,put_strike,put_expiry,put_qty,put_dte,cash_after,equity
18,2022-05-02,23.28,23,2300,24.5,2022-05-06,1.15,23.0,2645.0,print_1000,1.6333,4.939862542955326,5.240549828178698,10.180412371134015,True,55.0,2022-05-20,23,18,4838.225977057253,96760.72597705726
19,2022-05-09,22.17,24,2400,23.5,2022-05-13,1.15,24.0,2760.0,print_near,1.7578,5.187189896256202,5.999097880018045,11.186287776274236,True,55.0,2022-05-20,24,11,4829.475977057253,99414.47597705726
20,2022-05-16,21.7,25,2500,22.5,2022-05-20,1.1,25.0,2750.0,print_1000,1.4296,5.0691244239631335,3.686635944700467,8.755760368663598,True,55.0,2022-05-20,25,4,93933.55011122444,101708.05011122444
21,2022-05-23,20.05,41,4100,20.5,2022-05-27,1.0,41.0,4100.0,print_1000,1.472,4.987531172069825,2.244389027431426,7.231920199501244,True,23.0,2022-08-19,41,88,53292.20011122444,100452.20011122443
22,2022-05-31,24.29,36,3600,,,,,,,,,,,,23.0,2022-08-19,41,80,2272.7001112244398,99868.70011122443
23,2022-06-06,25.18,36,3600,25.5,2022-06-10,1.23,36.0,4428.0,print_1000,1.1535,4.88482922954726,1.2708498808578161,6.155679110405084,True,23.0,2022-08-19,41,74,6677.30011122444,92287.30011122444
24,2022-06-13,16.87,39,3900,18.0,2022-06-17,0.75,39.0,2925.0,print_1000,1.6921000000000002,4.445761707172495,6.698280972139892,11.144042679312383,False,23.0,2022-08-19,41,67,4514.45011122444,87193.95011122443
25,2022-06-21,15.37,41,4100,15.5,2022-06-24,0.73,41.0,2993.0,print_1000,1.3257,4.749512036434613,0.8458035133376729,5.595315549772288,True,23.0,2022-08-19,41,59,6587.000111224441,90220.00011122444
26,2022-06-27,15.78,44,4400,,,,,,,,,,,,23.0,2022-08-19,44,53,1156.5501112244408,89396.55011122444
27,2022-07-05,10.83,44,4400,11.0,2022-07-08,0.52,44.0,2288.0,print_1000,1.457,4.801477377654663,1.5697137580794163,6.371191135734071,True,23.0,2022-08-19,44,45,32086.95011122444,79457.95011122445
28,2022-07-11,12.96,39,3900,,,,,,,,,,,,23.0,2022-08-19,44,39,306.450111224435,81313.95011122443
29,2022-07-18,15.69,39,3900,,,,,,,,,,,,23.0,2022-08-19,44,32,20218.350111224434,80944.85011122443
30,2022-07-25,17.13,37,3700,,,,,,,,,,,,23.0,2022-08-19,44,25,1190.250111224434,82714.25011122444
31,2022-08-01,20.01,37,3700,,,,,,,,,,,,23.0,2022-08-19,44,18,1071.650111224434,84838.65011122443
32,2022-08-08,21.13,37,3700,,,,,,,,,,,,23.0,2022-08-19,44,11,1071.650111224434,83170.65011122443
33,2022-08-15,21.67,37,3700,22.0,2022-08-19,0.7000000000000001,37.0,2590.0000000000005,print_1000,0.9875,3.2302722658052603,1.522842639593902,4.753114905399162,False,23.0,2022-08-19,44,4,78559.10011122443,78559.10011122443
34,2022-08-22,17.91,36,3600,18.0,2022-08-26,0.92,36.0,3312.0,print_1000,1.2437,5.136795086543831,0.5025125628140614,5.639307649357899,True,17.5,2022-11-18,36,88,5270.300111224427,77486.30011122442
35,2022-08-29,15.82,38,3800,16.0,2022-09-02,0.75,38.0,2850.0,print_1000,1.2437,4.740834386852086,1.1378002528444897,5.8786346396965845,True,17.5,2022-11-18,38,81,4365.300111224427,74656.30011122442
36,2022-09-06,12.6,40,4000,13.0,2022-09-09,0.43,40.0,1720.0,print_1000,1.4132,3.412698412698413,3.1746031746031855,6.5873015873015905,False,17.5,2022-11-18,40,73,13034.000111224428,71529.00011122442
37,2022-09-12,14.98,38,3800,,,,,,,,,,,,17.5,2022-11-18,40,67,1046.000111224428,69916.00011122444
38,2022-09-19,12.16,38,3800,12.5,2022-09-23,0.62,38.0,2356.0,print_1000,1.457,5.098684210526316,2.796052631578938,7.894736842105261,True,17.5,2022-11-18,40,60,3377.3001112244283,70850.30011122444
39,2022-09-26,10.32,41,4100,10.5,2022-09-30,0.54,41.0,2214.0,print_1000,1.4898,5.232558139534884,1.744186046511631,6.976744186046509,True,17.5,2022-11-18,41,53,2233.062549846107,72004.0625498461
40,2022-10-03,9.39,42,4200,9.5,2022-10-07,0.55,42.0,2310.0,print_1000,1.3531,5.857294994675186,1.1714589989350266,7.028753993610218,False,17.5,2022-11-18,42,46,3373.7701413367286,74472.77014133673
41,2022-10-10,8.32,45,4500,8.5,2022-10-14,0.47,45.0,2115.0,print_1000,1.6046,5.649038461538461,2.163461538461542,7.812499999999996,False,17.5,2022-11-18,45,39,2392.026997212524,75570.02699721252
42,2022-10-17,7.51,47,4700,8.0,2022-10-21,0.32,47.0,1504.0,print_1000,1.4734,4.26098535286285,6.524633821571246,10.78561917443409,False,17.5,2022-11-18,47,32,1118.6633052688878,74960.16330526888
43,2022-10-24,8.49,48,4800,,,,,,,,,,,,17.5,2022-11-18,48,25,31490.163704620558,74750.66370462056
44,2022-10-31,9.02,47,4700,,,,,,,,,,,,17.5,2022-11-18,48,18,805.1637046205578,76920.66370462056
45,2022-11-07,8.99,47,4700,9.5,2022-11-11,0.46,47.0,2162.0,print_1000,1.539,5.116796440489433,5.672969966629582,10.789766407119018,True,17.5,2022-11-18,48,11,36296.91370462056,63939.91370462056
46,2022-11-14,13.09,36,3600,,,,,,,,,,,,17.5,2022-11-18,48,4,64422.41370462056,64898.91370462056
47,2022-11-21,12.08,45,4500,12.5,2022-11-25,0.29,45.0,1305.0,print_1000,0.8375,2.400662251655629,3.47682119205297,5.877483443708609,False,10.0,2023-01-20,45,60,3333.568911426678,66174.06891142667
48,2022-11-28,12.58,47,4700,,,,,,,,,,,,10.0,2023-01-20,47,53,1894.406936234313,68792.90693623431
49,2022-12-05,12.85,48,4800,,,,,,,,,,,,10.0,2023-01-20,48,46,421.6969815876899,67981.69698158768
50,2022-12-12,12.15,48,4800,13.0,2022-12-16,0.5700000000000001,48.0,2736.0000000000005,print_1000,1.8042,4.691358024691358,6.995884773662553,11.687242798353907,True,10.0,2023-01-20,48,39,3126.4969815876907,66303.9969815877
51,2022-12-19,10.73,50,5000,11.0,2022-12-23,0.38,50.0,1900.0,print_1000,1.0296,3.5414725069897486,2.5163094128611396,6.057781919850881,False,10.0,2023-01-20,50,32,2557.937975936667,64001.937975936664
52,2022-12-27,9.23,52,5200,9.5,2022-12-30,0.31,52.0,1612.0,print_1000,1.0343,3.358613217768147,2.9252437703141787,6.283856988082335,False,10.0,2023-01-20,52,24,2862.662092569436,64132.16209256943
