week,monday,spot_1000_high,lots,shares,call_strike,call_expiry,call_px,call_qty,call_premium,call_mark,call_iv,prem_pct,otm_pct,gross_if_called_pct,target_hit,put_strike,put_expiry,put_qty,put_dte,cash_after,equity
1,2022-01-03,70.16,12,1200,71.0,2022-01-07,2.25,12.0,2700.0,print_1000,0.6835,3.2069555302166477,1.1972633979475455,4.404218928164201,False,70.0,2022-02-18,12,46,9294.400000000001,97224.4
2,2022-01-10,55.89,13,1300,56.0,2022-01-14,2.71,13.0,3523.0,print_1000,1.0367,4.848810162819825,0.19681517266059156,5.045625335480406,True,70.0,2022-02-18,13,39,17010.300000000007,91557.8
3,2022-01-18,59.52,12,1200,,,,,,,,,,,,70.0,2022-02-18,13,31,5105.300000000007,90829.3
4,2022-01-24,40.86,13,1300,43.0,2022-01-28,2.3000000000000003,13.0,2990.0000000000005,print_1000,1.779,5.628976994615762,5.237395986294668,10.86637298091043,False,70.0,2022-02-18,13,25,4000.350000000007,94383.35
5,2022-01-31,41.03,13,1300,42.0,2022-02-04,2.2,13.0,2860.0000000000005,print_1000,1.3845,5.361930294906166,2.364123811844987,7.726054106751155,True,70.0,2022-02-18,13,18,7420.000000000008,94858.0
6,2022-02-07,45.15,14,1400,,,,,,,,,,,,70.0,2022-02-18,14,11,2002.850000000008,96919.35
7,2022-02-14,41.11,14,1400,42.0,2022-02-18,2.0,14.0,2800.0,print_1000,1.4775,4.864996351252737,2.1649233763074704,7.029919727560206,True,70.0,2022-02-18,14,4,88787.75000000001,99760.75000000001
8,2022-02-22,40.66,20,2000,41.0,2022-02-25,2.09,20.0,4180.0,print_1000,1.3531,5.14018691588785,0.8362026561731462,5.976389572061002,True,55.0,2022-05-20,20,87,7460.050000000014,102870.05000000002
9,2022-02-28,41.4,21,2100,,,,,,,,,,,,55.0,2022-05-20,21,81,2503.9000000000137,98935.40000000001
10,2022-03-07,33.61,21,2100,35.0,2022-03-11,1.72,21.0,3612.0,print_1000,1.6074000000000002,5.117524546265993,4.135673906575432,9.253198452841417,True,55.0,2022-05-20,21,74,6102.250000000014,98147.25000000001
11,2022-03-14,29.47,22,2200,31.0,2022-03-18,1.59,22.0,3498.0,print_1000,1.5458,5.395317271801833,5.191720393620636,10.587037665422468,True,55.0,2022-05-20,22,67,40554.60000000001,89847.6
12,2022-03-21,38.04,19,1900,,,,,,,,,,,,55.0,2022-05-20,22,60,2632.9000000000106,92820.90000000001
13,2022-03-28,41.89,19,1900,,,,,,,,,,,,55.0,2022-05-20,22,53,2632.9000000000106,88261.40000000001
14,2022-04-04,37.84,19,1900,38.0,2022-04-08,1.42,19.0,2698.0,print_1000,0.9136,3.752642706131078,0.42283298097249844,4.175475687103584,False,55.0,2022-05-20,22,46,5318.55000000001,87781.05000000002
15,2022-04-11,27.23,20,2000,28.0,2022-04-14,1.2,20.0,2400.0,print_1000,1.4296,4.406904149834741,2.8277634961439535,7.234667645978698,False,55.0,2022-05-20,22,39,4982.05000000001,89847.05000000002
16,2022-04-18,26.15,21,2100,27.0,2022-04-22,1.19,21.0,2499.0,print_1000,1.2246,4.550669216061186,3.250478011472291,7.801147227533467,True,55.0,2022-05-20,22,32,4851.900000000011,91867.90000000001
17,2022-04-25,24.05,22,2200,25.0,2022-04-29,1.2,22.0,2640.0,print_1000,1.4966000000000002,4.989604989604989,3.950103950103956,8.939708939708938,True,55.0,2022-05-20,22,25,5072.10000000001,94286.60000000002
