date,kind,qty,strike,spot,dte,px,otm_pct
2026-01-02,BUY_SHARES,1800,,47.78,,,
2026-01-02,BUY_PUT,18,47.0,47.78,49.0,6.19,-1.6324822101297598
2026-01-09,CALL_ASSIGNED,1800,51.0,53.91,,,
2026-01-12,BUY_SHARES,1700,,54.12,,,
2026-01-16,CALL_ASSIGNED,1700,54.5,60.72,,,
2026-01-20,BUY_SHARES,1600,,60.54,,,
2026-01-23,CALL_ASSIGNED,1600,61.0,61.55,,,
2026-01-26,BUY_SHARES,1700,,61.74,,,
2026-01-30,CALL_EXPIRED,17,62.0,61.79,,,
2026-02-06,CALL_EXPIRED,17,63.0,61.76,,,
2026-02-09,BUY_SHARES,100,,62.65,,,
2026-02-13,CALL_ASSIGNED,1800,63.5,64.59,,,
2026-02-17,BUY_SHARES,2000,,60.05,,,
2026-02-17,BUY_PUT,2,60.0,60.05,87.0,13.32,-0.08326394671106518
2026-02-20,CALL_ASSIGNED,2000,60.5,67.11,,,
2026-02-20,PUT_EXPIRED,18,47.0,67.11,,,
2026-02-23,BUY_SHARES,1600,,67.07,,,
2026-02-23,BUY_PUT,14,67.0,67.07,81.0,14.96,-0.10436857015058143
2026-02-27,CALL_EXPIRED,16,68.0,62.77,,,
2026-03-06,CALL_EXPIRED,16,61.0,47.88,,,
2026-03-09,BUY_SHARES,200,,45.45,,,
2026-03-09,BUY_PUT,2,45.0,45.45,67.0,9.55,-0.990099009900991
2026-03-13,CALL_ASSIGNED,1800,46.5,50.73,,,
2026-03-16,BUY_SHARES,1600,,55.26,,,
2026-03-20,CALL_EXPIRED,16,56.0,51.14,,,
2026-03-23,BUY_SHARES,100,,55.89,,,
2026-03-27,CALL_EXPIRED,17,56.5,46.6,,,
2026-03-30,BUY_SHARES,100,,43.89,,,
2026-04-02,CALL_ASSIGNED,1800,44.0,52.74,,,
2026-04-06,BUY_SHARES,1500,,55.0,,,
2026-04-10,CALL_ASSIGNED,1500,55.5,76.38,,,
2026-04-13,BUY_SHARES,1100,,77.28,,,
2026-04-17,CALL_ASSIGNED,1100,78.0,94.72,,,
2026-04-20,BUY_SHARES,900,,95.12,,,
2026-04-24,CALL_ASSIGNED,900,96.0,128.25,,,
2026-04-27,BUY_SHARES,700,,124.2,,,
2026-05-01,CALL_ASSIGNED,700,128.0,130.33,,,
2026-05-04,BUY_SHARES,700,,133.2,,,
2026-05-08,CALL_ASSIGNED,700,135.0,177.44,,,
2026-05-11,BUY_SHARES,600,,181.59,,,
2026-05-15,CALL_EXPIRED,6,187.0,164.23,,,
2026-05-15,PUT_EXPIRED,2,60.0,164.23,,,
2026-05-15,PUT_EXPIRED,14,67.0,164.23,,,
2026-05-15,PUT_EXPIRED,2,45.0,164.23,,,
2026-05-18,SELL_SHARES,100,,158.58,,,
2026-05-18,BUY_PUT,5,155.0,158.58,95.0,36.55,-2.2575356287047654
2026-05-22,CALL_ASSIGNED,500,168.0,190.61,,,
2026-05-26,BUY_SHARES,400,,219.84,,,
2026-05-29,CALL_EXPIRED,4,227.5,224.06,,,
2026-06-05,CALL_EXPIRED,4,222.5,182.11,,,
2026-06-12,CALL_ASSIGNED,400,222.5,234.48,,,
2026-06-15,BUY_SHARES,400,,265.98,,,
2026-06-18,CALL_ASSIGNED,400,275.0,279.47,,,
2026-06-22,BUY_SHARES,300,,298.7,,,
2026-06-26,CALL_EXPIRED,3,325.0,215.1,,,
2026-06-29,BUY_SHARES,100,,209.15,,,
2026-07-02,CALL_EXPIRED,4,220.0,181.03,,,
