pc,n,called,mean,geo,sd,worst,best,money,tv
-0.4,233,97.85407725321889,0.33520247470164966,0.3305111649428927,0.9649354726957258,-8.08369650477974,5.432322317790857,-38.83792048929664,0.14331250817283245
-0.3,233,97.42489270386267,0.41099624639273846,0.4049995958239849,1.0929986713444784,-8.08369650477974,5.432322317790857,-29.343308395677482,0.12972308036170282
-0.2,233,94.4206008583691,0.17741741460257424,0.14030313620372326,2.5546938916376263,-27.2063702720637,5.2066559312936125,-19.77225672877847,0.1837831649671826
-0.15,233,87.1244635193133,-0.03728467008823648,-0.09954524385147323,3.343064470796046,-27.2063702720637,6.229143492769742,-14.844407064760311,0.5586592178770973
-0.1,233,78.11158798283262,-0.15496314179935844,-0.26528989646171786,4.459616300161714,-29.1970802919708,6.809269162210335,-9.995262908574132,1.315789473684213
-0.05,233,66.95278969957081,-0.2498715960522461,-0.4629830444646488,6.184736121633639,-33.64299933642999,8.676307007786427,-5.014014325755212,2.5464556090846573
0.0,233,51.072961373390555,-0.1601024109457872,-0.49702639960059747,7.802337624186337,-35.50099535500995,11.457174638487205,-0.06607201850016287,4.405104981473857
0.05,233,36.05150214592275,-0.10716103503121853,-0.5897426625343427,9.386164554848541,-38.4870603848706,14.682981090100109,4.938271604938271,2.6466380543633763
