week,monday,spot_1000_high,lots,shares,call_strike,call_expiry,call_px,call_qty,call_premium,call_mark,call_iv,prem_pct,otm_pct,gross_if_called_pct,target_hit,put_strike,put_expiry,put_qty,put_dte,cash_after,equity
36,2025-09-02,24.91,30,3000,25.0,2025-09-05,0.8200000000000001,30.0,2460.0,print_1000,0.9734,3.291850662384585,0.3613006824568332,3.6531513448414286,False,27.0,2025-11-21,30,80,2083.409247184717,92631.90924718471
37,2025-09-08,26.96,30,3000,,,,,,,,,,,,27.0,2025-11-21,30,74,45969.00924718472,92759.00924718472
38,2025-09-15,29.87,28,2800,,,,,,,,,,,,27.0,2025-11-21,30,67,29650.109247184715,93921.60924718471
39,2025-09-22,34.2,26,2600,,,,,,,,,,,,27.0,2025-11-21,30,60,2393.2092471847113,95420.20924718471
40,2025-09-29,35.38,26,2600,,,,,,,,,,,,27.0,2025-11-21,30,53,1537.3092471847121,104233.30924718469
41,2025-10-06,42.71,26,2600,,,,,,,,,,,,27.0,2025-11-21,30,46,1537.3092471847121,96438.80924718472
42,2025-10-13,38.81,26,2600,39.0,2025-10-17,1.86,26.0,4836.0,print_1000,1.1781,4.792579232156661,0.489564545220289,5.28214377737696,True,27.0,2025-11-21,30,39,8246.609247184713,110848.60924718471
43,2025-10-20,42.4,27,2700,,,,,,,,,,,,27.0,2025-11-21,30,32,3504.309247184715,116158.8092471847
44,2025-10-27,45.79,27,2700,,,,,,,,,,,,27.0,2025-11-21,30,25,324.5092471847138,123551.00924718472
45,2025-11-03,49.11,27,2700,,,,,,,,,,,,27.0,2025-11-21,30,18,324.5092471847138,114091.0092471847
46,2025-11-10,44.92,27,2700,45.0,2025-11-14,2.0,27.0,5400.0,print_1000,1.0765,4.452359750667854,0.17809439002671734,4.630454140694564,False,27.0,2025-11-21,30,11,5706.959247184714,111143.95924718471
47,2025-11-17,39.69,28,2800,41.0,2025-11-21,1.35,28.0,3780.0000000000005,print_1000,1.5062,3.4013605442176873,3.3005794910556885,6.701940035273375,False,27.0,2025-11-21,30,4,5499.259247184715,94259.25924718472
48,2025-11-24,34.82,24,2400,35.0,2025-11-28,1.72,24.0,4128.0,print_1000,1.1548,4.939689833429064,0.5169442848937278,5.456634118322802,True,34.0,2026-02-20,24,88,24776.98189959297,102288.98189959297
49,2025-12-01,40.92,23,2300,,,,,,,,,,,,34.0,2026-02-20,24,81,70763.48189959297,105881.48189959297
50,2025-12-08,47.97,20,2000,48.0,2025-12-12,2.35,20.0,4700.0,print_1000,1.0507,4.898895142797582,0.0625390869293252,4.961434229726915,True,34.0,2026-02-20,24,74,8285.481899592967,99785.48189959297
51,2025-12-15,42.33,21,2100,42.5,2025-12-19,1.87,21.0,3927.0,print_1000,1.0648,4.417670682730924,0.40160642570281624,4.81927710843374,False,34.0,2026-02-20,24,67,7965.331899592968,102684.33189959297
52,2025-12-22,43.84,22,2200,44.0,2025-12-26,1.06,22.0,2332.0,print_1000,0.5999,2.417883211678832,0.36496350364962904,2.7828467153284593,False,34.0,2026-02-20,24,60,7992.931899592967,107340.93189959296
53,2025-12-29,43.27,23,2300,,,,,,,,,,,,34.0,2026-02-20,24,53,3665.431899592967,105381.43189959296
