week,monday,spot_1000_high,lots,shares,call_strike,call_expiry,call_px,call_qty,call_premium,call_mark,call_iv,prem_pct,otm_pct,gross_if_called_pct,target_hit,put_strike,put_expiry,put_qty,put_dte,cash_after,equity
1,2025-01-02,28.91,31,3100,29.0,2025-01-03,0.47,31.0,1457.0,print_1000,1.025,1.6257350397786232,0.31131096506398226,1.9370460048426144,False,28.0,2025-02-21,31,50,2703.4000000000033,100322.40000000001
2,2025-01-06,33.54,31,3100,,,,,,,,,,,,28.0,2025-02-21,31,46,2703.4000000000033,99733.40000000001
3,2025-01-13,27.18,31,3100,27.5,2025-01-17,1.26,31.0,3906.0,print_1000,1.1343,4.635761589403973,1.1773362766740236,5.813097866078,True,28.0,2025-02-21,31,39,41354.950000000004,95856.45000000001
4,2025-01-21,33.11,28,2800,,,,,,,,,,,,28.0,2025-02-21,31,31,1616.9500000000044,96500.44999999998
5,2025-01-27,27.84,28,2800,28.5,2025-01-31,0.95,28.0,2660.0,print_1000,1.3982,3.41235632183908,2.37068965517242,5.783045977011494,False,28.0,2025-02-21,31,25,4258.750000000005,88888.75
6,2025-02-03,24.83,29,2900,25.0,2025-02-07,1.36,29.0,3944.0000000000005,print_1000,1.2847,5.477245267821185,0.684655658477662,6.16190092629884,True,28.0,2025-02-21,31,18,5184.200000000005,86054.20000000001
7,2025-02-10,27.39,30,3000,,,,,,,,,,,,28.0,2025-02-21,31,11,29225.800000000007,84212.3
8,2025-02-18,29.12,29,2900,,,,,,,,,,,,28.0,2025-02-21,31,3,100.80000000000655,83475.8
9,2025-02-24,27.96,25,2500,28.0,2025-02-28,1.17,25.0,2925.0,print_1000,1.1494,4.184549356223176,0.14306151645206988,4.327610872675248,False,27.0,2025-05-16,25,81,3175.3000000000065,75812.8
10,2025-03-03,22.09,26,2600,22.5,2025-03-07,1.2,26.0,3120.0,print_1000,1.446,5.432322317790855,1.856043458578549,7.288365776369399,True,27.0,2025-05-16,26,74,3709.2500000000064,75635.75
11,2025-03-10,19.34,27,2700,20.0,2025-03-14,0.88,27.0,2376.0,print_1000,1.632,4.550155118924509,3.412616339193386,7.962771458117891,True,27.0,2025-05-16,27,67,3770.550000000006,78061.05
12,2025-03-17,20.3,28,2800,21.0,2025-03-21,0.72,28.0,2016.0,print_1000,1.0507,3.54679802955665,3.4482758620689724,6.995073891625612,False,27.0,2025-05-16,28,60,3439.200000000006,78814.7
13,2025-03-24,20.81,29,2900,21.0,2025-03-28,0.67,29.0,1943.0000000000002,print_1000,0.8164,3.219605958673715,0.9130225852955309,4.132628543969252,False,27.0,2025-05-16,29,53,3055.200000000006,79116.70000000001
14,2025-03-31,15.07,30,3000,15.5,2025-04-04,0.74,30.0,2220.0,print_1000,1.4078,4.91041804910418,2.8533510285335018,7.763769077637689,True,27.0,2025-05-16,30,46,3524.550000000006,80702.55000000002
15,2025-04-07,8.99,33,3300,11.0,2025-04-11,0.4,33.0,1320.0,print_1000,2.8261,4.4493882091212456,22.358175750834253,26.807563959955505,False,27.0,2025-05-16,33,39,1402.650000000006,82273.65000000001
16,2025-04-14,10.71,34,3400,11.5,2025-04-17,0.52,34.0,1768.0,print_1000,2.0468,4.855275443510738,7.376283846872078,12.231559290382812,True,27.0,2025-05-16,34,32,1842.400000000006,83420.90000000001
17,2025-04-21,8.44,35,3500,9.0,2025-04-25,0.43,35.0,1505.0,print_1000,1.7414,5.09478672985782,6.635071090047395,11.729857819905218,True,27.0,2025-05-16,35,25,24313.600000000006,74498.1
18,2025-04-28,12.2,27,2700,,,,,,,,,,,,27.0,2025-05-16,35,18,1421.7000000000057,74489.70000000001
19,2025-05-05,13.29,28,2800,,,,,,,,,,,,27.0,2025-05-16,35,11,121.80000000000587,74270.8
20,2025-05-12,16.81,28,2800,,,,,,,,,,,,27.0,2025-05-16,35,4,70756.8,70930.3
21,2025-05-19,17.73,35,3500,18.0,2025-05-23,0.76,35.0,2660.0,print_1000,1.0578,4.286520022560632,1.522842639593902,5.809362662154538,False,8.0,2025-08-15,35,88,2752.050000000003,68797.55
22,2025-05-27,16.9,36,3600,17.0,2025-05-30,0.79,36.0,2844.0,print_1000,1.3121,4.674556213017752,0.591715976331364,5.266272189349121,True,8.0,2025-08-15,36,80,3632.5000000000027,71826.0
23,2025-06-02,16.35,37,3700,16.5,2025-06-06,0.67,37.0,2479.0,print_1000,1.0437,4.097859327217125,0.917431192660545,5.0152905198776665,False,8.0,2025-08-15,37,74,24752.2,71759.20000000001
24,2025-06-09,20.48,34,3400,,,,,,,,,,,,8.0,2025-08-15,37,67,680.5999999999983,73037.09999999999
25,2025-06-16,21.61,34,3400,,,,,,,,,,,,8.0,2025-08-15,37,60,959.9999999999982,75613.5
26,2025-06-23,21.73,34,3400,,,,,,,,,,,,8.0,2025-08-15,37,53,40907.46766132949,80217.09999999999
27,2025-06-30,24.94,31,3100,,,,,,,,,,,,8.0,2025-08-15,37,46,995.4676613294869,84190.96766132949
28,2025-07-07,25.95,31,3100,26.0,2025-07-11,0.96,31.0,2976.0,print_1000,0.8761,3.6994219653179194,0.19267822736031004,3.89210019267823,False,8.0,2025-08-15,37,39,2609.0176613294866,85446.01766132949
29,2025-07-14,25.6,32,3200,,,,,,,,,,,,8.0,2025-08-15,37,32,48.5176613294866,88455.01766132949
30,2025-07-21,28.19,32,3200,29.0,2025-07-25,0.67,32.0,2144.0,print_1000,0.8609,2.3767293366442,2.873359347286275,5.250088683930467,False,8.0,2025-08-15,37,25,2171.7176613294864,84448.58320986431
31,2025-07-28,26.96,32,3200,27.0,2025-08-01,0.96,32.0,3072.0,print_1000,0.9359,3.560830860534124,0.14836795252224366,3.7091988130563767,False,8.0,2025-08-15,37,18,5222.917661329486,82871.11466858027
32,2025-08-04,24.85,34,3400,25.0,2025-08-08,0.91,34.0,3094.0,print_1000,0.9054,3.6619718309859155,0.6036217303822866,4.265593561368204,False,8.0,2025-08-15,37,11,3449.6176613294865,88108.52759669299
33,2025-08-11,26.8,35,3500,,,,,,,,,,,,8.0,2025-08-15,37,4,31197.51766132949,91865.51766132949
34,2025-08-18,27.38,29,2900,,,,,,,,,,,,27.0,2025-11-21,29,95,2357.909247184716,94084.90924718471
35,2025-08-25,27.2,29,2900,27.5,2025-08-29,0.88,29.0,2552.0,print_1000,0.8222,3.2352941176470593,1.1029411764705843,4.338235294117649,False,27.0,2025-11-21,29,88,4891.059247184716,93747.05924718472
