date,equity
2026-01-06,103045.6
2026-01-07,103396.6
2026-01-08,102964.6
2026-01-09,104129.2
2026-01-13,104723.2
2026-01-14,105326.2
2026-01-15,105731.2
2026-01-16,105602.2
2026-01-21,107798.7
2026-01-22,110014.7
2026-01-23,107466.7
2026-01-27,110157.7
2026-01-28,114831.69999999998
2026-01-29,115920.69999999998
2026-01-30,110415.7
2026-02-03,112044.65
2026-02-04,103397.65
2026-02-05,104772.15
2026-02-06,116202.65
2026-02-10,118036.45
2026-02-11,120952.44999999998
2026-02-12,117037.45
2026-02-13,122882.04999999999
2026-02-18,127459.89999999997
2026-02-19,127371.9
2026-02-20,130811.0
2026-02-24,129630.25
2026-02-25,129910.75
2026-02-26,132487.25
2026-02-27,130618.74999999999
2026-03-03,126595.84999999999
2026-03-04,129837.85
2026-03-05,129640.84999999999
2026-03-06,125191.84999999999
2026-03-10,117324.34999999998
2026-03-11,118162.35
2026-03-12,123073.84999999998
2026-03-13,123833.95
2026-03-17,124669.45
2026-03-18,124342.95
2026-03-19,124586.45
2026-03-20,128047.95
2026-03-24,131165.25
2026-03-25,131548.75
2026-03-26,128926.75
2026-03-27,128149.25
2026-03-31,126056.25
2026-04-01,120473.25
2026-04-02,121336.65
2026-04-07,120112.65
2026-04-08,118091.65
2026-04-09,116896.65
2026-04-10,116915.85
2026-04-14,124267.85
2026-04-15,124866.35
2026-04-16,126978.35
2026-04-17,133046.55
2026-04-21,135887.05
2026-04-22,144246.55
2026-04-23,153599.55
2026-04-24,171304.25
2026-04-28,147718.75
2026-04-29,158476.75
2026-04-30,169687.25
2026-05-01,173537.25000000003
2026-05-05,181197.8
2026-05-06,186057.8
2026-05-07,186277.73578521013
2026-05-08,188103.91165560667
2026-05-12,181924.3678503423
2026-05-13,192467.26033980201
2026-05-14,194435.3729650626
2026-05-15,174524.9
2026-05-19,170963.5
2026-05-20,176391.5
2026-05-21,179183.5
2026-05-22,178229.09999999998
2026-05-27,187161.09999999998
2026-05-28,187757.09999999998
2026-05-29,189611.5
2026-06-02,204413.5
2026-06-03,207529.5
2026-06-04,209188.5
2026-06-05,177844.0
2026-06-09,189544.44999999998
2026-06-10,182963.44999999998
2026-06-11,199497.94999999998
2026-06-12,203937.84999999998
2026-06-16,202201.34999999998
2026-06-17,207690.84999999998
2026-06-18,225975.25
2026-06-23,205419.24999999997
2026-06-24,201575.24079416768
2026-06-25,218172.74999999997
2026-06-26,197133.74999999997
2026-06-30,201219.04999999996
2026-07-01,200215.04999999996
2026-07-02,183523.04999999996
2026-07-02,157479.04999999996
