date,kind,qty,strike,spot,dte,px,otm_pct
2023-01-03,BUY_SHARES,9200,,9.6,,,
2023-01-03,BUY_PUT,92,9.0,9.6,45.0,1.15,-6.25
2023-01-06,CALL_ASSIGNED,9200,10.0,10.89,,,
2023-01-09,BUY_SHARES,8000,,11.9,,,
2023-01-13,CALL_ASSIGNED,8000,12.0,12.96,,,
2023-01-17,BUY_SHARES,7600,,13.29,,,
2023-01-20,CALL_EXPIRED,76,13.5,12.84,,,
2023-01-23,BUY_SHARES,300,,13.98,,,
2023-01-27,CALL_ASSIGNED,7900,14.0,14.96,,,
2023-01-30,BUY_SHARES,7900,,14.5,,,
2023-02-03,CALL_ASSIGNED,7900,14.5,16.91,,,
2023-02-06,BUY_SHARES,7300,,16.62,,,
2023-02-10,CALL_EXPIRED,73,17.0,15.76,,,
2023-02-13,BUY_SHARES,300,,16.2,,,
2023-02-17,CALL_EXPIRED,76,16.5,15.49,,,
2023-02-17,PUT_EXPIRED,92,9.0,15.49,,,
2023-02-21,SELL_SHARES,700,,14.98,,,
2023-02-21,BUY_PUT,69,14.0,14.98,87.0,2.33,-6.542056074766355
2023-02-24,CALL_EXPIRED,69,15.0,14.28,,,
2023-02-27,BUY_SHARES,300,,14.86,,,
2023-02-27,BUY_PUT,3,14.0,14.86,81.0,2.1741908634089366,-5.787348586810226
2023-03-03,CALL_ASSIGNED,7200,15.0,15.69,,,
2023-03-06,BUY_SHARES,7100,,15.77,,,
2023-03-10,CALL_EXPIRED,71,16.0,14.04,,,
2023-03-13,BUY_SHARES,200,,13.73,,,
2023-03-13,BUY_PUT,1,13.0,13.73,67.0,2.15,-5.3168244719592135
2023-03-17,CALL_ASSIGNED,7300,14.0,16.11,,,
2023-03-20,BUY_SHARES,6700,,16.12,,,
2023-03-24,CALL_ASSIGNED,6700,16.5,16.56,,,
2023-03-27,BUY_SHARES,6900,,16.73,,,
2023-03-31,CALL_ASSIGNED,6900,17.0,18.28,,,
2023-04-03,BUY_SHARES,6800,,17.86,,,
2023-04-06,CALL_EXPIRED,68,18.0,15.66,,,
2023-04-10,BUY_SHARES,200,,15.61,,,
2023-04-14,CALL_EXPIRED,70,16.0,15.58,,,
2023-04-17,BUY_SHARES,300,,15.28,,,
2023-04-21,CALL_EXPIRED,73,15.5,14.85,,,
2023-04-24,BUY_SHARES,200,,14.85,,,
2023-04-24,BUY_PUT,2,14.0,14.85,116.0,2.32,-5.72390572390572
2023-04-28,CALL_EXPIRED,75,15.0,14.26,,,
2023-05-01,BUY_SHARES,200,,14.53,,,
2023-05-01,BUY_PUT,2,14.0,14.53,109.0,2.21,-3.6476256022023312
2023-05-05,CALL_EXPIRED,77,15.0,14.49,,,
2023-05-08,BUY_SHARES,100,,14.22,,,
2023-05-08,BUY_PUT,1,14.0,14.22,102.0,2.31,-1.5471167369901617
2023-05-12,CALL_EXPIRED,78,14.5,14.01,,,
2023-05-15,BUY_SHARES,200,,14.1,,,
2023-05-15,BUY_PUT,2,14.0,14.1,95.0,2.22,-0.7092198581560294
2023-05-19,CALL_ASSIGNED,8000,14.5,17.37,,,
2023-05-19,PUT_EXPIRED,69,14.0,17.37,,,
2023-05-19,PUT_EXPIRED,3,14.0,17.37,,,
2023-05-19,PUT_EXPIRED,1,13.0,17.37,,,
2023-05-22,BUY_SHARES,6000,,17.53,,,
2023-05-22,BUY_PUT,53,17.0,17.53,88.0,2.37,-3.02338847689676
2023-05-26,CALL_ASSIGNED,6000,18.0,22.91,,,
2023-05-30,BUY_SHARES,4600,,23.74,,,
2023-06-02,CALL_EXPIRED,46,24.0,22.02,,,
2023-06-05,BUY_SHARES,300,,21.08,,,
2023-06-09,CALL_ASSIGNED,4900,21.5,22.42,,,
2023-06-12,BUY_SHARES,4600,,23.48,,,
2023-06-16,CALL_ASSIGNED,4600,23.5,25.18,,,
2023-06-20,BUY_SHARES,4600,,24.67,,,
2023-06-23,CALL_EXPIRED,46,25.0,21.86,,,
2023-06-26,BUY_SHARES,100,,23.29,,,
2023-06-30,CALL_ASSIGNED,4700,23.5,24.87,,,
2023-07-03,BUY_SHARES,4500,,25.35,,,
2023-07-07,CALL_EXPIRED,45,25.5,22.95,,,
2023-07-10,BUY_SHARES,100,,23.48,,,
2023-07-14,CALL_ASSIGNED,4600,23.5,26.27,,,
2023-07-17,BUY_SHARES,4200,,26.42,,,
2023-07-21,CALL_EXPIRED,42,26.5,24.94,,,
2023-07-24,BUY_SHARES,200,,24.79,,,
2023-07-28,CALL_ASSIGNED,4400,25.0,28.17,,,
2023-07-31,BUY_SHARES,4000,,28.23,,,
2023-08-04,CALL_EXPIRED,40,28.5,24.89,,,
2023-08-07,BUY_SHARES,100,,25.34,,,
2023-08-11,CALL_EXPIRED,41,25.5,21.16,,,
2023-08-14,BUY_SHARES,200,,21.55,,,
2023-08-18,CALL_EXPIRED,43,22.0,20.18,,,
2023-08-18,PUT_EXPIRED,2,14.0,20.18,,,
2023-08-18,PUT_EXPIRED,2,14.0,20.18,,,
2023-08-18,PUT_EXPIRED,1,14.0,20.18,,,
2023-08-18,PUT_EXPIRED,2,14.0,20.18,,,
2023-08-18,PUT_EXPIRED,53,17.0,20.18,,,
2023-08-21,SELL_SHARES,500,,21.09,,,
2023-08-21,BUY_PUT,38,21.0,21.09,88.0,3.6,-0.4267425320056861
2023-08-25,CALL_EXPIRED,38,21.5,20.64,,,
2023-08-28,BUY_SHARES,100,,21.27,,,
2023-08-28,BUY_PUT,1,21.0,21.27,81.0,3.13,-1.2693935119887145
2023-09-01,CALL_ASSIGNED,3900,21.5,24.04,,,
2023-09-05,BUY_SHARES,3700,,23.52,,,
2023-09-08,CALL_EXPIRED,37,24.0,21.48,,,
2023-09-11,BUY_SHARES,100,,21.11,,,
2023-09-15,CALL_EXPIRED,38,21.5,19.74,,,
2023-09-18,BUY_SHARES,100,,19.95,,,
2023-09-22,CALL_EXPIRED,39,20.0,17.86,,,
2023-09-25,BUY_SHARES,100,,17.98,,,
2023-09-25,BUY_PUT,1,17.0,17.98,116.0,2.7283796245255774,-5.450500556173532
2023-09-29,CALL_ASSIGNED,4000,18.0,18.88,,,
2023-10-02,BUY_SHARES,3900,,19.47,,,
2023-10-06,CALL_EXPIRED,39,19.5,19.5,,,
2023-10-09,BUY_SHARES,100,,18.83,,,
2023-10-13,CALL_EXPIRED,40,19.0,18.98,,,
2023-10-16,BUY_SHARES,100,,19.62,,,
2023-10-16,BUY_PUT,1,19.0,19.62,95.0,2.9041765773858073,-3.1600407747196746
2023-10-20,CALL_EXPIRED,41,20.0,16.63,,,
2023-10-23,BUY_SHARES,100,,16.39,,,
2023-10-23,BUY_PUT,1,16.0,16.39,88.0,2.567848430946614,-2.379499694935938
2023-10-27,CALL_EXPIRED,42,16.5,15.14,,,
2023-10-30,BUY_SHARES,200,,14.89,,,
2023-10-30,BUY_PUT,2,14.0,14.89,81.0,2.021871670802942,-5.977165883143054
2023-11-03,CALL_ASSIGNED,4400,15.0,18.39,,,
2023-11-06,BUY_SHARES,3800,,18.23,,,
2023-11-10,CALL_ASSIGNED,3800,18.5,20.61,,,
2023-11-13,BUY_SHARES,3600,,19.72,,,
2023-11-17,CALL_ASSIGNED,3600,20.0,23.15,,,
