date,equity
2022-01-04,100860.4
2022-01-05,99126.4
2022-01-06,100428.4
2022-01-07,97224.4
2022-01-11,92913.3
2022-01-12,91612.3
2022-01-13,94776.8
2022-01-14,91565.8
2022-01-19,95595.85
2022-01-20,94587.85
2022-01-21,94526.35
2022-01-25,95089.4
2022-01-26,95397.9
2022-01-27,97137.4
2022-01-28,97804.9
2022-02-01,94726.55634984064
2022-02-02,91034.55634984064
2022-02-03,98430.55634984064
2022-02-04,98730.55634984064
2022-02-08,96090.45634984065
2022-02-09,91865.45634984064
2022-02-10,96945.95634984065
2022-02-11,98191.95634984064
2022-02-15,94955.35634984064
2022-02-16,95104.35634984064
2022-02-17,99943.35634984064
2022-02-18,100995.85634984064
2022-02-23,99761.15634984065
2022-02-24,102578.65634984065
2022-02-25,104216.15634984065
2022-03-01,102784.85634984064
2022-03-02,105025.35634984064
2022-03-03,103595.35634984064
2022-03-04,101149.35634984064
2022-03-08,100193.90634984065
2022-03-09,101113.90634984065
2022-03-10,101478.90634984065
2022-03-11,100230.40634984065
2022-03-15,99420.80634984064
2022-03-16,96050.80634984064
2022-03-17,94951.80634984064
2022-03-18,91824.30634984064
2022-03-22,93284.95634984064
2022-03-23,93584.45634984064
2022-03-24,93582.95634984064
2022-03-25,93436.95634984064
2022-03-29,91986.10634984063
2022-03-30,92634.60634984063
2022-03-31,91789.60634984063
2022-04-01,90030.60634984063
2022-04-05,89984.60634984063
2022-04-06,89437.10634984064
2022-04-07,89499.60634984064
2022-04-08,89002.10634984064
2022-04-12,90214.45634984064
2022-04-13,89413.95634984064
2022-04-14,91062.45634984064
2022-04-19,88530.15634984063
2022-04-20,89089.15634984063
2022-04-21,92273.15634984063
2022-04-22,93145.15634984063
2022-04-26,94441.70634984064
2022-04-27,95090.20634984064
2022-04-28,93370.70634984064
2022-04-29,95653.70634984064
2022-05-03,94270.68232689788
2022-05-04,90159.18232689788
2022-05-05,97498.18232689788
2022-05-06,98218.18232689788
2022-05-10,99580.78232689787
2022-05-11,100611.28232689788
