date,equity
2023-01-04,101444.4
2023-01-05,100524.4
2023-01-06,101784.79999999999
2023-01-10,104130.79999999999
2023-01-11,104452.79999999999
2023-01-12,105050.79999999999
2023-01-13,104489.7
2023-01-18,101231.2
2023-01-19,94150.7
2023-01-20,101174.2
2023-01-24,110583.15
2023-01-25,111684.65
2023-01-26,113025.65
2023-01-27,113103.04999999999
2023-01-31,112299.04999999999
2023-02-01,120859.04999999999
2023-02-02,122458.54999999999
2023-02-03,122300.04999999999
2023-02-07,128714.55
2023-02-08,121422.54999999999
2023-02-09,122510.54999999997
2023-02-10,116882.54999999999
2023-02-14,125455.45000000001
2023-02-15,127009.44999999998
2023-02-16,124493.45
2023-02-17,120608.44999999998
2023-02-22,114800.84999999999
2023-02-23,117748.84999999999
2023-02-24,117045.34999999999
2023-02-28,119417.64274097732
2023-03-01,120187.64274097732
2023-03-02,121132.64274097732
2023-03-03,121251.64274097732
2023-03-07,119293.49274097731
2023-03-08,122831.49274097731
2023-03-09,120957.99274097731
2023-03-10,118253.49274097731
2023-03-14,118765.34274097731
2023-03-15,120155.34274097731
2023-03-16,116772.84274097733
2023-03-17,118420.94274097732
2023-03-21,120052.94274097732
2023-03-22,119674.94274097732
2023-03-23,122925.94274097732
2023-03-24,123530.0427409773
2023-03-28,120040.04274097731
2023-03-29,125549.04274097731
2023-03-30,127464.54274097731
2023-03-31,127559.24274097732
2023-04-04,121322.24274097734
2023-04-05,116820.74274068011
2023-04-06,115212.74274097732
2023-04-11,116055.04274097733
2023-04-12,115004.04274097733
2023-04-13,116406.04274097733
2023-04-14,116321.54274097733
2023-04-18,115019.04274097733
2023-04-19,114509.04274097733
2023-04-20,115315.04274097733
2023-04-21,114063.54274097733
2023-04-25,110006.09274097733
2023-04-26,110547.59274097733
2023-04-27,110582.06741028915
2023-04-28,112842.59274097733
2023-05-02,113833.19274097732
2023-05-03,112769.19274097732
2023-05-04,112409.19274097732
2023-05-05,115082.19274097732
2023-05-09,113093.79274097733
2023-05-10,113927.79274097733
2023-05-11,113677.29274097733
2023-05-12,113244.29274097733
2023-05-16,114455.44274097732
2023-05-17,114969.44274097733
2023-05-18,114672.94274097838
2023-05-19,114821.64274097733
2023-05-23,112960.34274097733
2023-05-24,110513.84274097734
2023-05-25,122076.84274097733
2023-05-26,136220.24274097732
2023-05-31,127006.24274097734
2023-06-01,130994.24274097734
2023-06-02,129773.24274097734
2023-06-06,127190.99274097734
2023-06-07,127306.99274097734
2023-06-08,128237.49274097732
2023-06-09,128738.99274097732
2023-06-13,132742.49274097732
