date,equity
2023-01-04,101444.4
2023-01-05,100524.4
2023-01-06,101858.4
2023-01-10,100960.4
2023-01-11,101956.4
2023-01-12,104270.4
2023-01-13,104170.4
2023-01-18,103019.0
2023-01-19,96770.16670637259
2023-01-20,103745.0
2023-01-24,113075.15
2023-01-25,114207.65
2023-01-26,115590.65
2023-01-27,115735.65
2023-01-31,116632.29999999999
2023-02-01,121636.29999999999
2023-02-02,122136.79999999999
2023-02-03,122097.29999999999
2023-02-07,126867.84999999998
2023-02-08,123481.34999999999
2023-02-09,125087.34999999998
2023-02-10,120707.34999999999
2023-02-14,129378.44999999998
2023-02-15,130974.44999999998
2023-02-16,128390.45000000001
2023-02-17,124400.44999999998
2023-02-22,118430.24999999999
2023-02-23,121466.24999999999
2023-02-24,120741.74999999999
2023-02-28,123184.74274097731
2023-03-01,123976.74274097731
2023-03-02,124948.74274097731
2023-03-03,125128.74274097731
2023-03-07,122197.59274097731
2023-03-08,125675.59274097731
2023-03-09,123866.09274097731
2023-03-10,121204.09274097731
2023-03-14,121784.49274097732
2023-03-15,123203.49274097731
2023-03-16,119748.99274097732
2023-03-17,121643.99274097731
2023-03-21,122476.4427409773
2023-03-22,122720.4427409773
2023-03-23,124821.4427409773
2023-03-24,127287.9427409773
2023-03-28,122938.0927409773
2023-03-29,127574.0927409773
2023-03-30,128610.5927409773
2023-03-31,128225.0927409773
2023-04-04,125496.89274097732
2023-04-05,121405.39209900131
2023-04-06,119772.8927409773
2023-04-11,120654.3927409773
2023-04-12,119556.8927409773
2023-04-13,121009.8927409773
2023-04-14,120923.8927409773
2023-04-18,119617.9427409773
2023-04-19,119065.9427409773
2023-04-20,119906.4427409773
2023-04-21,118589.9427409773
2023-04-25,114319.3927409773
2023-04-26,114892.3927409773
2023-04-27,114932.36635484379
2023-04-28,117315.8927409773
2023-05-02,118355.0427409773
2023-05-03,117233.0427409773
2023-05-04,116851.0427409773
2023-05-05,119673.5427409773
2023-05-09,117585.1927409773
2023-05-10,118474.6927409773
2023-05-11,118203.1927409773
2023-05-12,117752.6927409773
2023-05-16,119071.8927409773
2023-05-17,119616.39274097732
2023-05-18,119290.89274097729
2023-05-19,119459.8927409773
2023-05-23,118374.4427409773
2023-05-24,116335.44274097732
2023-05-25,123058.4427409773
2023-05-26,119874.9427409773
2023-05-31,112913.04274097731
2023-06-01,115853.54274097731
2023-06-02,115218.04274097731
2023-06-06,113114.6927409773
2023-06-07,113219.6927409773
2023-06-08,113923.6927409773
2023-06-09,114389.6927409773
2023-06-13,116789.29274097731
