date,equity
2024-01-03,97324.7
2024-01-04,96524.9250105359
2024-01-05,96875.2
2024-01-09,99273.05
2024-01-10,99505.55
2024-01-11,99924.05
2024-01-12,101241.55
2024-01-17,101443.6
2024-01-18,100543.6
2024-01-19,97851.6
2024-01-23,97353.2
2024-01-24,98928.20000000001
2024-01-25,99288.20000000001
2024-01-26,96102.70000000001
2024-01-30,94976.65000000001
2024-01-31,94226.65000000001
2024-02-01,95077.65000000002
2024-02-02,97828.15000000001
2024-02-06,99265.95000000001
2024-02-07,101927.45000000001
2024-02-08,104111.45
2024-02-09,104241.95000000001
2024-02-13,98432.70000000001
2024-02-14,103832.70000000001
2024-02-15,104052.20000000001
2024-02-16,102624.70000000001
2024-02-21,96367.95000000001
2024-02-22,96354.95000000001
2024-02-23,98247.95000000001
2024-02-27,97013.80000000002
2024-02-28,96742.30000000002
2024-02-29,99256.80000000002
2024-03-01,96284.30000000002
2024-03-05,95104.60000000002
2024-03-06,98042.10000000002
2024-03-07,99928.60000000002
2024-03-08,100571.60000000002
2024-03-12,97667.25000000001
2024-03-13,97564.25000000001
2024-03-14,96226.75000000001
2024-03-15,95628.75000000001
2024-03-19,95258.75000000001
2024-03-20,97259.75000000001
2024-03-21,99763.25000000001
2024-03-22,100632.25000000001
2024-03-26,101457.10000000002
2024-03-27,103424.10000000002
2024-03-28,104392.10000000002
2024-04-02,98739.60000000002
2024-04-03,99429.60000000002
2024-04-04,93547.09999997869
2024-04-05,95630.60000000002
2024-04-09,96938.60000000002
2024-04-10,96079.10000000002
2024-04-11,98063.10000000002
2024-04-12,94638.10000000002
2024-04-16,95776.95000000003
2024-04-17,91180.95000000003
2024-04-18,88697.95000000003
2024-04-19,85593.45000000003
2024-04-23,84508.65000000001
2024-04-24,83802.15000000002
2024-04-25,82315.65000000002
2024-04-26,80391.15000000002
2024-04-30,79900.30000000002
2024-05-01,78394.80000000003
2024-05-02,79275.80000000002
2024-05-03,81838.30000000002
2024-05-07,83920.30000000002
2024-05-08,84262.30000000002
2024-05-09,84106.80000000002
2024-05-10,86344.80000000002
2024-05-14,87903.80000000002
2024-05-15,89188.30000000002
2024-05-16,89284.60631595888
2024-05-17,89353.30000000002
2024-05-21,90049.12787590038
2024-05-22,89137.12787590038
2024-05-23,90817.12787590038
2024-05-24,90033.12787590038
2024-05-29,89065.87787590038
2024-05-30,88080.87787590038
2024-05-31,87875.87787590038
2024-06-04,87945.97787590038
2024-06-05,88633.97787590038
2024-06-06,89665.97787590038
2024-06-07,90217.97787590038
2024-06-11,91079.57787590039
2024-06-12,91215.57787590039
2024-06-13,90607.57787590039
2024-06-14,90839.57787590039
2024-06-18,92578.47787590038
2024-06-20,92165.47787590038
2024-06-21,90961.47787590038
2024-06-25,88849.37787590039
2024-06-26,88684.37787590039
2024-06-27,87985.37787590039
2024-06-28,89920.37787590039
2024-07-02,89038.12787590039
2024-07-03,88326.12787590039
2024-07-05,88166.62787590039
2024-07-09,87466.6778759004
2024-07-10,88539.1778759004
2024-07-11,86930.1778759004
2024-07-12,90007.1778759004
2024-07-16,90916.7278759004
2024-07-17,79807.7278759004
2024-07-18,80252.7278759004
2024-07-19,77351.2278759004
2024-07-23,79112.62787590039
2024-07-24,76723.62787590039
2024-07-25,76703.43349946084
2024-07-26,75754.62787590039
2024-07-30,77126.37787590039
2024-07-31,77721.37787590039
2024-08-01,78458.87787590039
2024-08-02,76994.37787590039
2024-08-06,79534.4778759004
2024-08-07,79718.4778759004
2024-08-08,77926.4778759004
2024-08-09,79854.4778759004
2024-08-13,76871.77787590038
2024-08-14,77652.77787590038
2024-08-15,69533.2778759004
2024-08-16,69812.7778759004
2024-08-20,70168.92787590041
2024-08-21,70292.42787590041
2024-08-22,70316.4278759004
2024-08-23,71745.92787590041
2024-08-27,72386.6778759004
2024-08-28,71546.6778759004
2024-08-29,71484.1778759004
2024-08-30,73690.1778759004
2024-09-04,69777.12787590039
2024-09-05,68191.12787590039
2024-09-06,66572.62787590039
2024-09-10,67477.4278759004
2024-09-11,65248.92787590039
2024-09-12,65106.427875900394
2024-09-13,64301.927875900394
2024-09-17,64493.677875900394
2024-09-18,64735.177875900394
2024-09-19,64872.67787590041
2024-09-20,65719.6778759004
2024-09-24,65124.427875900394
2024-09-25,64975.927875900394
2024-09-26,63252.927875900394
2024-09-27,64420.42787590039
2024-10-01,65084.17787590038
2024-10-02,65720.6778759004
2024-10-03,65755.6778759004
2024-10-04,66761.67787590038
2024-10-08,66248.92787590038
2024-10-09,66223.4278759004
2024-10-10,66712.9278759004
2024-10-11,66709.92787590038
2024-10-15,62594.32787590039
2024-10-16,62590.827875900395
2024-10-17,62761.32787590038
2024-10-18,62613.82787590039
2024-10-22,62227.07787590039
2024-10-23,62328.077875900395
2024-10-24,62632.57787590039
2024-10-25,63447.57787590039
2024-10-29,62855.8278759004
2024-10-30,63376.327875900395
2024-10-31,63805.32787590039
2024-11-01,63460.82787590039
2024-11-05,63436.92787590038
2024-11-06,60915.42787590038
2024-11-07,58268.927875900394
2024-11-08,58990.42787590039
2024-11-12,63944.87787590038
2024-11-13,64512.37787590038
2024-11-14,64646.37787590038
2024-11-15,64375.37787590038
2024-11-19,65205.82308064724
2024-11-20,65295.82308064724
2024-11-21,65985.82308064724
2024-11-22,66965.82308064726
2024-11-26,65022.82308064725
2024-11-27,63462.82308064725
2024-11-29,64882.82308064725
2024-12-03,66979.82308064724
2024-12-04,67899.82308064724
2024-12-05,67509.82308064724
2024-12-06,68299.82308064724
2024-12-10,66647.44174856845
2024-12-11,68996.94174856845
2024-12-12,68240.94174856845
2024-12-13,71226.44174856845
2024-12-17,70683.44174856845
2024-12-18,67698.44174856845
2024-12-19,66418.44174856845
2024-12-20,66810.94174856845
2024-12-24,69551.79174856846
2024-12-26,69657.29174856846
2024-12-27,70283.79174856846
2024-12-31,72257.84835595704
2024-12-31,66471.84835595704
