date,equity
2024-01-03,97324.7
2024-01-04,96524.9250105359
2024-01-05,96875.2
2024-01-09,99273.05
2024-01-10,99505.55
2024-01-11,99924.05
2024-01-12,101216.75
2024-01-17,102164.95
2024-01-18,101645.45
2024-01-19,99606.84999999999
2024-01-23,99578.34999999998
2024-01-24,103199.34999999999
2024-01-25,102521.34999999999
2024-01-26,95582.34999999999
2024-01-30,94451.29999999999
2024-01-31,93733.79999999999
2024-02-01,94564.8
2024-02-02,97254.29999999999
2024-02-06,98697.59999999999
2024-02-07,101335.09999999999
2024-02-08,103491.59999999998
2024-02-09,103579.4
2024-02-13,97494.9
2024-02-14,103072.4
2024-02-15,103164.39999999997
2024-02-16,101767.9
2024-02-21,95405.59999999999
2024-02-22,95499.59999999999
2024-02-23,97264.0
2024-02-27,97377.0
2024-02-28,96984.0
2024-02-29,99705.0
2024-03-01,96998.5
2024-03-05,93744.5
2024-03-06,98675.0
2024-03-07,105886.5
2024-03-08,98635.0
2024-03-12,95449.65
2024-03-13,95236.15
2024-03-14,93833.15
2024-03-15,93208.65
2024-03-19,92860.15
2024-03-20,94990.15
2024-03-21,97583.15
2024-03-22,98435.15000000001
2024-03-26,98286.65000000001
2024-03-27,100653.65000000001
2024-03-28,101721.65000000001
2024-04-02,102582.0
2024-04-03,103340.0
2024-04-04,96957.9999999776
2024-04-05,99256.0
2024-04-09,100768.35
2024-04-10,99715.85
2024-04-11,101998.35
2024-04-12,98123.35
2024-04-16,99218.55
2024-04-17,94142.55000000002
2024-04-18,91336.55
2024-04-19,87417.55
2024-04-23,86843.95
2024-04-24,86217.45000000001
2024-04-25,84862.95000000001
2024-04-26,82940.75
2024-04-30,81716.75
2024-05-01,78404.75
2024-05-02,79783.75
2024-05-03,82564.25
2024-05-07,84930.25
2024-05-08,85281.25
2024-05-09,85132.75
2024-05-10,87115.25
2024-05-14,89445.75
2024-05-15,90156.75
2024-05-16,90785.61937814442
2024-05-17,90667.85
2024-05-21,93659.21711814414
2024-05-22,91501.21711814414
2024-05-23,93341.71711814414
2024-05-24,91786.11711814413
2024-05-29,89535.11711814413
2024-05-30,88126.61711814413
2024-05-31,87870.61711814413
2024-06-04,88064.86711814413
2024-06-05,88221.86711814413
2024-06-06,89321.36711814413
2024-06-07,89273.86711814413
2024-06-11,90053.36711814413
2024-06-12,90434.86711814413
2024-06-13,90039.86711814413
2024-06-14,90096.76711814413
2024-06-18,95399.76711814413
2024-06-20,90627.26711814413
2024-06-21,88417.26711814413
2024-06-25,86317.16711814412
2024-06-26,86161.16711814412
2024-06-27,85435.66711814412
2024-06-28,87340.66711814412
2024-07-02,86208.06711814413
2024-07-03,85450.06711814413
2024-07-05,85004.36711814413
2024-07-09,86460.36711814413
2024-07-10,86639.36711814413
2024-07-11,86664.36711814413
2024-07-12,87558.36711814412
2024-07-16,88060.86711814412
2024-07-17,75439.36711814412
2024-07-18,75844.36711814412
2024-07-19,73163.36711814412
2024-07-23,74636.41711814412
2024-07-24,73347.41711814413
2024-07-25,73907.02234002168
2024-07-26,72398.41711814413
2024-07-30,74516.81711814413
2024-07-31,73853.31711814413
2024-08-01,76382.31711814413
2024-08-02,76185.31711814413
2024-08-06,78718.56711814413
2024-08-07,79503.56711814413
2024-08-08,76370.06711814413
2024-08-09,78246.56711814413
2024-08-13,74683.16711814413
2024-08-14,75457.16711814413
2024-08-15,66895.16711814413
2024-08-16,67182.86711814413
2024-08-20,68668.61711814413
2024-08-21,69655.61711814415
2024-08-22,67125.11711814413
2024-08-23,69746.81711814413
2024-08-27,68675.81711814413
2024-08-28,67300.31711814413
2024-08-29,66421.31711814413
2024-08-30,68516.81711814413
2024-09-04,64907.06711814413
2024-09-05,63317.06711814413
2024-09-06,61914.56711814413
2024-09-10,62714.81711814413
2024-09-11,60569.817118144136
2024-09-12,60382.31711814413
2024-09-13,59552.51711814413
2024-09-17,58977.01711814413
2024-09-18,58769.01711814413
2024-09-19,60482.51711814413
2024-09-20,60541.517118144126
2024-09-24,60181.417118144134
2024-09-25,60027.417118144134
2024-09-26,58322.417118144134
2024-09-27,59100.21711814413
2024-10-01,58863.21711814412
2024-10-02,59550.71711814414
2024-10-03,59487.21711814413
2024-10-04,60138.21711814413
2024-10-08,59588.11711814413
2024-10-09,59578.11711814413
2024-10-10,60044.11711814413
2024-10-11,60014.417118144134
2024-10-15,58982.417118144134
2024-10-16,59038.41711814414
2024-10-17,59349.41711814413
2024-10-18,59280.917118144134
2024-10-22,58904.317118144136
2024-10-23,59023.81711814414
2024-10-24,59303.817118144136
2024-10-25,60008.817118144136
2024-10-29,59337.71711814414
2024-10-30,60009.21711814414
2024-10-31,60645.21711814413
2024-11-01,60323.21711814413
2024-11-05,60365.46711814413
2024-11-06,57777.96711814413
2024-11-07,55100.46711814413
2024-11-08,55845.96711814413
2024-11-12,57165.96711814413
2024-11-13,57210.96711814413
2024-11-14,57240.96711814413
2024-11-15,57240.96711814413
2024-11-19,57988.36780241631
2024-11-20,58069.36780241631
2024-11-21,58690.36780241631
2024-11-22,59557.96780241631
2024-11-26,58891.96780241631
2024-11-27,58009.96780241631
2024-11-29,59341.96780241631
2024-12-03,61229.26780241631
2024-12-04,62057.26780241631
2024-12-05,61706.26780241631
2024-12-06,62417.26780241631
2024-12-10,60921.18647033752
2024-12-11,63045.68647033752
2024-12-12,62362.68647033752
2024-12-13,65045.98647033752
2024-12-17,65640.91259641148
2024-12-18,63435.41259641148
2024-12-19,62412.91259641148
2024-12-20,62937.41259641148
2024-12-24,65594.91259641148
2024-12-26,65700.91259641148
2024-12-27,66307.41259641148
2024-12-31,65451.36477832633
2024-12-31,59305.86477832633
