entry,exit,n,ann_ret,ann_vol,sharpe,sr_train,sr_test,max_dd,hit,be_bp,dsr
15:00,open,1493,0.05865677841097293,0.37137099735674867,0.15794657856554614,0.2558776950502294,-0.004108435898747,-0.629551720601923,0.5277963831212324,2.32764993694337,0.03416632918408279
15:00,09:30,1493,0.16703436380247172,0.4111206687567578,0.40629035827264304,0.22179360941461335,0.7298716513706777,-0.5902841568486612,0.5277963831212324,6.628347769939354,0.11141411866135442
15:00,09:35,1493,0.1357538950760355,0.42626248905464,0.31847488006066144,0.134852265335178,0.6385283685902025,-0.6079152694361039,0.5277963831212324,5.387059328414106,0.07616997786042953
15:00,09:45,1493,0.11533877716857927,0.44661849068304826,0.2582489967940709,0.11511846025891377,0.5030938677469777,-0.6260951552364821,0.5331547220361688,4.576935601927749,0.057323218468586595
15:00,10:00,1493,0.1768461514932699,0.4669698106601297,0.37871003104734363,0.2911341242139025,0.5337078999536381,-0.6414910283071159,0.5398526456798393,7.017704424336107,0.09950199951741445
15:00,10:30,1493,0.206358414416447,0.4953273364103579,0.4166101873398074,0.2548304712577855,0.7006723239074343,-0.583435129620968,0.5411922304085733,8.188825968906627,0.11676314710642965
15:00,11:00,1493,0.21124921189443943,0.5086500555766018,0.4153134548564415,0.3170900432131149,0.591583079629725,-0.5724593048215163,0.5304755525787006,8.382905233906326,0.11628781603114813
15:15,open,1493,0.05246902705651448,0.36265367634426043,0.14468080838288983,0.272435615276142,-0.07086994190779351,-0.6256604813396991,0.5257870060281313,2.0821042482743843,0.031744719788552964
15:15,09:30,1493,0.16084661244801218,0.4031532142004542,0.3989714252111524,0.23619373697944396,0.6879441717038942,-0.5905120951842024,0.5277963831212324,6.3828020812703254,0.10792913404428117
15:15,09:35,1493,0.1295661437215752,0.41860444403461006,0.30951927426471076,0.1473852044561446,0.5938031780291366,-0.6081333990065596,0.5304755525787006,5.141513639745049,0.07297424628666663
15:15,09:45,1493,0.10915102581411966,0.43945910687296247,0.24837584227301657,0.12644456146531535,0.4594754931531093,-0.6391739163800727,0.5351640991292699,4.331389913258716,0.05451930459326362
15:15,10:00,1493,0.17065840013881028,0.46084020707081996,0.3703201186015096,0.30400800741058537,0.4895171072954642,-0.6509068686596279,0.5304755525787006,6.772158735667075,0.09586292373131816
15:15,10:30,1493,0.20017066306198814,0.48796540365326485,0.41021486679867997,0.26703362856377705,0.6638531015799937,-0.5864766715576488,0.5398526456798393,7.943280280237624,0.11360248030937053
15:15,11:00,1493,0.20506146053997992,0.5011621673892486,0.4091718686752154,0.3295244340667656,0.5549974371177699,-0.5440719736048631,0.5318151373074347,8.137359545237299,0.11331307512383199
15:30,open,1493,0.09079268652705824,0.3577179062948184,0.2538108518734037,0.36918186768509614,0.06698368309955045,-0.5895271208044387,0.5284661754855995,3.6028843859943747,0.056243239071952535
15:30,09:30,1493,0.19917027191855713,0.39800282446094587,0.5004242675622037,0.3211655515821363,0.8094817241922945,-0.5944238121712369,0.5338245144005358,7.903582218990363,0.16170699827621743
15:30,09:35,1493,0.16788980319211969,0.41419707056237903,0.4053379782820919,0.2272138631325849,0.7086364728303505,-0.611876784883725,0.5277963831212324,6.662293777465067,0.11171952081466618
15:30,09:45,1493,0.147474685284664,0.43586486021305143,0.33834956369866154,0.20187734968347745,0.5684488555576964,-0.6373169780898225,0.5284661754855995,5.852170050978731,0.08363402714500917
15:30,10:00,1493,0.20898205960935465,0.4575314041384345,0.4567600337792842,0.37791638007358963,0.5945484440922517,-0.6529753440275045,0.5344943067649028,8.29293887338709,0.13709438773024507
15:30,10:30,1493,0.23849432253253253,0.4828152077755618,0.49396605303989805,0.3373085987192019,0.7657063107096784,-0.5675260444431758,0.549899531145345,9.46406041795764,0.1579977160932931
15:30,11:00,1493,0.2433851200105246,0.49618367924104007,0.4905141587542848,0.3979796099268897,0.6569692876940126,-0.566785470535026,0.5371734762223711,9.658139682957325,0.15619165550259245
15:40,open,1493,0.13209150101857528,0.352723785486906,0.37448991662479997,0.4099806097788762,0.3203852602461467,-0.5609919516692663,0.5244474212993971,5.2417262308958446,0.09791211788927812
15:40,09:30,1493,0.24046908641007364,0.3936063802459814,0.6109379788503283,0.3562352174124963,1.0386509999387878,-0.6111734620244131,0.5371734762223711,9.542424063891811,0.23580645182180499
15:40,09:35,1493,0.2091886176836367,0.40986876839767505,0.5103795014717284,0.259842760791281,0.9241837885264891,-0.6279056547931967,0.535833891493637,8.301135622366536,0.16779277137612036
15:40,09:45,1493,0.18877349977618124,0.4322164978636376,0.4367568121745748,0.2318842499948258,0.7732753253640063,-0.6508146025420068,0.5298057602143336,7.491011895880208,0.1267632711278141
15:40,10:00,1493,0.25028087410087146,0.4542401931962742,0.5509879527387546,0.40852572665875914,0.7906329253188346,-0.6658902261669978,0.5418620227729404,9.93178071828855,0.19351596829806533
15:40,10:30,1493,0.2797931370240491,0.47920530077550383,0.5838690360295608,0.36544990284323897,0.9549992961443774,-0.5830567283784176,0.5478901540522438,11.102902262859091,0.21635362849954692
15:40,11:00,1493,0.2846839345020416,0.49319195404630745,0.5772274510287564,0.42476317074094067,0.8446191515643051,-0.5583673443903667,0.535833891493637,11.296981527858794,0.21188047644232866
15:50,open,1493,0.1702123728729503,0.34234924713996057,0.4971892717595591,0.7478660848141364,0.08844574025651979,-0.5836205667631649,0.5452109845947756,6.754459240990091,0.15950738509506895
15:50,09:30,1493,0.27858995826444877,0.3831331741572747,0.7271360901525293,0.6557341367985292,0.8576015022762005,-0.5537045449161055,0.5418620227729404,11.055157073986061,0.33043113848141026
15:50,09:35,1493,0.24730948953801132,0.39846693982981674,0.6206524677897645,0.547274649529472,0.7507477874609775,-0.5729097710438662,0.5418620227729404,9.813868632460768,0.24311166338479562
15:50,09:45,1493,0.2268943716305562,0.42100670681248936,0.538932914747156,0.5029630965203862,0.6054507143554555,-0.5885041607439507,0.5331547220361688,9.003744905974452,0.18565585759584563
15:50,10:00,1493,0.28840174595524637,0.4450354667237418,0.6480421618492563,0.6658294700473792,0.6267855074567663,-0.6021217641428399,0.5411922304085733,11.444513728382793,0.264552138856345
15:50,10:30,1493,0.3179140088784244,0.46980625655210323,0.6766917307819349,0.6100171257555893,0.7980614017169904,-0.5262097087540243,0.5552578700602813,12.61563527295335,0.28798148489972475
15:50,11:00,1493,0.32280480635641634,0.4852040013964288,0.6652970821085077,0.6623663797018069,0.6799649237147993,-0.478790223118128,0.5338245144005358,12.80971453795303,0.2788749940847919
15:55,open,1493,0.22235703474204627,0.33868203124737817,0.6565362618238035,0.8359185728935988,0.36796405171088453,-0.5156901081133184,0.550569323509712,8.823691854843105,0.2711941943070388
15:55,09:30,1493,0.33073462013354404,0.3803347046046147,0.8695883287257902,0.7326565487932069,1.1098256410215686,-0.5744494062401987,0.5432016075016745,13.124389687839049,0.4630924589876453
15:55,09:35,1493,0.2994541514071074,0.395619116010632,0.7569253842604,0.6196214260128233,0.994351167333975,-0.5926223934591256,0.549899531145345,11.883101246313785,0.3572562918041925
