sym,exit,ann_ret,ann_vol,sharpe,max_dd,hit,worst,be_bp,SR@1bp,SR@2bp,SR@3bp,SR@5bp,SR@8bp
SPXL,09:30 opening auction (MOO),0.20581530875330203,0.30559466901004434,0.6734911620678086,-0.5401125707163248,0.5572672471533825,-0.12881707623442604,8.167274156877065,0.5910289905854526,0.508566819103097,0.42610464762074085,0.26118030465602976,0.013793790208962858
SPXL,09:30 bar close,0.22356657614506315,0.3039487978989847,0.735540254445632,-0.5360393423897107,0.5565974547890155,-0.12426164402725552,8.871689529565998,0.6526315534598328,0.569722852474034,0.48681415148823437,0.3209967495166363,0.07227064655923929
FAS,09:30 opening auction (MOO),0.22235703474204627,0.33868203124737817,0.6565362618238035,-0.5156901081133184,0.550569323509712,-0.12650571614516892,8.823691854843105,0.582130188648951,0.507724115474099,0.4333180422992465,0.2845058959495423,0.06128767642498558
FAS,09:30 bar close,0.33073462013354404,0.3803347046046147,0.8695883287257902,-0.5744494062401987,0.5432016075016745,-0.11694965266868883,13.124389687839049,0.8033308989017167,0.7370734690776433,0.6708160392535694,0.5383011796054225,0.33952889013320203
