sym,leg,cum_log,cum_x,ann_ret,ann_vol,sharpe,hit_rate,max_dd
SPXL,overnight,1.1899063422709886,3.286773361238469,0.19924013172909574,0.305207345651733,0.6528025441315731,0.5561461794019934,-0.5510682679637726
SPXL,intraday,0.5486340039695217,1.7308870174666537,0.09186429833908269,0.41074325805537665,0.2236538191131977,0.5415282392026578,-0.4202242348398063
SPXL,total,1.7385403462405127,5.689033340322916,0.2911044300681789,0.4978845969421552,0.5846825385963883,0.5441860465116279,-0.6385748544021931
FAS,overnight,1.2903279334518065,3.6339780633446344,0.21605490978727923,0.3381329434703264,0.6389643894790736,0.5488372093023256,-0.5236332569308197
FAS,intraday,0.2737944027118441,1.3149444254373626,0.04584464417500645,0.4555966881321777,0.10062549919525755,0.5282392026578073,-0.6309486156588909
FAS,total,1.5641223361636483,4.778479196556678,0.2618995539622853,0.5636228933432876,0.46467160410882974,0.5322259136212625,-0.6774721676489842
VXX,overnight,-2.263898362817813,0.10394448059491479,-0.3783172330438255,0.41196750863844844,-0.9183181321608662,0.3925729442970822,-0.9061744402072699
VXX,intraday,-2.1981848269723296,0.11100446791733733,-0.3673359259927235,0.541681664836916,-0.6781398556351677,0.4290450928381963,-0.9224369346272134
VXX,total,-4.4620831897901425,0.01153830176138251,-0.745653159036549,0.6670912014118348,-1.117767941562481,0.40384615384615385,-0.9897148153991795
