,SPXL.lasthr_ret,SPXL.lasthr_rv,SPXL.lasthr_logrv,SPXL.lasthr_ss,SPXL.lasthr_jump,SPXL.lasthr_dvol,SPXL.lasthr_volratio,SPXL.lasthr_range,SPXL.lasthr_cir,SPXL.lasthr_ofi,SPXL.lasthr_disp,SPXL.lasthr_maxabs,SPXL.lasthr_amihud,SPXL.firsthr_ret,SPXL.firsthr_rv,SPXL.firsthr_logrv,SPXL.firsthr_ss,SPXL.firsthr_jump,SPXL.firsthr_dvol,SPXL.firsthr_volratio,SPXL.firsthr_range,SPXL.firsthr_cir,SPXL.firsthr_ofi,SPXL.firsthr_disp,SPXL.firsthr_maxabs,SPXL.firsthr_amihud,SPXL.day_ret,SPXL.day_rv,SPXL.day_logrv,SPXL.day_ss,SPXL.day_jump,SPXL.day_dvol,SPXL.day_volratio,SPXL.day_range,SPXL.day_cir,SPXL.day_ofi,SPXL.day_disp,SPXL.day_maxabs,SPXL.day_amihud,SPXL.overnight,SPXL.cc_ret,SPXL.d2_ret,SPXL.d5_ret,SPXL.d5_logrv,SPXL.d5_volratio,SPXL.lasthr_share,SPXL.firsthr_share,FAS.lasthr_ret,FAS.lasthr_rv,FAS.lasthr_logrv,FAS.lasthr_ss,FAS.lasthr_jump,FAS.lasthr_dvol,FAS.lasthr_volratio,FAS.lasthr_range,FAS.lasthr_cir,FAS.lasthr_ofi,FAS.lasthr_disp,FAS.lasthr_maxabs,FAS.lasthr_amihud,FAS.firsthr_ret,FAS.firsthr_rv,FAS.firsthr_logrv,FAS.firsthr_ss,FAS.firsthr_jump,FAS.firsthr_dvol,FAS.firsthr_volratio,FAS.firsthr_range,FAS.firsthr_cir,FAS.firsthr_ofi,FAS.firsthr_disp,FAS.firsthr_maxabs,FAS.firsthr_amihud,FAS.day_ret,FAS.day_rv,FAS.day_logrv,FAS.day_ss,FAS.day_jump,FAS.day_dvol,FAS.day_volratio,FAS.day_range,FAS.day_cir,FAS.day_ofi,FAS.day_disp,FAS.day_maxabs,FAS.day_amihud,FAS.overnight,FAS.cc_ret,FAS.d2_ret,FAS.d5_ret,FAS.d5_logrv,FAS.d5_volratio,FAS.lasthr_share,FAS.firsthr_share,VXX.lasthr_ret,VXX.lasthr_rv,VXX.lasthr_logrv,VXX.lasthr_ss,VXX.lasthr_jump,VXX.lasthr_dvol,VXX.lasthr_volratio,VXX.lasthr_range,VXX.lasthr_cir,VXX.lasthr_ofi,VXX.lasthr_disp,VXX.lasthr_maxabs,VXX.lasthr_amihud,VXX.firsthr_ret,VXX.firsthr_rv,VXX.firsthr_logrv,VXX.firsthr_ss,VXX.firsthr_jump,VXX.firsthr_dvol,VXX.firsthr_volratio,VXX.firsthr_range,VXX.firsthr_cir,VXX.firsthr_ofi,VXX.firsthr_disp,VXX.firsthr_maxabs,VXX.firsthr_amihud,VXX.day_ret,VXX.day_rv,VXX.day_logrv,VXX.day_ss,VXX.day_jump,VXX.day_dvol,VXX.day_volratio,VXX.day_range,VXX.day_cir,VXX.day_ofi,VXX.day_disp,VXX.day_maxabs,VXX.day_amihud,VXX.overnight,VXX.cc_ret,VXX.d2_ret,VXX.d5_ret,VXX.d5_logrv,VXX.d5_volratio,VXX.lasthr_share,VXX.firsthr_share
2020-07-23,0.00062926063953706,0.42890122514590207,-0.8465286309795814,0.00011230540960418545,0.2692676512468627,122045859.42999999,,0.014258754455860763,0.8235294117646991,0.3647372630083498,0.0031947743154248226,0.0067255402734246565,5.155935993862828e-06,-0.0006089516071664559,0.4333272930245421,-0.8362619634719035,0.00010508231439152172,0.13431736194656752,110948772.21000001,,0.015837563451776674,0.5,0.040866272421817215,0.003241120227562838,0.006090152806505364,5.4885835601123495e-06,-0.032796586915131515,0.44520384301521726,-0.8092230275083513,0.0007764498148827283,0.05160922171325266,643261562.1,,0.05493814216816938,0.25572519083969286,-0.0522971316522878,0.003167434572187009,0.010113866236928783,5.098483859048464e-05,,,,,,,0.14463962441815714,0.1353369044300602,0.004025307332837995,0.3239365946602257,-1.1272074778338,6.406283111114979e-05,0.10806379803468391,13986171.73,,0.012051649928263833,0.9523809523809612,0.10961446774685071,0.002387706637432534,0.0049012639560915595,0.0002878062282192494,-0.008798126853389753,0.3356142897694462,-1.0917927255296482,6.303451701627734e-05,-0.026954079419628796,15794616.15,,0.01824401368301028,0.3593749999999948,-0.4450321016506628,0.002366379380654822,0.003981802758022304,0.0005570332808239694,-0.01537615715083868,0.3696982679347572,-0.9950680981066329,0.0005354148513011235,-0.05601833389224464,87375635.66,,0.03959827833572461,0.5289855072463787,-0.16895344072166948,0.002646607513347865,0.007695634388240656,0.0001759776284852573,,,,,,,0.11965082954921644,0.11773023640098099,0.005665737535677154,0.6471257255782726,-0.4352146825271323,0.0002556603813829095,0.35028489280672925,190192182.04,,0.028580923894981704,0.31395348837209275,-0.34162560828254745,0.00479569250755911,0.009980122756723891,2.978953958520531e-05,-0.001725625967469991,0.6357405519419665,-0.45296473606919513,0.0002261816515678795,0.3289953629277528,164303990.0,,0.02072538860103632,0.4166666666666657,-0.15329025497189688,0.004753008982133957,0.00934424518369258,1.0502641886359492e-05,0.03689706065547914,0.6995326342344335,-0.35734283230590225,0.00191695333687629,0.11804551117879292,984482537.73,,0.06580259222333003,0.7020202020202022,-0.13084065550518376,0.004999043207403191,0.018203382008681043,3.747863394363057e-05,,,,,,,0.13336807759729444,0.1179901707656831
2020-07-24,0.0004278990223611429,0.5108127154160099,-0.6717522619933902,0.0001592976985535272,0.3440363791992306,101663478.98,,0.016470588235294032,0.6623376623376632,0.1921490367631722,0.00380528866928427,0.008605905092879295,4.208974812334746e-06,0.004695846409129254,0.5311790060687878,-0.6326562033087706,0.00015789898765621076,0.2798488800882001,146046561.37,,0.02108177172061333,0.828282828282827,0.14801775288110636,0.003948345903056559,0.009458368018523629,3.215307751911128e-05,0.00021392662398430642,0.42421203038680183,-0.8575218770773609,0.0007049552400191674,0.15087146808340623,545056783.32,,0.02588235294117649,0.5785123966942168,0.020254201026095018,0.0030456065113573776,0.009458368018523629,3.924850227186535e-07,-0.018838529386531924,-0.0199074765754369,-0.03258266029114721,,,,0.22596852893695205,0.22398441587854226,-0.0005832604423152182,0.48289068714191574,-0.7279649715610917,0.0001423586176608007,0.444808058097268,12779040.62,,0.013418903150525113,0.6521739130434864,-0.06815977082323418,0.003597098177262323,0.007584633792589931,4.5641958552223326e-05,0.005476307100172028,0.31329414123509114,-1.1606127813741012,5.4929050074001086e-05,0.48489915774734926,22045769.29,,0.014084507042253579,0.8775510204081591,-0.30009221102576455,0.0022847908425431963,0.005209852594450778,0.00024840626009163996,-0.009291588334100057,0.30356776151199,-1.192150426477103,0.0003609997308131784,0.2726727087823684,73116646.95,,0.02625437572928838,0.333333333333336,-0.23070137559145826,0.002176061492485445,0.007584633792589931,0.00012707897204933377,-0.009804000096620967,-0.016491043476953852,-0.024667745484938736,,,,0.39434549532800883,0.1521581469057314,-0.010875045388875446,0.5971128890607998,-0.5156490895613465,0.00021767020896369666,0.5892063403273136,166058633.68,,0.023525513585155762,0.056338028169012816,-0.3742207263956575,0.004346520635113982,0.007539783300835951,6.548918985948051e-05,-0.010379593673496463,0.7602295247214582,-0.27413488508401174,0.00032343499353074665,0.460829425942723,222716109.52,,0.030648842517117744,0.15957446808510845,-0.021689288800935208,0.005600364406983893,0.010592299322945517,4.660459315613346e-05,-0.026485118459953657,0.5717943107936523,-0.5589759487872636,0.0012807820770711774,0.11323879805441317,952190105.36,,0.04373757455268391,0.03030303030302965,-0.06770808997813003,0.004090541380111746,0.010592299322945517,2.7814948202953944e-05,0.030439267106438957,0.002986562697749068,0.010411942195525482,,,,0.16995101107399396,0.25252929387516115
2020-07-27,0.007352202008173312,0.21902772999018963,-1.5185569362216234,2.9287635228727363e-05,0.14976935363075206,90544313.87,,0.009627459187944764,0.8043478260869649,0.5109456878365983,0.0015010015554666116,0.0035778213478841235,8.120004110616285e-05,0.013989206514398795,0.3143780494136337,-1.1571590382510941,5.530978517930058e-05,-0.13571556192595957,84186007.55,,0.019785308356135504,0.8404255319148948,0.2608938619277712,0.001936983920874289,0.00467986389109746,0.00016617020953381458,0.01965613321323289,0.22314639286409058,-1.499927252661793,0.00019506319057364875,0.06881445965084676,324657967.18,,0.024068647969861835,0.9217391304347857,0.19869530219855916,0.0015813280637470143,0.00467986389109746,6.0544127051516174e-05,0.007246408520767253,0.021792886162967418,0.019870059837217194,,,,0.15014434626336853,0.28354803905669546,0.00792373918343313,0.24778626299347736,-1.3951887471853923,3.74835360978466e-05,0.000901256385936966,18751150.83,,0.010230926629640497,0.8,0.682538362900044,0.0017122924349482341,0.0032253363248477217,0.00042257348657000443,0.02726094740257954,0.6475507662788493,-0.4345580849623811,0.00023466330606387745,0.013711415885774847,24687686.810000002,,0.03946214557147037,0.8740740740740729,0.3743028429968972,0.004087827955613463,0.010446297054477615,0.0011042325517325183,0.027260947402579373,0.31989581227957253,-1.1397599228295339,0.00040087843228421745,-0.03299288791136612,72308898.76,,0.03946214557147037,0.8740740740740729,0.29906582621007405,0.0022688595947441903,0.010446297054477615,0.0003770068120254605,0.0029129062251242455,-0.0020440947400657255,0.017969359068479317,,,,0.0935034990140634,0.585372739378267,-0.012872806485156704,0.2833905781314225,-1.2609291981094664,4.902943820125878e-05,0.09585914147734209,129736339.11,,0.01534265257415613,0.1333333333333307,-0.274433793910373,0.0017893712108964272,0.0043911571994967955,9.922282818726828e-05,-0.008418975472206347,0.2760774801353453,-1.2870737275328505,4.265397463454933e-05,0.22902346161331177,151234527.95,,0.017585390598579626,0.24999999999999828,-0.28767401055652914,0.0019029034585420217,0.004032263527938451,5.5668342317898226e-05,-0.016568426347232372,0.26272649864414244,-1.3366417170155442,0.0002703979145256113,0.10089430374826669,556905453.22,,0.03136720081827486,0.06521739130434631,-0.07705947640100932,0.0018737550739202189,0.0053817822462456045,2.9750878271050397e-05,-0.013006686614511922,-0.028568570350343256,-0.043053544807186026,,,,0.1813232853044614,0.15774520565138928
2020-07-28,-0.016707589655599448,0.2639458386528674,-1.332011353501245,4.2531993737585794e-05,-0.1696801183251928,117358022.41,,0.020899978673491082,0.15306122448979495,-0.24347620267641146,0.001323563752031017,0.0027469642207352007,0.00014236427397549439,7.291259609965017e-17,0.4605698720388533,-0.7752907039848888,0.00011871035191945172,-0.11311796906763738,91386468.65,,0.015966386554621955,0.868421052631578,0.07668144588055488,0.0034454368651805492,0.007633624855071319,7.97848928585886e-19,-0.015028328135879778,0.28532115741128755,-1.2541398650429991,0.0003189066209158419,-0.07424596023999874,378902453.65999997,,0.026444870974621344,0.12096774193548322,-0.05792695947990658,0.00203900612927193,0.007633624855071319,3.966278917096992e-05,-0.007141387208193515,-0.018802708796168535,0.0046278050773531105,,,,0.13336817409259685,0.3722417288751709,-0.014789308270865036,0.29196528308685477,-1.231120377320421,5.20413470866833e-05,0.10674553192559688,12590187.32,,0.01752848378615254,0.13333333333333017,-0.46806128060054947,0.0017532924134876515,0.003757772885558951,0.0011746694385850517,-0.004672905699392664,0.5011763143048124,-0.6907973150481612,0.00014056545981998967,0.4668651462651636,10107810.68,,0.019906323185011704,0.5588235294117583,-0.23232726001156168,0.003722638373207502,0.009400774284705779,0.000462306413063196,-0.002625822077667802,0.31838730029255147,-1.1444867118232334,0.0003971065537262723,0.3210122396659799,61582963.21,,0.030090563832895156,0.4368932038834905,0.054646807892698664,0.0022855870172797305,0.009400774284705779,4.2638774440159036e-05,-0.007040216817020873,0.0005844535525806061,0.02463512532491157,,,,0.1310513427651856,0.3539741626044334,0.02395532013479504,0.46041167886507334,-0.7756342356770936,0.00012941325643184092,0.038848937241043324,196739098.59,,0.03053173241852489,0.808988764044942,0.4153928137096483,0.00272349724260306,0.005184044787587919,0.00012176186790769741,-0.0058570365541940885,0.6075696580515353,-0.49828844688146817,0.00020658067680267883,0.019917973250981547,145574247.77,,0.022805805114028906,0.030303030303029815,-0.21220835568944804,0.004510676796257259,0.010546108970529496,4.023401558940502e-05,0.0013731550389700729,0.3910446080713916,-0.9389336383651051,0.0005990294659967203,-0.07946564066256045,686750763.87,,0.04631217838765001,0.6814814814814812,0.08903508155627558,0.002807426659942271,0.010546108970529496,1.9994954664950433e-06,0.0,-0.0061559701928583154,-0.0151952713082623,,,,0.2160382147754806,0.34485895691116114
2020-07-29,0.005158373142474998,0.41885562802644094,-0.8702289816182508,0.00010710624977376329,0.009657339732781045,121022130.51,,0.016875900391026964,0.6463414634146353,0.2853083541373197,0.0030879361841421667,0.004769319563974658,4.26233873155023e-05,0.0056669266988335154,0.23979043001038236,-1.427989945398662,3.217816206604624e-05,-0.11539257066323616,67892674.44,,0.012138970280452036,0.8793103448275854,0.22715001651067673,0.0017105175307133766,0.0031476261429935516,8.346889772094116e-05,0.022477533218981986,0.25840446678622475,-1.3532292208986978,0.0002615746271388193,-0.08715914482228504,361223229.88,,0.033134389792138286,0.819875776397516,0.23785811280338467,0.001831784703491403,0.0051583731424747125,6.222615645856753e-05,0.0089172565415618,0.03561331531631666,0.007449205083102208,-0.005477321994812115,-1.0804232895921442,,0.40946727496211366,0.12301713823707024,0.013017771423834089,0.4443959191658961,-0.8110394040538376,0.0001205663815453612,-0.15940833657162323,24338595.83,,0.019537699504678062,0.9718309859154985,0.5157515551709624,0.003110751402091578,0.0044705299378340405,0.000534861235001415,0.002022245380767666,0.4259706455635405,-0.8533848422148111,0.00010154461231685052,0.08202535261123933,10062880.58,,0.01298701298701307,0.777777777777776,0.3673459016642727,0.003180767859131616,0.007523183631225926,0.0002009608843800535,0.0496435827128813,0.30620120100042086,-1.1835128734918472,0.00036729021739141795,-0.05707726326201157,89479310.65,,0.05668684645019268,0.9902912621359242,0.4505680190999549,0.002100388168181049,0.007523183631225926,0.0005548051538647085,0.002042901629800331,0.059816610425931435,0.0470177606352135,0.04961096255285414,-1.1256673841427447,,0.3282591690071469,0.27646968938635064,-0.002797204621060861,0.49743268510577066,-0.6982950378582745,0.00015106182918897242,0.32589833796700496,164199280.64,,0.01575630252100838,0.31111111111110495,-0.3548982112032717,0.0036977855746210654,0.0069589703243035225,1.703542555215948e-05,-0.00034632034978141006,0.3413958743730536,-1.0747125531322672,6.522499864816644e-05,-0.1873619600066232,111277951.66,,0.01454797367509519,0.4761904761904766,0.06005723883577098,0.0025537050576211065,0.004495943938427692,3.1122099626668313e-06,-0.011142176553241432,0.3232038682938976,-1.1294719836757028,0.0004092123024506874,-0.05107121266905357,550949610.98,,0.023459383753501338,0.20895522388059315,-0.11515166450004632,0.0023158492516534893,0.0069589703243035225,2.022358548075262e-05,-0.013121735233044756,-0.020447775325117722,-0.00976902151427136,-0.01592550566597825,-0.7380235551580875,,0.3691527070039061,0.1593915878323977
2020-07-30,0.0008322930151695178,0.26297755204984363,-1.335686603869831,4.222050847504776e-05,0.08779668332017909,105320233.59,,0.009775374376039911,0.5744680851063759,0.4163412368671712,0.001957799843588873,0.0037437647719753267,7.902498758306426e-06,-0.014045772516902344,0.6137306863862069,-0.48819906857838746,0.00021079156031404814,-0.16932957933968162,156762484.43,,0.026575225032147494,0.4112903225806429,-0.07499519883693645,0.004391545014785861,0.009397762458771273,8.959906809319725e-05,0.01593325111676621,0.3994240288266071,-0.9177316975001186,0.0006249768884775146,-0.06712118743434692,524157696.78999996,,0.04430116472545763,0.9061032863849753,0.1836230037056211,0.0028600696878838578,0.009397762458771273,3.0397819614866313e-05,-0.029871672748641633,-0.01055145819085961,0.038410784335748197,0.04325251603708561,-1.115159429937284,,0.06755531164984313,0.33727896855122186,0.0045727430351423055,0.2256309718483365,-1.4888544822193956,3.108018037681613e-05,0.0031358807734408467,8928551.07,,0.007984031936127777,0.9285714285714177,0.2800667869170848,0.0016331142068294288,0.003141513364752056,0.0005121483877162059,-0.028350177531973497,0.7261265147162564,-0.3200310166447525,0.0002950680132841756,-0.01759982516062575,37754332.52,,0.03961267605633807,0.21481481481481396,-0.5351539219848985,0.004711702626084349,0.008738768108047416,0.0007509118991033746,0.00028518465899870886,0.43717042523383265,-0.8274321708190893,0.000748681548322803,0.011032116714643658,97068696.85,,0.041345879669233046,0.8827586206896543,-0.039427820030531295,0.0031386396904367958,0.008738768108047416,2.9379673185414653e-06,-0.04646760198636694,-0.03557299881593851,0.04992876737188001,0.06527230436269153,-1.07644988770186,,0.041513218065066484,0.39411684974097083,-0.0013684572782157742,0.37003641339712695,-0.994153863599435,8.359398488388854e-05,-0.18483026364033783,103718700.09,,0.013009243409791134,0.23684210526315813,-0.1050709650289062,0.0027541362052379927,0.004101167744214678,1.3193930091953722e-05,0.04587506237164658,1.0446598327283776,0.04369131350377737,0.0006107273009400133,-0.14000513914732804,335529273.66,,0.057096774193548375,0.8418079096045191,0.4223264487902507,0.006476165365636506,0.013646409141290405,0.0001367244707778699,-0.013601025713849768,0.6279046383348978,-0.4653669738294788,0.0015444824014484574,-0.08431589023651953,885503255.1,,0.07805546045874705,0.09210526315789506,-0.027067209332046174,0.004504500616609414,0.013646409141290405,1.5359656371126274e-05,0.04451265463966075,0.022503978928266097,-0.024743202267091202,-0.06642359203530715,-0.7814609719679574,,0.05412427153944379,0.3954252248955745
2020-07-31,0.023448215390946988,0.5023277898536432,-0.6885024045452066,0.00015404957781394753,0.7568933247936929,137270855.04,,0.025818255743037123,0.9685039370078746,0.5081399737014416,0.003136751997938177,0.008780046194177642,0.00017081714384393034,-0.02309475368914752,0.5410314262940071,-0.6142779125547364,0.00016381079805733635,0.1153876561500774,122235940.82,,0.034729530625131524,0.07272727272727124,-0.03683476389837138,0.0033959215253117256,0.006603408229450265,0.00018893586889600643,0.011655381919270746,0.4460443320964542,-0.8073369325824539,0.0007793842621613574,0.10411099236069021,559248785.68,,0.047164057735312064,0.9827586206896556,0.18278008753422606,0.003198725081884529,0.008780046194177642,2.0841139431530052e-05,0.017933078749567344,0.02282406058029639,0.027588633036036956,0.054693971332372054,-1.0977895654406589,,0.19765548945874703,0.21017976113998346,0.018729837254692412,0.5147239531222862,-0.6641245353796978,0.00016174648835032572,0.8347366025726661,21781481.92,,0.02283756779902932,0.9500000000000008,0.481457777230981,0.003470821071988941,0.009177007335700588,0.0008598972890588526,-0.022942780672736498,0.6137219926859847,-0.48821323401282013,0.00021078558849058887,-0.06223015713138147,37174035.15,,0.04318448883666272,0.0612244897959159,-0.3480534983031026,0.004036504212579794,0.007505808909858113,0.0006171721896791852,0.005725752831486054,0.4546880609530664,-0.7881436754717747,0.0008098837466188938,0.1252102018234693,107521421.82000001,,0.051955466742791896,0.7857142857142855,0.011824028444567303,0.0032635506519518003,0.009177007335700588,5.32522053239907e-05,0.009930568202600788,-0.001141226942691256,0.006010937490484763,0.08028964552827764,-0.9864089333508649,,0.19971568638781265,0.2602664757387433,-0.015649771667127534,0.41671558903574873,-0.8753513305605503,0.00010601458006435352,0.10022357296428008,138560428.47,,0.019628461268839773,0.0,-0.26964952102533,0.002789671979657007,0.005940957540166769,0.00011294546242339238,0.03341106363025237,0.8638455603575638,-0.14636127574184576,0.00041760890688055587,0.0518125808484613,205801843.12,,0.04403794037940382,0.8769230769230769,0.19794920104892402,0.005622518687289646,0.010453056852089441,0.00016234579401104232,-0.0007007708766105791,0.6385865528060884,-0.4484980562265014,0.001597478860282192,-0.017819766090115596,818218405.49,,0.05432877672625309,0.09677419354838843,-0.007023314021588867,0.00458468916845454,0.011245645860208526,8.56459439079611e-07,-0.027417993730694933,-0.02355495117424094,-0.014301796590460348,-0.040639244451964075,-0.7442925259404362,,0.06636368261275533,0.2614174855539471
2020-08-03,-0.006351748230609185,0.2720933034993376,-1.301610243935552,4.519826972477573e-05,0.007509177942943479,65100792.04,,0.010354440461967407,0.32692307692307826,-0.4679105738265608,0.0019502030413179085,0.003580668237870218,9.756791018312755e-05,0.004797130926426533,0.351481608851755,-1.0455978910013797,6.913576185242161e-05,0.14657499711938982,100908074.65,,0.013958125623130665,0.5714285714285671,0.10347043619863577,0.002589280200524954,0.005183424683759657,4.753961408009615e-05,0.006191970247920743,0.23799140312814043,-1.435520727273387,0.00022187998133615087,0.05077304917257297,315168044.96,,0.01692552767821588,0.5529411764705859,0.006972635567412646,0.0017067283754787902,0.005183424683759657,1.96465674326425e-05,0.017132334791461916,0.0207230029221906,0.017847352167191487,0.0412298083670599,-1.0916761851796135,,0.2037059380147495,0.31159080434426434,-0.008798126853389966,0.27011295815761144,-1.308915043926681,4.454274124826346e-05,-0.12075209362308614,9817743.68,,0.010262257696693257,0.1388888888888812,-0.4992971338196517,0.0018608931116838154,0.00313078382951145,0.0008961455035043211,0.014810866010856124,0.34376967999563124,-1.0677833807437442,6.613520155307722e-05,0.028310826253006627,17947153.28,,0.01979078314956186,0.9285714285714227,0.49140366510537764,0.002149260898525386,0.005685063634608259,0.0008252487611704469,0.006578030297449284,0.2637966217814576,-1.3325768447647808,0.00027260514041894696,-0.1370796098848286,62362557.49,,0.025085518814139184,0.40909090909090723,0.0936406950747074,0.0018919607835716158,0.005685063634608259,0.00010548044471242361,0.009376400560047269,0.0014263302945866608,0.012303783128935339,0.05960672842314754,-1.0105278148289354,,0.16339655657193028,0.24260438174951088,0.010593319401664875,0.3627929550583186,-1.0139229791812947,8.035331394380168e-05,0.08332907645177956,109389360.1,,0.014401123990165092,0.8536585365853604,0.22935633828614013,0.0025406115813763654,0.0042523097385304765,9.684049154306075e-05,0.0014015419252883944,0.22447817745809195,-1.4939767816109988,2.81997849869746e-05,-0.12001778398344154,131878186.61,,0.012955182072829167,0.7297297297297266,0.19940079876717073,0.0016739537168804866,0.0027991620796145775,1.0627549265847418e-05,-0.0017546942561489469,0.2564404558397293,-1.3608587822959142,0.0002576135261054736,0.10369706386510069,504937669.92,,0.022831050228310577,0.5538461538461511,-0.07264929716139408,0.0018409577731682688,0.0059409575401668325,3.4750710051538688e-06,-0.007741066101600497,-0.0021052639354625386,-0.002455465132759526,-0.025825512360880654,-0.7457406220861973,,0.3119141885077221,0.10946546717981293
2020-08-04,0.009296872420968078,0.23383461337449518,-1.4531411939623642,3.3381334805860585e-05,0.6915423480019925,68397104.36,,0.010828903327426743,0.9636363636363582,0.5784232594375286,0.0015426860205561828,0.005132265509336355,0.00013592494167640633,0.0021918908845310033,0.2875045930869428,-1.2465164429177624,4.625802815969548e-05,0.2743654298163849,64757273.15,,0.013933121019108336,0.6428571428571443,0.11361697770932161,0.0021405902416834818,0.004569393070179195,3.3847794663216195e-05,0.013079853537740434,0.24488449400970416,-1.4069686326279436,0.0002349190062216087,0.09464440518715855,321385857.44,,0.02008269344359132,0.9803921568627421,0.17509411763865698,0.001749801322112084,0.005132265509336355,4.0698285985351214e-05,-0.008398369698831717,0.0112861310837147,0.019271823785661175,0.06933799004068011,-1.1110777290251252,,0.14209720764087777,0.19691053909898798,0.0045649152024512234,0.20005386129123487,-1.6091686422344005,2.4433179131582805e-05,0.13033380911289127,9151167.6,,0.00683176771989758,1.0,0.23151474353939275,0.0014364299674240347,0.0034217313111615387,0.0004988341818208229,-0.002002575408195229,0.3715756582344344,-0.9900027794774849,7.726664467419033e-05,0.038544597122098234,15295873.6,,0.014032073310423882,0.5510204081632695,0.01039771209929452,0.002773122269131092,0.004583222001686951,0.00013092259131869584,0.003993159898138962,0.2675969207891136,-1.318273457561406,0.0002805161083240622,-0.06395837924698244,53303064.13,,0.02106461713635075,0.6486486486486522,0.018190292731300815,0.0019204886513887293,0.005696398200386843,7.49142654988859e-05,-0.0028546979135262783,0.0014242987737534288,0.010571190195588246,0.06622571039895431,-1.0335074101867892,,0.08710080600204508,0.27544459081447525,-0.006140528595603685,0.20599128111513995,-1.5799214357720572,2.590501092518719e-05,-0.1370415292064111,107760221.81,,0.011594202898550735,0.12500000000000833,-0.17851692866703836,0.0014385231264633345,0.0028818463748889263,5.6983258687333666e-05,-0.01507566240544737,0.43968299840592856,-0.8217012698928816,0.0001081874506491405,-0.07176725309824317,161888780.4,,0.030018083182640085,0.14457831325300927,-0.20190794920584873,0.0029584798925024235,0.006779686985378804,9.312357760802163e-05,-0.016885617650686847,0.3206312013144979,-1.1374637219123769,0.0004027236609046151,-0.06201037913092389,503247632.6,,0.030072463768115877,0.08433734939759088,-0.09417177850425917,0.0022913474280259385,0.006779686985378804,3.3553297734255147e-05,-0.003871199626019391,-0.03103512856684183,-0.018640311906835794,-0.044084285050537575,-0.7685196337406296,,0.0643245317819128,0.26863941990923806
2020-08-05,0.0017409811922354202,0.3409972040618122,-1.0758810009644564,7.098845737361e-05,0.07860156410100538,84340968.91,,0.009856977193660571,0.7843137254901964,0.18863213543321866,0.00253584973650816,0.0060130139470106645,2.0642176806069375e-05,0.006400952899518541,0.1637965058827368,-1.8091304393979133,1.501435941866747e-05,0.27235560001585013,72701843.78,,0.007927300850734797,0.8780487804877956,0.2607099309249458,0.0010625259593983292,0.0025264807919599505,8.804388673949171e-05,0.0067875757537439515,0.1901369418114466,-1.6600107200585494,0.0001416213045069458,0.040909509049263715,325341005.24,,0.010630073444143741,0.7272727272727284,-0.004216179018037125,0.0013621914302157818,0.0060130139470106645,2.086295807912944e-05,0.01310532204044446,0.01853169194472952,0.019867429291484384,0.05364803257544208,-1.1401618816572225,,0.5012554969801764,0.10601766076749487,-0.0008215802187451536,0.3572796203420286,-1.0292365535251222,7.79296258313456e-05,-0.03883342151536695,17968469.31,,0.010958904109589003,0.5499999999999992,0.1477047790889429,0.002660713785411946,0.005219075162201241,4.5723439463367046e-05,0.0035886857010032636,0.48444918714536267,-0.7247427300442383,0.00013133909056694287,0.5480284467647629,31982463.91,,0.022871314411683615,0.6626506024096365,0.12862568942706581,0.0036078844609294574,0.007987922930691675,0.0001122079184112261,0.00935872506447051,0.2842898842179903,-1.2577608423230044,0.00031660545618072,0.20626174597895297,103634134.21000001,,0.027123287671232735,0.7676767676767696,0.1418522938611232,0.0020373744039590682,0.007987922930691675,9.030543011539391e-05,0.01749480286228099,0.03825679431071007,0.013351884962609473,0.02594085275054352,-1.0438362847833633,,0.2461411334202117,0.4148352089421158,0.0007401924838320938,0.2715429014583837,-1.3036351356701237,4.501559666204974e-05,0.334046047053681,94476218.77,,0.010728819829818688,0.2413793103448293,0.017646068626630748,0.0020219239169652317,0.004426418145765876,7.834696323252246e-06,-0.008469945682733942,0.22252454082137518,-1.5027178876315743,2.7711074681797038e-05,0.05040435973061219,108908664.05,,0.009985207100591701,0.0,-0.33733327481763375,0.0014556530606610405,0.002936859673309825,7.777109155287579e-05,-0.008839836569140834,0.22420659170559792,-1.4951873677700436,0.00019692113725307964,0.12092222509639716,493658479.59,,0.02330743618201994,0.1269841269841301,0.031483649917060666,0.0016055262166395211,0.005517762757812503,1.79067856313997e-05,-0.015334364000106689,-0.02086841243474813,-0.02572545421982768,-0.041781945066436975,-0.7943807302428627,,0.2285970784547952,0.14072168721117656
