strategy,ann_ret,ann_vol,sharpe,max_dd,calmar,cvar95,ann_turnover,avg_w
equal_weight,-0.10335187829063115,0.23035616906479658,-0.4486612132430429,-0.639121957355995,-0.1617091653652317,-0.034387166898818,0.0,[0.333 0.333 0.333]
inverse_vol,-0.07264499214271476,0.24976778012814813,-0.2908501332935852,-0.6760317398947304,-0.1074579607076242,-0.03659716539182921,0.4566906224145126,[0.387 0.33  0.283]
risk_parity,0.06787564043771056,0.17443725098572863,0.3891120735631389,-0.17421489853946914,0.3896087017054574,-0.023569640689869418,,[nan nan nan]
min_variance,-0.18905314747833,0.1988982619186647,-0.9505017573036377,-0.7432778027858329,-0.2543505897387918,-0.029053040592158363,0.9176904292728447,[0.498 0.092 0.409]
long_only_2,0.19739291569353679,0.49628881980835876,0.39773798605771493,-0.6358488488882261,0.310439998497561,-0.0757684391025574,0.2661639728649592,[0.539 0.461 0.   ]
buyhold_SPXL,0.2296568094633358,0.49836745574063884,0.46081823124272014,-0.6385748544021929,0.3596396066649554,-0.07559572088029337,,-
buyhold_FAS,0.17026944269199656,0.5559537101837622,0.30626550299613353,-0.6774721676489848,0.2513305355153976,-0.08396370250104415,,-
buyhold_VXX,-0.7099818870272259,0.6754426191206717,-1.051135754435394,-0.9845233855650521,-0.7211427350907897,-0.08921335905034557,,-
