week_start,week_end,begin_cash,begin_total_balance,begin_side_account,stock_action,stock_buy_units,stock_buy_price,stock_buy_cost,put_action,put_open_price,put_open_cost,put_sell_price,put_sell_proceeds,put_roll_price,put_roll_cost,put_realized_pnl,put_pricing_source,put_strike,put_expiration,put_contracts,call_strike,call_contracts,call_sell_price,call_premium_received,call_pricing_source,basis_price,friday_1530_price,move_vs_basis_pct,friday_close_price,call_outcome,call_pnl,realized_gain_total,swept_to_side_account,side_account_balance,cash_ledger_reconciled,end_shares,end_share_value,end_put_value,end_cash,end_total_balance,end_total_with_side,stock_assigned_units,stock_realized_pnl
2025-12-08,2025-12-12,88680.04,170631.51,8242.6,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,21.0,2025-12-19,16,65.0,16,0.0004,0.67,"BS est (no <=7-DTE quotes in file); IV=0.865 from CALL K=52.5 exp=2025-12-26 dte=18; exp=2025-12-12 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (20.0-52.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,41.54,-36.37,41.7,EXPIRED_WORTHLESS,0.67,0.67,0.07,8242.66,True,1697,70764.9,1.05,88680.65,159446.6,167689.26,,
2025-12-15,2025-12-19,88680.65,161736.5,8242.66,HELD,0,,,EXPIRED_WORTHLESS,,,0.0,0.0,,,-8248.92,,21.0,2025-12-19,16,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=0.837 from CALL K=45.0 exp=2026-01-02 dte=18; exp=2025-12-19 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (17.0-45.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,42.3,-35.2,41.79,EXPIRED_WORTHLESS,0.0,-8248.92,0.0,8242.66,True,1697,70917.63,0.0,88680.65,159598.28,167840.94,,
2025-12-22,2025-12-26,88680.65,162381.36,8242.66,HELD,0,,,BUY+HELD_15PCT_CHECK,10.5332,16853.19,,,,,,"BS est (no 120-180 DTE quotes in file); IV=0.934 from PUT K=43.0 exp=2026-02-20 dte=60; exp=2026-06-19 assumed 3rd-Friday listing, dte=179",43.0,2026-06-19,16,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=0.734 from CALL K=47.5 exp=2026-01-09 dte=18; exp=2025-12-26 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (18.0-47.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,44.39,-32.0,44.19,EXPIRED_WORTHLESS,0.0,0.0,0.0,8242.66,True,1697,74990.43,15214.7,71827.46,162032.59,170275.25,,
2025-12-29,2026-01-02,71827.46,161279.34,8242.66,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,43.0,2026-06-19,16,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=0.816 from CALL K=48.0 exp=2026-01-16 dte=18; exp=2026-01-02 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (18.0-48.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,47.92,-26.6,47.27,EXPIRED_WORTHLESS,0.0,0.0,0.0,8242.66,True,1697,80217.19,14119.27,71827.46,166163.91,174406.58,,
2026-01-05,2026-01-09,71827.46,171341.22,8242.66,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,43.0,2026-06-19,16,65.0,16,0.0022,3.53,"BS est (no <=7-DTE quotes in file); IV=0.861 from CALL K=54.0 exp=2026-01-23 dte=18; exp=2026-01-09 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (20.0-54.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,54.49,-16.53,53.91,EXPIRED_WORTHLESS,3.53,3.53,0.35,8243.02,True,1697,91485.27,11858.37,71830.63,175174.27,183417.29,,
2026-01-12,2026-01-16,71830.63,174904.02,8243.02,HELD,0,,,HELD,,,,,,,,,43.0,2026-06-19,16,65.0,16,0.0438,70.12,"BS est (no <=7-DTE quotes in file); IV=0.874 from CALL K=60.0 exp=2026-01-30 dte=18; exp=2026-01-16 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (22.0-60.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,60.98,-6.59,60.72,EXPIRED_WORTHLESS,70.12,70.12,7.01,8250.03,True,1697,103041.84,13289.29,71893.74,188224.87,196474.9,,
2026-01-20,2026-01-23,71893.74,184203.83,8250.03,HELD,0,,,HELD,,,,,,,,,43.0,2026-06-19,16,65.0,16,0.5758,921.25,"BS est (no <=7-DTE quotes in file); IV=1.085 from CALL K=63.5 exp=2026-02-06 dte=17; exp=2026-01-23 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (24.0-63.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,60.34,-7.57,61.55,EXPIRED_WORTHLESS,921.25,921.25,92.12,8342.15,True,1697,104450.35,10933.51,72722.87,188106.73,196448.88,,
2026-01-26,2026-01-30,72722.87,185847.47,8342.15,HELD,0,,,HELD,,,,,,,,,43.0,2026-06-19,16,65.0,16,0.6269,1003.07,BS est (no <=7-DTE quotes in file); IV=0.827 from CALL K=65.0 exp=2026-02-13 dte=18; exp=2026-01-30 assumed weekly; K anchored to basis 65.28,65.2823,60.66,-7.08,61.79,EXPIRED_WORTHLESS,1003.07,1003.07,100.31,8442.46,True,1697,104857.63,12015.9,73625.63,190499.16,198941.62,,
2026-02-02,2026-02-06,73625.63,192894.05,8442.46,HELD,0,,,HELD,,,,,,,,,43.0,2026-06-19,16,65.0,16,1.3011,2081.83,BS est (no <=7-DTE quotes in file); IV=0.928 from CALL K=65.0 exp=2026-02-20 dte=18; exp=2026-02-06 assumed weekly; K anchored to basis 65.28,65.2823,61.86,-5.24,61.76,EXPIRED_WORTHLESS,2081.83,2081.83,208.18,8650.64,True,1697,104806.72,14040.62,75499.28,194346.61,202997.26,,
2026-02-09,2026-02-13,75499.28,192295.32,8650.64,HELD,0,,,HELD,,,,,,,,,43.0,2026-06-19,16,65.0,16,1.4699,2351.89,BS est (no <=7-DTE quotes in file); IV=1.042 from CALL K=65.0 exp=2026-02-27 dte=18; exp=2026-02-13 assumed weekly; K anchored to basis 65.28,65.2823,64.2,-1.66,64.59,EXPIRED_WORTHLESS,2351.89,2351.89,235.19,8885.83,True,1697,109609.23,13189.65,77615.97,200414.85,209300.68,,
2026-02-17,2026-02-20,77615.97,198443.11,8885.83,ASSIGNED,0,,,HELD,,,,,,,,,43.0,2026-06-19,16,65.0,16,0.9133,1461.21,BS est (no <=7-DTE quotes in file); IV=1.241 from CALL K=65.0 exp=2026-03-06 dte=17; exp=2026-02-20 assumed weekly; K anchored to basis 65.28,65.2823,66.57,1.97,67.11,ASSIGNED,1461.21,1009.48,100.95,8986.78,True,97,6509.67,12066.67,182976.24,201552.58,210539.36,1600.0,-451.74
2026-02-23,2026-02-27,182976.24,202038.85,8986.78,BUY,2035,66.63,135592.05,HELD,,,,,,,,,43.0,2026-06-19,16,67.0,21,3.0227,6347.64,BS est (no <=7-DTE quotes in file); IV=1.167 from CALL K=67.0 exp=2026-03-13 dte=18; exp=2026-02-27 assumed weekly; K anchored to basis 66.57,66.5687,62.55,-6.04,62.77,EXPIRED_WORTHLESS,6347.64,6347.64,634.76,9621.54,True,2132,133825.64,12993.72,53097.06,199916.42,209537.96,,
2026-03-02,2026-03-06,53097.06,196942.24,9621.54,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,43.0,2026-06-19,16,67.0,21,0.9292,1951.28,BS est (no <=7-DTE quotes in file); IV=1.247 from CALL K=67.0 exp=2026-03-20 dte=18; exp=2026-03-06 assumed weekly; K anchored to basis 66.57,66.5687,47.62,-28.46,47.88,EXPIRED_WORTHLESS,1951.28,1951.28,195.13,9816.67,True,2132,102080.16,16593.15,54853.21,173526.52,183343.19,,
2026-03-09,2026-03-13,54853.21,172835.31,9816.67,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,43.0,2026-06-19,16,67.0,21,0.0004,0.89,"BS est (no <=7-DTE quotes in file); IV=1.090 from CALL K=58.5 exp=2026-04-24 dte=46; exp=2026-03-13 assumed weekly; K anchored to basis 66.57; K=67.0 not in snapshot chain (25.0-58.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",66.5687,50.36,-24.35,50.73,EXPIRED_WORTHLESS,0.89,0.89,0.09,9816.76,True,2132,108156.36,13401.06,54854.01,176411.43,186228.19,,
2026-03-16,2026-03-20,54854.01,183043.99,9816.76,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,43.0,2026-06-19,16,67.0,21,0.1554,326.4,"BS est (no <=7-DTE quotes in file); IV=1.144 from CALL K=59.0 exp=2026-04-02 dte=17; exp=2026-03-20 assumed weekly; K anchored to basis 66.57; K=67.0 not in snapshot chain (22.0-59.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",66.5687,49.21,-26.08,51.14,EXPIRED_WORTHLESS,326.4,326.4,32.64,9849.4,True,2132,109030.48,13095.6,55147.77,177273.86,187123.26,,
2026-03-23,2026-03-27,55147.77,181489.16,9849.4,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,43.0,2026-06-19,16,67.0,21,0.21,440.95,"BS est (no <=7-DTE quotes in file); IV=1.165 from CALL K=58.0 exp=2026-04-10 dte=18; exp=2026-03-27 assumed weekly; K anchored to basis 66.57; K=67.0 not in snapshot chain (22.0-58.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",66.5687,46.14,-30.69,46.6,EXPIRED_WORTHLESS,440.95,440.95,44.09,9893.49,True,2132,99351.2,16074.22,55544.63,170970.05,180863.54,,
2026-03-30,2026-04-02,55544.63,169789.31,9893.49,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,43.0,2026-06-19,16,67.0,21,0.0001,0.22,"BS est (no <=7-DTE quotes in file); IV=1.256 from CALL K=44.0 exp=2026-04-17 dte=18; exp=2026-04-02 assumed weekly; K anchored to basis 66.57; K=67.0 not in snapshot chain (17.0-44.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",66.5687,52.38,-21.31,52.74,EXPIRED_WORTHLESS,0.22,0.22,0.02,9893.52,True,2132,112441.68,10969.07,55544.82,178955.57,188849.09,,
2026-04-06,2026-04-10,55544.82,183191.29,9893.52,ASSIGNED,0,,,HELD,,,,,,,,,43.0,2026-06-19,16,67.0,21,0.1342,281.78,"BS est (no <=7-DTE quotes in file); IV=1.158 from CALL K=60.0 exp=2026-04-24 dte=18; exp=2026-04-10 assumed weekly; K anchored to basis 66.57; K=67.0 not in snapshot chain (22.0-60.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",66.5687,77.62,16.6,76.38,ASSIGNED,281.78,1187.55,118.75,10012.27,True,32,2444.16,4530.86,196407.85,203382.87,213395.14,2100.0,905.76
2026-04-13,2026-04-17,196407.85,203334.31,10012.27,BUY+ASSIGNED,1907,76.92,146686.44,ROLLED,,,2.0399,3263.78,26.5635,42501.59,-13589.41,"sold K=43.0 exp=2026-06-19 (BS est; IV=1.587 from PUT K=43.0 exp=2026-05-22 dte=35); BS est (no 120-180 DTE quotes in file); IV=1.134 from PUT K=93.0 exp=2026-05-29 dte=42; exp=2026-09-18 assumed 3rd-Friday listing, dte=154",93.0,2026-09-18,16,77.0,19,3.7487,7122.46,BS est (no <=7-DTE quotes in file); IV=1.219 from CALL K=77.0 exp=2026-05-01 dte=18; exp=2026-04-17 assumed weekly; K anchored to basis 76.75,76.7492,93.14,21.36,94.72,ASSIGNED,7122.46,-5990.37,0.0,10012.27,True,39,3694.08,40020.56,163906.06,207620.7,217632.97,1900.0,476.58
2026-04-20,2026-04-24,163906.06,207833.77,10012.27,BUY+ASSIGNED,1275,95.63,121928.25,ROLLED,,,20.3019,32483.03,43.4782,69565.08,-10018.56,"sold K=93.0 exp=2026-09-18 (BS est; IV=1.370 from PUT K=93.0 exp=2026-06-18 dte=55); BS est (no 120-180 DTE quotes in file); IV=1.298 from PUT K=130.0 exp=2026-06-18 dte=55; exp=2026-10-16 assumed 3rd-Friday listing, dte=175",128.0,2026-10-16,16,95.0,13,4.491,5838.34,BS est (no <=7-DTE quotes in file); IV=1.155 from CALL K=95.0 exp=2026-05-08 dte=18; exp=2026-04-24 assumed weekly; K anchored to basis 95.07,95.0696,127.88,34.51,128.25,ASSIGNED,5838.34,-4270.71,0.0,10012.27,True,14,1795.5,67966.84,134234.1,203996.44,214008.71,1300.0,-90.49
2026-04-27,2026-05-01,134234.1,202491.02,10012.27,BUY+ASSIGNED,784,127.74,100148.16,HELD,,,,,,,,,128.0,2026-10-16,16,127.0,7,5.3582,3750.76,"BS est (no <=7-DTE quotes in file); IV=1.292 from CALL K=125.0 exp=2026-05-15 dte=18; exp=2026-05-01 assumed weekly; K anchored to basis 127.17; K=127.0 not in snapshot chain (50.0-135.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",127.1668,131.12,3.11,130.33,ASSIGNED,3750.76,3633.97,363.4,10375.67,True,98,12772.34,60725.62,126373.3,199871.26,210246.92,700.0,-116.78
2026-05-04,2026-05-08,126373.3,203565.78,10375.67,BUY+ASSIGNED,698,131.03,91458.94,ROLLED,,,32.1658,51465.29,58.9149,88372.32,-18099.79,"sold K=128.0 exp=2026-10-16 (BS est; IV=1.495 from PUT K=128.0 exp=2026-06-12 dte=35); BS est (no 120-180 DTE quotes in file); IV=1.340 from PUT K=174.0 exp=2026-06-26 dte=49; exp=2026-10-16 assumed 3rd-Friday listing, dte=161; TRIMMED to 15 contracts to fit cash",174.0,2026-10-16,16,131.0,7,7.4868,5240.79,BS est (no <=7-DTE quotes in file); IV=1.254 from CALL K=131.0 exp=2026-05-22 dte=18; exp=2026-05-08 assumed weekly; K anchored to basis 130.55,130.5544,174.37,33.56,177.44,ASSIGNED,5240.79,-12547.07,0.0,10375.67,True,96,17034.24,84664.72,94948.12,196647.09,207022.75,700.0,311.93
2026-05-11,2026-05-15,94948.12,200008.5,10375.67,BUY,355,187.59,66594.45,HELD,,,,,,,,,174.0,2026-10-16,15,175.0,4,12.8039,5121.56,BS est (no <=7-DTE quotes in file); IV=1.465 from CALL K=175.0 exp=2026-05-29 dte=18; exp=2026-05-15 assumed weekly; K anchored to basis 175.45,175.4494,168.21,-4.13,164.23,EXPIRED_WORTHLESS,5121.56,5121.56,512.16,10887.82,True,451,74067.73,95088.56,32963.08,202119.37,213007.19,,
2026-05-18,2026-05-22,32963.08,198200.33,10887.82,ASSIGNED,0,,,HELD,,,,,,,,,174.0,2026-10-16,15,175.0,4,3.0204,1208.17,"BS est (no <=7-DTE quotes in file); IV=1.345 from CALL K=166.0 exp=2026-06-05 dte=18; exp=2026-05-22 assumed weekly; K anchored to basis 175.45; K=175.0 not in snapshot chain (61.0-166.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",175.4494,189.52,8.02,190.61,ASSIGNED,1208.17,1028.42,102.84,10990.67,True,51,9721.11,77697.14,104068.41,191486.66,202477.32,400.0,-179.75
2026-05-26,2026-05-29,104068.41,196885.46,10990.67,BUY+ASSIGNED,357,211.0,75327.0,HELD,,,,,,,,,174.0,2026-10-16,15,207.0,4,19.1098,7643.93,"BS est (no <=7-DTE quotes in file); IV=1.607 from CALL K=207.5 exp=2026-06-12 dte=17; exp=2026-05-29 assumed weekly; K anchored to basis 206.56; K=207.0 not in snapshot chain (91.0-245.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",206.5562,221.16,7.07,224.06,ASSIGNED,7643.93,7821.46,782.15,11772.81,True,8,1792.48,76059.16,118403.19,196254.83,208027.64,400.0,177.53
2026-06-01,2026-06-05,118403.19,200670.33,11772.81,BUY,399,220.96,88163.04,HELD,,,,,,,,,174.0,2026-10-16,15,221.0,4,9.0926,3637.04,"BS est (no <=7-DTE quotes in file); IV=1.541 from CALL K=220.0 exp=2026-06-18 dte=17; exp=2026-06-05 assumed weekly; K anchored to basis 220.68; K=221.0 not in snapshot chain (91.0-245.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",220.6769,193.95,-12.11,182.11,EXPIRED_WORTHLESS,3637.04,3637.04,363.7,12136.51,True,407,74118.77,103356.41,33513.48,210988.66,223125.18,,
2026-06-08,2026-06-12,33513.48,206050.18,12136.51,ASSIGNED,0,,,HELD,,,,,,,,,174.0,2026-10-16,15,221.0,4,7.5945,3037.82,"BS est (no <=7-DTE quotes in file); IV=1.762 from CALL K=220.0 exp=2026-06-26 dte=18; exp=2026-06-12 assumed weekly; K anchored to basis 220.68; K=221.0 not in snapshot chain (85.0-230.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",220.6769,236.62,7.22,234.48,ASSIGNED,3037.82,3167.06,316.71,12453.22,True,7,1641.36,87808.57,124634.59,214084.52,226537.74,400.0,129.25
2026-06-15,2026-06-18,124634.59,209775.71,12453.22,BUY+ASSIGNED,354,262.71,92999.34,HELD,,,,,,,,,174.0,2026-10-16,15,262.0,3,16.8629,5058.87,"BS est (no <=7-DTE quotes in file); IV=1.712 from CALL K=262.5 exp=2026-07-02 dte=17; exp=2026-06-18 assumed weekly; K anchored to basis 261.89; K=262.0 not in snapshot chain (110.0-295.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",261.895,281.44,7.46,279.47,ASSIGNED,5058.87,5090.38,509.04,12962.26,True,61,17047.67,72175.92,114785.08,204008.67,216970.93,300.0,31.51
2026-06-22,2026-06-26,114785.08,198379.11,12962.26,BUY,274,296.99,81375.26,HELD_15PCT_CHECK,,,,,,,,,174.0,2026-10-16,15,291.0,3,25.1026,7530.79,"BS est (no <=7-DTE quotes in file); IV=1.792 from CALL K=290.0 exp=2026-07-10 dte=18; exp=2026-06-26 assumed weekly; K anchored to basis 290.60; K=291.0 not in snapshot chain (125.0-330.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",290.5996,217.29,-25.23,215.1,EXPIRED_WORTHLESS,7530.79,7530.79,753.08,13715.34,True,335,72058.5,93715.33,40187.53,205961.36,219676.7,,
2026-06-29,2026-07-02,40187.53,202741.41,13715.34,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,174.0,2026-10-16,15,291.0,3,0.2126,63.78,"BS est (no <=7-DTE quotes in file); IV=1.709 from CALL K=260.0 exp=2026-07-17 dte=18; exp=2026-07-02 assumed weekly; K anchored to basis 290.60; K=291.0 not in snapshot chain (95.0-260.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",290.5996,173.59,-40.26,181.03,EXPIRED_WORTHLESS,63.78,63.78,6.38,13721.72,True,335,60645.05,92670.67,40244.93,193560.65,207282.37,,
