week_start,week_end,begin_cash,begin_total_balance,begin_side_account,stock_action,stock_buy_units,stock_buy_price,stock_buy_cost,put_action,put_open_price,put_open_cost,put_sell_price,put_sell_proceeds,put_roll_price,put_roll_cost,put_realized_pnl,put_pricing_source,put_strike,put_expiration,put_contracts,call_strike,call_contracts,call_sell_price,call_premium_received,call_pricing_source,basis_price,friday_1530_price,move_vs_basis_pct,friday_close_price,call_outcome,call_pnl,realized_gain_total,swept_to_side_account,side_account_balance,cash_ledger_reconciled,end_shares,end_share_value,end_put_value,end_cash,end_total_balance,end_total_with_side,stock_assigned_units,stock_realized_pnl
2024-01-02,2024-01-05,150000.0,150000.0,0.0,BUY,3839,29.3,112482.7,BUY,5.2988,20135.52,,,,,,"BS est (no 120-180 DTE quotes in file); IV=0.730 from PUT K=29.0 exp=2024-02-16 dte=45; exp=2024-06-21 assumed 3rd-Friday listing, dte=171",29.0,2024-06-21,38,29.0,38,0.7032,2672.14,BS est (no <=7-DTE quotes in file); IV=0.659 from CALL K=29.0 exp=2024-01-19 dte=17; exp=2024-01-05 assumed weekly; K anchored to basis 29.30,29.3,25.64,-12.49,25.94,EXPIRED_WORTHLESS,2672.14,2672.14,267.21,267.21,True,3839,99583.66,24701.82,19786.71,144072.19,144339.4,,
2024-01-08,2024-01-12,19786.71,145592.68,267.21,HELD,0,,,HELD,,,,,,,,,29.0,2024-06-21,38,29.0,38,0.3031,1151.71,BS est (no <=7-DTE quotes in file); IV=0.668 from CALL K=29.0 exp=2024-01-26 dte=18; exp=2024-01-12 assumed weekly; K anchored to basis 29.30,29.3,28.01,-4.4,28.07,EXPIRED_WORTHLESS,1151.71,1151.71,115.17,382.39,True,3839,107760.73,21015.51,20823.25,149599.49,149981.87,,
2024-01-16,2024-01-19,20823.25,149871.52,382.39,ASSIGNED,0,,,HELD,,,,,,,,,29.0,2024-06-21,38,29.0,38,0.4466,1697.22,BS est (no <=7-DTE quotes in file); IV=0.747 from CALL K=29.0 exp=2024-02-02 dte=17; exp=2024-01-19 assumed weekly; K anchored to basis 29.30,29.3,34.75,18.6,34.9,ASSIGNED,1697.22,557.22,55.72,438.11,True,39,1361.1,14341.47,132664.75,148367.32,148805.43,3800.0,-1140.0
2024-01-22,2024-01-26,132664.75,147442.6,438.11,BUY,2728,36.34,99135.52,HELD,,,,,,,,,29.0,2024-06-21,38,36.0,27,0.9716,2623.43,BS est (no <=7-DTE quotes in file); IV=0.791 from CALL K=36.0 exp=2024-02-09 dte=18; exp=2024-01-26 assumed weekly; K anchored to basis 36.24,36.2408,34.17,-5.71,34.01,EXPIRED_WORTHLESS,2623.43,2623.43,262.34,700.45,True,2767,94105.67,15686.45,35890.32,145682.44,146382.89,,
2024-01-29,2024-02-02,35890.32,146135.29,700.45,HELD,0,,,HELD,,,,,,,,,29.0,2024-06-21,38,36.0,27,0.4086,1103.12,BS est (no <=7-DTE quotes in file); IV=0.819 from CALL K=36.0 exp=2024-02-16 dte=18; exp=2024-02-02 assumed weekly; K anchored to basis 36.24,36.2408,33.82,-6.68,33.68,EXPIRED_WORTHLESS,1103.12,1103.12,110.31,810.76,True,2767,93192.56,12541.61,36883.12,142617.29,143428.05,,
2024-02-05,2024-02-09,36883.12,147632.16,810.76,ASSIGNED,0,,,HELD,,,,,,,,,29.0,2024-06-21,38,36.0,27,0.7636,2061.62,BS est (no <=7-DTE quotes in file); IV=0.800 from CALL K=36.0 exp=2024-02-23 dte=18; exp=2024-02-09 assumed weekly; K anchored to basis 36.24,36.2408,39.2,8.17,39.35,ASSIGNED,2061.62,1411.53,141.15,951.92,True,67,2636.45,13993.34,136003.59,152633.38,153585.3,2700.0,-650.09
2024-02-12,2024-02-16,136003.59,149872.67,951.92,BUY,2537,39.93,101302.41,HELD,,,,,,,,,29.0,2024-06-21,38,40.0,26,1.4716,3826.25,BS est (no <=7-DTE quotes in file); IV=0.863 from CALL K=40.0 exp=2024-03-01 dte=18; exp=2024-02-16 assumed weekly; K anchored to basis 39.84,39.8351,38.86,-2.45,38.32,EXPIRED_WORTHLESS,3826.25,3826.25,382.63,1334.54,True,2604,99785.28,15190.0,38144.81,153120.08,154454.62,,
2024-02-20,2024-02-23,38144.81,147727.88,1334.54,ASSIGNED,0,,,HELD,,,,,,,,,29.0,2024-06-21,38,40.0,26,0.1953,507.68,BS est (no <=7-DTE quotes in file); IV=0.975 from CALL K=40.0 exp=2024-03-08 dte=17; exp=2024-02-23 assumed weekly; K anchored to basis 39.84,39.8351,39.92,0.21,40.05,ASSIGNED,507.68,936.48,93.65,1428.19,True,4,160.2,9715.68,142558.84,152434.71,153862.9,2600.0,428.8
2024-02-26,2024-03-01,142558.84,151650.98,1428.19,BUY+ASSIGNED,2571,41.56,106850.76,HELD,,,,,,,,,29.0,2024-06-21,38,42.0,25,0.9921,2480.34,BS est (no <=7-DTE quotes in file); IV=0.857 from CALL K=42.0 exp=2024-03-15 dte=18; exp=2024-03-01 assumed weekly; K anchored to basis 41.56,41.5573,48.03,15.58,48.34,ASSIGNED,2480.34,3587.04,358.7,1786.89,True,75,3625.5,6093.11,142829.71,152548.33,154335.22,2500.0,1106.7
2024-03-04,2024-03-08,142829.71,153220.89,1786.89,BUY,2143,49.55,106185.65,HELD,,,,,,,,,29.0,2024-06-21,38,49.0,22,1.5475,3404.53,BS est (no <=7-DTE quotes in file); IV=0.760 from CALL K=49.0 exp=2024-03-22 dte=18; exp=2024-03-08 assumed weekly; K anchored to basis 49.28,49.2797,49.36,0.16,48.83,EXPIRED_WORTHLESS,3404.53,3404.53,340.45,2127.35,True,2218,108304.94,8845.89,39708.14,156858.97,158986.32,,
2024-03-11,2024-03-15,39708.14,150253.25,2127.35,HELD,0,,,HELD,,,,,,,,,29.0,2024-06-21,38,49.0,22,0.7549,1660.76,BS est (no <=7-DTE quotes in file); IV=1.089 from CALL K=49.0 exp=2024-03-28 dte=17; exp=2024-03-15 assumed weekly; K anchored to basis 49.28,49.2797,43.24,-12.26,42.67,EXPIRED_WORTHLESS,1660.76,1660.76,166.08,2293.42,True,2218,94642.06,9236.02,41202.83,145080.91,147374.33,,
2024-03-18,2024-03-22,41202.83,147665.33,2293.42,HELD,0,,,HELD,,,,,,,,,29.0,2024-06-21,38,49.0,22,0.333,732.55,"BS est (no <=7-DTE quotes in file); IV=0.960 from CALL K=46.5 exp=2024-04-05 dte=18; exp=2024-03-22 assumed weekly; K anchored to basis 49.28; K=49.0 not in snapshot chain (18.0-46.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",49.2797,46.2,-6.25,46.41,EXPIRED_WORTHLESS,732.55,732.55,73.25,2366.68,True,2218,102937.38,5495.21,41862.12,150294.71,152661.38,,
2024-03-25,2024-03-28,41862.12,147655.03,2366.68,HELD,0,,,HELD,,,,,,,,,29.0,2024-06-21,38,49.0,22,0.3037,668.13,BS est (no <=7-DTE quotes in file); IV=0.866 from CALL K=49.0 exp=2024-04-12 dte=18; exp=2024-03-28 assumed weekly; K anchored to basis 49.28,49.2797,46.56,-5.52,46.53,EXPIRED_WORTHLESS,668.13,668.13,66.81,2433.49,True,2218,103203.54,4387.04,42463.43,150054.02,152487.5,,
2024-04-01,2024-04-05,42463.43,153192.27,2433.49,HELD,0,,,HELD,,,,,,,,,29.0,2024-06-21,38,49.0,22,2.0916,4601.46,BS est (no <=7-DTE quotes in file); IV=0.862 from CALL K=49.0 exp=2024-04-19 dte=18; exp=2024-04-05 assumed weekly; K anchored to basis 49.28,49.2797,43.46,-11.81,43.71,EXPIRED_WORTHLESS,4601.46,4601.46,460.15,2893.63,True,2218,96948.78,5467.55,46604.74,149021.08,151914.71,,
2024-04-08,2024-04-12,46604.74,149888.88,2893.63,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,29.0,2024-06-21,38,49.0,22,0.2143,471.53,"BS est (no <=7-DTE quotes in file); IV=0.838 from CALL K=48.0 exp=2024-04-26 dte=18; exp=2024-04-12 assumed weekly; K anchored to basis 49.28; K=49.0 not in snapshot chain (18.0-48.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",49.2797,41.07,-16.66,41.36,EXPIRED_WORTHLESS,471.53,471.53,47.15,2940.79,True,2218,91736.48,6747.79,47029.12,145513.39,148454.17,,
2024-04-15,2024-04-19,47029.12,147532.38,2940.79,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,29.0,2024-06-21,38,49.0,22,0.208,457.59,"BS est (no <=7-DTE quotes in file); IV=0.953 from CALL K=43.5 exp=2024-05-03 dte=18; exp=2024-04-19 assumed weekly; K anchored to basis 49.28; K=49.0 not in snapshot chain (16.0-43.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",49.2797,30.8,-37.5,30.69,EXPIRED_WORTHLESS,457.59,457.59,45.76,2986.55,True,2218,68070.42,15605.59,47440.95,131116.96,134103.5,,
2024-04-22,2024-04-26,47440.95,129366.9,2986.55,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,29.0,2024-06-21,38,49.0,22,0.0,0.01,"BS est (no <=7-DTE quotes in file); IV=0.955 from CALL K=35.0 exp=2024-05-10 dte=18; exp=2024-04-26 assumed weekly; K anchored to basis 49.28; K=49.0 not in snapshot chain (13.0-35.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",49.2797,40.04,-18.75,39.75,EXPIRED_WORTHLESS,0.01,0.01,0.0,2986.55,True,2218,88165.5,5419.71,47440.96,141026.17,144012.72,,
2024-04-29,2024-05-03,47440.96,140568.07,2986.55,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,29.0,2024-06-21,38,49.0,22,0.0531,116.75,"BS est (no <=7-DTE quotes in file); IV=1.133 from CALL K=44.5 exp=2024-05-24 dte=25; exp=2024-05-03 assumed weekly; K anchored to basis 49.28; K=49.0 not in snapshot chain (17.0-44.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",49.2797,39.04,-20.78,38.97,EXPIRED_WORTHLESS,116.75,116.75,11.67,2998.22,True,2218,86435.46,4361.63,47546.03,138343.12,141341.34,,
2024-05-06,2024-05-10,47546.03,139898.27,2998.22,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,29.0,2024-06-21,38,49.0,22,0.0412,90.73,"BS est (no <=7-DTE quotes in file); IV=0.883 from CALL K=45.0 exp=2024-05-24 dte=18; exp=2024-05-10 assumed weekly; K anchored to basis 49.28; K=49.0 not in snapshot chain (17.0-45.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",49.2797,40.87,-17.07,41.02,EXPIRED_WORTHLESS,90.73,90.73,9.07,3007.3,True,2218,90982.36,2409.73,47627.69,141019.78,144027.07,,
2024-05-13,2024-05-17,47627.69,141771.34,3007.3,HELD,0,,,HELD,,,,,,,,,29.0,2024-06-21,38,49.0,22,0.0505,111.1,"BS est (no <=7-DTE quotes in file); IV=0.828 from CALL K=45.0 exp=2024-05-31 dte=18; exp=2024-05-17 assumed weekly; K anchored to basis 49.28; K=49.0 not in snapshot chain (17.0-45.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",49.2797,45.51,-7.65,45.43,EXPIRED_WORTHLESS,111.1,111.1,11.11,3018.41,True,2218,100763.74,611.88,47727.68,149103.3,152121.7,,
2024-05-20,2024-05-24,47727.68,152674.61,3018.41,ASSIGNED,0,,,HELD,,,,,,,,,29.0,2024-06-21,38,49.0,22,1.2711,2796.4,BS est (no <=7-DTE quotes in file); IV=0.909 from CALL K=49.0 exp=2024-06-07 dte=18; exp=2024-05-24 assumed weekly; K anchored to basis 49.28,49.2797,51.27,4.04,51.54,ASSIGNED,2796.4,2180.99,218.1,3236.5,True,18,927.72,1877.89,158105.99,160911.6,164148.1,2200.0,-615.41
2024-05-28,2024-05-31,158105.99,159932.23,3236.5,BUY,2234,52.96,118312.64,HELD,,,,,,,,,29.0,2024-06-21,38,53.0,22,1.3728,3020.09,BS est (no <=7-DTE quotes in file); IV=0.791 from CALL K=53.0 exp=2024-06-14 dte=17; exp=2024-05-31 assumed weekly; K anchored to basis 52.93,52.9306,46.93,-11.34,48.55,EXPIRED_WORTHLESS,3020.09,3020.09,302.01,3538.51,True,2252,109334.6,363.79,42511.42,152209.82,155748.33,,
2024-06-03,2024-06-07,42511.42,157189.65,3538.51,HELD,0,,,HELD,,,,,,,,,29.0,2024-06-21,38,53.0,22,0.4221,928.58,BS est (no <=7-DTE quotes in file); IV=0.805 from CALL K=53.0 exp=2024-06-21 dte=18; exp=2024-06-07 assumed weekly; K anchored to basis 52.93,52.9306,51.53,-2.65,51.91,EXPIRED_WORTHLESS,928.58,928.58,92.86,3631.37,True,2252,116901.32,505.94,43347.14,160754.4,164385.77,,
2024-06-10,2024-06-14,43347.14,160116.49,3631.37,ASSIGNED,0,,,HELD,,,,,,,,,29.0,2024-06-21,38,53.0,22,1.0511,2312.48,BS est (no <=7-DTE quotes in file); IV=0.793 from CALL K=53.0 exp=2024-06-28 dte=18; exp=2024-06-14 assumed weekly; K anchored to basis 52.93,52.9306,60.23,13.79,60.03,ASSIGNED,2312.48,2465.19,246.52,3877.89,True,52,3121.56,0.0,162013.1,165134.66,169012.55,2200.0,152.72
2024-06-17,2024-06-21,162013.1,165159.1,3877.89,BUY,1995,60.5,120697.5,EXPIRED_WORTHLESS,,,0.0,0.0,,,-20135.52,,29.0,2024-06-21,38,60.0,20,2.0191,4038.18,BS est (no <=7-DTE quotes in file); IV=0.763 from CALL K=60.0 exp=2024-07-05 dte=18; exp=2024-06-21 assumed weekly; K anchored to basis 60.31,60.3077,58.16,-3.56,58.02,EXPIRED_WORTHLESS,4038.18,-16097.34,0.0,3877.89,True,2047,118766.94,0.0,45353.77,164120.71,167998.6,,
2024-06-24,2024-06-28,45353.77,162831.1,3877.89,HELD,0,,,BUY,12.7869,25573.89,,,,,,"BS est (no 120-180 DTE quotes in file); IV=0.868 from PUT K=57.0 exp=2024-08-16 dte=53; exp=2024-12-20 assumed 3rd-Friday listing, dte=179",57.0,2024-12-20,20,60.0,20,0.5961,1192.14,"BS est (no <=7-DTE quotes in file); IV=0.811 from CALL K=58.5 exp=2024-07-26 dte=32; exp=2024-06-28 assumed weekly; K anchored to basis 60.31; K=60.0 not in snapshot chain (22.0-58.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",60.3077,55.05,-8.72,55.35,EXPIRED_WORTHLESS,1192.14,1192.14,119.21,3997.1,True,2047,113301.45,25386.93,20852.81,159541.19,163538.29,,
2024-07-01,2024-07-05,20852.81,157797.98,3997.1,ASSIGNED,0,,,HELD,,,,,,,,,57.0,2024-12-20,20,60.0,20,0.1213,242.5,BS est (no <=7-DTE quotes in file); IV=0.734 from CALL K=60.0 exp=2024-07-19 dte=18; exp=2024-07-05 assumed weekly; K anchored to basis 60.31,60.3077,61.11,1.33,60.81,ASSIGNED,242.5,-372.93,0.0,3997.1,True,47,2858.07,20946.49,141095.31,164899.87,168896.97,2000.0,-615.43
2024-07-08,2024-07-12,141095.31,163063.95,3997.1,BUY+ASSIGNED,1666,63.07,105074.62,HELD,,,,,,,,,57.0,2024-12-20,20,63.0,17,2.4741,4206.03,BS est (no <=7-DTE quotes in file); IV=0.750 from CALL K=63.0 exp=2024-07-26 dte=18; exp=2024-07-12 assumed weekly; K anchored to basis 62.99,62.9942,66.12,4.96,64.08,ASSIGNED,4206.03,4215.87,421.59,4418.69,True,13,833.04,18024.53,146905.13,165762.71,170181.4,1700.0,9.84
2024-07-15,2024-07-19,146905.13,165188.08,4418.69,BUY,1684,65.3,109965.2,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,1.8647,2983.52,BS est (no <=7-DTE quotes in file); IV=0.821 from CALL K=65.0 exp=2024-08-02 dte=18; exp=2024-07-19 assumed weekly; K anchored to basis 65.28,65.2823,48.39,-25.88,47.0,EXPIRED_WORTHLESS,2983.52,2983.52,298.35,4717.04,True,1697,79759.0,34533.11,39625.1,153917.21,158634.26,,
2024-07-22,2024-07-26,39625.1,152503.27,4717.04,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0064,10.24,"BS est (no <=7-DTE quotes in file); IV=0.912 from CALL K=58.0 exp=2024-08-09 dte=18; exp=2024-07-26 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (22.0-58.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,41.77,-36.02,41.99,EXPIRED_WORTHLESS,10.24,10.24,1.02,4718.07,True,1697,71257.03,40721.46,39634.32,151612.81,156330.88,,
2024-07-29,2024-08-02,39634.32,151634.41,4718.07,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0001,0.16,"BS est (no <=7-DTE quotes in file); IV=0.967 from CALL K=45.5 exp=2024-09-06 dte=39; exp=2024-08-02 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (17.0-45.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,29.16,-55.33,29.32,EXPIRED_WORTHLESS,0.16,0.16,0.02,4718.08,True,1697,49756.04,61997.9,39634.47,151388.41,156106.49,,
2024-08-05,2024-08-09,39634.47,150227.96,4718.08,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.01,"BS est (no <=7-DTE quotes in file); IV=1.868 from CALL K=30.0 exp=2024-08-23 dte=18; exp=2024-08-09 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (15.0-30.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,31.35,-51.98,30.96,EXPIRED_WORTHLESS,0.01,0.01,0.0,4718.08,True,1697,52539.12,55408.1,39634.48,147581.69,152299.78,,
2024-08-12,2024-08-16,39634.48,148616.09,4718.08,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=1.246 from CALL K=34.0 exp=2024-08-30 dte=18; exp=2024-08-16 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (15.0-34.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,39.63,-39.29,39.72,EXPIRED_WORTHLESS,0.0,0.0,0.0,4718.08,True,1697,67404.84,41752.75,39634.48,148792.07,153510.15,,
2024-08-19,2024-08-23,39634.48,147645.76,4718.08,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=0.982 from CALL K=45.5 exp=2024-09-06 dte=18; exp=2024-08-23 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (17.0-45.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,40.23,-38.38,40.39,EXPIRED_WORTHLESS,0.0,0.0,0.0,4718.08,True,1697,68541.83,41010.78,39634.48,149187.08,153905.17,,
2024-08-26,2024-08-30,39634.48,148968.32,4718.08,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.03,"BS est (no <=7-DTE quotes in file); IV=1.151 from CALL K=41.0 exp=2024-09-13 dte=18; exp=2024-08-30 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (15.0-41.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,38.35,-41.26,38.92,EXPIRED_WORTHLESS,0.03,0.03,0.0,4718.09,True,1697,66047.24,41089.19,39634.5,146770.93,151489.02,,
2024-09-03,2024-09-06,39634.5,148028.11,4718.09,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=1.143 from CALL K=33.0 exp=2024-09-20 dte=17; exp=2024-09-06 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (15.0-33.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,26.44,-59.5,25.95,EXPIRED_WORTHLESS,0.0,0.0,0.0,4718.09,True,1697,44037.15,63531.46,39634.5,147203.11,151921.19,,
2024-09-09,2024-09-13,39634.5,145998.15,4718.09,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=1.072 from CALL K=30.0 exp=2024-09-27 dte=18; exp=2024-09-13 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (15.0-30.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,33.43,-48.79,33.44,EXPIRED_WORTHLESS,0.0,0.0,0.0,4718.09,True,1697,56747.68,49399.79,39634.5,145781.97,150500.06,,
2024-09-16,2024-09-20,39634.5,145892.25,4718.09,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=1.000 from CALL K=35.0 exp=2024-10-04 dte=18; exp=2024-09-20 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (15.0-35.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,33.58,-48.56,33.55,EXPIRED_WORTHLESS,0.0,0.0,0.0,4718.09,True,1697,56934.35,50047.86,39634.5,146616.71,151334.79,,
2024-09-23,2024-09-27,39634.5,145963.83,4718.09,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=0.875 from CALL K=37.0 exp=2024-10-11 dte=18; exp=2024-09-27 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (15.0-37.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,37.76,-42.16,37.64,EXPIRED_WORTHLESS,0.0,0.0,0.0,4718.09,True,1697,63875.08,42726.2,39634.5,146235.78,150953.87,,
2024-09-30,2024-10-04,39634.5,145301.35,4718.09,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=0.902 from CALL K=40.0 exp=2024-10-18 dte=18; exp=2024-10-04 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (15.0-40.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,36.43,-44.2,36.71,EXPIRED_WORTHLESS,0.0,0.0,0.0,4718.09,True,1697,62296.87,42759.73,39634.5,144691.1,149409.19,,
2024-10-07,2024-10-11,39634.5,145424.07,4718.09,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=0.915 from CALL K=40.0 exp=2024-10-25 dte=18; exp=2024-10-11 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (15.0-40.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,38.88,-40.44,38.65,EXPIRED_WORTHLESS,0.0,0.0,0.0,4718.09,True,1697,65589.05,39309.95,39634.5,144533.5,149251.59,,
2024-10-14,2024-10-18,39634.5,144295.36,4718.09,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=0.829 from CALL K=44.5 exp=2024-11-01 dte=18; exp=2024-10-18 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (17.0-44.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,35.3,-45.93,35.28,EXPIRED_WORTHLESS,0.0,0.0,0.0,4718.09,True,1697,59870.16,44501.76,39634.5,144006.42,148724.51,,
2024-10-21,2024-10-25,39634.5,143997.59,4718.09,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=1.032 from CALL K=38.5 exp=2024-11-08 dte=18; exp=2024-10-25 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (15.0-38.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,35.66,-45.38,35.31,EXPIRED_WORTHLESS,0.0,0.0,0.0,4718.09,True,1697,59921.07,43595.83,39634.5,143151.4,147869.49,,
2024-10-28,2024-11-01,39634.5,143259.74,4718.09,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=1.041 from CALL K=38.5 exp=2024-11-15 dte=18; exp=2024-11-01 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (15.0-38.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,31.02,-52.48,30.89,EXPIRED_WORTHLESS,0.0,0.0,0.0,4718.09,True,1697,52420.33,52524.56,39634.5,144579.39,149297.48,,
2024-11-04,2024-11-08,39634.5,144309.74,4718.09,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=1.105 from CALL K=33.0 exp=2024-11-22 dte=18; exp=2024-11-08 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (15.0-33.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,35.16,-46.14,35.42,EXPIRED_WORTHLESS,0.0,0.0,0.0,4718.09,True,1697,60107.74,43380.81,39634.5,143123.05,147841.13,,
2024-11-11,2024-11-15,39634.5,143136.11,4718.09,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,-0.0,-0.0,"BS est (no <=7-DTE quotes in file); IV=0.816 from CALL K=36.0 exp=2024-11-29 dte=18; exp=2024-11-15 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (15.0-36.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,26.67,-59.15,26.66,EXPIRED_WORTHLESS,-0.0,-0.0,0.0,4718.09,True,1697,45242.02,60236.45,39634.5,145112.97,149831.06,,
2024-11-18,2024-11-22,39634.5,145085.59,4718.09,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=0.940 from CALL K=30.0 exp=2024-12-06 dte=18; exp=2024-11-22 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (12.0-30.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,28.2,-56.8,28.48,EXPIRED_WORTHLESS,0.0,0.0,0.0,4718.09,True,1697,48330.56,56657.1,39634.5,144622.16,149340.25,,
2024-11-25,2024-11-29,39634.5,144416.68,4718.09,HELD,0,,,HELD_15PCT_CHECK,,,,,,,,,57.0,2024-12-20,20,65.0,16,0.0,0.0,"BS est (no <=7-DTE quotes in file); IV=0.791 from CALL K=32.0 exp=2024-12-13 dte=18; exp=2024-11-29 assumed weekly; K anchored to basis 65.28; K=65.0 not in snapshot chain (12.0-32.0 listed, ~+/-10% band artifact); IV taken from nearest listed strike",65.2823,28.12,-56.93,28.08,EXPIRED_WORTHLESS,0.0,0.0,0.0,4718.09,True,1697,47651.76,57549.13,39634.5,144835.39,149553.48,,
