date,seq,ret,outcome
2024-06-05,3,0.01,target
2024-06-05,4,0.01,target
2024-06-06,1,0.01,target
2024-06-06,2,-0.004931714719271563,eod
2024-06-07,1,0.01,target
2024-06-07,2,-0.008802581581409563,eod
2024-06-10,1,0.0015878832295102008,eod
2024-06-11,1,0.01,target
2024-06-11,2,0.01,target
2024-06-11,3,0.005465818241148668,eod
2024-06-12,1,-0.0017925257622481983,eod
2024-06-21,1,0.01,target
2024-06-21,2,0.01,target
2024-06-21,3,0.01,target
2024-06-21,4,0.01,target
2024-06-21,5,0.01,target
2024-06-24,1,0.01,target
2024-06-24,2,-0.04,stop
2024-06-24,3,-0.006918474195961033,eod
2024-06-25,1,0.01,target
2024-06-25,2,0.01,target
2024-06-25,3,0.01,target
2024-06-26,1,-0.0025524156791248975,eod
2024-06-27,1,-0.016973900346778592,eod
2024-06-28,1,-0.04,stop
2024-06-28,2,0.01,target
2024-06-28,3,-0.011077362872967567,eod
2024-07-03,1,0.01,target
2024-07-03,2,0.01,target
2024-07-03,3,0.01,target
2024-07-03,4,-0.0033626249491008897,eod
2024-07-05,1,0.01,target
2024-07-05,2,0.01,target
2024-07-05,3,-0.014903612506074748,eod
2024-07-08,1,0.01,target
2024-07-08,2,0.01,target
2024-07-08,3,0.01,target
2024-07-12,1,0.01,target
2024-07-12,2,0.01,target
2024-07-12,3,-0.04,stop
2024-07-12,4,0.0009372071227742307,eod
2024-07-15,1,-0.04,stop
2024-07-15,2,0.01,target
2024-07-15,3,0.01,target
2024-07-15,4,-0.009868928296067891,eod
2024-07-16,1,0.01,target
2024-07-16,2,0.01,target
2024-07-16,3,0.01,target
2024-07-17,1,0.01,target
2024-07-17,2,0.01,target
2024-07-17,3,-0.04,stop
2024-07-17,4,-0.04,stop
2024-07-17,5,0.01,target
2024-07-18,1,-0.04,stop
2024-07-18,2,0.01,target
2024-07-18,3,0.01,target
2024-07-18,4,-0.04,stop
2024-07-18,5,0.01,target
2024-07-19,1,0.01,target
2024-07-19,2,-0.04,stop
2024-07-19,3,0.01,target
2024-07-19,4,-0.028724943170076456,eod
2024-07-23,1,-0.015036125756688223,eod
2024-07-24,1,-0.04,stop
2024-07-24,2,-0.04,stop
2024-07-24,3,0.01,target
2024-07-24,4,-0.032544378698224796,eod
2024-07-26,1,0.01,target
2024-07-26,2,0.01,target
2024-07-26,3,0.01,target
2024-07-26,4,-0.010370021211406955,eod
2024-07-29,1,-0.04,stop
2024-07-29,2,0.01,target
2024-07-29,3,0.01,target
2024-07-29,4,-0.027952480782669542,eod
2024-07-30,1,-0.04,stop
2024-07-30,2,0.01,target
2024-07-30,3,-0.04,stop
2024-07-30,4,0.01,target
2024-07-30,5,0.01,target
2024-07-31,1,0.01,target
2024-07-31,2,0.01,target
2024-07-31,3,0.01,target
2024-07-31,4,0.01,target
2024-07-31,5,0.01,target
2024-08-01,1,-0.04,stop
2024-08-01,2,0.01,target
2024-08-01,3,0.01,target
2024-08-01,4,-0.04,stop
2024-08-01,5,0.01,target
2024-08-12,1,0.01,target
2024-08-12,2,0.01,target
2024-08-12,3,0.01,target
2024-08-12,4,-0.04,stop
2024-08-12,5,0.01,target
2024-08-13,1,0.01,target
2024-08-13,2,0.01,target
2024-08-13,3,0.01,target
2024-08-13,4,0.01,target
2024-08-13,5,0.00827625570776247,eod
2024-08-15,1,0.01,target
2024-08-15,2,0.01,target
2024-08-15,3,0.0006164935742400957,eod
2024-08-16,1,-0.0029519850593410224,eod
2024-08-19,1,0.01,target
2024-08-19,2,0.01,target
2024-08-19,3,0.01,target
2024-08-19,4,0.01,target
2024-08-20,1,0.01,target
2024-08-20,2,-0.017905322541084234,eod
2024-08-21,1,0.01,target
2024-08-21,2,0.01,target
2024-08-21,3,0.01,target
2024-08-21,4,-0.003967913316355154,eod
2024-08-22,1,-0.04,stop
2024-08-22,2,0.01,target
2024-08-22,3,0.01,target
2024-08-22,4,-0.04,stop
2024-08-22,5,-0.04,stop
2024-08-23,1,-0.04,stop
2024-08-23,2,0.01,target
2024-08-23,3,0.01,target
2024-08-23,4,0.0022332506203475155,eod
2024-08-26,1,-0.02404600104547816,eod
2024-08-27,1,0.01,target
2024-08-27,2,0.01,target
2024-08-27,3,0.01,target
2024-08-27,4,-0.0002669756326415529,eod
2024-08-28,1,-0.04,stop
2024-08-28,2,0.01,target
2024-08-28,3,0.01,target
2024-08-28,4,-0.013246823465801638,eod
2024-08-30,1,0.01,target
2024-08-30,2,-0.04,stop
2024-08-30,3,0.01,target
2024-08-30,4,0.01,target
2024-08-30,5,0.01,target
2024-09-09,1,0.01,target
2024-09-09,2,0.01,target
2024-09-09,3,0.0029207740051113706,eod
2024-09-10,1,-0.04,stop
2024-09-10,2,0.01,target
2024-09-10,3,0.01,target
2024-09-10,4,0.01,target
2024-09-10,5,0.01,target
2024-09-11,1,0.01,target
2024-09-11,2,0.01,target
2024-09-11,3,0.01,target
2024-09-11,4,0.01,target
2024-09-11,5,0.01,target
2024-09-12,1,0.01,target
2024-09-12,2,0.01,target
2024-09-12,3,-0.01709045177995916,eod
2024-09-13,1,0.01,target
2024-09-13,2,0.01,target
2024-09-13,3,0.0017134572294714712,eod
2024-09-16,1,0.01,target
2024-09-16,2,0.0,eod
2024-09-17,1,0.01,target
2024-09-17,2,-0.04,stop
2024-09-17,3,0.01,target
2024-09-17,4,-0.0012403100775193465,eod
2024-09-18,1,0.01,target
2024-09-18,2,0.01,target
2024-09-18,3,0.01,target
2024-09-18,4,0.01,target
2024-09-18,5,0.01,target
2024-09-19,1,0.01,target
2024-09-19,2,0.01,target
2024-09-19,3,0.01,target
2024-09-19,4,-0.026211622259920575,eod
2024-09-20,1,-0.04,stop
2024-09-20,2,0.01,target
2024-09-20,3,0.01,target
2024-09-20,4,0.01,target
2024-09-20,5,0.01,target
2024-09-23,1,-0.00029472443265543546,eod
2024-09-24,1,0.01,target
2024-09-24,2,0.01,target
2024-09-24,3,0.01,target
2024-09-24,4,0.01,target
2024-09-24,5,0.01,target
2024-09-25,1,0.01,target
2024-09-25,2,-0.009014999141164659,eod
2024-09-27,1,-0.022591534666320356,eod
2024-09-30,1,0.01,target
2024-09-30,2,0.01,target
2024-10-02,1,0.01,target
2024-10-02,2,0.01,target
2024-10-02,3,-0.0207203799436807,eod
2024-10-04,1,0.01,target
2024-10-04,2,0.01,target
2024-10-04,3,0.01,target
2024-10-04,4,0.0,eod
2024-10-07,1,0.01,target
2024-10-07,2,0.01,target
2024-10-07,3,-0.009534186870062689,eod
2024-10-08,1,0.01,target
2024-10-08,2,0.01,target
2024-10-08,3,0.0002242296111216735,eod
2024-10-09,1,0.01,target
2024-10-09,2,0.01,target
2024-10-17,1,0.01,target
2024-10-17,2,-0.04,stop
2024-10-17,3,-0.00983698707138847,eod
2024-10-18,1,-0.018636995827538305,eod
2024-10-21,1,0.004290617848970113,eod
2024-10-22,1,0.01,target
2024-10-22,2,8.6505938632353e-06,eod
2024-11-01,1,-0.019729179955381593,eod
2024-11-04,1,0.01,target
2024-11-04,2,-0.03168087569729505,eod
2024-11-05,1,0.01,target
2024-11-05,2,0.008497166007486845,eod
2024-11-06,1,0.01,target
2024-11-06,2,0.01,target
2024-11-06,3,-0.0004483477068332187,eod
2024-11-07,1,0.01,target
2024-11-18,1,0.01,target
2024-11-18,2,0.01,target
2024-11-18,3,0.01,target
2024-11-18,4,0.007270083605961375,eod
2024-11-19,1,0.01,target
2024-11-19,2,0.0028937249772069684,eod
2024-11-22,1,0.01,target
2024-11-22,2,0.006360424028268641,eod
2024-11-27,1,0.01,target
2024-11-27,2,0.01,target
2024-11-27,3,0.01,target
2024-11-27,4,-0.0007410151908113782,eod
2024-11-29,1,0.01,target
2024-11-29,2,-0.023626975434204334,eod
2024-12-03,1,0.01,target
2024-12-03,2,-0.009580614600429582,eod
2024-12-04,1,-0.0012928248222366934,eod
2024-12-12,1,0.01,target
2024-12-12,2,-0.005255781359495448,eod
2024-12-17,1,0.01,target
2024-12-17,2,0.01,target
2024-12-17,3,0.01,target
2024-12-17,4,-0.014566181127295685,eod
2024-12-19,1,0.01,target
2024-12-19,2,0.01,target
2024-12-19,3,-0.04,stop
2024-12-19,4,0.01,target
2024-12-20,1,0.01,target
2024-12-20,2,0.01,target
2024-12-20,3,0.01,target
2024-12-20,4,0.01,target
2024-12-20,5,0.01,target
2024-12-23,1,0.01,target
2024-12-23,2,0.01,target
2024-12-23,3,0.01,target
2024-12-23,4,0.01,target
2024-12-24,1,0.01,target
2024-12-26,1,0.01,target
2024-12-26,2,-0.00906167787196721,eod
2024-12-27,1,0.01,target
2024-12-27,2,0.01,target
2024-12-27,3,0.01,target
2024-12-27,4,0.01,target
2024-12-27,5,-0.005294830344532153,eod
2024-12-30,1,0.01,target
2024-12-30,2,0.01,target
2024-12-30,3,0.01,target
2024-12-30,4,0.01,target
2024-12-30,5,-0.019380742799783746,eod
2025-01-07,1,0.01,target
2025-01-07,2,-0.04,stop
2025-01-07,3,-0.012059663598857573,eod
2025-01-08,1,0.01,target
2025-01-08,2,0.01,target
2025-01-08,3,-0.04,stop
2025-01-08,4,0.01,target
2025-01-08,5,0.01,target
2025-01-10,1,0.01,target
2025-01-10,2,-0.04,stop
2025-01-10,3,0.01,target
2025-01-10,4,0.01,target
2025-01-10,5,0.01,target
2025-01-13,1,0.01,target
2025-01-13,2,0.01,target
2025-01-13,3,0.01,target
2025-01-13,4,0.01,target
2025-01-14,1,0.002485795454545414,eod
2025-01-15,1,-0.007142999263813454,eod
2025-01-29,1,-0.0011677695601401972,eod
2025-01-30,1,0.01,target
2025-01-30,2,0.01,target
2025-01-30,3,0.01,target
2025-01-30,4,-0.006326364475985002,eod
2025-01-31,1,0.01,target
2025-01-31,2,-0.04,stop
2025-01-31,3,-0.04,stop
2025-01-31,4,0.01,target
2025-01-31,5,-0.0025887573964497035,eod
2025-02-03,1,0.01,target
2025-02-03,2,0.01,target
2025-02-03,3,-0.027649084274225744,eod
2025-02-04,1,-0.0024303182197918938,eod
2025-02-05,1,0.01,target
2025-02-05,2,0.01,target
2025-02-05,3,0.003234491606584733,eod
2025-02-06,1,0.01,target
2025-02-06,2,0.004723837209302362,eod
2025-02-07,1,-0.04,stop
2025-02-07,2,0.01,target
2025-02-07,3,0.01,target
2025-02-07,4,-0.005289006422364961,eod
2025-02-10,1,0.01,target
2025-02-10,2,0.002768153403362117,eod
2025-02-11,1,0.01,target
2025-02-11,2,-0.0076391151659968015,eod
2025-02-25,1,0.01,target
2025-02-25,2,0.01,target
2025-02-25,3,-0.030584591560201324,eod
2025-02-26,1,0.01,target
2025-02-26,2,0.01,target
2025-02-26,3,0.01,target
2025-02-26,4,0.01,target
2025-02-26,5,-0.04,stop
2025-03-05,1,0.01,target
2025-03-05,2,-0.04,stop
2025-03-05,3,0.01,target
2025-03-05,4,0.01,target
2025-03-05,5,0.01,target
2025-03-07,1,-0.04,stop
2025-03-07,2,0.01,target
2025-03-07,3,0.01,target
2025-03-07,4,0.01,target
2025-03-07,5,0.01,target
2025-03-10,1,0.01,target
2025-03-10,2,-0.04,stop
2025-03-10,3,0.01,target
2025-03-10,4,-0.04,stop
2025-03-10,5,0.01,target
2025-03-11,1,0.01,target
2025-03-11,2,0.01,target
2025-03-11,3,0.01,target
2025-03-11,4,0.01,target
2025-03-11,5,0.01,target
2025-03-12,1,0.01,target
2025-03-12,2,0.01,target
2025-03-12,3,-0.023885350318471277,eod
2025-03-14,1,0.01,target
2025-03-14,2,0.01,target
2025-03-14,3,0.01,target
2025-03-14,4,0.0030054686351725923,eod
2025-03-18,1,0.01,target
2025-03-18,2,0.01,target
2025-03-18,3,-0.013666072489601722,eod
2025-03-19,1,0.01,target
2025-03-19,2,0.01,target
2025-03-19,3,0.01,target
2025-03-19,4,0.01,target
2025-03-19,5,0.01,target
2025-03-20,1,0.01,target
2025-03-20,2,0.01,target
2025-03-20,3,0.01,target
2025-03-20,4,-0.02279970340252313,eod
2025-03-21,1,0.01,target
2025-03-21,2,0.01,target
2025-03-21,3,-0.002855647288689811,eod
2025-03-24,1,-0.009278560050670515,eod
2025-03-28,1,-0.04,stop
2025-03-28,2,0.01,target
2025-03-28,3,0.01,target
2025-03-28,4,-0.011728395061728292,eod
2025-03-31,1,0.01,target
2025-03-31,2,0.01,target
2025-03-31,3,0.01,target
2025-03-31,4,0.01,target
2025-03-31,5,0.01,target
2025-04-01,1,0.01,target
2025-04-01,2,0.01,target
2025-04-01,3,0.01,target
2025-04-01,4,0.01,target
2025-04-01,5,0.01,target
2025-04-03,1,-0.04,stop
2025-04-03,2,-0.04,stop
2025-04-03,3,0.01,target
2025-04-03,4,0.01,target
2025-04-03,5,0.01,target
2025-04-08,1,-0.04,stop
2025-04-08,2,0.01,target
2025-04-08,3,-0.04,stop
2025-04-08,4,0.01,target
2025-04-08,5,-0.04,stop
2025-04-15,1,0.01,target
2025-04-15,2,0.01,target
2025-04-15,3,0.01,target
2025-04-15,4,0.01,target
2025-04-15,5,-0.04,stop
2025-04-17,1,0.01,target
2025-04-17,2,0.01,target
2025-04-17,3,0.01,target
2025-04-17,4,0.01,target
2025-04-17,5,-0.02444208289054206,eod
2025-04-21,1,0.01,target
2025-04-21,2,-0.04,stop
2025-04-21,3,0.01,target
2025-04-21,4,0.01,target
2025-04-21,5,0.01,target
2025-04-25,1,0.01,target
2025-04-25,2,0.01,target
2025-04-25,3,0.01,target
2025-04-25,4,0.01,target
2025-04-25,5,0.010101010101010166,target
2025-04-28,1,-0.04,stop
2025-04-28,2,0.01,target
2025-04-28,3,0.01,target
2025-04-28,4,0.01,target
2025-04-28,5,0.01,target
2025-04-29,1,0.01,target
2025-04-29,2,0.01,target
2025-04-29,3,0.01,target
2025-04-29,4,-0.02282811818264141,eod
2025-04-30,1,0.01,target
2025-04-30,2,0.01,target
2025-04-30,3,0.01,target
2025-04-30,4,0.01,target
2025-04-30,5,0.01,target
2025-05-01,1,0.01,target
2025-05-01,2,0.01,target
2025-05-01,3,-0.04,stop
2025-05-02,1,0.01,target
2025-05-02,2,0.01,target
2025-05-02,3,-0.017199017199017064,eod
2025-05-05,1,0.01,target
2025-05-05,2,-0.02002877394376279,eod
2025-05-06,1,0.01,target
2025-05-06,2,0.01,target
2025-05-06,3,0.01,target
2025-05-06,4,-0.015639015639015597,eod
2025-05-07,1,0.01,target
2025-05-07,2,0.01,target
2025-05-07,3,-0.04,stop
2025-05-07,4,0.01,target
2025-05-07,5,0.01,target
2025-05-08,1,0.01,target
2025-05-08,2,0.01,target
2025-05-08,3,0.01,target
2025-05-08,4,0.01,target
2025-05-08,5,-0.03709338855782374,eod
2025-05-09,1,0.01,target
2025-05-09,2,-0.002830856334041121,eod
2025-05-12,1,0.01,target
2025-05-12,2,0.01,target
2025-05-12,3,0.01,target
2025-05-12,4,-0.008401126317554408,eod
2025-05-13,1,0.01,target
2025-05-13,2,0.01,target
2025-05-13,3,-0.00435960881347941,eod
2025-05-15,1,0.01,target
2025-05-15,2,0.01,target
2025-05-15,3,0.01,target
2025-05-15,4,-0.012867971091133468,eod
2025-05-16,1,0.01,target
2025-05-16,2,0.0005440696409140244,eod
2025-05-19,1,0.01,target
2025-05-19,2,0.0023352692215954374,eod
2025-05-20,1,0.01,target
2025-05-20,2,0.01,target
2025-05-22,1,0.01,target
2025-05-22,2,-0.027122641509433998,eod
2025-05-23,1,0.01,target
2025-05-23,2,0.01,target
2025-05-23,3,0.01,target
2025-05-23,4,0.01,target
2025-05-23,5,-0.007575757575757569,eod
2025-05-27,1,-0.0014364086322968816,eod
2025-05-28,1,0.01,target
2025-05-28,2,0.01,target
2025-05-28,3,-0.02094364245758673,eod
2025-05-29,1,0.01,target
2025-05-29,2,-0.018835616438356073,eod
2025-06-02,1,0.01,target
2025-06-02,2,-0.001122334455667895,eod
2025-06-03,1,0.01,target
2025-06-04,1,0.01,target
2025-06-04,2,0.01,target
2025-06-04,3,0.01,target
2025-06-04,4,0.000660813744925548,eod
2025-06-05,1,0.01,target
2025-06-05,2,0.01,target
2025-06-05,3,0.01,target
2025-06-05,4,-0.04,stop
2025-06-05,5,0.01,target
2025-06-06,1,0.01,target
2025-06-06,2,-0.02939166097060819,eod
2025-06-09,1,0.01,target
2025-06-09,2,-0.013880495361976886,eod
2025-06-10,1,0.01,target
2025-06-10,2,0.0009598244892361496,eod
2025-06-11,1,-0.04,stop
2025-06-11,2,0.01,target
2025-06-11,3,-0.009610983981693355,eod
2025-06-12,1,-0.005460129157455751,eod
2025-06-16,1,-0.0026275354808206197,eod
2025-06-17,1,-0.04,stop
2025-06-17,2,-0.0018665422305179646,eod
2025-06-18,1,-0.04,stop
2025-06-18,2,0.0009263547938860306,eod
2025-06-23,1,-0.04,stop
2025-06-23,2,0.01,target
2025-06-23,3,0.01,target
2025-06-23,4,0.01,target
2025-06-23,5,0.004659832246038942,eod
2025-06-24,1,0.01,target
2025-06-25,1,0.01,target
2025-06-25,2,0.01,target
2025-06-26,1,0.003329828250963951,eod
2025-08-04,1,0.01,target
2025-08-04,2,0.0052871847947304484,eod
2025-08-05,1,-0.04,stop
2025-08-05,2,0.01,target
2025-08-05,3,0.01,target
2025-08-05,4,0.01,target
2025-08-05,5,0.01,target
2025-08-06,1,0.01,target
2025-08-06,2,0.01,target
2025-08-06,3,0.01,target
2025-08-07,1,-0.003961965134706702,eod
2025-08-08,1,0.01,target
2025-08-08,2,0.01,target
2025-08-08,3,0.01,target
2025-08-08,4,0.005799379783119729,eod
2025-08-18,1,0.00535189142784076,eod
2025-08-25,1,-0.002717530636312304,eod
2025-08-26,1,0.0011525603304483045,eod
2025-08-27,1,0.01,target
2025-08-27,2,0.01,target
2025-08-27,3,0.01,target
2025-10-09,1,0.002610346464167135,eod
2025-10-10,1,-0.04,stop
2025-10-10,2,0.01,target
2025-10-10,3,0.01,target
2025-10-10,4,-0.04,stop
2025-10-10,5,0.01,target
2025-10-13,1,0.01,target
2025-10-13,2,0.01,target
2025-10-13,3,0.01,target
2025-10-13,4,0.0016557774348502363,eod
2025-10-14,1,0.01,target
2025-10-14,2,0.01,target
2025-10-14,3,0.01,target
2025-10-14,4,-0.04,stop
2025-10-14,5,-0.012934518997574695,eod
2025-10-15,1,0.01,target
2025-10-15,2,-0.04,stop
2025-10-15,3,0.01,target
2025-10-15,4,0.01,target
2025-10-15,5,0.01,target
2025-10-16,1,0.01,target
2025-10-16,2,-0.04,stop
2025-10-16,3,0.01,target
2025-10-16,4,0.01,target
2025-10-16,5,0.01,target
2025-10-17,1,-0.04,stop
2025-10-17,2,0.01,target
2025-10-17,3,0.01,target
2025-10-17,4,0.01,target
2025-10-17,5,0.01,target
2025-10-20,1,-0.010551612782096154,eod
2025-10-21,1,0.01,target
2025-10-21,2,0.01,target
2025-10-21,3,-0.003597718801145011,eod
2025-10-24,1,0.01,target
2025-10-24,2,-0.0127726540770019,eod
2025-10-27,1,0.01,target
2025-10-27,2,0.0028186872970590304,eod
2025-10-28,1,0.01,target
2025-10-28,2,0.01,target
2025-10-28,3,-0.0049624580185386735,eod
2025-10-29,1,-0.04,stop
2025-10-29,2,0.01,target
2025-10-29,3,0.01,target
2025-10-29,4,-0.00181708055723806,eod
2025-11-06,1,-0.04,stop
2025-11-06,2,0.01,target
2025-11-06,3,0.01,target
2025-11-06,4,0.01,target
2025-11-06,5,0.01,target
2025-11-10,1,0.01,target
2025-11-10,2,-0.0021036374287694004,eod
2025-11-11,1,0.01,target
2025-11-11,2,0.01,target
2025-11-11,3,-0.023114639271538562,eod
2025-11-12,1,-0.00958950925341251,eod
2025-11-20,1,0.01,target
2025-11-20,2,-0.04,stop
2025-11-20,3,-0.04,stop
2025-11-20,4,0.01,target
2025-11-20,5,-0.04,stop
2025-11-26,1,0.01,target
2025-11-26,2,0.01,target
2025-11-26,3,0.01,target
2025-11-26,4,-0.015811917430846534,eod
2025-11-28,1,0.01,target
2025-11-28,2,0.01,target
2025-12-01,1,0.01,target
2025-12-01,2,0.01,target
2025-12-01,3,0.01,target
2025-12-01,4,0.01,target
2025-12-01,5,-0.014459991797102334,eod
2025-12-03,1,0.01,target
2025-12-03,2,0.01,target
2025-12-04,1,0.01,target
2025-12-04,2,-0.009399855386840295,eod
2025-12-05,1,-0.016909744240118485,eod
2025-12-15,1,0.01,target
2025-12-15,2,0.01,target
2025-12-15,3,0.01,target
2025-12-15,4,-0.03288700963119562,eod
2025-12-16,1,0.01,target
2025-12-16,2,0.01,target
2025-12-16,3,-0.001234872808100862,eod
2025-12-17,1,-0.04,stop
2025-12-17,2,-0.04,stop
2025-12-17,3,0.01,target
2025-12-17,4,-0.04,stop
2025-12-17,5,0.01,target
2025-12-18,1,0.01,target
2025-12-18,2,-0.02649507948523855,eod
2025-12-22,1,0.0009252833680315486,eod
2025-12-23,1,0.01,target
2026-01-12,1,0.01,target
2026-01-13,1,0.01,target
2026-01-13,2,0.01,target
2026-01-13,3,-0.01706637781598741,eod
2026-01-23,1,-0.04,stop
2026-01-23,2,0.01,target
2026-01-23,3,0.007694826457105508,eod
2026-01-26,1,0.01,target
2026-01-26,2,-0.0052459016393442415,eod
2026-01-27,1,-0.00535893868216919,eod
2026-01-30,1,0.01,target
2026-01-30,2,0.01,target
2026-01-30,3,-0.04,stop
2026-01-30,4,0.01,target
2026-01-30,5,-0.04,stop
2026-02-11,1,0.01,target
2026-02-11,2,0.01,target
2026-02-11,3,0.01,target
2026-02-11,4,0.01,target
2026-02-11,5,0.01,target
2026-02-12,1,-0.04,stop
2026-02-12,2,-0.04,stop
2026-02-12,3,0.01,target
2026-02-12,4,0.01,target
2026-02-12,5,0.01,target
2026-02-18,1,0.01,target
2026-02-18,2,-0.04,stop
2026-02-18,3,0.01,target
2026-02-18,4,0.0027202659815626085,eod
2026-02-19,1,0.01,target
2026-02-19,2,0.005629489830375256,eod
2026-02-23,1,-0.04,stop
2026-02-23,2,0.01,target
2026-02-23,3,0.01,target
2026-02-23,4,0.01,target
2026-02-23,5,0.005654034229829019,eod
2026-02-24,1,0.01,target
2026-02-24,2,-0.01067821067821062,eod
2026-02-27,1,-0.002859412231930092,eod
2026-03-03,1,0.01,target
2026-03-03,2,0.01,target
2026-03-03,3,0.01,target
2026-03-03,4,0.01,target
2026-03-03,5,0.01,target
2026-03-04,1,0.01,target
2026-03-04,2,-0.008974008974008907,eod
2026-03-05,1,0.01,target
2026-03-05,2,0.01,target
2026-03-05,3,-0.04,stop
2026-03-05,4,-0.04,stop
2026-03-05,5,0.01,target
2026-03-06,1,0.01,target
2026-03-06,2,0.01,target
2026-03-06,3,0.01,target
2026-03-06,4,0.01,target
2026-03-06,5,-0.04,stop
2026-03-09,1,0.01,target
2026-03-09,2,0.01,target
2026-03-09,3,0.01,target
2026-03-09,4,0.01,target
2026-03-09,5,0.01,target
2026-03-10,1,0.01,target
2026-03-10,2,0.01,target
2026-03-10,3,0.01,target
2026-03-10,4,0.01,target
2026-03-10,5,-0.04,stop
2026-03-11,1,-0.01858907747373284,eod
2026-03-13,1,-0.04,stop
2026-03-13,2,0.01,target
2026-03-13,3,-0.004708652148322612,eod
2026-03-16,1,0.01,target
2026-03-16,2,0.01,target
2026-03-16,3,0.01,target
2026-03-16,4,-0.015223771093176963,eod
2026-03-17,1,0.001349232396163913,eod
2026-03-23,1,-0.04,stop
2026-03-23,2,0.01,target
2026-03-23,3,-0.02377880184331793,eod
2026-03-24,1,0.01,target
2026-03-24,2,0.01,target
2026-03-24,3,0.01,target
2026-03-24,4,0.01,target
2026-03-24,5,0.01,target
2026-03-25,1,-0.010187714050374996,eod
2026-03-26,1,-0.04,stop
2026-03-26,2,-0.0346934752611866,eod
2026-04-06,1,0.01,target
2026-04-06,2,0.006058380760051385,eod
2026-04-07,1,0.01,target
2026-04-07,2,0.01,target
2026-04-07,3,0.01,target
2026-04-07,4,0.01,target
2026-04-07,5,0.01,target
2026-04-08,1,-0.04,stop
2026-04-08,2,0.01,target
2026-04-08,3,0.01,target
2026-04-08,4,0.01,target
2026-04-08,5,0.01,target
2026-04-09,1,0.01,target
2026-04-09,2,0.01,target
2026-04-09,3,0.01,target
2026-04-09,4,0.01,target
2026-04-09,5,0.01,target
2026-04-10,1,0.01,target
2026-04-10,2,-0.014667750299934168,eod
2026-04-13,1,0.01,target
2026-04-13,2,0.01,target
2026-04-13,3,0.01,target
2026-04-13,4,0.01,target
2026-04-14,1,0.01,target
2026-04-14,2,0.01,target
2026-04-15,1,0.01,target
2026-04-15,2,-0.04,stop
2026-04-15,3,0.01,target
2026-04-15,4,0.01,target
2026-04-15,5,0.01,target
2026-04-16,1,0.01,target
2026-04-16,2,-0.0006339262408173729,eod
2026-04-17,1,0.01,target
2026-04-17,2,0.01,target
2026-04-17,3,0.01,target
2026-04-20,1,0.01,target
2026-04-20,2,0.005765803543348325,eod
2026-04-29,1,0.01,target
2026-04-29,2,0.007881383134932918,eod
2026-04-30,1,0.01,target
2026-04-30,2,0.01,target
2026-04-30,3,0.01,target
2026-04-30,4,0.01,target
2026-04-30,5,0.01,target
2026-05-04,1,0.01,target
2026-05-04,2,-0.04,stop
2026-05-04,3,0.01,target
2026-05-04,4,-0.0017999686961965855,eod
2026-05-05,1,0.01,target
2026-05-05,2,0.01,target
2026-05-05,3,-0.010339713857301702,eod
2026-05-06,1,0.01,target
2026-05-06,2,0.01,target
2026-05-06,3,0.01,target
2026-05-06,4,0.01,target
2026-05-06,5,0.01,target
2026-05-08,1,0.01,target
2026-05-08,2,0.01,target
2026-05-08,3,0.01,target
2026-05-08,4,0.01,target
2026-05-08,5,0.01,target
2026-05-15,1,0.01,target
2026-05-15,2,0.01,target
2026-05-15,3,0.01,target
2026-05-15,4,-0.04,stop
2026-05-20,1,0.01,target
2026-05-20,2,0.01,target
2026-05-20,3,0.01,target
2026-05-21,1,0.01,target
2026-05-21,2,0.01,target
2026-05-21,3,0.01,target
2026-05-21,4,0.01,target
2026-05-21,5,0.01,target
2026-05-22,1,0.01,target
2026-05-22,2,0.01,target
2026-05-22,3,0.01,target
2026-05-22,4,-0.014004437264538705,eod
2026-05-26,1,0.01,target
2026-05-26,2,-0.04,stop
2026-05-26,3,0.01,target
2026-05-26,4,0.01,target
2026-05-26,5,0.01,target
2026-05-29,1,-0.04,stop
2026-05-29,2,0.01,target
2026-05-29,3,0.01,target
2026-05-29,4,-0.003912154352271657,eod
2026-06-15,1,0.01,target
2026-06-15,2,0.01,target
2026-06-15,3,0.01,target
2026-06-15,4,0.0025678790230594384,eod
2026-06-16,1,0.01,target
2026-06-16,2,-0.04,stop
2026-06-16,3,0.01,target
2026-06-16,4,0.01,target
2026-06-16,5,0.01,target
2026-06-18,1,0.01,target
2026-06-18,2,0.01,target
2026-06-18,3,0.01,target
2026-06-18,4,0.01,target
2026-06-18,5,0.01,target
2026-06-22,1,0.01,target
2026-07-09,1,0.01,target
2026-07-09,2,0.01,target
2026-07-09,3,-0.04,stop
2026-07-09,4,-0.013987805502894912,eod
2026-07-20,1,-0.04,stop
2026-07-20,2,0.01,target
2026-07-20,3,0.01,target
2026-07-20,4,0.01,target
2026-07-20,5,0.01,target
2026-07-21,1,0.01,target
2026-07-21,2,0.01,target
2026-07-21,3,0.01,target
2026-07-21,4,0.01,target
2026-07-21,5,0.01,target
