date,fades,fade_pnl,bo,bo_pnl,both_pnl
2020-09-22,1,0.02436421435059044,1,-0.0024934453421798786,0.021870769008410562
2020-09-23,3,-0.035004321521175386,0,0.0,-0.035004321521175386
2020-09-24,0,0.0,1,-0.006858036412375701,-0.006858036412375701
2020-09-25,0,0.0,1,0.02575677110993113,0.02575677110993113
2020-09-28,0,0.0,1,0.03057987825533548,0.03057987825533548
2020-09-29,0,0.0,0,0.0,0.0
2020-09-30,0,0.0,1,-0.02001259873043537,-0.02001259873043537
2020-10-01,1,0.013392687288361405,0,0.0,0.013392687288361405
2020-10-02,2,1.1102230246251565e-16,1,-0.05966678837026074,-0.059666788370260626
2020-10-05,0,0.0,1,0.02677641075645032,0.02677641075645032
2020-10-06,3,-0.006923191759349079,1,-0.03095449917913251,-0.03787769093848159
2020-10-07,1,0.010789798735740819,0,0.0,0.010789798735740819
2020-10-08,0,0.0,1,0.00028475032573727077,0.00028475032573727077
2020-10-09,1,0.011655399780212461,0,0.0,0.011655399780212461
2020-10-12,0,0.0,1,0.00362296011593477,0.00362296011593477
2020-10-13,1,0.015003198976327736,1,-0.021352038849918986,-0.00634883987359125
2020-10-14,3,-0.021562793611023867,0,0.0,-0.021562793611023867
2020-10-15,0,0.0,1,0.01006815113612336,0.01006815113612336
2020-10-16,3,-0.03166811050149165,0,0.0,-0.03166811050149165
2020-10-19,3,-0.03602388749759233,0,0.0,-0.03602388749759233
2020-10-20,3,0.008141540094183441,1,-0.02235295073575405,-0.01421141064157061
2020-10-21,3,-0.010178373475763447,0,0.0,-0.010178373475763447
2020-10-22,3,-0.040792701890183025,0,0.0,-0.040792701890183025
2020-10-23,2,0.023432574430823028,0,0.0,0.023432574430823028
2020-10-26,3,-0.021307874880442057,0,0.0,-0.021307874880442057
2020-10-27,2,0.01647455616915605,0,0.0,0.01647455616915605
2020-10-28,3,-0.05774373936299548,0,0.0,-0.05774373936299548
2020-10-29,0,0.0,1,0.034340156514340414,0.034340156514340414
2020-10-30,3,-0.04488972350966902,0,0.0,-0.04488972350966902
2020-11-02,3,-0.04054693974191992,0,0.0,-0.04054693974191992
2020-11-03,0,0.0,1,0.0029669702273431575,0.0029669702273431575
2020-11-04,0,0.0,1,0.031517526671021256,0.031517526671021256
2020-11-05,0,0.0,1,0.005015932521087008,0.005015932521087008
2020-11-06,0,0.0,1,0.03218321597192131,0.03218321597192131
2020-11-09,3,-0.07334761826273284,0,0.0,-0.07334761826273284
2020-11-10,3,-0.027429022082019028,0,0.0,-0.027429022082019028
2020-11-11,0,0.0,1,0.0002775627072590936,0.0002775627072590936
2020-11-12,3,-0.04163426452114649,1,-0.04911256287217447,-0.09074682739332096
2020-11-13,3,-0.04315975286849072,0,0.0,-0.04315975286849072
2020-11-16,0,0.0,1,0.018588496804667898,0.018588496804667898
2020-11-17,0,0.0,0,0.0,0.0
2020-11-18,2,0.001203897796158926,1,-0.040717764816608826,-0.0395138670204499
2020-11-19,0,0.0,1,0.029640571147218076,0.029640571147218076
2020-11-20,2,0.0,1,-0.030761146368082803,-0.030761146368082803
2020-11-23,1,0.018321173866710172,0,0.0,0.018321173866710172
2020-11-24,0,0.0,0,0.0,0.0
2020-11-25,3,-0.03122286255624873,0,0.0,-0.03122286255624873
2020-11-27,0,0.0,0,0.0,0.0
2020-11-30,3,-0.03539675625816696,1,0.011840394223530115,-0.023556362034636846
2020-12-01,0,0.0,1,0.009170846857480042,0.009170846857480042
2020-12-02,0,0.0,1,-0.0005568445475638839,-0.0005568445475638839
2020-12-03,3,-0.005908045977011334,1,-0.02268788582431891,-0.028595931801330243
2020-12-04,0,0.0,1,0.047849679357818475,0.047849679357818475
2020-12-07,0,0.0,0,0.0,0.0
2020-12-08,3,-0.005119090696239059,1,0.007266365083618442,0.002147274387379383
2020-12-09,3,-0.051089962060317906,0,0.0,-0.051089962060317906
2020-12-10,0,0.0,1,-0.019366710800924558,-0.019366710800924558
2020-12-11,3,-0.0348310567936736,1,-0.015049631764329274,-0.04988068855800287
2020-12-14,0,0.0,0,0.0,0.0
2020-12-15,3,-0.008068432671081815,0,0.0,-0.008068432671081815
2020-12-16,1,0.014560071460473445,0,0.0,0.014560071460473445
2020-12-17,3,-0.025264677574590944,0,0.0,-0.025264677574590944
2020-12-18,3,-0.02941435976618456,0,0.0,-0.02941435976618456
2020-12-21,3,-0.011655011655011593,1,0.004484711211778292,-0.007170300443233302
2020-12-22,3,0.0076722278969468816,0,0.0,0.0076722278969468816
2020-12-23,2,1.1102230246251565e-16,0,0.0,1.1102230246251565e-16
2020-12-24,1,0.006425380826938554,1,0.0015724954206002284,0.007997876247538782
2020-12-28,3,-0.026961975003312322,0,0.0,-0.026961975003312322
2020-12-29,3,-0.03246220154614521,0,0.0,-0.03246220154614521
2020-12-30,0,0.0,1,0.00027101739931723046,0.00027101739931723046
2020-12-31,0,0.0,1,0.0022397799966700216,0.0022397799966700216
2021-01-04,3,-0.09046274443695179,0,0.0,-0.09046274443695179
2021-01-05,0,0.0,1,0.002200242643580985,0.002200242643580985
2021-01-06,0,0.0,1,-0.016320384200565696,-0.016320384200565696
2021-01-07,0,0.0,1,0.03408015298351463,0.03408015298351463
2021-01-08,3,-0.04071540724431055,0,0.0,-0.04071540724431055
2021-01-11,0,0.0,1,0.0002966638798242993,0.0002966638798242993
2021-01-12,0,0.0,1,-0.01033883047988593,-0.01033883047988593
2021-01-13,1,0.017079562961520134,0,0.0,0.017079562961520134
2021-01-14,0,0.0,1,-0.011569829413422106,-0.011569829413422106
2021-01-15,3,-0.05527168601361476,0,0.0,-0.05527168601361476
2021-01-19,0,0.0,1,0.031160490973775712,0.031160490973775712
2021-01-20,3,-0.014858512886841702,0,0.0,-0.014858512886841702
2021-01-21,1,0.013454651050237132,1,0.008833949836899668,0.0222886008871368
2021-01-22,3,-0.03158653846153825,0,0.0,-0.03158653846153825
2021-01-25,3,-0.005405059647551669,0,0.0,-0.005405059647551669
2021-01-26,3,-0.047633012149141396,0,0.0,-0.047633012149141396
2021-01-27,3,-0.12541678853465899,0,0.0,-0.12541678853465899
2021-01-28,0,0.0,1,-0.01403821775670222,-0.01403821775670222
2021-01-29,3,-0.059265703505307576,1,-0.06662505996488266,-0.12589076347019024
2021-02-01,2,0.022365624341765145,1,0.040646014566994904,0.06301163890876005
2021-02-02,1,0.015679320153106024,0,0.0,0.015679320153106024
2021-02-03,3,-0.048642338291248866,0,0.0,-0.048642338291248866
2021-02-04,0,0.0,1,0.024741593852749322,0.024741593852749322
2021-02-05,1,-0.00441357354750016,0,0.0,-0.00441357354750016
2021-02-08,0,0.0,1,0.018565932973046095,0.018565932973046095
2021-02-09,0,0.0,1,-0.019054101437617432,-0.019054101437617432
2021-02-10,3,-0.041719437408345605,0,0.0,-0.041719437408345605
2021-02-11,0,0.0,1,0.04513795663092046,0.04513795663092046
2021-02-12,0,0.0,1,0.022657671569813242,0.022657671569813242
2021-02-16,1,0.0032795374126175503,1,-0.026935404554221276,-0.023655867141603726
2021-02-17,3,-0.07126717557251938,0,0.0,-0.07126717557251938
2021-02-18,3,-0.041031485966661396,0,0.0,-0.041031485966661396
2021-02-19,1,0.00965380988729736,1,0.002491761112450863,0.012145570999748223
2021-02-22,3,-0.03824655436447155,1,-0.0942732585103423,-0.13251981287481385
2021-02-23,0,0.0,1,0.00955267479115407,0.00955267479115407
2021-02-24,2,0.04071304347826077,1,0.08524027223268038,0.12595331571094115
2021-02-25,3,-0.04204445860887607,0,0.0,-0.04204445860887607
2021-02-26,3,-0.06710905107638832,1,-0.005877082806424849,-0.07298613388281316
2021-03-01,0,0.0,1,0.025914210303628726,0.025914210303628726
2021-03-02,3,-0.09497897600791494,0,0.0,-0.09497897600791494
2021-03-03,3,-0.05338645418326715,0,0.0,-0.05338645418326715
2021-03-04,3,-0.12365426022762238,0,0.0,-0.12365426022762238
2021-03-05,2,-1.1102230246251565e-16,0,0.0,-1.1102230246251565e-16
2021-03-08,3,-0.09338709677419355,0,0.0,-0.09338709677419355
2021-03-09,0,0.0,1,0.019811320754717032,0.019811320754717032
2021-03-10,3,-0.06834862385321061,0,0.0,-0.06834862385321061
2021-03-11,0,0.0,1,0.010480029314767325,0.010480029314767325
2021-03-12,0,0.0,0,0.0,0.0
2021-03-15,0,0.0,1,0.034477752776366666,0.034477752776366666
2021-03-16,1,0.01763085399449027,1,-0.024274406332453924,-0.006643552337963654
2021-03-17,0,0.0,1,0.041047560892869095,0.041047560892869095
2021-03-18,3,-0.01686340640809436,0,0.0,-0.01686340640809436
2021-03-19,1,0.02568440479852363,1,0.003829756485295155,0.029514161283818785
2021-03-22,1,0.014129826524902134,1,-6.756300249977087e-05,0.014062263522402363
2021-03-23,3,-0.06685236768802261,0,0.0,-0.06685236768802261
2021-03-24,3,-0.02484020918070895,0,0.0,-0.02484020918070895
2021-03-25,1,0.02887139107611536,1,0.003671970624234966,0.032543361700350326
2021-03-26,0,0.0,1,0.08472132093157403,0.08472132093157403
2021-03-29,3,-0.020005635390250687,0,0.0,-0.020005635390250687
2021-03-30,1,0.014115250291035997,1,-0.003724787406001795,0.010390462885034202
2021-03-31,0,0.0,1,-0.0020215194000652303,-0.0020215194000652303
2021-04-01,0,0.0,1,0.01470412432755519,0.01470412432755519
2021-04-05,0,0.0,1,-0.0024937655860349794,-0.0024937655860349794
2021-04-06,3,-0.012697323266986915,0,0.0,-0.012697323266986915
2021-04-07,1,0.01679981203007519,0,0.0,0.01679981203007519
2021-04-08,1,0.013112884834663552,0,0.0,0.013112884834663552
2021-04-09,0,0.0,1,0.006388873183694299,0.006388873183694299
2021-04-12,1,0.01626974770101386,0,0.0,0.01626974770101386
2021-04-13,3,-0.047335203366058676,0,0.0,-0.047335203366058676
2021-04-14,3,-0.04738717339667464,0,0.0,-0.04738717339667464
2021-04-15,1,0.012270669525851874,1,0.00445009535918639,0.016720764885038264
2021-04-16,2,0.012538082962268549,0,0.0,0.012538082962268549
2021-04-19,3,-0.011861534737351631,0,0.0,-0.011861534737351631
2021-04-20,3,-0.0413309072004161,0,0.0,-0.0413309072004161
2021-04-21,0,0.0,1,0.03002338663801285,0.03002338663801285
2021-04-22,3,-0.06956969853130612,0,0.0,-0.06956969853130612
2021-04-23,0,0.0,1,0.00828105395232126,0.00828105395232126
2021-04-26,0,0.0,1,0.0048838594401430235,0.0048838594401430235
2021-04-27,1,-0.007694157249338751,0,0.0,-0.007694157249338751
2021-04-28,2,0.01010866818296674,0,0.0,0.01010866818296674
2021-04-29,3,-0.05939470365699895,0,0.0,-0.05939470365699895
2021-04-30,3,-0.0344327176781003,1,-0.053542802180186144,-0.08797551985828644
2021-05-03,3,-0.04750204750204734,0,0.0,-0.04750204750204734
2021-05-04,1,0.029023341523341628,0,0.0,0.029023341523341628
2021-05-05,2,0.021289005540974237,1,-0.03541929161416768,-0.014130286073193443
2021-05-06,1,0.015396113602391681,1,0.01820798848506655,0.03360410208745823
2021-05-07,1,0.015546918378678276,1,-0.013094601817210116,0.0024523165614681597
2021-05-10,3,-0.10142348754448416,0,0.0,-0.10142348754448416
2021-05-11,0,0.0,1,0.004383218534752764,0.004383218534752764
2021-05-12,3,-0.04812563323201635,0,0.0,-0.04812563323201635
2021-05-13,3,-0.04687499999999967,0,0.0,-0.04687499999999967
2021-05-14,0,0.0,1,0.03522155494237955,0.03522155494237955
2021-05-17,2,0.04819683181664969,0,0.0,0.04819683181664969
2021-05-18,3,-0.014814814814814614,0,0.0,-0.014814814814814614
2021-05-19,0,0.0,1,0.08500380614057357,0.08500380614057357
2021-05-20,0,0.0,1,0.009261284912127188,0.009261284912127188
2021-05-21,3,-0.014410480349344779,0,0.0,-0.014410480349344779
2021-05-24,0,0.0,1,0.002266639192252118,0.002266639192252118
2021-05-25,2,0.02223131478450635,0,0.0,0.02223131478450635
2021-05-26,1,0.01419213973799116,0,0.0,0.01419213973799116
2021-05-27,0,0.0,1,0.0014594666312857107,0.0014594666312857107
2021-05-28,0,0.0,1,-0.008444216990788234,-0.008444216990788234
2021-06-01,3,-0.039493670886075694,0,0.0,-0.039493670886075694
2021-06-02,0,0.0,0,0.0,0.0
2021-06-03,0,0.0,0,0.0,0.0
2021-06-04,0,0.0,1,0.002777777777777768,0.002777777777777768
2021-06-07,3,-0.028682170542635332,0,0.0,-0.028682170542635332
2021-06-08,3,-0.05848713283077711,0,0.0,-0.05848713283077711
2021-06-09,1,0.0002654632333420892,0,0.0,0.0002654632333420892
2021-06-10,1,0.022322614934892293,0,0.0,0.022322614934892293
2021-06-11,0,0.0,0,0.0,0.0
2021-06-14,0,0.0,1,0.024199066874027952,0.024199066874027952
2021-06-15,1,-0.0064484126984126755,0,0.0,-0.0064484126984126755
2021-06-16,3,-0.024993782641134166,0,0.0,-0.024993782641134166
2021-06-17,0,0.0,1,-0.0027872406317746012,-0.0027872406317746012
2021-06-18,3,-0.04167748636717772,0,0.0,-0.04167748636717772
2021-06-21,0,0.0,0,0.0,0.0
2021-06-22,0,0.0,1,0.008297941849068735,0.008297941849068735
2021-06-23,0,0.0,0,0.0,0.0
2021-06-24,0,0.0,1,0.004340649263312457,0.004340649263312457
2021-06-25,3,-0.009284143659907373,0,0.0,-0.009284143659907373
2021-06-28,0,0.0,1,0.020754165448699124,0.020754165448699124
2021-06-29,1,0.013362770160353366,1,0.0029797042784056593,0.016342474438759025
2021-06-30,0,0.0,0,0.0,0.0
2021-07-01,2,-0.02563505010487066,0,0.0,-0.02563505010487066
2021-07-02,3,-0.025482895043053344,0,0.0,-0.025482895043053344
2021-07-06,3,-0.0273356401384085,0,0.0,-0.0273356401384085
2021-07-07,3,-0.044314185228605196,0,0.0,-0.044314185228605196
2021-07-08,0,0.0,1,0.01150009530465712,0.01150009530465712
2021-07-09,0,0.0,1,0.027236397171841453,0.027236397171841453
2021-07-12,2,0.01618662223280154,1,0.010965935604293042,0.027152557837094582
2021-07-13,0,0.0,1,-0.013194444444444287,-0.013194444444444287
2021-07-14,3,-0.04768486523842408,0,0.0,-0.04768486523842408
2021-07-15,3,-0.05974287874968509,0,0.0,-0.05974287874968509
2021-07-16,3,-0.038802941922394085,0,0.0,-0.038802941922394085
2021-07-19,1,0.014376078205865506,1,0.021926172633916163,0.03630225083978167
2021-07-20,0,0.0,1,0.019680851063829774,0.019680851063829774
2021-07-21,0,0.0,1,0.011608222490931075,0.011608222490931075
2021-07-22,1,0.006922126081582158,0,0.0,0.006922126081582158
2021-07-23,1,0.01569115815691169,0,0.0,0.01569115815691169
2021-07-26,0,0.0,0,0.0,0.0
2021-07-27,3,-0.05716463414634143,0,0.0,-0.05716463414634143
2021-07-28,0,0.0,1,0.017070757050964724,0.017070757050964724
2021-07-29,0,0.0,1,0.002480244563650036,0.002480244563650036
2021-07-30,0,0.0,0,0.0,0.0
2021-08-02,1,0.002662524961171364,1,-0.03558661900442839,-0.032924094043257024
2021-08-03,2,0.036384180790960396,0,0.0,0.036384180790960396
2021-08-04,0,0.0,1,0.0018947368421053934,0.0018947368421053934
2021-08-05,3,-0.02499472685087556,0,0.0,-0.02499472685087556
2021-08-06,1,0.010058403634003898,0,0.0,0.010058403634003898
2021-08-09,0,0.0,0,0.0,0.0
2021-08-10,3,-0.04205298013245051,0,0.0,-0.04205298013245051
2021-08-11,3,-0.03608715388107142,0,0.0,-0.03608715388107142
2021-08-12,1,0.02083333333333326,0,0.0,0.02083333333333326
2021-08-13,0,0.0,1,0.0070075867261247815,0.0070075867261247815
2021-08-16,3,-0.0267166627607216,0,0.0,-0.0267166627607216
2021-08-17,2,0.03021636408853512,0,0.0,0.03021636408853512
2021-08-18,3,-0.014314414866901215,0,0.0,-0.014314414866901215
2021-08-19,0,0.0,1,0.02743012774787612,0.02743012774787612
2021-08-20,3,-0.04122541603630869,0,0.0,-0.04122541603630869
2021-08-23,0,0.0,1,0.009188095926032869,0.009188095926032869
2021-08-24,3,0.025051712250057312,0,0.0,0.025051712250057312
2021-08-25,0,0.0,0,0.0,0.0
2021-08-26,2,0.02620186830713145,1,-0.014064309745739356,0.012137558561392092
2021-08-27,0,0.0,1,0.03153423016175605,0.03153423016175605
2021-08-30,3,-0.027417329426538295,0,0.0,-0.027417329426538295
2021-08-31,1,0.02760668719753645,0,0.0,0.02760668719753645
2021-09-01,3,0.013819909306845068,0,0.0,0.013819909306845068
2021-09-02,1,0.008965668051607256,0,0.0,0.008965668051607256
2021-09-03,0,0.0,0,0.0,0.0
2021-09-07,1,0.011545101424255355,0,0.0,0.011545101424255355
2021-09-08,3,-0.05360732633459875,0,0.0,-0.05360732633459875
2021-09-09,0,0.0,1,-0.014037179556663726,-0.014037179556663726
2021-09-10,1,-0.0008583690987123971,0,0.0,-0.0008583690987123971
2021-09-13,3,-0.043580431531724084,0,0.0,-0.043580431531724084
2021-09-14,2,0.01604109876284343,0,0.0,0.01604109876284343
2021-09-15,0,0.0,1,0.004698229129020515,0.004698229129020515
2021-09-16,0,0.0,1,0.020444259480830063,0.020444259480830063
2021-09-17,1,-0.00021385799828910201,0,0.0,-0.00021385799828910201
2021-09-20,3,-0.049427436316896944,0,0.0,-0.049427436316896944
2021-09-21,1,0.016046511627906934,0,0.0,0.016046511627906934
2021-09-22,0,0.0,1,0.019659672889476454,0.019659672889476454
2021-09-23,0,0.0,1,-0.0033146882121399823,-0.0033146882121399823
2021-09-24,0,0.0,1,-0.0007298509018871524,-0.0007298509018871524
2021-09-27,0,0.0,1,-0.002667503530519366,-0.002667503530519366
2021-09-28,3,-0.06564850695235924,0,0.0,-0.06564850695235924
2021-09-29,3,-0.06146341463414673,0,0.0,-0.06146341463414673
2021-09-30,3,-0.011710173212978736,0,0.0,-0.011710173212978736
2021-10-01,1,0.024349394485957188,0,0.0,0.024349394485957188
2021-10-04,3,-0.07241379310344809,0,0.0,-0.07241379310344809
2021-10-05,0,0.0,1,0.01178010471204205,0.01178010471204205
2021-10-06,1,0.018748314000539557,1,0.006248792114926127,0.024997106115465684
2021-10-07,1,-0.000742390497401435,1,-0.030724915986557688,-0.03146730648395912
2021-10-08,1,-0.005827210539650296,0,0.0,-0.005827210539650296
2021-10-11,1,-0.005184033177812242,0,0.0,-0.005184033177812242
2021-10-12,3,-0.04723169771713487,0,0.0,-0.04723169771713487
2021-10-13,3,0.02965535666577579,0,0.0,0.02965535666577579
2021-10-14,0,0.0,1,0.012202637741895783,0.012202637741895783
2021-10-15,0,0.0,1,-0.008813960366755413,-0.008813960366755413
2021-10-18,0,0.0,1,0.013163331562481506,0.013163331562481506
2021-10-19,0,0.0,1,0.016464669563229117,0.016464669563229117
2021-10-20,3,0.00603507173764517,1,-0.008805878063828598,-0.002770806326183428
2021-10-21,0,0.0,1,0.02574480044969074,0.02574480044969074
2021-10-22,3,-0.0489932885906037,0,0.0,-0.0489932885906037
2021-10-25,0,0.0,0,0.0,0.0
2021-10-26,3,0.027296645472483894,0,0.0,0.027296645472483894
2021-10-27,0,0.0,0,0.0,0.0
2021-10-28,0,0.0,0,0.0,0.0
2021-10-29,0,0.0,1,0.0016835016835017313,0.0016835016835017313
2021-11-01,0,0.0,1,0.018552497451580052,0.018552497451580052
2021-11-02,0,0.0,0,0.0,0.0
2021-11-03,0,0.0,1,0.024984474275068225,0.024984474275068225
2021-11-04,0,0.0,1,0.053773962549481746,0.053773962549481746
2021-11-05,1,0.02161890397184507,0,0.0,0.02161890397184507
2021-11-08,1,0.014713054787839352,1,-0.0027049276725861215,0.012008127115253231
2021-11-09,2,0.055798156234837526,0,0.0,0.055798156234837526
2021-11-10,3,-0.07462057335581807,0,0.0,-0.07462057335581807
2021-11-11,0,0.0,1,0.006244133371423821,0.006244133371423821
2021-11-12,1,0.010369039843239669,1,0.008157255978671785,0.018526295821911454
2021-11-15,3,-0.030496453900709097,0,0.0,-0.030496453900709097
2021-11-16,0,0.0,1,0.026062674526838414,0.026062674526838414
2021-11-17,1,0.004984423676012373,0,0.0,0.004984423676012373
2021-11-18,3,-0.040927389294767025,0,0.0,-0.040927389294767025
2021-11-19,0,0.0,0,0.0,0.0
2021-11-22,3,-0.05456907752273721,1,-0.09748688207677458,-0.1520559595995118
2021-11-23,3,-0.06092798000312438,0,0.0,-0.06092798000312438
2021-11-24,0,0.0,1,0.052548772813090006,0.052548772813090006
2021-11-26,3,-0.01925843055777543,0,0.0,-0.01925843055777543
2021-11-29,1,0.011287035585515026,1,0.04345174569294086,0.054738781278455884
2021-11-30,3,-0.05225777511961671,0,0.0,-0.05225777511961671
2021-12-01,3,-0.07265731100045303,1,-0.10148329954113755,-0.17414061054159058
2021-12-02,1,0.03164243225380048,0,0.0,0.03164243225380048
2021-12-03,3,-0.09757053291536055,0,0.0,-0.09757053291536055
2021-12-06,1,0.03982758620689664,0,0.0,0.03982758620689664
2021-12-07,0,0.0,1,0.027401170258313012,0.027401170258313012
2021-12-08,0,0.0,0,0.0,0.0
2021-12-09,3,-0.05630434782608695,0,0.0,-0.05630434782608695
2021-12-10,1,0.011526946107784264,0,0.0,0.011526946107784264
2021-12-13,3,-0.054993964996982614,0,0.0,-0.054993964996982614
2021-12-14,1,0.021511725999662445,0,0.0,0.021511725999662445
2021-12-15,2,0.04093959731543606,1,0.08922585794094173,0.1301654552563778
2021-12-16,3,-0.09160305343511466,0,0.0,-0.09160305343511466
2021-12-17,0,0.0,1,-0.029014177382129858,-0.029014177382129858
2021-12-20,2,0.03675289919714553,1,-0.018507462686567222,0.018245436510578306
2021-12-21,1,0.020141580987695917,1,0.01897540819192045,0.03911698917961637
2021-12-22,1,0.014922952149229562,1,0.024706802189210286,0.03962975433843985
2021-12-23,0,0.0,1,-0.0058621833867935624,-0.0058621833867935624
2021-12-27,0,0.0,1,0.02911526260133912,0.02911526260133912
2021-12-28,3,-0.055221164613661555,0,0.0,-0.055221164613661555
2021-12-29,3,0.039428815004262985,0,0.0,0.039428815004262985
2021-12-30,2,-0.01870234498633261,1,-0.03999437688901386,-0.05869672187534647
2021-12-31,2,0.005407775504238432,0,0.0,0.005407775504238432
2022-01-03,0,0.0,0,0.0,0.0
2022-01-04,3,-0.012075627932652377,0,0.0,-0.012075627932652377
2022-01-05,3,-0.015766423357664205,1,-0.10182584269662898,-0.11759226605429318
2022-01-06,3,-0.06420141620771036,0,0.0,-0.06420141620771036
2022-01-07,3,-0.045631825273010906,0,0.0,-0.045631825273010906
2022-01-10,3,-0.06084369929691735,1,0.028267490241496107,-0.032576209055421246
2022-01-11,0,0.0,1,0.04804071667977006,0.04804071667977006
2022-01-12,3,-0.04502332814930032,0,0.0,-0.04502332814930032
2022-01-13,3,-0.040299836722576976,0,0.0,-0.040299836722576976
2022-01-14,0,0.0,1,0.0072268447986250095,0.0072268447986250095
2022-01-18,3,-0.07035647279549717,0,0.0,-0.07035647279549717
2022-01-19,3,-0.013508740950026521,0,0.0,-0.013508740950026521
2022-01-20,3,-0.06458042654973095,1,-0.13088708152071105,-0.195467508070442
2022-01-21,2,0.009808342728297559,1,-0.0770695583179054,-0.06726121558960785
2022-01-24,3,0.02924861321230432,1,0.06766917293233088,0.0969177861446352
2022-01-25,2,0.07417721518987364,1,-0.0704894294816103,0.003687785708263336
2022-01-26,3,-0.023310023310023187,1,-0.07422907488986774,-0.09753909819989093
2022-01-27,3,-0.09742647058823561,0,0.0,-0.09742647058823561
2022-01-28,1,0.04825616355983153,1,0.029177007176872882,0.07743317073670442
2022-01-31,0,0.0,1,0.07307114980486329,0.07307114980486329
2022-02-01,1,0.04043253408556646,0,0.0,0.04043253408556646
2022-02-02,1,0.024097664543524466,0,0.0,0.024097664543524466
2022-02-03,3,-0.09830584039233159,0,0.0,-0.09830584039233159
2022-02-04,1,0.0204878048780488,1,0.0058004640371229765,0.026288268915171775
2022-02-07,2,0.020220588235293935,0,0.0,0.020220588235293935
2022-02-08,1,0.016978922716627487,1,0.04509969109800638,0.062078613814633865
2022-02-09,0,0.0,1,0.0383678440925701,0.0383678440925701
2022-02-10,3,-0.08518283660959636,1,-0.09377138945927432,-0.17895422606887068
2022-02-11,3,0.02512673572845514,0,0.0,0.02512673572845514
2022-02-14,1,0.010991820040899825,0,0.0,0.010991820040899825
2022-02-15,0,0.0,1,0.06694463747973156,0.06694463747973156
2022-02-16,1,0.017521466697609567,1,0.023622922572397398,0.041144389270006965
2022-02-17,3,-0.025574236324887645,0,0.0,-0.025574236324887645
2022-02-18,3,-0.07025316455696173,0,0.0,-0.07025316455696173
2022-02-22,1,0.04440357330530742,0,0.0,0.04440357330530742
2022-02-23,3,-0.06716417910447747,0,0.0,-0.06716417910447747
