date,atr5,or30,thr80,pos10,on,ret,n_fills,n_stops
2025-10-07,3.2281052553128275,1.1658687693607395,2.4291404022354905,0.22705314009661856,False,0.0,0,0
2025-10-08,2.9161843295873147,3.1714847039012097,2.4291404022354905,0.13451327433628144,False,0.0,0,0
2025-10-09,3.146659179592903,2.4601860836805765,2.4350972381108007,0.04408352668213402,False,0.0,0,0
2025-10-10,3.364652390673276,1.2970542456908976,2.4389561513348186,0.14666666666667222,False,0.0,0,0
2025-10-13,4.398874392528051,1.1854824001458986,2.4389561513348186,0.6923076923076934,True,0.014261679407838347,5,0
2025-10-14,4.089536270122947,2.0169720821546995,2.4389561513348186,0.7987804878048774,False,0.0,0,0
2025-10-15,5.151891817300099,1.2960082944530844,2.4389561513348186,0.6755555555555601,True,-0.018962264150943993,5,1
2025-10-16,5.5256013277611435,2.5976331360946663,2.4389561513348186,0.09111617312072404,False,0.0,0,0
2025-10-17,6.63323743273728,2.1755676772802275,2.4389561513348186,0.545189504373178,True,0.018065423043580442,5,0
2025-10-20,5.6616072543313445,1.2629232959821655,2.4350972381108007,0.2941176470588219,True,0.002690796843943589,3,0
2025-10-21,5.812315929363538,1.9854280510018278,2.4350972381108007,0.8562691131498479,True,-0.019833843182872436,1,0
2025-10-22,4.741263788856512,1.3534743202416974,2.4350972381108007,0.13392857142857595,True,-0.005363401971369596,2,0
2025-10-23,4.4921697243221725,0.8565834557024019,2.4350972381108007,0.2714285714285671,True,0.0034877933069277015,4,0
2025-10-24,3.1468592834170166,2.0100199191163233,2.4350972381108007,0.8918918918918882,False,0.0,0,0
2025-10-27,2.9337828026674893,0.9040211329615617,2.4291404022354905,0.6753246753246797,False,0.0,0,0
2025-10-28,2.4950985020377847,1.2339875426019475,2.4291404022354905,0.34761904761904366,False,0.0,0,0
2025-10-29,2.4299066265543945,1.8005197376562285,2.4291404022354905,0.786941580756012,False,0.0,0,0
2025-10-30,2.487724842495632,3.4897713598074733,2.4291404022354905,0.8548094373865683,False,0.0,0,0
2025-10-31,2.9591805549384227,2.122267975926509,2.4291404022354905,0.9462686567164158,False,0.0,0,0
2025-11-03,3.0991799687277797,2.870485678704865,2.423725700603769,0.1626898047722338,False,0.0,0,0
2025-11-04,3.6637998762436608,2.476129853596445,2.4291404022354905,0.9948586118251902,False,0.0,0,0
2025-11-05,3.9816425409056877,2.1482077632637893,2.4350972381108007,0.48126801152738224,False,0.0,0,0
2025-11-06,3.8793303125532987,1.771495586692165,2.4350972381108007,0.0034843205574881493,False,0.0,0,0
2025-11-07,3.5660636382532465,1.9698580451504009,2.4350972381108007,0.9619047619047605,False,0.0,0,0
2025-11-10,3.736687884901966,2.1289464134510596,2.4350972381108007,0.0,False,0.0,0,0
2025-11-11,3.4851834940102377,1.124203438739933,2.4291404022354905,0.5935828877005406,False,0.0,0,0
2025-11-12,3.1620382515501646,3.5112692763938416,2.4291404022354905,0.9983108108108075,False,0.0,0,0
2025-11-13,3.1498737325331354,1.164551065564225,2.4350972381108007,0.12000000000000455,False,0.0,0,0
2025-11-14,3.4898433584593653,2.7378048780487863,2.4350972381108007,0.2850779510022268,False,0.0,0,0
2025-11-17,3.2867357415223992,1.2548922159408649,2.4389561513348186,0.024752475247530256,False,0.0,0,0
2025-11-18,4.142729447696141,2.48666666666666,2.4389561513348186,0.4128686327077738,False,0.0,0,0
2025-11-19,4.351227543964828,1.2524020939632992,2.4458271416378934,0.5608465608465577,True,0.01458163265306084,5,0
2025-11-20,4.165838044924877,2.335551574097777,2.4458271416378934,0.523287671232875,False,0.0,0,0
2025-11-21,4.68473481595295,2.1363846815265495,2.4458271416378934,0.4365325077399384,True,0.01934055817576602,5,0
2025-11-24,5.013884295125498,2.6742143275424644,2.4458271416378934,0.7591240875912395,True,0.01154521722942087,5,0
2025-11-25,4.356795283555238,2.7774230621887512,2.4513100563950907,0.47816091954023027,False,0.0,0,0
2025-11-26,4.502040760931478,1.8449727587914744,2.456467071509039,0.6040268456375898,True,0.004182848671499153,5,0
2025-11-28,4.584482992112174,1.2077294685990339,2.456467071509039,0.9899999999999949,True,-0.009112396498698916,1,0
2025-12-01,3.7078327582324397,2.3298033282904655,2.456467071509039,0.979220779220776,False,0.0,0,0
2025-12-02,3.3886220267075813,2.1622609331221723,2.456467071509039,0.3887323943661978,False,0.0,0,0
2025-12-03,3.185053137260791,1.99193449835025,2.456467071509039,0.8220858895705494,False,0.0,0,0
2025-12-04,3.1180281983993585,1.7705882352941122,2.456467071509039,0.44186046511627514,False,0.0,0,0
2025-12-05,2.976368669803375,2.0760837511058745,2.456467071509039,0.8835227272727286,False,0.0,0,0
2025-12-08,2.967581556429951,1.4162813835079393,2.456467071509039,0.8347107438016517,False,0.0,0,0
2025-12-09,2.8173964797373623,1.9800806260374695,2.4513100563950907,0.8203592814371277,False,0.0,0,0
2025-12-10,3.0566696847106045,1.6512932980713424,2.4513100563950907,0.8085937499999967,False,0.0,0,0
2025-12-11,3.3168713010475437,3.5596490136287255,2.4513100563950907,0.6381118881118892,False,0.0,0,0
2025-12-12,4.015487855392223,1.6732742537313459,2.456467071509039,0.3031358885017433,False,0.0,0,0
2025-12-15,3.9856095999575105,1.2060125844791385,2.456467071509039,0.4057971014492646,False,0.0,0,0
2025-12-16,4.032459370124215,1.343502493399836,2.456467071509039,0.3624454148471638,False,0.0,0,0
2025-12-17,3.9727174560832594,1.7428027599333848,2.456467071509039,0.846416382252564,False,0.0,0,0
2025-12-18,3.4395991318287025,1.3154761904761785,2.456467071509039,0.9095022624434432,False,0.0,0,0
2025-12-19,3.0154783758033488,1.3851249623607242,2.456467071509039,0.604347826086955,False,0.0,0,0
2025-12-22,2.926104783062448,1.9261447562776903,2.456467071509039,0.8435582822085913,False,0.0,0,0
2025-12-23,3.1684997927818714,1.0344827586206962,2.456467071509039,0.6777777777777728,False,0.0,0,0
2025-12-24,2.705501239257225,1.1897984743254033,2.456467071509039,0.6459330143540633,False,0.0,0,0
2025-12-26,2.7189926570565595,0.8358276387869146,2.456467071509039,0.3310810810810895,False,0.0,0,0
2025-12-29,2.369749218222844,1.5963188092938716,2.456467071509039,0.1459074733096072,False,0.0,0,0
2025-12-30,2.3714098532843826,1.2062726176115768,2.456467071509039,0.48095238095239146,False,0.0,0,0
2025-12-31,1.8713543377625652,1.3388199837718804,2.456467071509039,0.47186147186147287,False,0.0,0,0
2026-01-02,2.179558732145875,3.159389421370254,2.456467071509039,0.4307116104868932,False,0.0,0,0
2026-01-05,2.3716218437067518,6.85670261941448,2.4606756885896566,1.0,False,0.0,0,0
2026-01-06,3.848388183368452,0.8639429240287514,2.467297999010545,0.5935483870967726,False,0.0,0,0
2026-01-07,3.95578319174966,2.642833644039913,2.467297999010545,0.064315352697096,False,0.0,0,0
2026-01-08,4.545133527782745,3.516635062920189,2.478456600185054,0.9379084967320269,True,-0.009077518782242376,3,0
2026-01-09,4.8793025252244675,1.7216321967579724,2.482150488181131,0.311688311688313,True,-0.0038916913398982164,4,0
2026-01-12,4.621898236442771,2.2529411764705958,2.482150488181131,0.8955613577023487,True,0.003933688855650942,3,0
2026-01-13,3.3457618902366355,3.9174413845524105,2.482150488181131,0.06865671641791175,False,0.0,0,0
2026-01-14,3.932202227070887,1.8778758860838092,2.4834423211224688,0.023178807947017748,False,0.0,0,0
2026-01-15,3.633763390763176,2.197666522624855,2.4834423211224688,0.7471910112359537,False,0.0,0,0
2026-01-16,3.280951295825351,1.7627616599338938,2.4834423211224688,0.12500000000000494,False,0.0,0,0
2026-01-20,3.349986635838288,2.2317158706880056,2.482150488181131,0.5771428571428601,False,0.0,0,0
2026-01-21,3.9205731457722335,2.654924561289901,2.482150488181131,0.7853658536585374,False,0.0,0,0
2026-01-22,3.4209485580411014,1.4992025518341272,2.482150488181131,0.2936170212765955,False,0.0,0,0
2026-01-23,3.3215675349074703,1.5353848138829906,2.482150488181131,0.4873949579831989,False,0.0,0,0
2026-01-26,3.5075317324822444,1.9543113693384444,2.482150488181131,0.5810810810810791,False,0.0,0,0
2026-01-27,3.5026450326805465,1.7716407216830579,2.482150488181131,0.04044117647058282,False,0.0,0,0
2026-01-28,2.97251139457468,1.2961849402017758,2.482150488181131,0.7216494845360862,False,0.0,0,0
2026-01-29,2.8247349708518206,3.0465832405162665,2.482150488181131,0.2731182795698899,False,0.0,0,0
