Date,Open,High,Low,Close,Volume
2021-09-14,930,957.4999999999998,923.7499999999998,949.9999999999997,846972.3360000001
2021-09-15,946.25,963.7499999999998,925,927.4999999999998,689938.9280000001
2021-09-16,937.5,953.7499999999998,922.4999999999998,927.4999999999998,634007.5760000001
2021-09-17,930,967.4999999999998,930,959.9999999999998,886666.2640000001
2021-09-20,1003.7499999999997,1056.2499999999995,991.2499999999998,1018.75,1185226.7600000002
2021-09-21,1002.4999999999998,1024.9999999999995,992.5,1016.2499999999998,868734.5280000002
2021-09-22,1006.25,1016.2499999999998,973.7499999999998,986.2499999999998,864598.36
2021-09-23,976.2499999999998,982.4999999999998,949.9999999999997,958.7499999999998,634394.6080000001
2021-09-24,977.5,979.9999999999998,952.5,954.9999999999998,514405.3520000001
2021-09-27,979.9999999999998,998.7499999999998,972.4999999999998,978.7499999999998,590092.7600000001
2021-09-28,1017.5,1066.2499999999995,1009.9999999999998,1061.2499999999998,1219096.7200000002
2021-09-29,1050,1073.7499999999998,1031.25,1067.4999999999998,941591.1680000002
2021-09-30,1053.7499999999998,1082.4999999999998,1037.5,1078.7499999999998,1059321.1520000002
2021-10-01,1073.7499999999998,1111.25,1048.75,1058.75,866090.8
2021-10-04,1073.7499999999998,1146.2499999999998,1069.9999999999998,1125,1045621.4640000002
2021-10-05,1114.9999999999998,1117.4999999999998,1057.5,1078.7499999999998,905497.1200000001
2021-10-06,1109.9999999999998,1118.7499999999995,1056.2499999999995,1058.75,1095951.1760000002
2021-10-07,1031.25,1036.2499999999998,1006.25,1028.7499999999998,774169.408
2021-10-08,1019.9999999999998,1050,1017.5,1046.2499999999998,647589.5840000001
2021-10-11,1058.75,1069.9999999999998,1027.5,1068.75,795055.2400000001
2021-10-12,1056.2499999999995,1086.2499999999998,1051.2499999999998,1078.7499999999998,794446.9840000002
2021-10-13,1058.75,1077.4999999999998,1047.4999999999998,1053.7499999999998,664696.3840000001
2021-10-14,1021.2499999999998,1027.5,993.75,994.9999999999998,676396.0720000002
2021-10-15,984.9999999999998,994.9999999999998,976.2499999999998,976.2499999999998,469527.6240000001
2021-10-18,987.5,992.5,946.25,946.25,565074.2400000001
2021-10-19,938.7499999999998,944.9999999999998,925,927.4999999999998,521565.1840000001
2021-10-20,922.4999999999998,941.2499999999998,917.4999999999998,928.7499999999998,567139.336
2021-10-21,936.2499999999998,938.7499999999998,911.2499999999998,912.5,480156.81600000005
2021-10-22,922.4999999999998,948.7499999999998,913.7499999999998,934.9999999999998,714993.04
2021-10-25,925,939.9999999999998,898.75,906.25,627998.376
2021-10-26,890,907.4999999999998,872.4999999999998,898.75,998608.5040000002
2021-10-27,894.9999999999998,897.4999999999998,868.75,891.2499999999998,862007.9840000002
2021-10-28,878.7499999999998,883.75,859.9999999999998,862.5,708659.7600000001
2021-10-29,883.75,886.2499999999998,847.4999999999998,848.7499999999998,763039.008
2021-11-01,846.2499999999998,861.2499999999998,839.9999999999998,841.2499999999998,654930.952
2021-11-02,843.75,844.9999999999998,826.2499999999998,828.7499999999998,563330.12
2021-11-03,826.2499999999998,833.7499999999998,800,802.4999999999998,871327.6240000001
2021-11-04,795,798.7499999999998,766.2499999999998,773.75,1066304.512
2021-11-05,761.25,778.75,756.2499999999998,771.2499999999998,1046282.2320000001
2021-11-08,771.2499999999998,777.4999999999998,763.75,773.75,705227.0960000001
2021-11-09,767.4999999999998,797.4999999999998,764.9999999999998,788.7499999999998,1151807.6800000002
2021-11-10,806.25,836.25,788.7499999999998,824.9999999999997,1436390.1440000003
2021-11-11,805,819.9999999999998,802.4999999999998,816.2499999999998,659975.0160000001
2021-11-12,808.7499999999998,819.9999999999998,787.4999999999998,790,831722.2240000002
2021-11-15,784.9999999999998,807.4999999999998,781.25,791.2499999999998,910826.432
2021-11-16,796.2499999999998,797.4999999999998,771.2499999999998,773.75,645977.6800000002
2021-11-17,773.75,780,761.25,773.75,684964.52
2021-11-18,761.25,775,746.2499999999998,748.75,1103843.12
2021-11-19,739.9999999999998,744.9999999999998,730,736.2499999999998,893503.6000000001
2021-11-22,728.7499999999998,763.75,711.25,763.75,1214896.28
2021-11-23,770,800,757.4999999999998,773.75,1586332.2400000002
2021-11-24,787.4999999999998,802.4999999999998,763.75,764.9999999999998,1106065.9120000002
2021-11-26,781.25,817.4999999999998,772.4999999999998,807.4999999999998,1065669.9200000002
2021-11-29,778.75,784.9999999999998,748.75,756.2499999999998,1105842.1280000003
2021-11-30,761.25,801.2499999999998,747.5,788.7499999999998,1462410.6160000002
2021-12-01,762.4999999999998,832.4999999999998,748.75,831.25,1599381.7120000003
2021-12-02,838.7499999999998,847.4999999999998,798.7499999999998,811.2499999999998,1905030.7520000003
2021-12-03,802.4999999999998,879.9999999999998,796.2499999999998,852.5,1994277.1600000001
2021-12-06,851.2499999999998,878.7499999999998,823.7499999999998,832.4999999999998,1340613.4240000003
2021-12-07,788.7499999999998,790,753.7499999999998,756.2499999999998,1454604.3520000004
2021-12-08,755,767.4999999999998,746.2499999999998,747.5,1267817.3440000003
2021-12-09,755,781.25,743.75,778.75,1525492.7280000001
