date,move_by_1545_pct,move_to_close_pct,overnight_pct
2025-05-27,2.4507,3.4668,0.8097
2025-05-28,-1.7785,-2.2949,6.6901
2025-05-29,-5.9406,-5.4455,-1.7442
2025-05-30,-4.142,-4.4379,-0.6803
2025-06-02,4.9191,5.2927,0.1775
2025-06-03,7.6787,8.0921,2.0765
2025-06-04,2.5161,2.1413,2.0953
2025-06-05,-2.6167,-3.3864,3.1366
2025-06-06,-0.7732,-1.1856,2.7633
2025-06-09,4.5662,4.3125,1.2634
2025-06-10,4.9424,5.0864,2.1471
2025-06-11,-4.1592,-3.22,-1.8484
2025-06-12,1.8362,2.307,-6.4085
2025-06-13,-1.33,-1.33,3.9421
2025-06-16,5.3289,5.3289,-1.3242
2025-06-17,-0.0925,-1.018,1.3539
2025-06-18,-0.3224,-0.4606,2.4526
2025-06-20,-4.5167,-4.2005,-0.1414
2025-06-23,1.0387,1.7941,5.0046
2025-06-24,5.2074,5.8694,1.8789
2025-06-25,0.4508,0.8197,2.441
2025-06-26,-0.3574,0.0397,0.0397
2025-06-27,-0.7537,-0.476,1.5133
2025-06-30,-1.9616,-1.8439,-2.9072
2025-07-01,2.0509,1.2305,-0.8094
2025-07-02,6.1608,6.4055,1.3436
2025-07-07,-3.3035,-3.0703,2.6432
2025-07-08,3.2384,2.9263,1.0239
2025-07-09,0.1126,-0.0751,2.7767
2025-07-10,-0.1095,0.1095,-1.8634
2025-07-11,1.8615,1.452,-2.4551
2025-07-14,-1.0143,-0.5259,5.8491
2025-07-15,-2.4599,-2.8164,-2.5284
2025-07-16,1.1278,1.5789,-0.296
2025-07-17,1.1132,1.3729,1.2445
2025-07-18,-1.0123,-1.1208,0.8416
2025-07-21,0.2177,-0.3991,-1.3818
2025-07-22,-2.618,-3.0605,-2.5456
2025-07-23,-0.5068,0.5848,-0.4655
2025-07-24,-0.5456,-0.1949,-1.7564
2025-07-25,1.5495,1.6289,3.0469
2025-07-28,2.047,2.2365,2.1205
2025-07-29,-1.1293,-1.3843,2.6637
2025-07-30,-1.5856,-0.3964,-3.2959
2025-07-31,-6.2172,-6.4794,-5.6445
2025-08-01,2.1638,2.1213,2.1179
2025-08-04,1.4233,1.9113,1.68
2025-08-05,-2.7931,-3.6192,-2.7325
2025-08-06,0.8386,0.4193,6.2109
2025-08-07,-1.7661,-1.3344,0.64
2025-08-08,1.5501,2.2258,1.2447
2025-08-11,-1.2678,-1.6135,2.4209
2025-08-12,6.5193,6.9386,2.3214
2025-08-13,1.466,2.0942,-3.8948
2025-08-14,4.3015,4.337,-2.4133
2025-08-15,-4.2842,-4.8763,-0.9865
2025-08-18,1.2915,1.5498,0.1453
2025-08-19,-4.0624,-4.7878,-0.4954
2025-08-20,-2.2214,-1.3405,-1.5504
2025-08-21,-0.5906,-0.2756,0.8284
2025-08-22,7.7856,7.3161,-0.3643
2025-08-25,0.3291,-0.4388,0.8425
2025-08-26,1.235,1.5983,-1.1811
2025-08-27,1.7385,1.8834,0.8162
2025-08-28,0.9504,0.3168,-4.2411
2025-08-29,-4.8682,-4.6852,-7.5269
2025-09-02,4.0282,4.8173,0.6337
2025-09-03,-3.109,-2.0858,-2.0072
2025-09-04,4.5883,4.998,4.5614
2025-09-05,-1.5287,-1.1186,1.9282
2025-09-08,0.4822,0.5193,0.2954
2025-09-09,-0.7364,0.0736,4.8197
2025-09-10,-0.1053,0.3159,1.5734
2025-09-11,0.4819,0.3442,0.6856
2025-09-12,0.0681,-0.3745,-0.5461
2025-09-15,2.6767,3.0542,1.1
2025-09-16,0.6594,0.5275,-0.6562
2025-09-17,0.9577,0.5945,7.5156
2025-09-18,3.2051,2.6557,-0.2378
2025-09-19,-1.7878,-1.758,0.5451
2025-09-22,3.9759,3.7048,0.7842
2025-09-23,-1.2104,-1.0951,-0.9913
2025-09-24,0.1178,0.5889,-5.1462
2025-09-25,3.9766,4.254,0.2363
2025-09-26,0.0589,0.1768,2.9688
2025-09-29,-2.4836,-2.9403,0.147
2025-09-30,0.9686,2.3188,-1.9231
2025-10-01,7.2871,7.9017,5.6972
2025-10-02,0.5903,0.2053,1.0235
2025-10-03,-2.6342,-3.1662,12.0063
2025-10-06,-1.6348,-2.6623,2.5653
2025-10-07,-8.4151,-9.2099,0.103
2025-10-08,9.1073,10.1878,-0.4675
2025-10-09,-1.3387,-0.775,0.6629
2025-10-10,-16.9097,-19.5437,11.751
2025-10-13,1.988,2.3803,-6.4384
2025-10-14,0.8738,0.0273,7.9989
2025-10-15,0.9606,1.1628,3.6768
2025-10-16,-2.9433,-2.0748,-2.3663
2025-10-17,1.5148,1.439,2.1593
2025-10-20,2.8669,2.4295,-1.0417
2025-10-21,-0.5024,-0.8134,-3.445
2025-10-22,-4.4411,-4.2415,-1.8234
2025-10-23,8.9679,9.2332,5.4894
2025-10-24,0.5296,-0.6217,5.4474
2025-10-27,2.6599,2.9237,-0.854
2025-10-28,1.7442,0.9905,5.132
2025-10-29,0.4051,0.1418,-1.8023
2025-10-30,-1.3611,-2.4335,2.912
2025-10-31,-0.9842,-2.1735,3.5789
2025-11-03,-1.6367,-1.8994,-7.8427
2025-11-04,-1.9879,-4.4226,0.9579
2025-11-05,10.9003,8.2157,-0.7901
2025-11-06,-6.0267,-7.3181,-4.4641
2025-11-07,-1.1682,1.5576,7.954
2025-11-10,0.4217,-0.1997,-2.758
2025-11-11,-4.14,-4.3001,5.2619
2025-11-12,-1.1134,-0.5681,-3.4546
2025-11-13,-7.4171,-7.0616,-8.873
2025-11-14,8.31,8.7297,-2.4704
2025-11-17,-5.0396,-2.7968,-4.1531
2025-11-18,-1.9824,-2.7471,1.0189
2025-11-19,3.9193,3.6023,7.8699
2025-11-20,-20.5723,-20.5723,0.1298
2025-11-21,4.4733,2.7553,3.0255
2025-11-24,10.7372,9.6054,-4.2387
2025-11-25,5.3873,5.2999,3.5112
2025-11-26,5.9829,4.4872,1.1738
2025-12-01,4.9255,4.395,3.5827
2025-12-02,3.0381,2.3136,1.4155
2025-12-03,4.6376,4.8627,-1.4813
2025-12-04,-2.92,-1.4818,2.9229
2025-12-05,0.2797,0.0645,2.2796
2025-12-08,-0.3364,0.9041,-1.9796
2025-12-09,1.4456,1.5519,-0.2929
2025-12-10,4.7219,4.1343,-3.3031
2025-12-11,0.6665,1.6247,-3.8328
2025-12-12,-11.5516,-11.1253,3.3325
2025-12-15,-4.1995,-4.478,-1.0442
2025-12-16,-0.2699,-0.7607,1.2596
2025-12-17,-12.1707,-12.1707,11.0247
2025-12-18,-1.8009,-3.5018,2.6439
2025-12-19,6.3131,5.5303,6.5436
2025-12-22,-2.8796,-2.6547,-1.4794
2025-12-23,2.5575,2.534,0.0458
2025-12-26,-0.827,-1.2293,-2.7822
2025-12-29,1.8381,2.0475,0.7531
2025-12-30,-0.8381,-1.0646,0.5038
2025-12-31,-3.3037,-4.2379,7.3757
2026-01-02,5.6282,4.7419,6.5622
2026-01-05,-2.2249,-2.1851,3.8399
2026-01-06,5.5762,5.5958,-3.3512
2026-01-07,-0.7088,0.0958,-0.9562
2026-01-08,-4.2865,-4.1321,2.9003
2026-01-09,6.4592,5.5197,-2.8916
2026-01-12,4.8292,4.3138,1.903
2026-01-13,0.2155,0.7003,-2.1045
2026-01-14,-0.9838,0.9473,10.0758
2026-01-15,-3.2152,-4.6588,5.458
2026-01-16,-0.6531,-0.8653,-5.6132
2026-01-20,1.3254,1.151,3.9869
2026-01-21,6.0083,5.3942,5.4033
2026-01-22,-5.216,-4.7228,-1.946
2026-01-23,-2.3528,-1.4885,-1.3799
2026-01-26,0.4774,-0.1152,4.2998
2026-01-27,2.9537,2.6378,6.2192
2026-01-28,1.2174,1.5942,0.428
2026-01-29,-1.6053,0.0994,-4.7538
2026-01-30,-8.6114,-7.941,-3.7061
2026-02-02,8.8739,9.5966,2.4693
2026-02-03,-9.9087,-8.3969,-2.8758
2026-02-04,-9.2194,-10.5148,-3.5533
2026-02-05,2.885,3.8207,5.9155
2026-02-06,9.9113,9.5035,-2.8502
2026-02-09,7.2845,6.6844,0.9995
2026-02-10,-2.0411,-2.0875,6.1099
2026-02-11,1.845,1.1605,2.3806
2026-02-12,-8.8273,-9.5306,1.3154
2026-02-13,0.4067,1.0324,-3.9789
2026-02-17,3.9503,3.7407,1.4297
2026-02-18,0.8733,1.6547,-2.9567
2026-02-19,0.0466,1.3835,-2.2536
2026-02-20,4.7836,5.2541,-1.8775
2026-02-23,-0.9567,-0.0607,3.4163
2026-02-24,1.4682,0.6607,3.4437
2026-02-25,1.453,1.3401,-1.1272
2026-02-26,-9.1203,-8.0366,-5.8616
2026-02-27,1.9184,2.0484,-7.3602
2026-03-02,7.4119,7.7558,-12.1734
2026-03-03,-2.2859,-3.0842,4.7548
2026-03-04,1.5011,1.1973,-2.296
2026-03-05,-3.1815,-1.1208,-8.6131
2026-03-06,-4.1334,-4.393,-4.9697
2026-03-09,16.1723,17.4028,0.075
2026-03-10,2.099,2.3051,1.6487
2026-03-11,1.0092,1.0993,-4.5463
2026-03-12,-5.9768,-6.0889,3.1822
2026-03-13,-2.9684,-2.2167,6.5852
2026-03-16,-1.0914,-0.6844,2.6262
2026-03-17,-0.6171,-0.3267,0.1456
2026-03-18,-0.9449,-1.8354,-8.3117
2026-03-19,11.1851,10.7612,-0.2917
2026-03-20,-8.9413,-6.4911,6.8244
2026-03-23,-1.3546,-3.0569,-2.8097
2026-03-24,6.8102,6.752,3.0568
2026-03-25,0.1589,0.7768,-4.9965
2026-03-26,-9.4113,-9.6328,-1.8991
2026-03-27,-4.1424,-2.9975,2.6818
2026-03-30,-16.6945,-15.1066,5.5638
2026-03-31,11.5672,11.8004,4.6546
2026-04-01,4.5672,4.2481,-11.8638
2026-04-02,13.9166,14.5028,1.8957
2026-04-06,1.4698,1.9535,-0.894
2026-04-07,2.9639,4.0869,17.1883
2026-04-08,1.2374,1.9315,0.9185
2026-04-09,5.6518,5.6665,3.2231
2026-04-10,3.5935,2.7995,-1.0342
2026-04-13,5.6481,6.4815,3.364
2026-04-14,2.0536,2.5459,-0.7619
2026-04-15,-0.1772,1.4411,-1.1052
2026-04-16,3.7643,4.0348,5.4317
2026-04-17,0.6333,1.6636,1.3625
2026-04-20,-0.2188,-0.0313,2.1159
2026-04-21,-1.0718,0.1123,4.9444
2026-04-22,2.6715,2.652,2.8114
2026-04-23,1.4916,3.7566,11.0313
2026-04-24,1.7091,2.4279,0.0078
2026-04-27,-4.4728,-3.865,-11.8648
2026-04-28,1.5264,0.7724,4.7006
2026-04-29,2.2492,2.9204,4.1027
2026-04-30,2.6952,3.4199,-2.0397
2026-05-01,4.8477,4.7753,1.3804
2026-05-04,-3.0257,-3.5174,5.8408
2026-05-05,6.8741,6.8741,9.4895
2026-05-06,3.9344,5.0177,-2.249
2026-05-07,-5.718,-6.2114,7.1663
2026-05-08,7.9018,8.8589,2.2946
2026-05-11,3.7901,5.1934,-6.722
2026-05-12,-4.4083,-2.8544,6.5268
2026-05-13,1.0447,0.3265,-0.8521
2026-05-14,3.2956,1.8887,-10.3067
2026-05-15,0.3952,-1.6587,5.3417
2026-05-18,-12.8014,-12.3099,-6.9259
2026-05-19,7.505,7.5687,5.9978
2026-05-20,6.8447,7.6646,-1.1201
2026-05-21,2.5634,4.0698,3.5933
2026-05-22,2.7597,3.1439,10.9257
2026-05-26,7.2996,6.7982,7.4228
2026-05-27,-10.0845,-10.1629,0.4588
2026-05-28,3.1966,2.5984,3.37
2026-05-29,-3.0405,-3.5056,-3.1515
2026-06-01,4.0411,4.4415,7.1136
2026-06-02,8.3066,9.5361,5.6886
2026-06-03,0.3908,-0.5223,-13.6772
2026-06-04,9.5966,8.5271,-12.1241
2026-06-05,-16.4479,-21.1133,15.3829
2026-06-08,-0.2516,0.2659,7.3874
2026-06-09,-15.6699,-11.1336,-5.0327
2026-06-10,-5.3725,-6.0043,6.4489
2026-06-11,16.4743,16.4899,-0.7902
2026-06-12,5.8051,5.5171,13.3416
2026-06-15,2.5828,2.5715,-1.9706
2026-06-16,-12.0391,-15.3933,9.5141
2026-06-17,-4.6062,-5.6679,13.7561
2026-06-18,7.4315,5.0521,7.1503
2026-06-22,-1.5338,0.5447,-21.5347
2026-06-23,-2.9364,-2.1992,0.6827
2026-06-24,-5.588,-1.4635,16.8489
2026-06-25,-6.9487,-5.4762,-10.439
2026-06-26,-2.0907,-4.924,0.3525
2026-06-29,8.643,9.3132,2.0844
2026-06-30,11.8948,10.4991,-10.8432
2026-07-01,-7.2333,-8.5033,0.7722
2026-07-02,-20.312,-17.4246,8.6736
2026-07-06,1.2119,-1.2373,-15.027
2026-07-07,-3.555,-0.0786,-3.6726
2026-07-08,9.4969,9.8172,14.2947
2026-07-09,-3.3332,-3.6885,-5.2221
2026-07-10,5.2083,5.307,-9.1803
2026-07-13,-5.4464,-5.3662,13.497
2026-07-14,-5.2853,-5.8767,4.0247
2026-07-15,-10.056,-9.9363,-9.1392
2026-07-16,-7.4392,-5.2586,-12.486
2026-07-17,9.1988,8.5011,5.9423
2026-07-20,-4.1736,-4.6405,13.9098
2026-07-21,1.8031,1.6491,-7.2222
2026-07-22,10.5514,9.4228,-5.4848
2026-07-23,0.6441,3.4897,-3.8413
2026-07-24,-10.8749,-9.6798,2.8068
2026-07-27,-9.4774,-8.93,-11.705
2026-07-28,-1.5466,-3.217,-1.5885
2026-07-29,-11.308,-14.6568,16.6866
2026-07-30,7.7883,7.2014,13.0753
