week_starting,nights,cash_pnl,equity,week_pct,running_cagr_pct,drawdown_pct
2021-01-25,0,0.0,100000.0,0.0,0.0,0.0
2021-02-01,3,4044.96,104044.96,4.045,691.72,0.0
2021-02-08,5,3011.12,107056.08,2.894,492.3,0.0
2021-02-15,4,-3519.53,103536.55,-3.288,83.03,-3.29
2021-02-22,3,-584.75,102951.81,-0.565,46.15,-3.83
2021-03-01,1,669.09,103620.9,0.65,44.95,-3.21
2021-03-08,0,0.0,103620.9,0.0,36.25,-3.21
2021-03-15,0,0.0,103620.9,0.0,30.36,-3.21
2021-03-22,0,0.0,103620.9,0.0,26.11,-3.21
2021-03-29,1,2541.1,106161.99,2.452,41.44,-0.84
2021-04-05,5,-1030.08,105131.92,-0.97,29.84,-1.8
2021-04-12,5,1139.33,106271.25,1.084,33.45,-0.73
2021-04-19,2,-622.25,105649.0,-0.586,26.99,-1.31
2021-04-26,2,-1881.39,103767.61,-1.781,16.0,-3.07
2021-05-03,4,1497.15,105264.76,1.443,21.07,-1.67
2021-05-10,3,-2734.79,102529.97,-2.598,9.08,-4.23
2021-05-17,3,3131.6,105661.57,3.054,19.67,-1.3
2021-05-24,5,2434.05,108095.62,2.304,26.99,0.0
2021-05-31,3,-1055.39,107040.23,-0.976,21.8,-0.98
2021-06-07,4,1627.95,108668.19,1.521,25.65,0.0
2021-06-14,3,-1302.59,107365.6,-1.199,20.37,-1.2
2021-06-21,5,2108.24,109473.83,1.964,25.22,0.0
2021-06-28,4,-752.75,108721.08,-0.688,21.93,-0.69
2021-07-05,3,2018.0,110739.09,1.856,26.04,0.0
2021-07-12,3,-268.35,110470.74,-0.242,24.17,-0.24
2021-07-19,5,-740.7,109730.03,-0.67,21.39,-0.91
2021-07-26,4,-1522.44,108207.59,-1.387,17.15,-2.29
2021-08-02,5,278.35,108485.94,0.257,17.05,-2.03
2021-08-09,4,-1241.31,107244.62,-1.144,13.92,-3.16
2021-08-16,3,392.91,107637.53,0.366,14.16,-2.8
2021-08-23,5,1483.95,109121.48,1.379,16.4,-1.46
2021-08-30,5,1335.95,110457.44,1.224,18.22,-0.25
2021-09-06,4,2112.68,112570.11,1.913,21.3,0.0
2021-09-13,4,-762.7,111807.41,-0.678,19.3,-0.68
2021-09-20,5,-494.59,111312.82,-0.442,17.88,-1.12
2021-09-27,3,-3253.74,108059.07,-2.923,12.25,-4.01
2021-10-04,3,858.48,108917.56,0.794,13.18,-3.24
2021-10-11,4,4280.92,113198.48,3.93,19.1,0.0
2021-10-18,5,-1488.05,111710.43,-1.315,16.42,-1.31
2021-10-25,5,1571.71,113282.14,1.407,18.16,0.0
2021-11-01,5,3793.93,117076.07,3.349,22.83,0.0
2021-11-08,4,171.84,117247.91,0.147,22.45,0.0
2021-11-15,5,2737.69,119985.6,2.335,25.4,0.0
2021-11-22,3,-2400.86,117584.74,-2.001,21.72,-2.0
2021-11-29,2,1374.25,118958.99,1.169,22.86,-0.86
2021-12-06,4,2392.43,121351.42,2.011,25.16,0.0
2021-12-13,3,-1871.46,119479.95,-1.542,22.37,-1.54
2021-12-20,1,3756.84,123236.8,3.144,26.11,0.0
2021-12-27,3,1552.63,124789.43,1.26,27.22,0.0
2022-01-03,3,-1111.73,123677.7,-0.891,25.39,-0.89
2022-01-10,4,-107.07,123570.63,-0.087,24.72,-0.98
2022-01-17,0,0.0,123570.63,0.0,24.18,-0.98
2022-01-24,1,-5029.69,118540.93,-4.07,18.61,-5.01
2022-01-31,0,0.0,118540.93,0.0,18.23,-5.01
2022-02-07,0,0.0,118540.93,0.0,17.86,-5.01
2022-02-14,0,0.0,118540.93,0.0,17.51,-5.01
2022-02-21,0,0.0,118540.93,0.0,17.17,-5.01
2022-02-28,0,0.0,118540.93,0.0,16.85,-5.01
2022-03-07,0,0.0,118540.93,0.0,16.53,-5.01
2022-03-14,0,0.0,118540.93,0.0,16.23,-5.01
2022-03-21,0,0.0,118540.93,0.0,15.94,-5.01
2022-03-28,0,0.0,118540.93,0.0,15.66,-5.01
2022-04-04,3,-3056.24,115484.69,-2.578,12.88,-7.46
2022-04-11,2,4462.85,119947.54,3.864,16.26,-3.88
2022-04-18,2,1914.84,121862.39,1.596,17.49,-2.35
2022-04-25,3,-1944.01,119918.37,-1.595,15.7,-3.9
2022-05-02,2,-1951.5,117966.88,-1.627,13.95,-5.47
2022-05-09,0,0.0,117966.88,0.0,13.73,-5.47
2022-05-16,0,0.0,117966.88,0.0,13.52,-5.47
2022-05-23,0,0.0,117966.88,0.0,13.31,-5.47
2022-05-30,0,0.0,117966.88,0.0,13.11,-5.47
2022-06-06,1,-1019.65,116947.22,-0.864,12.19,-6.28
2022-06-13,2,-1605.95,115341.27,-1.373,10.9,-7.57
2022-06-20,0,0.0,115341.27,0.0,10.74,-7.57
2022-06-27,1,-2612.89,112728.39,-2.265,8.82,-9.67
2022-07-04,4,-1253.87,111474.52,-1.112,7.85,-10.67
2022-07-11,5,2436.32,113910.84,2.186,9.35,-8.72
2022-07-18,3,-256.04,113654.79,-0.225,9.06,-8.92
2022-07-25,4,-4590.06,109064.74,-4.039,5.98,-12.6
2022-08-01,5,-6616.49,102448.25,-6.067,1.61,-17.9
2022-08-08,3,-2846.58,99601.67,-2.779,-0.26,-20.18
2022-08-15,3,-4678.07,94923.6,-4.697,-3.3,-23.93
2022-08-22,3,-231.46,94692.14,-0.244,-3.41,-24.12
2022-08-29,2,3821.13,98513.27,4.035,-0.94,-21.06
2022-09-05,3,1241.52,99754.79,1.26,-0.15,-20.06
2022-09-12,4,-9866.09,89888.7,-9.89,-6.33,-27.97
2022-09-19,3,-1596.04,88292.66,-1.776,-7.28,-29.25
2022-09-26,3,-1822.14,86470.53,-2.064,-8.35,-30.71
2022-10-03,4,-2456.82,84013.71,-2.841,-9.81,-32.68
2022-10-10,2,-3644.03,80369.68,-4.337,-12.03,-35.6
2022-10-17,4,4047.15,84416.83,5.036,-9.35,-32.35
2022-10-24,4,-2157.23,82259.6,-2.555,-10.59,-34.08
2022-10-31,2,5456.79,87716.38,6.634,-7.16,-29.71
2022-11-07,2,408.74,88125.13,0.466,-6.85,-29.38
2022-11-14,0,0.0,88125.13,0.0,-6.78,-29.38
2022-11-21,0,0.0,88125.13,0.0,-6.71,-29.38
2022-11-28,0,0.0,88125.13,0.0,-6.64,-29.38
2022-12-05,1,-617.31,87507.81,-0.7,-6.93,-29.88
2022-12-12,2,5854.94,93362.75,6.691,-3.59,-25.18
2022-12-19,3,-2681.15,90681.61,-2.872,-5.02,-27.33
2022-12-26,3,2314.7,92996.31,2.553,-3.72,-25.48
2023-01-02,3,3112.41,96108.71,3.347,-2.03,-22.98
2023-01-09,5,-2110.22,93998.49,-2.196,-3.12,-24.67
2023-01-16,2,2610.03,96608.52,2.777,-1.73,-22.58
2023-01-23,5,-6584.97,90023.55,-6.816,-5.14,-27.86
2023-01-30,4,-3179.73,86843.82,-3.532,-6.77,-30.41
2023-02-06,3,240.69,87084.52,0.277,-6.58,-30.21
2023-02-13,4,-5404.44,81680.08,-6.206,-9.4,-34.55
2023-02-20,3,3632.66,85312.74,4.447,-7.39,-31.63
2023-02-27,5,-1509.01,83803.73,-1.769,-8.11,-32.84
2023-03-06,1,-246.46,83557.27,-0.294,-8.17,-33.04
2023-03-13,5,-7.97,83549.29,-0.01,-8.1,-33.05
2023-03-20,4,2093.59,85642.88,2.506,-6.97,-31.37
2023-03-27,4,1740.45,87383.33,2.032,-6.04,-29.98
2023-04-03,3,-2281.58,85101.75,-2.611,-7.12,-31.8
2023-04-10,3,-756.43,84345.32,-0.889,-7.43,-32.41
2023-04-17,5,-2235.84,82109.48,-2.651,-8.48,-34.2
2023-04-24,4,377.76,82487.24,0.46,-8.23,-33.9
2023-05-01,5,-1588.85,80898.39,-1.926,-8.95,-35.17
2023-05-08,5,302.47,81200.87,0.374,-8.73,-34.93
2023-05-15,5,-104.79,81096.07,-0.129,-8.71,-35.01
2023-05-22,5,6993.53,88089.6,8.624,-5.32,-29.41
2023-05-29,3,1318.47,89408.07,1.497,-4.68,-28.35
2023-06-05,4,4267.13,93675.2,4.773,-2.73,-24.93
2023-06-12,4,1502.56,95177.76,1.604,-2.06,-23.73
2023-06-19,3,-2360.35,92817.41,-2.48,-3.06,-25.62
2023-06-26,5,1006.68,93824.09,1.085,-2.61,-24.81
2023-07-03,3,-317.81,93506.29,-0.339,-2.72,-25.07
