week_starting,nights,cash_pnl,equity,week_pct,running_cagr_pct,drawdown_pct
2022-02-07,0,0.0,132286.97,0.0,31.04,-5.85
2022-02-14,0,0.0,132286.97,0.0,30.4,-5.85
2022-02-21,0,0.0,132286.97,0.0,29.79,-5.85
2022-02-28,0,0.0,132286.97,0.0,29.19,-5.85
2022-03-07,0,0.0,132286.97,0.0,28.62,-5.85
2022-03-14,0,0.0,132286.97,0.0,28.08,-5.85
2022-03-21,0,0.0,132286.97,0.0,27.55,-5.85
2022-03-28,0,0.0,132286.97,0.0,27.04,-5.85
2022-04-04,0,0.0,132286.97,0.0,26.55,-5.85
2022-04-11,0,0.0,132286.97,0.0,26.08,-5.85
2022-04-18,0,0.0,132286.97,0.0,25.62,-5.85
2022-04-25,1,8071.51,140358.48,6.102,31.28,-0.11
2022-05-02,0,0.0,140358.48,0.0,30.74,-0.11
2022-05-09,0,0.0,140358.48,0.0,30.22,-0.11
2022-05-16,0,0.0,140358.48,0.0,29.71,-0.11
2022-05-23,0,0.0,140358.48,0.0,29.22,-0.11
2022-05-30,0,0.0,140358.48,0.0,28.75,-0.11
2022-06-06,0,0.0,140358.48,0.0,28.29,-0.11
2022-06-13,0,0.0,140358.48,0.0,27.85,-0.11
2022-06-20,0,0.0,140358.48,0.0,27.42,-0.11
2022-06-27,0,0.0,140358.48,0.0,27.0,-0.11
2022-07-04,0,0.0,140358.48,0.0,26.6,-0.11
2022-07-11,0,0.0,140358.48,0.0,26.21,-0.11
2022-07-18,0,0.0,140358.48,0.0,25.83,-0.11
2022-07-25,0,0.0,140358.48,0.0,25.46,-0.11
2022-08-01,5,-16688.31,123670.18,-11.89,15.06,-11.99
2022-08-08,1,-7742.81,115927.36,-6.261,10.12,-17.5
2022-08-15,0,0.0,115927.36,0.0,9.99,-17.5
2022-08-22,0,0.0,115927.36,0.0,9.86,-17.5
2022-08-29,0,0.0,115927.36,0.0,9.74,-17.5
2022-09-05,0,0.0,115927.36,0.0,9.62,-17.5
2022-09-12,0,0.0,115927.36,0.0,9.5,-17.5
2022-09-19,1,-605.15,115322.21,-0.522,9.03,-17.93
2022-09-26,4,1051.04,116373.25,0.911,9.52,-17.18
2022-10-03,1,10403.58,126776.83,8.94,15.11,-9.77
2022-10-10,0,0.0,126776.83,0.0,14.92,-9.77
2022-10-17,0,0.0,126776.83,0.0,14.75,-9.77
2022-10-24,0,0.0,126776.83,0.0,14.57,-9.77
2022-10-31,0,0.0,126776.83,0.0,14.4,-9.77
2022-11-07,0,0.0,126776.83,0.0,14.24,-9.77
2022-11-14,0,0.0,126776.83,0.0,14.08,-9.77
2022-11-21,0,0.0,126776.83,0.0,13.92,-9.77
2022-11-28,0,0.0,126776.83,0.0,13.76,-9.77
2022-12-05,0,0.0,126776.83,0.0,13.61,-9.77
2022-12-12,3,8747.44,135524.27,6.9,17.57,-3.55
2022-12-19,3,-10516.13,125008.14,-7.76,12.48,-11.03
2022-12-26,4,4088.04,129096.18,3.27,14.25,-8.12
2023-01-02,2,965.98,130062.16,0.748,14.54,-7.44
2023-01-09,5,-5705.55,124356.61,-4.387,11.8,-11.5
2023-01-16,2,6953.12,131309.73,5.591,14.8,-6.55
2023-01-23,4,-13863.72,117446.01,-10.558,8.4,-16.42
2023-01-30,4,-8365.95,109080.06,-7.123,4.41,-22.37
2023-02-06,2,-966.54,108113.52,-0.886,3.91,-23.06
2023-02-13,0,0.0,108113.52,0.0,3.88,-23.06
2023-02-20,3,9419.22,117532.74,8.712,8.12,-16.35
2023-02-27,5,-4192.74,113340.0,-3.567,6.18,-19.34
2023-03-06,2,692.37,114032.37,0.611,6.43,-18.84
2023-03-13,5,-156.56,113875.81,-0.137,6.3,-18.96
2023-03-20,5,7097.54,120973.35,6.233,9.28,-13.9
2023-03-27,4,4832.88,125806.23,3.995,11.18,-10.47
2023-04-03,3,-6533.89,119272.34,-5.194,8.4,-15.12
2023-04-10,4,1152.54,120424.89,0.966,8.8,-14.3
2023-04-17,5,-6392.12,114032.77,-5.308,6.08,-18.84
2023-04-24,4,1029.59,115062.36,0.903,6.46,-18.11
2023-05-01,5,-4412.77,110649.59,-3.835,4.58,-21.25
2023-05-08,5,749.04,111398.63,0.677,4.85,-20.72
2023-05-15,5,-336.14,111062.49,-0.302,4.67,-20.96
2023-05-22,4,10335.14,121397.63,9.306,8.72,-13.6
2023-05-29,0,0.0,121397.63,0.0,8.65,-13.6
2023-06-05,0,0.0,121397.63,0.0,8.57,-13.6
2023-06-12,0,0.0,121397.63,0.0,8.5,-13.6
2023-06-19,0,0.0,121397.63,0.0,8.43,-13.6
2023-06-26,5,2517.53,123915.15,2.074,9.29,-11.81
2023-07-03,3,-853.84,123061.31,-0.689,8.9,-12.42
2023-07-10,5,11366.0,134427.31,9.236,12.82,-4.33
2023-07-17,3,-920.0,133507.31,-0.684,12.4,-4.98
2023-07-24,5,17049.21,150556.52,12.77,17.85,0.0
2023-07-31,4,-7193.8,143362.72,-4.778,15.43,-4.78
2023-08-07,4,-13821.03,129541.69,-9.641,10.77,-13.96
2023-08-14,4,-4369.99,125171.7,-3.373,9.21,-16.86
2023-08-21,3,15445.84,140617.54,12.34,14.19,-6.6
2023-08-28,5,-3433.51,137184.03,-2.442,13.0,-8.88
2023-09-04,4,-6492.55,130691.48,-4.733,10.82,-13.19
2023-09-11,4,-2030.85,128660.63,-1.554,10.07,-14.54
2023-09-18,4,2015.79,130676.42,1.567,10.65,-13.2
2023-09-25,5,4320.77,134997.19,3.306,11.92,-10.33
2023-10-02,5,-8718.6,126278.6,-6.458,9.09,-16.13
2023-10-09,4,4041.78,130320.38,3.201,10.3,-13.44
2023-10-16,3,-10493.9,119826.48,-8.052,6.87,-20.41
2023-10-23,4,-563.23,119263.25,-0.47,6.64,-20.79
2023-10-30,5,11706.31,130969.56,9.816,10.27,-13.01
2023-11-06,5,3656.94,134626.5,2.792,11.29,-10.58
2023-11-13,5,8899.52,143526.02,6.611,13.79,-4.67
2023-11-20,4,-3070.15,140455.87,-2.139,12.82,-6.71
2023-11-27,5,-2886.72,137569.15,-2.055,11.9,-8.63
2023-12-04,4,4569.21,142138.36,3.321,13.1,-5.59
2023-12-11,5,2661.82,144800.18,1.873,13.74,-3.82
2023-12-18,4,922.26,145722.44,0.637,13.9,-3.21
2023-12-25,4,-4442.09,141280.35,-3.048,12.6,-6.16
2024-01-01,3,-3159.4,138120.95,-2.236,11.64,-8.26
2024-01-08,5,-2806.75,135314.2,-2.032,10.79,-10.12
2024-01-15,4,15328.05,150642.25,11.328,14.79,0.0
2024-01-22,4,13893.61,164535.86,9.223,18.12,0.0
2024-01-29,5,-5843.5,158692.36,-3.552,16.59,-3.55
2024-02-05,4,6007.82,164700.18,3.786,17.91,0.0
2024-02-12,5,-7283.42,157416.76,-4.422,16.06,-4.42
2024-02-19,3,15215.87,172632.63,9.666,19.49,0.0
2024-02-26,5,15572.36,188204.99,9.021,22.75,0.0
2024-03-04,4,14242.77,202447.76,7.568,25.5,0.0
2024-03-11,0,0.0,202447.76,0.0,25.33,0.0
2024-03-18,2,-10968.51,191479.24,-5.418,22.96,-5.42
2024-03-25,3,3802.98,195282.22,1.986,23.57,-3.54
2024-04-01,4,-4901.21,190381.01,-2.51,22.43,-5.96
2024-04-08,4,-11419.73,178961.29,-5.998,19.94,-11.6
2024-04-15,2,-4236.99,174724.3,-2.368,18.92,-13.69
2024-04-22,5,14895.93,189620.23,8.525,21.84,-6.34
2024-04-29,3,13407.64,203027.87,7.071,24.28,0.0
2024-05-06,3,9038.93,212066.8,4.452,25.78,0.0
2024-05-13,5,11876.39,223943.19,5.6,27.71,0.0
2024-05-20,4,21311.71,245254.9,9.517,31.07,0.0
2024-05-27,4,-558.23,244696.67,-0.228,30.78,-0.23
2024-06-03,4,4460.25,249156.92,1.823,31.28,0.0
2024-06-10,5,12577.0,261733.92,5.048,33.01,0.0
2024-06-17,3,-3264.53,258469.38,-1.247,32.3,-1.25
2024-06-24,4,2053.44,260522.83,0.794,32.4,-0.46
2024-07-01,4,7792.04,268314.87,2.991,33.34,0.0
2024-07-08,4,19821.51,288136.38,7.387,35.9,0.0
2024-07-15,2,-26527.58,261608.8,-9.207,31.95,-9.21
2024-07-22,0,0.0,261608.8,0.0,31.75,-9.21
2024-07-29,0,0.0,261608.8,0.0,31.55,-9.21
2024-08-05,0,0.0,261608.8,0.0,31.35,-9.21
2024-08-12,0,0.0,261608.8,0.0,31.16,-9.21
2024-08-19,0,0.0,261608.8,0.0,30.97,-9.21
2024-08-26,0,0.0,261608.8,0.0,30.78,-9.21
2024-09-02,0,0.0,261608.8,0.0,30.59,-9.21
2024-09-09,0,0.0,261608.8,0.0,30.41,-9.21
2024-09-16,0,0.0,261608.8,0.0,30.23,-9.21
2024-09-23,0,0.0,261608.8,0.0,30.05,-9.21
2024-09-30,1,-5682.15,255926.65,-2.172,29.1,-11.18
2024-10-07,5,-11392.04,244534.61,-4.451,27.35,-15.13
2024-10-14,3,13757.99,258292.6,5.626,29.08,-10.36
2024-10-21,5,5470.7,263763.31,2.118,29.63,-8.46
2024-10-28,4,-28711.39,235051.92,-10.885,25.55,-18.42
2024-11-04,5,12994.76,248046.68,5.528,27.2,-13.91
2024-11-11,3,-12206.45,235840.23,-4.921,25.37,-18.15
2024-11-18,5,7578.75,243418.98,3.214,26.27,-15.52
2024-11-25,3,15366.99,258785.97,6.313,28.15,-10.19
2024-12-02,4,3371.34,262157.3,1.303,28.43,-9.02
2024-12-09,4,16442.2,278599.51,6.272,30.3,-3.31
2024-12-16,3,3144.67,281744.18,1.129,30.51,-2.22
2024-12-23,4,-19632.65,262111.53,-6.968,27.95,-9.03
2024-12-30,4,34247.9,296359.43,13.066,31.85,0.0
2025-01-06,3,-18636.54,277722.88,-6.288,29.53,-6.29
2025-01-13,4,44414.0,322136.89,15.992,34.3,0.0
2025-01-20,3,-5497.93,316638.95,-1.707,33.53,-1.71
2025-01-27,0,0.0,316638.95,0.0,33.34,-1.71
2025-02-03,0,0.0,316638.95,0.0,33.16,-1.71
2025-02-10,0,0.0,316638.95,0.0,32.98,-1.71
2025-02-17,3,10678.49,327317.44,3.372,33.89,0.0
2025-02-24,2,19549.15,346866.59,5.973,35.62,0.0
2025-03-03,2,-26316.91,320549.68,-7.587,32.85,-7.59
2025-03-10,0,0.0,320549.68,0.0,32.67,-7.59
2025-03-17,0,0.0,320549.68,0.0,32.5,-7.59
2025-03-24,0,0.0,320549.68,0.0,32.33,-7.59
2025-03-31,0,0.0,320549.68,0.0,32.16,-7.59
2025-04-07,0,0.0,320549.68,0.0,31.99,-7.59
2025-04-14,0,0.0,320549.68,0.0,31.82,-7.59
2025-04-21,0,0.0,320549.68,0.0,31.66,-7.59
2025-04-28,0,0.0,320549.68,0.0,31.49,-7.59
2025-05-05,1,63636.32,384186.0,19.852,37.02,0.0
2025-05-12,0,0.0,384186.0,0.0,36.82,0.0
2025-05-19,2,-7435.06,376750.94,-1.935,36.02,-1.94
2025-05-26,2,28073.06,404824.0,7.451,38.1,0.0
2025-06-02,5,42404.08,447228.09,10.475,41.1,0.0
2025-06-09,5,-6330.78,440897.3,-1.416,40.43,-1.42
2025-06-16,3,10406.41,451303.71,2.36,40.97,0.0
2025-06-23,5,50286.3,501590.01,11.142,44.17,0.0
2025-06-30,4,-24003.39,477586.62,-4.785,42.36,-4.79
2025-07-07,5,9936.53,487523.15,2.081,42.8,-2.8
2025-07-14,5,24751.16,512274.3,5.077,44.17,0.0
2025-07-21,5,-15001.62,497272.69,-2.928,43.0,-2.93
2025-07-28,4,14340.06,511612.75,2.884,43.68,-0.13
2025-08-04,5,32227.64,543840.38,6.299,45.42,0.0
2025-08-11,4,-9064.42,534775.97,-1.667,44.65,-1.67
2025-08-18,4,-3699.27,531076.69,-0.692,44.21,-2.35
2025-08-25,4,-18361.09,512715.61,-3.457,42.88,-5.72
2025-09-01,4,25582.06,538297.67,4.99,44.19,-1.02
2025-09-08,5,37887.46,576185.13,7.038,46.11,0.0
2025-09-15,5,47805.72,623990.85,8.297,48.41,0.0
2025-09-22,5,-13587.43,610403.43,-2.178,47.47,-2.18
2025-09-29,5,106502.74,716906.16,17.448,52.38,0.0
2025-10-06,3,18862.32,735768.48,2.631,52.97,0.0
2025-10-13,0,0.0,735768.48,0.0,52.7,0.0
2025-10-20,0,0.0,735768.48,0.0,52.44,0.0
2025-10-27,0,0.0,735768.48,0.0,52.18,0.0
2025-11-03,0,0.0,735768.48,0.0,51.92,0.0
2025-11-10,3,-63409.06,672359.43,-8.618,48.84,-8.62
2025-11-17,1,-28058.19,644301.23,-4.173,47.3,-12.43
2025-11-24,0,0.0,644301.23,0.0,47.07,-12.43
2025-12-01,0,0.0,644301.23,0.0,46.85,-12.43
2025-12-08,2,-45047.18,599254.06,-6.992,44.46,-18.55
2025-12-15,1,38023.62,637277.68,6.345,46.08,-13.39
2025-12-22,4,-19517.46,617760.23,-3.063,44.94,-16.04
2025-12-29,3,47265.22,665025.45,7.651,46.91,-9.61
2026-01-05,3,-3658.24,661367.21,-0.55,46.53,-10.11
2026-01-12,3,10759.14,672126.35,1.627,46.79,-8.65
2026-01-19,3,53580.85,725707.21,7.972,48.85,-1.37
2026-01-26,4,42745.34,768452.54,5.89,50.33,0.0
2026-02-02,2,64951.2,833403.74,8.452,52.54,0.0
2026-02-09,0,0.0,833403.74,0.0,52.3,0.0
2026-02-16,0,0.0,833403.74,0.0,52.06,0.0
2026-02-23,0,0.0,833403.74,0.0,51.82,0.0
2026-03-02,2,-162504.0,670899.74,-19.499,45.26,-19.5
2026-03-09,2,55546.46,726446.21,8.279,47.33,-12.83
2026-03-16,0,0.0,726446.21,0.0,47.12,-12.83
2026-03-23,0,0.0,726446.21,0.0,46.91,-12.83
2026-03-30,0,0.0,726446.21,0.0,46.7,-12.83
2026-04-06,0,0.0,726446.21,0.0,46.49,-12.83
2026-04-13,0,0.0,726446.21,0.0,46.29,-12.83
2026-04-20,0,0.0,726446.21,0.0,46.08,-12.83
2026-04-27,3,23812.74,750258.94,3.278,46.78,-9.98
2026-05-04,3,98886.31,849145.25,13.18,50.06,0.0
2026-05-11,0,0.0,849145.25,0.0,49.84,0.0
2026-05-18,0,0.0,849145.25,0.0,49.62,0.0
2026-05-25,0,0.0,849145.25,0.0,49.4,0.0
2026-06-01,0,0.0,849145.25,0.0,49.19,0.0
2026-06-08,0,0.0,849145.25,0.0,48.98,0.0
2026-06-15,0,0.0,849145.25,0.0,48.77,0.0
2026-06-22,0,0.0,849145.25,0.0,48.56,0.0
2026-06-29,0,0.0,849145.25,0.0,48.35,0.0
2026-07-06,0,0.0,849145.25,0.0,48.14,0.0
2026-07-13,0,0.0,849145.25,0.0,47.94,0.0
2026-07-20,0,0.0,849145.25,0.0,47.74,0.0
2026-07-27,0,0.0,849145.25,0.0,47.54,0.0
