week_starting,nights,cash_pnl,equity,week_pct,running_cagr_pct,drawdown_pct
2022-01-31,0,0.0,121922.12,0.0,21.55,-5.85
2022-02-07,0,0.0,121922.12,0.0,21.11,-5.85
2022-02-14,0,0.0,121922.12,0.0,20.69,-5.85
2022-02-21,0,0.0,121922.12,0.0,20.28,-5.85
2022-02-28,0,0.0,121922.12,0.0,19.9,-5.85
2022-03-07,0,0.0,121922.12,0.0,19.52,-5.85
2022-03-14,0,0.0,121922.12,0.0,19.16,-5.85
2022-03-21,0,0.0,121922.12,0.0,18.81,-5.85
2022-03-28,0,0.0,121922.12,0.0,18.48,-5.85
2022-04-04,0,0.0,121922.12,0.0,18.15,-5.85
2022-04-11,0,0.0,121922.12,0.0,17.84,-5.85
2022-04-18,0,0.0,121922.12,0.0,17.54,-5.85
2022-04-25,1,7439.1,129361.22,6.102,22.96,-0.11
2022-05-02,0,0.0,129361.22,0.0,22.57,-0.11
2022-05-09,0,0.0,129361.22,0.0,22.2,-0.11
2022-05-16,0,0.0,129361.22,0.0,21.84,-0.11
2022-05-23,0,0.0,129361.22,0.0,21.49,-0.11
2022-05-30,0,0.0,129361.22,0.0,21.15,-0.11
2022-06-06,0,0.0,129361.22,0.0,20.83,-0.11
2022-06-13,0,0.0,129361.22,0.0,20.51,-0.11
2022-06-20,0,0.0,129361.22,0.0,20.2,-0.11
2022-06-27,0,0.0,129361.22,0.0,19.9,-0.11
2022-07-04,0,0.0,129361.22,0.0,19.61,-0.11
2022-07-11,0,0.0,129361.22,0.0,19.33,-0.11
2022-07-18,0,0.0,129361.22,0.0,19.06,-0.11
2022-07-25,0,0.0,129361.22,0.0,18.79,-0.11
2022-08-01,5,-15380.76,113980.46,-11.89,9.03,-11.99
2022-08-08,1,-7136.15,106844.31,-6.261,4.41,-17.5
2022-08-15,0,0.0,106844.31,0.0,4.36,-17.5
2022-08-22,0,0.0,106844.31,0.0,4.3,-17.5
2022-08-29,0,0.0,106844.31,0.0,4.25,-17.5
2022-09-05,0,0.0,106844.31,0.0,4.2,-17.5
2022-09-12,0,0.0,106844.31,0.0,4.15,-17.5
2022-09-19,1,-557.74,106286.57,-0.522,3.77,-17.93
2022-09-26,3,-4460.21,101826.36,-4.196,1.09,-21.37
2022-10-03,1,9103.11,110929.47,8.94,6.34,-14.34
2022-10-10,0,0.0,110929.47,0.0,6.27,-14.34
2022-10-17,0,0.0,110929.47,0.0,6.2,-14.34
2022-10-24,0,0.0,110929.47,0.0,6.13,-14.34
2022-10-31,0,0.0,110929.47,0.0,6.06,-14.34
2022-11-07,0,0.0,110929.47,0.0,5.99,-14.34
2022-11-14,0,0.0,110929.47,0.0,5.93,-14.34
2022-11-21,0,0.0,110929.47,0.0,5.86,-14.34
2022-11-28,0,0.0,110929.47,0.0,5.8,-14.34
2022-12-05,0,0.0,110929.47,0.0,5.74,-14.34
2022-12-12,2,14855.8,125785.27,13.392,12.99,-2.87
2022-12-19,2,-4867.85,120917.42,-3.87,10.53,-6.63
2022-12-26,3,6038.4,126955.82,4.994,13.26,-1.97
2023-01-02,2,949.97,127905.79,0.748,13.56,-1.23
2023-01-09,5,-5610.96,122294.83,-4.387,10.84,-5.57
2023-01-16,2,6837.84,129132.68,5.591,13.83,-0.29
2023-01-23,4,-13633.86,115498.81,-10.558,7.5,-10.81
2023-01-30,4,-8227.25,107271.56,-7.123,3.55,-17.17
2023-02-06,2,-950.52,106321.05,-0.886,3.06,-17.9
2023-02-13,0,0.0,106321.05,0.0,3.03,-17.9
2023-02-20,3,9263.06,115584.1,8.712,7.25,-10.75
2023-02-27,5,-4123.23,111460.87,-3.567,5.33,-13.93
2023-03-06,1,-655.59,110805.28,-0.588,4.99,-14.44
2023-03-13,5,-152.13,110653.15,-0.137,4.87,-14.55
2023-03-20,4,5516.9,116170.05,4.986,7.23,-10.29
2023-03-27,4,4640.99,120811.04,3.995,9.12,-6.71
2023-04-03,3,-6274.46,114536.58,-5.194,6.41,-11.56
2023-04-10,3,-2062.47,112474.11,-1.801,5.48,-13.15
2023-04-17,5,-5970.09,106504.02,-5.308,2.87,-17.76
2023-04-24,4,961.62,107465.64,0.903,3.26,-17.02
2023-05-01,5,-4121.43,103344.2,-3.835,1.47,-20.2
2023-05-08,5,699.59,104043.79,0.677,1.75,-19.66
2023-05-15,5,-313.94,103729.85,-0.302,1.61,-19.9
2023-05-22,4,9652.78,113382.63,9.306,5.57,-12.45
2023-05-29,0,0.0,113382.63,0.0,5.52,-12.45
2023-06-05,0,0.0,113382.63,0.0,5.47,-12.45
2023-06-12,0,0.0,113382.63,0.0,5.43,-12.45
2023-06-19,0,0.0,113382.63,0.0,5.38,-12.45
2023-06-26,5,2351.31,115733.94,2.074,6.24,-10.63
2023-07-03,3,-797.47,114936.48,-0.689,5.89,-11.25
2023-07-10,4,10592.91,125529.39,9.216,9.71,-3.07
2023-07-17,3,-859.1,124670.28,-0.684,9.33,-3.73
2023-07-24,5,15920.7,140590.98,12.77,14.65,0.0
2023-07-31,4,-6717.63,133873.35,-4.778,12.32,-4.78
2023-08-07,2,-6358.06,127515.28,-4.749,10.08,-9.3
2023-08-14,2,339.29,127854.57,0.266,10.12,-9.06
2023-08-21,3,15776.9,143631.47,12.34,15.14,0.0
2023-08-28,5,-3507.1,140124.37,-2.442,13.93,-2.44
2023-09-04,4,-6631.71,133492.66,-4.733,11.72,-7.06
2023-09-11,3,769.16,134261.82,0.576,11.87,-6.52
2023-09-18,4,2103.55,136365.36,1.567,12.44,-5.06
2023-09-25,5,4508.87,140874.24,3.306,13.73,-1.92
2023-10-02,4,-11102.16,129772.08,-7.881,10.2,-9.65
2023-10-09,4,4153.6,133925.68,3.201,11.42,-6.76
2023-10-16,3,-10784.21,123141.47,-8.052,7.95,-14.27
2023-10-23,4,-578.81,122562.66,-0.47,7.71,-14.67
2023-10-30,5,12030.16,134592.82,9.816,11.37,-6.29
2023-11-06,4,-1224.69,133368.13,-0.91,10.92,-7.15
2023-11-13,5,8816.34,142184.47,6.611,13.4,-1.01
2023-11-20,3,-5470.41,136714.06,-3.847,11.74,-4.82
2023-11-27,5,-2809.81,133904.24,-2.055,10.84,-6.77
2023-12-04,4,4447.48,138351.73,3.321,12.04,-3.68
2023-12-11,5,2590.9,140942.63,1.873,12.68,-1.87
2023-12-18,4,897.69,141840.32,0.637,12.84,-1.25
2023-12-25,4,-4323.75,137516.57,-3.048,11.56,-4.26
2024-01-01,3,-3075.24,134441.34,-2.236,10.62,-6.4
2024-01-08,5,-2731.97,131709.36,-2.032,9.78,-8.3
2024-01-15,4,14919.7,146629.07,11.328,13.75,0.0
2024-01-22,4,13523.48,160152.54,9.223,17.06,0.0
2024-01-29,4,2040.43,162192.97,1.274,17.44,0.0
2024-02-05,4,6140.35,168333.32,3.786,18.77,0.0
2024-02-12,4,-2744.05,165589.27,-1.63,18.0,-1.63
2024-02-19,3,16005.82,181595.09,9.666,21.48,0.0
2024-02-26,5,16380.82,197975.91,9.021,24.78,0.0
2024-03-04,4,14982.2,212958.12,7.568,27.57,0.0
2024-03-11,0,0.0,212958.12,0.0,27.38,0.0
2024-03-18,2,-11537.96,201420.16,-5.418,24.96,-5.42
2024-03-25,3,4000.42,205420.58,1.986,25.56,-3.54
2024-04-01,4,-5155.66,200264.91,-2.51,24.4,-5.96
2024-04-08,4,-12012.6,188252.31,-5.998,21.85,-11.6
2024-04-15,1,287.48,188539.8,0.153,21.77,-11.47
2024-04-22,4,17449.16,205988.95,9.255,25.0,-3.27
2024-04-29,3,14565.03,220553.99,7.071,27.48,0.0
2024-05-06,3,9819.21,230373.2,4.452,29.0,0.0
2024-05-13,4,10143.76,240516.96,4.403,30.5,0.0
2024-05-20,4,22888.96,263405.92,9.517,33.93,0.0
2024-05-27,3,-12241.02,251164.9,-4.647,31.81,-4.65
2024-06-03,4,4578.15,255743.05,1.823,32.31,-2.91
2024-06-10,5,12909.45,268652.5,5.048,34.04,0.0
2024-06-17,3,-3350.83,265301.68,-1.247,33.33,-1.25
2024-06-24,4,2107.72,267409.4,0.794,33.42,-0.46
2024-07-01,4,7998.01,275407.41,2.991,34.35,0.0
2024-07-08,4,20345.47,295752.88,7.387,36.93,0.0
2024-07-15,2,-27228.8,268524.08,-9.207,32.94,-9.21
2024-07-22,0,0.0,268524.08,0.0,32.74,-9.21
2024-07-29,0,0.0,268524.08,0.0,32.53,-9.21
2024-08-05,0,0.0,268524.08,0.0,32.33,-9.21
2024-08-12,0,0.0,268524.08,0.0,32.13,-9.21
2024-08-19,0,0.0,268524.08,0.0,31.93,-9.21
2024-08-26,0,0.0,268524.08,0.0,31.73,-9.21
2024-09-02,0,0.0,268524.08,0.0,31.54,-9.21
2024-09-09,0,0.0,268524.08,0.0,31.35,-9.21
2024-09-16,0,0.0,268524.08,0.0,31.16,-9.21
2024-09-23,0,0.0,268524.08,0.0,30.98,-9.21
2024-09-30,1,-5832.35,262691.73,-2.172,30.01,-11.18
2024-10-07,5,-11693.17,250998.56,-4.451,28.25,-15.13
2024-10-14,2,-5233.56,245765.0,-2.085,27.36,-16.9
2024-10-21,5,5205.37,250970.37,2.118,27.92,-15.14
2024-10-28,3,-20902.77,230067.6,-8.329,24.83,-22.21
2024-11-04,5,12719.21,242786.81,5.528,26.48,-17.91
2024-11-11,1,-6488.12,236298.69,-2.672,25.43,-20.1
2024-11-18,5,7593.48,243892.17,3.214,26.34,-17.54
2024-11-25,3,15396.86,259289.03,6.313,28.22,-12.33
2024-12-02,4,3377.89,262666.92,1.303,28.49,-11.19
2024-12-09,4,16474.17,279141.09,6.272,30.36,-5.62
2024-12-16,3,3150.78,282291.87,1.129,30.57,-4.55
2024-12-23,4,-19670.82,262621.05,-6.968,28.01,-11.2
2024-12-30,3,25609.08,288230.14,9.751,30.92,-2.54
2025-01-06,2,-2128.15,286101.99,-0.738,30.51,-3.26
2025-01-13,4,45754.0,331856.0,15.992,35.31,0.0
2025-01-20,3,-5663.81,326192.19,-1.707,34.53,-1.71
2025-01-27,0,0.0,326192.19,0.0,34.34,-1.71
2025-02-03,0,0.0,326192.19,0.0,34.15,-1.71
2025-02-10,0,0.0,326192.19,0.0,33.96,-1.71
2025-02-17,3,11000.66,337192.85,3.372,34.87,0.0
2025-02-24,2,20138.96,357331.81,5.973,36.61,0.0
2025-03-03,2,-27110.91,330220.9,-7.587,33.81,-7.59
2025-03-10,0,0.0,330220.9,0.0,33.63,-7.59
2025-03-17,0,0.0,330220.9,0.0,33.45,-7.59
2025-03-24,0,0.0,330220.9,0.0,33.28,-7.59
2025-03-31,0,0.0,330220.9,0.0,33.1,-7.59
2025-04-07,0,0.0,330220.9,0.0,32.93,-7.59
2025-04-14,0,0.0,330220.9,0.0,32.75,-7.59
2025-04-21,0,0.0,330220.9,0.0,32.58,-7.59
2025-04-28,0,0.0,330220.9,0.0,32.42,-7.59
2025-05-05,1,65556.28,395777.18,19.852,37.97,0.0
2025-05-12,0,0.0,395777.18,0.0,37.77,0.0
2025-05-19,2,-7659.38,388117.8,-1.935,36.96,-1.94
2025-05-26,2,28920.05,417037.84,7.451,39.05,0.0
2025-06-02,4,30233.62,447271.46,7.25,41.1,0.0
2025-06-09,4,2064.12,449335.58,0.461,41.04,0.0
2025-06-16,3,10605.58,459941.16,2.36,41.58,0.0
2025-06-23,5,51248.72,511189.87,11.142,44.79,0.0
2025-06-30,4,-24462.79,486727.08,-4.785,42.97,-4.79
2025-07-07,4,-3155.27,483571.81,-0.648,42.54,-5.4
2025-07-14,5,24550.55,508122.36,5.077,43.91,-0.6
2025-07-21,4,-2469.36,505653.01,-0.486,43.53,-1.08
2025-07-28,4,14581.73,520234.74,2.884,44.22,0.0
2025-08-04,4,47958.92,568193.65,9.219,46.83,0.0
2025-08-11,4,-9470.32,558723.33,-1.667,46.05,-1.67
2025-08-18,4,-3864.93,554858.4,-0.692,45.6,-2.35
2025-08-25,4,-19183.3,535675.1,-3.457,44.26,-5.72
2025-09-01,4,26727.63,562402.74,4.99,45.57,-1.02
2025-09-08,5,39584.06,601986.8,7.038,47.5,0.0
2025-09-15,5,49946.47,651933.28,8.297,49.81,0.0
2025-09-22,5,-14195.87,637737.4,-2.178,48.86,-2.18
2025-09-29,4,31102.89,668840.29,4.877,50.14,0.0
2025-10-06,3,17597.67,686437.97,2.631,50.72,0.0
2025-10-13,0,0.0,686437.97,0.0,50.47,0.0
2025-10-20,0,0.0,686437.97,0.0,50.22,0.0
2025-10-27,0,0.0,686437.97,0.0,49.97,0.0
2025-11-03,0,0.0,686437.97,0.0,49.73,0.0
2025-11-10,3,-59157.72,627280.25,-8.618,46.7,-8.62
2025-11-17,1,-26177.0,601103.25,-4.173,45.19,-12.43
2025-11-24,0,0.0,601103.25,0.0,44.97,-12.43
2025-12-01,0,0.0,601103.25,0.0,44.76,-12.43
2025-12-08,2,-42026.93,559076.32,-6.992,42.41,-18.55
2025-12-15,1,35474.28,594550.6,6.345,44.02,-13.39
2025-12-22,4,-18208.88,576341.72,-3.063,42.9,-16.04
2025-12-29,3,44096.27,620437.99,7.651,44.86,-9.61
2026-01-05,3,-3412.96,617025.02,-0.55,44.49,-10.11
2026-01-12,3,10037.78,627062.8,1.627,44.75,-8.65
2026-01-19,3,49988.46,677051.26,7.972,46.79,-1.37
2026-01-26,4,39879.42,716930.68,5.89,48.26,0.0
2026-02-02,2,60596.47,777527.15,8.452,50.45,0.0
2026-02-09,0,0.0,777527.15,0.0,50.22,0.0
2026-02-16,0,0.0,777527.15,0.0,49.98,0.0
2026-02-23,0,0.0,777527.15,0.0,49.76,0.0
2026-03-02,2,-151608.72,625918.43,-19.499,43.3,-19.5
2026-03-09,2,51822.28,677740.72,8.279,45.35,-12.83
2026-03-16,0,0.0,677740.72,0.0,45.15,-12.83
2026-03-23,0,0.0,677740.72,0.0,44.95,-12.83
2026-03-30,0,0.0,677740.72,0.0,44.75,-12.83
2026-04-06,0,0.0,677740.72,0.0,44.55,-12.83
2026-04-13,0,0.0,677740.72,0.0,44.35,-12.83
2026-04-20,0,0.0,677740.72,0.0,44.16,-12.83
2026-04-27,3,22216.18,699956.9,3.278,44.85,-9.98
2026-05-04,2,48679.38,748636.28,6.955,46.52,-3.72
2026-05-11,0,0.0,748636.28,0.0,46.31,-3.72
2026-05-18,0,0.0,748636.28,0.0,46.11,-3.72
2026-05-25,0,0.0,748636.28,0.0,45.91,-3.72
2026-06-01,0,0.0,748636.28,0.0,45.72,-3.72
2026-06-08,0,0.0,748636.28,0.0,45.52,-3.72
2026-06-15,0,0.0,748636.28,0.0,45.33,-3.72
2026-06-22,0,0.0,748636.28,0.0,45.13,-3.72
2026-06-29,0,0.0,748636.28,0.0,44.94,-3.72
2026-07-06,0,0.0,748636.28,0.0,44.75,-3.72
2026-07-13,0,0.0,748636.28,0.0,44.57,-3.72
2026-07-20,0,0.0,748636.28,0.0,44.38,-3.72
2026-07-27,0,0.0,748636.28,0.0,44.19,-3.72
