Date,Open,High,Low,Close,Volume
2021-09-14,1284.3999999999999,1303,1202.1999999999998,1215.8,107942.5
2021-09-15,1214.3999999999999,1270,1200.4,1250,81898.85
2021-09-16,1247.3999999999999,1269.8,1198.3999999999999,1264.6,78169.2
2021-09-17,1260.4,1333,1223,1323.3999999999999,89391.95000000001
2021-09-20,1240.6,1283.8,1148,1195.6,162441.1
2021-09-21,1211.6,1272.1999999999998,1203.3999999999999,1240.6,100967.85
2021-09-22,1257,1282.6,1214,1247,99223.15000000001
2021-09-23,1257.6,1320,1243.8,1318.6000000000001,78816.65000000001
2021-09-24,1281.8,1301.2,1231.3999999999999,1237.6,115596.85
2021-09-27,1239.6,1304.3999999999999,1216.2,1279.3999999999999,87937.8
2021-09-28,1243,1247.6,1156.8,1165.6,125203.90000000001
2021-09-29,1177,1194.3999999999999,1094.3999999999999,1100.9999999999998,133901.15
2021-09-30,1115.9999999999998,1148.3999999999999,1103.6,1105.9999999999998,107630.70000000001
2021-10-01,1119.8,1126.2,1020,1113,175334.6
2021-10-04,1091.2,1092,1026.6,1038,109641.40000000001
2021-10-05,1048.6,1089.2,1024.8,1047.1999999999998,122177.65000000001
2021-10-06,1017.6,1045.4,1000,1014,145797.5
2021-10-07,1032.1999999999998,1086.2,1013.8,1054,107586.65000000001
2021-10-08,1070.4,1080,1024,1041.3999999999999,87613.55
2021-10-11,1042.3999999999999,1093.1999999999998,1027.6,1058.6,89942.95000000001
2021-10-12,1064.6,1098.8,1063.3999999999999,1073.6,72940.8
2021-10-13,1080,1104.2,1055,1085,91383.95000000001
2021-10-14,1113.6,1159.8,1102.3999999999999,1135.9999999999998,88915.90000000001
2021-10-15,1158,1164.3999999999999,1077.8,1081.8,120033.20000000001
2021-10-18,1061.6,1065.4,1008.4,1018.5999999999999,177821.2
2021-10-19,1032.3999999999999,1076.2,1024.2,1046.2,113118.70000000001
2021-10-20,1049,1076.2,1025.4,1033.8,88091
2021-10-21,1035.9999999999998,1074,1033,1052.6,99176.15000000001
2021-10-22,1044,1056.8,1000,1057.1999999999998,162183.15000000002
2021-10-25,1054,1077.3999999999999,1032.1999999999998,1063.1999999999998,116202.15000000001
2021-10-26,1077.1999999999998,1108.3999999999999,1048,1052,138863.05000000002
2021-10-27,1046.3999999999999,1058.8,1002.3999999999999,1005.4,152500.2
2021-10-28,1015.9999999999999,1103.3999999999999,1005.9999999999999,1100,155398.95
2021-10-29,1089.8,1118.6,1060.6,1068,108401.8
2021-11-01,1075.4,1190.6,1070.1999999999998,1187.1999999999998,141985.55000000002
2021-11-02,1186.8,1238.1999999999998,1137,1235.1999999999998,99250.15000000001
2021-11-03,1228.1999999999998,1323.3999999999999,1205.4,1318.6000000000001,135866.9
2021-11-04,1314.1999999999998,1335,1250,1289.7999999999997,104533
2021-11-05,1259.6,1291.9999999999998,1189.2,1234,151876.5
2021-11-08,1246.3999999999999,1265.1999999999998,1197,1209.8,94127.25
2021-11-09,1200.1999999999998,1209,1145.1999999999998,1162.8,101832.05
2021-11-10,1140.9999999999998,1199.8,1082.3999999999999,1093.1999999999998,122694.1
2021-11-11,1104.6,1129.8,1085,1096.3999999999999,97933.5
2021-11-12,1109.2,1117.8,1068.3999999999999,1100.1999999999998,96785.3
2021-11-15,1107.3999999999999,1115.1999999999998,1024.8,1031.8,177263.75
2021-11-16,1030,1054.2,1004,1050.1999999999998,143304.95
2021-11-17,1043.3999999999999,1053.1999999999998,1004.4,1008.5999999999999,173776.95
2021-11-18,1039.3999999999999,1050.6,981.2,994,210674.05000000002
2021-11-19,989.5999999999999,1013.8,970.1999999999999,986.2,153939.65
2021-11-22,1001.5999999999999,1002,915.4,921.5999999999999,219039.85
2021-11-23,914.4,925.6,829.5999999999999,922.3999999999999,293496.60000000003
2021-11-24,897.6,945.9999999999999,872.6,939.8,154600.4
2021-11-26,909.5999999999999,947.1999999999999,818.1999999999999,860.9999999999999,238135.7
2021-11-29,896.8000000000001,917,816.8000000000001,823.4,191737.1
2021-11-30,808.4,855.8,769,849.8,272410.9
2021-12-01,864.8,890.6,762,763.1999999999999,304947.65
2021-12-02,760.4,813.4,737,810,243947.40000000002
2021-12-03,819.4,819.4,682.1999999999999,699.4,409026
2021-12-06,699.4,717.3999999999999,648.4,700,307061.85000000003
2021-12-07,737.8,839.1999999999999,736.5999999999999,806.2,322992.85000000003
2021-12-08,813.1999999999999,847.3999999999999,776.4,838.4,264792.8
2021-12-09,823.1999999999999,839.5999999999999,729,733.8,301932.05
2021-12-10,750,762.9999999999999,688.1999999999999,695.9999999999999,283005.55
2021-12-13,708.1999999999999,742,667,715.6,284043.60000000003
2021-12-14,684.4,709,650.4,674.8,317080.4
2021-12-15,677.8,762.9999999999999,637.9999999999999,761.5999999999999,398385.35000000003
2021-12-16,771.5999999999999,780.6,680,698.4,410891.10000000003
2021-12-17,679,813.8,672,799.1999999999999,355470.95
2021-12-20,773.8,827,724.1999999999999,801.2,282257.60000000003
2021-12-21,806.5999999999999,817,770.4,815.1999999999999,247495.6
2021-12-22,796.2,828.1999999999999,760.9999999999999,813.4,243671.85
2021-12-23,813.8,870.4,795.6,850.4,231907.05000000002
2021-12-27,838.5999999999999,838.5999999999999,780.6,784.5999999999999,230242.95
2021-12-28,775.9999999999999,830.9999999999999,740.8,745.1999999999999,282958.35000000003
2021-12-29,740.1999999999999,750,712.8,736.5999999999999,237827.90000000002
2021-12-30,736.2,794,722.8,746.4,278165.75
2021-12-31,747,777.8,715.8,720,230360.80000000002
2022-01-03,730.8,787.8,687.9999999999999,786.2,315518.2
2022-01-04,778.4,790,680.6,704.4,496740
2022-01-05,701.2,719.5999999999999,586,588.4,688255.9
2022-01-06,593.1999999999999,618.4,540,588.1999999999999,535514.6
2022-01-07,584.8,622.4,545,547.5999999999999,513895.80000000005
2022-01-10,535.8,551.8,501.4,552,620312.65
2022-01-11,546.1999999999999,581,526.5999999999999,564.6,463270.7
2022-01-12,566.8,575.6,507,510,679122.15
2022-01-13,512.9999999999999,525.2,465.79999999999995,471.79999999999995,787428.9
2022-01-14,454.4,507.59999999999997,437.2,506,879463.55
2022-01-18,479.2,480.2,412,415.2,1030377.55
2022-01-19,421.59999999999997,446.59999999999997,399.59999999999997,401.79999999999995,873561.75
2022-01-20,416.79999999999995,445,377.4,381.59999999999997,888639.7000000001
2022-01-21,373.8,397.4,355.2,357.59999999999997,1300452.6
2022-01-24,337,387.4,301.2,383.40000000000003,1723539.3
2022-01-25,361.19999999999993,393.8,341.4,372.99999999999994,996674.3
2022-01-26,390,423.99999999999994,346,353.8,961274.3
2022-01-27,366.4,374.79999999999995,301.2,303.59999999999997,1047114.75
2022-01-28,306.59999999999997,336.59999999999997,285.4,337,1218306.45
2022-01-31,337.2,391.79999999999995,335.79999999999995,390.2,944173.7000000001
2022-02-01,398.2,417.2,370.4,409.79999999999995,834717.25
2022-02-02,408.8,409.59999999999997,362.8,367.8,788188.8
2022-02-03,350.4,371.4,336.59999999999997,341.19999999999993,574252.65
2022-02-04,336.4,364.79999999999995,327.99999999999994,354.2,707152.55
2022-02-07,356,395,355.4,384.79999999999995,827997
2022-02-08,378.40000000000003,386.19999999999993,353.99999999999994,380.2,672209.9500000001
2022-02-09,394.59999999999997,435,391.59999999999997,432.2,661223.9500000001
2022-02-10,400.79999999999995,458.2,377.2,395,1059962.2
2022-02-11,399.59999999999997,424.79999999999995,370,382,1033021.15
2022-02-14,382.2,390.2,357.99999999999994,362.8,772566.5
2022-02-15,379.59999999999997,411.19999999999993,378.40000000000003,406.59999999999997,762629.4
2022-02-16,395.2,403.2,373.8,393.99999999999994,820399.2000000001
2022-02-17,381.19999999999993,386.79999999999995,339.79999999999995,345.2,941864
2022-02-18,343.2,356.19999999999993,321.4,330.4,826163.75
2022-02-22,319.2,344.59999999999997,314.59999999999997,322.4,793411.9
2022-02-23,323.59999999999997,327.99999999999994,282.4,283.79999999999995,1186105.1500000001
2022-02-24,253.39999999999998,323.40000000000003,251,322,1114309.2
2022-02-25,323.8,330,299.4,330,864890.25
2022-02-28,318.79999999999995,347.4,315,331.79999999999995,797092.5
2022-03-01,328.59999999999997,347.59999999999997,314.59999999999997,323.2,1059979.1500000001
2022-03-02,324.2,334.2,311.59999999999997,325.2,1000630.25
2022-03-03,330,332.2,286.59999999999997,296,1033415.05
2022-03-04,288,301,265,268.79999999999995,952886.4500000001
2022-03-07,268.59999999999997,282.8,263,266.79999999999995,909827.7000000001
2022-03-08,263,297.6,248.79999999999998,271.59999999999997,1236426.3
2022-03-09,288.4,316.2,285.2,312.4,714024.25
2022-03-10,299.2,307.6,287.8,306,693796.75
2022-03-11,313,317.2,273,273.2,746969
2022-03-14,275.2,277.8,230.59999999999997,237.2,1165189.25
2022-03-15,242.39999999999998,248.99999999999997,232.6,247.39999999999998,903481.3
2022-03-16,258.59999999999997,283.59999999999997,248.2,282.8,1203369.4000000001
2022-03-17,278.4,317.4,272,316,914301.8500000001
2022-03-18,312.4,350,311,342.59999999999997,823410.8
2022-03-21,339.79999999999995,340.79999999999995,303,308.4,869993.2000000001
2022-03-22,313.99999999999994,344.4,307.6,340.2,763711.6000000001
2022-03-23,331,351.59999999999997,315.59999999999997,317.2,931773
2022-03-24,324.59999999999997,337,306.59999999999997,335.79999999999995,780338.5
2022-03-25,337,337.4,308.79999999999995,311.4,792303.15
2022-03-28,311,328.40000000000003,292.6,312.6,829439.1000000001
2022-03-29,324.79999999999995,356.4,323.59999999999997,352.4,938824.05
2022-03-30,350.2,363.99999999999994,316.2,320.4,869887.8
2022-03-31,325,334.4,311.59999999999997,313.4,743939.8
2022-04-01,318.4,348.8,315,347.4,962653.8
2022-04-04,350.6,380.6,347.4,377.59999999999997,938241.6000000001
2022-04-05,375.79999999999995,391.19999999999993,341.19999999999993,343.99999999999994,891121.75
2022-04-06,327.59999999999997,356.79999999999995,322.59999999999997,346.4,1009509.8
2022-04-07,341,355,319.59999999999997,334.4,856719.9500000001
2022-04-08,330.2,337.59999999999997,309.8,313.2,841099.9
2022-04-11,299.8,305.4,277.8,281.79999999999995,908853.6000000001
2022-04-12,292.8,306,270.59999999999997,279.59999999999997,1032212.9
2022-04-13,282.4,315.59999999999997,281.4,310.59999999999997,786556.1000000001
2022-04-14,305.2,308.2,281.59999999999997,282.8,813959
2022-04-18,279.4,280.2,240.59999999999997,243.79999999999998,1437266.6500000001
2022-04-19,244.4,262.6,236.4,252.2,1033217.65
2022-04-20,256,260.79999999999995,238.2,253.39999999999998,1082640.2
2022-04-21,260.2,266.2,220,221.4,1816135.1500000001
2022-04-22,218.6,227.8,208.6,210.2,1128701.1
2022-04-25,205.59999999999997,225.59999999999997,204.6,223.6,1501277.4000000001
2022-04-26,216.4,222.8,183,183.39999999999998,1588281.2000000002
2022-04-27,183.99999999999997,193.2,175.79999999999998,178.2,1297431.3
2022-04-28,185.39999999999998,186.79999999999998,155,179.79999999999998,2223964.5
2022-04-29,176.4,191.79999999999998,161.6,162.8,1214429.35
2022-05-02,161.99999999999997,183.2,160.59999999999997,182.8,1483659.55
2022-05-03,181.4,191.79999999999998,175.2,182.39999999999998,1576540.55
2022-05-04,183.6,197.6,160,194.79999999999998,2160888.45
2022-05-05,187.2,190,150.2,159.79999999999998,1934926
2022-05-06,155.79999999999998,156.4,132.6,135.39999999999998,3129687.6500000004
2022-05-09,128.6,132.6,100.39999999999999,102.2,3304697.0500000003
2022-05-10,116.99999999999999,125.19999999999999,105.6,117.6,3373441.7
2022-05-11,114,119.60000000000001,91.19999999999999,91.99999999999999,4084150.1
2022-05-12,89.8,106.6,87.6,101.99999999999999,3747992.0500000003
2022-05-13,108.6,123,106.6,118.6,3150119.1
2022-05-16,117.39999999999999,128.8,112.2,117.79999999999998,2895037.1
2022-05-17,126.99999999999999,133.8,121.8,133.39999999999998,2592335.4000000004
2022-05-18,123.2,127.6,110,113.8,2750533.0500000003
2022-05-19,111.8,124.39999999999999,111.19999999999999,120.8,2506902.35
2022-05-20,125.99999999999999,129,108.2,126.19999999999999,3076137.9000000004
2022-05-23,130.39999999999998,132.79999999999998,121.99999999999999,124.60000000000001,2572050.45
2022-05-24,118.8,121.19999999999999,107.79999999999998,110.6,2453560.25
2022-05-25,109,115.39999999999999,103.6,111.19999999999999,2200960.0500000003
2022-05-26,111.8,120,110.39999999999999,115.39999999999999,2209232.45
2022-05-27,115,128.6,108.6,128.39999999999998,2939781.9000000004
2022-05-31,126.4,130,110.39999999999999,116.4,2601016.3000000003
2022-06-01,120.19999999999999,123,103.6,109.8,2887232.95
2022-06-02,108.6,116.99999999999999,104.39999999999999,115.39999999999999,2237201.8000000003
2022-06-03,118.6,129.6,117.2,127.79999999999998,2865327.95
2022-06-06,133.2,136.2,115,117.2,2565577
2022-06-07,113.8,134.6,113.6,134.2,1910905.7000000002
2022-06-08,131.99999999999997,145.79999999999998,131,137.79999999999998,2655400.1
2022-06-09,135,136.79999999999998,120.99999999999999,121.8,1773649
2022-06-10,114.19999999999999,115.8,102.2,104.60000000000001,2322249.45
2022-06-13,95,96.99999999999999,84,87.2,2817625.9000000004
2022-06-14,89.8,90.6,82.2,87.39999999999999,2331591.8000000003
2022-06-15,90.6,99.60000000000001,87.6,96.4,3359753.3000000003
2022-06-16,87.79999999999998,90.39999999999999,81.19999999999999,89.19999999999999,2612918.75
2022-06-17,91.19999999999999,109.8,90.99999999999999,104.19999999999999,3049265.85
2022-06-21,109.60000000000001,123.39999999999999,109.60000000000001,115,2753473.75
2022-06-22,110,130.2,108.8,123.6,3620658
2022-06-23,126.19999999999999,147.4,124.8,146.79999999999998,3352958.1
2022-06-24,152.79999999999998,155,135.39999999999998,151.4,3287218.85
2022-06-27,150.2,155,140.6,150.2,2395666.8000000003
2022-06-28,150.6,153,130.2,134.39999999999998,2505231.65
2022-06-29,134,141,126.99999999999999,137.79999999999998,1933038.85
2022-06-30,130.79999999999998,140.6,125.6,134.79999999999998,2528591.9000000004
2022-07-01,135,148.2,132.2,147.4,2768205.45
2022-07-05,141.2,173.2,139.39999999999998,172.6,3162833.2
2022-07-06,172.39999999999998,187.2,168,172.8,3770169.1500000004
2022-07-07,175,194.20000000000002,172.2,188,2717255.45
2022-07-08,182.39999999999998,196.6,179.4,195.2,2581477.9000000004
2022-07-11,190.2,193.99999999999997,167.8,169.79999999999998,1925348.4500000002
2022-07-12,170.39999999999998,180.39999999999998,152.79999999999998,176.4,2361778.5
2022-07-13,164.20000000000002,190.79999999999998,162.2,184.79999999999998,2558202.1
2022-07-14,180.79999999999998,183.2,168,172.8,2548208.95
2022-07-15,178.99999999999997,181,162.39999999999998,178.79999999999998,2144020.1
2022-07-18,185,193.79999999999998,159.2,162.2,2733573.25
2022-07-19,169.79999999999998,184.6,163.79999999999998,183,2268678.8000000003
2022-07-20,184.79999999999998,204.20000000000002,181.2,191.2,3029910.8000000003
2022-07-21,191.2,196,183.6,188.99999999999997,1816277.35
2022-07-22,192.2,193.99999999999997,164.79999999999998,165.59999999999997,2175510.7
2022-07-25,166.99999999999997,168.99999999999997,158,166.79999999999998,1648804.4500000002
2022-07-26,165.2,180,159.2,169.6,2163654.25
2022-07-27,173.6,184.20000000000002,165.79999999999998,181.99999999999997,2102884.65
2022-07-28,184.79999999999998,186,163.2,176,2249608.5500000003
2022-07-29,173.39999999999998,174.4,160.39999999999998,167.39999999999998,2117604.0500000003
2022-08-01,162.8,171.99999999999997,154.39999999999998,157.4,2014421.4500000002
2022-08-02,154.39999999999998,171.6,153,166,2281314.2
2022-08-03,176.99999999999997,193.99999999999997,176.99999999999997,184.79999999999998,2353766.4
2022-08-04,196.99999999999997,216.99999999999997,194.6,215.59999999999997,2554593.5
2022-08-05,206,241.99999999999997,196.79999999999998,241.6,2259591.45
