decision_date,leg,soxl_on_pct,xlu_on_pct,net_sleeve_0_pct,net_sleeve_10_pct,net_sleeve_20_pct,net_sleeve_30_pct
2025-07-16,SOXL,-0.2591,-0.0975,-0.2649,-0.2776,-0.2904,-0.3032
2025-07-17,SOXL,1.2445,0.3278,1.2387,1.2685,1.2982,1.328
2025-07-18,SOXL,0.7678,0.2507,0.762,0.7813,0.8006,0.8199
2025-07-21,SOXL,-1.2022,0.3809,-1.208,-1.1729,-1.1379,-1.1028
2025-07-22,SOXL,-2.4344,0.8936,-2.4402,-2.3539,-2.2675,-2.1812
2025-07-23,SOXL,-0.5426,0.1303,-0.5484,-0.5384,-0.5284,-0.5184
2025-07-24,SOXL,-1.7181,0.1542,-1.7239,-1.7115,-1.6991,-1.6867
2025-07-25,SOXL,3.1274,-0.0118,3.1216,3.1147,3.1077,3.1008
2025-07-28,SOXL,1.7798,0.3827,1.774,1.8092,1.8444,1.8797
2025-07-29,SOXL,2.512,0.2956,2.5062,2.5327,2.5593,2.5858
2025-07-30,SOXL,-3.4009,-0.3051,-3.4067,-3.4402,-3.4738,-3.5073
2025-07-31,SOXL,-5.6067,-0.1167,-5.6125,-5.6272,-5.6419,-5.6566
2025-08-01,SOXL,2.1604,0.4895,2.1546,2.1977,2.2409,2.2841
2025-08-04,SOXL,1.4366,0.0344,1.4308,1.4312,1.4316,1.432
2025-08-05,SOXL,-2.6531,0.1505,-2.6589,-2.6468,-2.6348,-2.6228
2025-08-06,SOXL,6.3883,-0.327,6.3825,6.3468,6.311,6.2753
2025-08-07,SOXL,0.0796,0.2773,0.0738,0.0985,0.1232,0.1479
2025-08-08,SOXL,1.2053,0.2553,1.1995,1.2192,1.239,1.2588
2025-08-11,SOXL,2.4209,0.3259,2.4151,2.4447,2.4743,2.5038
2025-08-12,SOXL,2.139,0.1391,2.1332,2.1441,2.155,2.1659
2025-08-13,SOXL,-3.8291,-0.3701,-3.8349,-3.8749,-3.9149,-3.955
2025-08-14,SOXL,-2.1806,-0.1514,-2.1864,-2.2045,-2.2227,-2.2409
2025-08-15,SOXL,-0.7689,0.1518,-0.7747,-0.7653,-0.7559,-0.7465
2025-08-18,SOXL,0.1817,0.0352,0.1759,0.1764,0.1769,0.1774
2025-08-19,SOXL,-0.5333,0.1626,-0.5391,-0.5259,-0.5127,-0.4994
2025-08-20,SOXL,-1.3975,0.0116,-1.4033,-1.4052,-1.4071,-1.4089
2025-08-21,SOXL,0.908,0.6894,0.9022,0.9681,1.034,1.0999
2025-08-22,SOXL,-0.2917,-0.3371,-0.2975,-0.3369,-0.3764,-0.4159
2025-08-25,SOXL,1.1017,0.094,1.0959,1.1023,1.1087,1.115
2025-08-26,SOXL,-1.2871,0.0,-1.2929,-1.2959,-1.299,-1.302
2025-08-27,SOXL,0.9954,0.0704,0.9896,0.9936,0.9976,1.0016
2025-08-28,SOXL,-4.1404,-0.0591,-4.1462,-4.1551,-4.164,-4.173
2025-08-29,SOXL,-7.5269,-0.3795,-7.5327,-7.5778,-7.6229,-7.668
2025-09-02,SOXL,0.6735,-0.3451,0.6677,0.6302,0.5927,0.5551
2025-09-03,SOXL,-1.8891,0.7157,-1.8949,-1.8263,-1.7578,-1.6892
2025-09-04,SOXL,4.643,0.2627,4.6372,4.6604,4.6837,4.7069
2025-09-05,SOXL,1.6591,0.0,1.6533,1.6476,1.6418,1.636
2025-09-08,SOXL,0.2214,-0.0242,0.2156,0.2102,0.2047,0.1993
2025-09-09,SOXL,4.8197,0.3606,4.8139,4.847,4.88,4.913
2025-09-10,SOXL,1.6445,-0.13,1.6387,1.6227,1.6066,1.5906
2025-09-11,SOXL,0.7547,-0.2821,0.7489,0.7177,0.6864,0.6552
2025-09-12,SOXL,-0.4101,0.0117,-0.4159,-0.4205,-0.4251,-0.4297
2025-09-15,SOXL,0.999,-0.175,0.9932,0.9727,0.9521,0.9316
2025-09-16,SOXL,-0.6888,0.6537,-0.6946,-0.6322,-0.5699,-0.5075
2025-09-17,SOXL,7.5509,-0.1778,7.5451,7.5243,7.5035,7.4826
2025-09-18,SOXL,-0.2081,0.2488,-0.2139,-0.1921,-0.1703,-0.1484
2025-09-19,SOXL,0.6976,-0.6239,0.6918,0.6236,0.5555,0.4873
2025-09-22,SOXL,0.7842,-0.1526,0.7784,0.7601,0.7418,0.7235
2025-09-23,SOXL,-1.049,0.1868,-1.0548,-1.0391,-1.0234,-1.0078
2025-09-24,SOXL,-5.0351,-0.0928,-5.0409,-5.0532,-5.0655,-5.0778
2025-09-25,SOXL,0.3253,0.3395,0.3195,0.3504,0.3813,0.4122
2025-09-26,SOXL,3.0597,-0.0461,3.0539,3.0435,3.0332,3.0228
2025-09-29,SOXL,0.2059,0.1263,0.2001,0.2097,0.2193,0.2289
2025-09-30,SOXL,-1.9793,0.1949,-1.9851,-1.9687,-1.9522,-1.9358
2025-10-01,SOXL,5.6686,-0.2612,5.6628,5.6336,5.6045,5.5753
2025-10-02,SOXL,1.127,0.3072,1.1212,1.1489,1.1766,1.2043
2025-10-03,SOXL,12.0063,0.5849,12.0005,12.0532,12.1059,12.1586
2025-10-06,SOXL,2.6392,0.4122,2.6334,2.6715,2.7097,2.7479
2025-10-07,SOXL,0.0772,0.7097,0.0714,0.1394,0.2073,0.2753
2025-10-08,SOXL,-0.5837,0.3304,-0.5895,-0.5595,-0.5295,-0.4995
2025-10-09,SOXL,0.6391,0.3312,0.6333,0.6633,0.6934,0.7235
2025-10-10,SOXL,11.751,0.0665,11.7452,11.746,11.7469,11.7478
2025-10-13,SOXL,-6.4384,-0.176,-6.4442,-6.4649,-6.4855,-6.5061
2025-10-14,XLU,7.9989,0.4471,1.0763,1.0763,1.0763,1.0763
2025-10-15,XLU,3.5732,0.3014,0.712,0.712,0.712,0.712
2025-10-16,XLU,-2.4144,0.185,0.421,0.421,0.421,0.421
2025-10-17,XLU,2.439,0.7644,1.8696,1.8696,1.8696,1.8696
2025-10-20,XLU,-0.8539,0.0983,0.2043,0.2043,0.2043,0.2043
2025-10-21,XLU,-3.3285,0.2207,0.5103,0.5103,0.5103,0.5103
2025-10-22,XLU,-1.7978,0.6527,1.5901,1.5901,1.5901,1.5901
2025-10-23,XLU,5.4894,0.5757,1.3977,1.3977,1.3977,1.3977
2025-10-24,XLU,5.3985,0.0,-0.0415,-0.0415,-0.0415,-0.0415
2025-10-27,XLU,-0.8116,0.3601,0.8588,0.8588,0.8588,0.8588
2025-10-28,XLU,5.2665,-0.0111,-0.0692,-0.0692,-0.0692,-0.0692
2025-10-29,XLU,-1.9215,-0.111,-0.319,-0.319,-0.319,-0.319
2025-10-30,XLU,3.086,-0.4458,-1.1561,-1.1561,-1.1561,-1.1561
2025-10-31,XLU,3.7309,-0.0786,-0.2379,-0.2379,-0.2379,-0.2379
2025-11-03,XLU,-7.7858,-0.0449,-0.1537,-0.1537,-0.1537,-0.1537
2025-11-04,XLU,0.9815,-0.0225,-0.0978,-0.0978,-0.0978,-0.0978
2025-11-05,XLU,-0.6416,-0.1801,-0.4917,-0.4917,-0.4917,-0.4917
2025-11-06,XLU,-4.575,-0.407,-1.0589,-1.0589,-1.0589,-1.0589
2025-11-07,XLU,7.9799,0.2899,0.6832,0.6832,0.6832,0.6832
2025-11-10,XLU,-2.7796,0.0446,0.07,0.07,0.07,0.07
2025-11-11,SOXL,5.1864,0.0669,5.1806,5.1843,5.1879,5.1916
2025-11-12,SOXL,-3.5649,-0.2558,-3.5707,-3.5993,-3.6279,-3.6565
2025-11-13,SOXL,-8.873,-0.2819,-8.8788,-8.91,-8.9413,-8.9725
2025-11-14,SOXL,-2.4704,0.1915,-2.4762,-2.4628,-2.4494,-2.4361
2025-11-17,SOXL,-4.1531,0.0893,-4.1589,-4.153,-4.1471,-4.1412
2025-11-18,SOXL,1.0483,0.1009,1.0425,1.0496,1.0567,1.0637
2025-11-19,XLU,7.8999,0.7573,1.8518,1.8518,1.8518,1.8518
2025-11-20,XLU,0.1298,0.4204,1.0094,1.0094,1.0094,1.0094
2025-11-21,XLU,3.123,0.1475,0.3272,0.3272,0.3272,0.3272
2025-11-24,XLU,-4.1585,0.1234,0.267,0.267,0.267,0.267
2025-11-25,XLU,3.5398,0.5292,1.2815,1.2815,1.2815,1.2815
2025-11-26,XLU,1.3548,0.0333,0.0418,0.0418,0.0418,0.0418
2025-11-28,XLU,-4.1404,-0.5627,-1.4483,-1.4483,-1.4483,-1.4483
2025-12-01,XLU,3.5325,0.4632,1.1166,1.1166,1.1166,1.1166
2025-12-02,XLU,1.4619,0.0797,0.1576,0.1576,0.1576,0.1576
2025-12-03,XLU,-1.4813,-0.0571,-0.1842,-0.1842,-0.1842,-0.1842
2025-12-04,XLU,2.8091,0.0229,0.0157,0.0157,0.0157,0.0157
2025-12-05,XLU,2.2576,0.1848,0.4204,0.4204,0.4204,0.4204
2025-12-08,XLU,-1.9796,0.515,1.246,1.246,1.246,1.246
2025-12-09,XLU,-0.2512,0.117,0.2509,0.2509,0.2509,0.2509
2025-12-10,XLU,-3.2447,-0.1638,-0.451,-0.451,-0.451,-0.451
2025-12-11,SOXL,-3.8328,0.3253,-3.8386,-3.8091,-3.7796,-3.7501
2025-12-12,SOXL,3.3573,0.7004,3.3515,3.4158,3.4801,3.5443
2025-12-15,XLU,-1.0202,-0.0463,-0.1572,-0.1572,-0.1572,-0.1572
2025-12-16,XLU,1.3848,0.0465,0.0747,0.0747,0.0747,0.0747
2025-12-17,XLU,11.0247,0.6314,1.5371,1.5371,1.5371,1.5371
2025-12-18,XLU,2.6439,-0.139,-0.3889,-0.3889,-0.3889,-0.3889
2025-12-19,XLU,6.3652,-0.7976,-2.0354,-2.0354,-2.0354,-2.0354
2025-12-22,SOXL,-1.5022,-0.1648,-1.508,-1.5275,-1.547,-1.5665
2025-12-23,SOXL,0.0458,-0.0235,0.04,0.0346,0.0292,0.0238
2025-12-24,SOXL,1.2217,-0.0467,1.2159,1.2068,1.1978,1.1887
2025-12-26,SOXL,-2.7382,0.0701,-2.744,-2.7427,-2.7415,-2.7402
2025-12-29,SOXL,0.6612,0.0467,0.6554,0.657,0.6587,0.6603
2025-12-30,SOXL,0.4808,-0.0466,0.475,0.4673,0.4596,0.4519
2025-12-31,SOXL,7.3757,0.4685,7.3699,7.4123,7.4548,7.4972
2026-01-02,SOXL,6.4946,0.0232,6.4888,6.4854,6.4819,6.4784
2026-01-05,SOXL,3.7977,0.1171,3.7919,3.8006,3.8093,3.818
2026-01-06,SOXL,-3.2796,0.0932,-3.2854,-3.2791,-3.2728,-3.2665
2026-01-07,SOXL,-0.8804,-0.1194,-0.8862,-0.9012,-0.9161,-0.9311
2026-01-08,SOXL,2.9003,1.2622,2.8945,3.0177,3.1409,3.2641
2026-01-09,SOXL,-2.8195,-0.3058,-2.8253,-2.8617,-2.898,-2.9344
2026-01-12,XLU,1.903,0.0939,0.1934,0.1934,0.1934,0.1934
2026-01-13,XLU,-2.122,-0.0933,-0.2749,-0.2749,-0.2749,-0.2749
2026-01-14,SOXL,10.0162,0.3475,10.0104,10.0422,10.0739,10.1056
2026-01-15,SOXL,5.3854,-1.0089,5.3796,5.2757,5.1718,5.0678
2026-01-16,SOXL,-5.5665,-0.6223,-5.5723,-5.6417,-5.7111,-5.7804
2026-01-20,SOXL,3.8793,0.7914,3.8735,3.9496,4.0257,4.1019
2026-01-21,SOXL,5.3701,0.3487,5.3643,5.3961,5.428,5.4598
2026-01-22,SOXL,-1.9922,0.0,-1.998,-2.001,-2.004,-2.007
2026-01-23,SOXL,-1.2998,0.4934,-1.3056,-1.262,-1.2184,-1.1748
2026-01-26,SOXL,4.3342,-0.1166,4.3284,4.3137,4.299,4.2843
2026-01-27,SOXL,6.1865,0.1612,6.1807,6.1938,6.2069,6.22
2026-01-28,SOXL,0.4137,0.4154,0.4079,0.4464,0.4849,0.5234
2026-01-29,SOXL,-4.7403,-0.2308,-4.7461,-4.7722,-4.7983,-4.8244
2026-01-30,SOXL,-3.7061,0.0231,-3.7119,-3.7154,-3.7188,-3.7223
2026-02-02,SOXL,2.4536,0.0939,2.4478,2.4542,2.4605,2.4669
2026-02-03,SOXL,-2.8758,0.5782,-2.8816,-2.8268,-2.772,-2.7173
2026-02-04,SOXL,-3.5533,0.3018,-3.5591,-3.532,-3.5048,-3.4777
2026-02-05,SOXL,5.8956,0.9049,5.8898,5.9773,6.0647,6.1522
2026-02-06,SOXL,-2.8659,-0.1384,-2.8717,-2.8913,-2.911,-2.9306
2026-02-09,XLU,1.0469,0.621,1.5109,1.5109,1.5109,1.5109
2026-02-10,XLU,6.1434,0.362,0.8635,0.8635,0.8635,0.8635
2026-02-11,XLU,2.471,0.4485,1.0798,1.0798,1.0798,1.0798
2026-02-12,XLU,1.4279,-0.1105,-0.3177,-0.3177,-0.3177,-0.3177
2026-02-13,XLU,-3.9789,0.6452,1.5714,1.5714,1.5714,1.5714
2026-02-17,XLU,1.4454,0.4959,1.1983,1.1983,1.1983,1.1983
2026-02-18,XLU,-3.0445,0.3727,0.8903,0.8903,0.8903,0.8903
2026-02-19,FLAT,-2.2386,0.4121,0.0,0.0,0.0,0.0
2026-02-20,FLAT,-1.8775,0.3022,0.0,0.0,0.0,0.0
2026-02-23,XLU,3.4949,-0.0857,-0.2557,-0.2557,-0.2557,-0.2557
2026-02-24,XLU,3.3985,0.0212,0.0115,0.0115,0.0115,0.0115
2026-02-25,XLU,-1.0997,-0.19,-0.5166,-0.5166,-0.5166,-0.5166
2026-02-26,XLU,-5.8616,0.0424,0.0645,0.0645,0.0645,0.0645
2026-02-27,XLU,-7.3602,-0.6704,-1.7176,-1.7176,-1.7176,-1.7176
2026-03-02,XLU,-12.0332,-1.5622,-3.9469,-3.9469,-3.9469,-3.9469
2026-03-03,SOXL,4.7548,0.0425,4.749,4.7502,4.7514,4.7526
2026-03-04,XLU,-2.3133,-0.677,-1.7339,-1.7339,-1.7339,-1.7339
2026-03-05,XLU,-8.4461,-0.5757,-1.4807,-1.4807,-1.4807,-1.4807
2026-03-06,SOXL,-4.9499,-0.3851,-4.9557,-5.0,-5.0442,-5.0885
2026-03-09,XLU,-0.131,-0.3842,-1.002,-1.002,-1.002,-1.002
2026-03-10,XLU,1.6487,-0.1289,-0.3637,-0.3637,-0.3637,-0.3637
2026-03-11,SOXL,-4.5633,-0.3899,-4.5691,-4.6111,-4.6531,-4.6951
2026-03-12,XLU,3.1822,1.0753,2.6467,2.6467,2.6467,2.6467
2026-03-13,XLU,6.5642,1.0434,2.5671,2.5671,2.5671,2.5671
2026-03-16,SOXL,2.6262,0.5501,2.6204,2.6724,2.7244,2.7763
2026-03-17,XLU,0.2003,-0.3819,-0.9963,-0.9963,-0.9963,-0.9963
2026-03-18,XLU,-8.3117,-0.1712,-0.4695,-0.4695,-0.4695,-0.4695
2026-03-19,XLU,-0.3099,-0.1719,-0.4712,-0.4712,-0.4712,-0.4712
2026-03-20,XLU,6.8244,0.4255,1.0223,1.0223,1.0223,1.0223
2026-03-23,FLAT,-2.6813,-0.4913,0.0,0.0,0.0,0.0
2026-03-24,FLAT,2.9444,0.9536,0.0,0.0,0.0,0.0
2026-03-25,FLAT,-5.0631,-0.1326,0.0,0.0,0.0,0.0
2026-03-26,FLAT,-1.8991,0.0882,0.0,0.0,0.0,0.0
2026-03-27,FLAT,2.7039,1.2722,0.0,0.0,0.0,0.0
2026-03-30,FLAT,5.5378,-0.1524,0.0,0.0,0.0,0.0
2026-03-31,FLAT,4.5891,-0.2397,0.0,0.0,0.0,0.0
2026-04-01,FLAT,-11.8806,-0.1301,0.0,0.0,0.0,0.0
2026-04-02,FLAT,1.9151,-0.41,0.0,0.0,0.0,0.0
2026-04-06,FLAT,-0.8759,-0.2382,0.0,0.0,0.0,0.0
2026-04-07,FLAT,17.2091,0.3458,0.0,0.0,0.0,0.0
2026-04-08,FLAT,0.8438,-0.1924,0.0,0.0,0.0,0.0
2026-04-09,FLAT,3.2231,-0.1697,0.0,0.0,0.0,0.0
2026-04-10,FLAT,-1.0212,-0.2555,0.0,0.0,0.0,0.0
2026-04-13,FLAT,3.441,0.0431,0.0,0.0,0.0,0.0
2026-04-14,FLAT,-0.8549,-0.3443,0.0,0.0,0.0,0.0
2026-04-15,FLAT,-1.013,-0.0435,0.0,0.0,0.0,0.0
2026-04-16,FLAT,5.3483,-0.2589,0.0,0.0,0.0,0.0
2026-04-17,FLAT,1.3197,-0.0867,0.0,0.0,0.0,0.0
2026-04-20,FLAT,2.1159,0.3497,0.0,0.0,0.0,0.0
2026-04-21,XLU,4.9551,0.8676,2.1276,2.1276,2.1276,2.1276
2026-04-22,XLU,2.7822,1.092,2.6886,2.6886,2.6886,2.6886
2026-04-23,XLU,11.1101,-0.1302,-0.367,-0.367,-0.367,-0.367
2026-04-24,XLU,0.0624,0.5847,1.4202,1.4202,1.4202,1.4202
2026-04-27,XLU,-11.8505,0.6495,1.5822,1.5822,1.5822,1.5822
2026-04-28,XLU,4.672,-0.3892,-1.0145,-1.0145,-1.0145,-1.0145
2026-04-29,XLU,4.0234,0.5692,1.3814,1.3814,1.3814,1.3814
2026-04-30,SOXL,-2.0628,-0.0213,-2.0686,-2.0738,-2.079,-2.0841
2026-05-01,SOXL,1.4348,-0.666,1.429,1.3567,1.2843,1.2119
2026-05-04,SOXL,5.8408,0.3451,5.835,5.8665,5.898,5.9295
2026-05-05,SOXL,9.3984,-0.1941,9.3926,9.3702,9.3477,9.3253
2026-05-06,SOXL,-2.1959,-0.1969,-2.2017,-2.2245,-2.2472,-2.2699
2026-05-07,SOXL,7.2016,0.5319,7.1958,7.2459,7.2961,7.3463
2026-05-08,FLAT,2.0063,0.8497,0.0,0.0,0.0,0.0
2026-05-11,FLAT,-6.7122,-0.1994,0.0,0.0,0.0,0.0
2026-05-12,FLAT,6.5083,-0.863,0.0,0.0,0.0,0.0
2026-05-13,FLAT,-0.9274,-0.0448,0.0,0.0,0.0,0.0
2026-05-14,FLAT,-10.2729,-0.5122,0.0,0.0,0.0,0.0
2026-05-15,FLAT,5.3096,0.4559,0.0,0.0,0.0,0.0
2026-05-18,FLAT,-6.8706,-0.2731,0.0,0.0,0.0,0.0
2026-05-19,FLAT,5.9699,0.7217,0.0,0.0,0.0,0.0
2026-05-20,FLAT,-1.2,0.0899,0.0,0.0,0.0,0.0
2026-05-21,FLAT,3.6862,0.1333,0.0,0.0,0.0,0.0
2026-05-22,FLAT,10.8966,0.5292,0.0,0.0,0.0,0.0
2026-05-26,FLAT,7.4419,-0.3088,0.0,0.0,0.0,0.0
2026-05-27,FLAT,0.4956,-0.2437,0.0,0.0,0.0,0.0
2026-05-28,FLAT,3.3516,0.0896,0.0,0.0,0.0,0.0
2026-05-29,FLAT,-3.0304,-1.1481,0.0,0.0,0.0,0.0
2026-06-01,XLU,7.1655,0.2552,0.5966,0.5966,0.5966,0.5966
2026-06-02,FLAT,5.6688,0.1367,0.0,0.0,0.0,0.0
2026-06-03,FLAT,-13.5107,0.3203,0.0,0.0,0.0,0.0
2026-06-04,FLAT,-12.1642,0.2276,0.0,0.0,0.0,0.0
2026-06-05,FLAT,15.6554,-0.2029,0.0,0.0,0.0,0.0
2026-06-08,FLAT,7.5197,0.2298,0.0,0.0,0.0,0.0
2026-06-09,FLAT,-5.0798,0.4775,0.0,0.0,0.0,0.0
2026-06-10,FLAT,6.8155,0.5455,0.0,0.0,0.0,0.0
2026-06-11,FLAT,-0.7991,0.2043,0.0,0.0,0.0,0.0
2026-06-12,FLAT,13.4382,-0.1123,0.0,0.0,0.0,0.0
2026-06-15,FLAT,-2.0892,0.2235,0.0,0.0,0.0,0.0
2026-06-16,FLAT,9.6013,-0.5326,0.0,0.0,0.0,0.0
2026-06-17,FLAT,13.8486,0.3149,0.0,0.0,0.0,0.0
2026-06-18,FLAT,7.0813,-0.6702,0.0,0.0,0.0,0.0
2026-06-22,FLAT,-21.566,0.0671,0.0,0.0,0.0,0.0
2026-06-23,FLAT,0.9488,0.4881,0.0,0.0,0.0,0.0
2026-06-24,FLAT,16.8387,0.1976,0.0,0.0,0.0,0.0
2026-06-25,FLAT,-10.7746,0.3272,0.0,0.0,0.0,0.0
2026-06-26,FLAT,0.5858,0.0216,0.0,0.0,0.0,0.0
2026-06-29,FLAT,2.0887,-0.3477,0.0,0.0,0.0,0.0
2026-06-30,FLAT,-10.8733,-0.1544,0.0,0.0,0.0,0.0
2026-07-01,XLU,0.763,0.6478,1.5779,1.5779,1.5779,1.5779
2026-07-02,XLU,8.9377,-0.1093,-0.3147,-0.3147,-0.3147,-0.3147
2026-07-06,XLU,-15.0793,0.7285,1.7797,1.7797,1.7797,1.7797
2026-07-07,XLU,-3.6667,0.0875,0.1773,0.1773,0.1773,0.1773
2026-07-08,XLU,14.2816,0.4189,1.0057,1.0057,1.0057,1.0057
2026-07-09,XLU,-5.2172,0.0,-0.0415,-0.0415,-0.0415,-0.0415
2026-07-10,XLU,-9.0952,0.2422,0.5641,0.5641,0.5641,0.5641
2026-07-13,XLU,13.5863,0.5031,1.2162,1.2162,1.2162,1.2162
2026-07-14,XLU,4.0247,0.0875,0.1774,0.1774,0.1774,0.1774
2026-07-15,XLU,-9.1173,0.0442,0.0691,0.0691,0.0691,0.0691
2026-07-16,XLU,-12.5044,0.8137,1.9928,1.9928,1.9928,1.9928
2026-07-17,XLU,6.0832,0.2878,0.678,0.678,0.678,0.678
2026-07-20,XLU,13.8682,-0.178,-0.4865,-0.4865,-0.4865,-0.4865
2026-07-21,XLU,-7.146,0.6011,1.4612,1.4612,1.4612,1.4612
2026-07-22,XLU,-5.4613,-0.6749,-1.7289,-1.7289,-1.7289,-1.7289
2026-07-23,XLU,-3.823,0.4546,1.0951,1.0951,1.0951,1.0951
2026-07-24,XLU,2.8218,-0.216,-0.5816,-0.5816,-0.5816,-0.5816
2026-07-27,XLU,-11.6637,0.394,0.9436,0.9436,0.9436,0.9436
2026-07-28,XLU,-1.5615,0.5272,1.2766,1.2766,1.2766,1.2766
2026-07-29,XLU,16.6739,0.6235,1.5172,1.5172,1.5172,1.5172
