decision_date,leg,soxl_on_pct,xlu_on_pct,net_sleeve_0_pct,net_sleeve_10_pct,net_sleeve_20_pct,net_sleeve_30_pct
2024-03-27,SOXL,-0.4728,-0.0153,-0.4786,-0.4832,-0.4877,-0.4923
2024-03-28,SOXL,0.4298,0.0152,0.424,0.4184,0.4128,0.4072
2024-04-01,SOXL,-4.7044,-0.2299,-4.7102,-4.7362,-4.7622,-4.7883
2024-04-02,SOXL,-3.4031,-0.0153,-3.4089,-3.4135,-3.4181,-3.4226
2024-04-03,SOXL,4.1342,0.7834,4.1284,4.2037,4.279,4.3543
2024-04-04,SOXL,1.089,-0.6465,1.0832,1.0155,0.9479,0.8802
2024-04-05,SOXL,1.7845,0.0153,1.7787,1.7745,1.7702,1.766
2024-04-08,SOXL,3.0902,0.2134,3.0844,3.1027,3.121,3.1394
2024-04-09,SOXL,-5.0418,-2.0015,-5.0476,-5.2508,-5.454,-5.6572
2024-04-10,SOXL,1.6039,0.5708,1.5981,1.6522,1.7062,1.7603
2024-04-11,SOXL,-5.4137,0.1855,-5.4195,-5.4039,-5.3884,-5.3729
2024-04-12,SOXL,3.9168,0.6854,3.911,3.9738,4.0366,4.0993
2024-04-15,SOXL,0.0,-0.3144,-0.0058,-0.0403,-0.0747,-0.1092
2024-04-16,SOXL,0.1727,0.6532,0.1669,0.2292,0.2915,0.3538
2024-04-17,SOXL,-2.1987,0.3433,-2.2045,-2.1732,-2.1419,-2.1106
2024-04-18,SOXL,-2.4964,0.2638,-2.5022,-2.4789,-2.4555,-2.4322
2024-04-19,SOXL,2.9326,0.0611,2.9268,2.9271,2.9274,2.9278
2024-04-22,SOXL,1.9583,-0.0454,1.9525,1.945,1.9374,1.9298
2024-04-23,SOXL,8.0504,-0.9044,8.0446,7.9511,7.8576,7.7641
2024-04-24,SOXL,-0.6477,-0.2397,-0.6535,-0.6805,-0.7075,-0.7345
2024-04-25,SOXL,-0.3737,0.0,-0.3795,-0.3826,-0.3856,-0.3886
2024-04-26,SOXL,-0.3774,0.695,-0.3832,-0.3194,-0.2557,-0.192
2024-04-29,SOXL,-1.4022,-0.5515,-1.408,-1.4662,-1.5244,-1.5826
2024-04-30,SOXL,-5.3515,-0.015,-5.3573,-5.3618,-5.3664,-5.3709
2024-05-01,SOXL,4.8439,0.4148,4.8381,4.8765,4.915,4.9534
2024-05-02,SOXL,5.9918,0.7809,5.986,6.0611,6.1361,6.2112
2024-05-03,SOXL,2.5148,0.307,2.509,2.5339,2.5588,2.5837
2024-05-06,SOXL,0.3625,0.4218,0.3567,0.3958,0.435,0.4741
2024-05-07,XLU,-3.1017,-0.2157,-0.5808,-0.5808,-0.5808,-0.5808
2024-05-08,XLU,0.0743,-0.0712,-0.2194,-0.2194,-0.2194,-0.2194
2024-05-09,SOXL,2.9802,0.5607,2.9744,3.0275,3.0805,3.1335
2024-05-10,SOXL,1.4139,0.3367,1.4081,1.436,1.464,1.4919
2024-05-13,SOXL,-0.2906,0.435,-0.2964,-0.2559,-0.2154,-0.175
2024-05-14,SOXL,3.1402,1.0355,3.1344,3.2349,3.3354,3.4359
2024-05-15,SOXL,-0.1064,0.0551,-0.1122,-0.1097,-0.1072,-0.1047
2024-05-16,SOXL,1.7081,-0.1245,1.7023,1.6868,1.6713,1.6559
2024-05-17,SOXL,1.1666,0.2212,1.1608,1.1772,1.1935,1.2099
2024-05-20,SOXL,-3.862,-0.0554,-3.8678,-3.8764,-3.885,-3.8935
2024-05-21,SOXL,2.7755,-0.5489,2.7697,2.7117,2.6538,2.5959
2024-05-22,SOXL,7.1832,-0.1528,7.1774,7.1591,7.1408,7.1225
2024-05-23,SOXL,2.458,0.2543,2.4522,2.4746,2.497,2.5194
2024-05-24,SOXL,3.4924,0.0979,3.4866,3.4893,3.4919,3.4946
2024-05-28,SOXL,-5.5197,-0.868,-5.5255,-5.6153,-5.7051,-5.7949
2024-05-29,SOXL,-0.059,0.3262,-0.0648,-0.0352,-0.0056,0.024
2024-05-30,SOXL,1.0446,0.3359,1.0388,1.0694,1.0999,1.1305
2024-05-31,SOXL,4.655,-0.165,4.6492,4.6269,4.6047,4.5824
2024-06-03,SOXL,-0.4519,-0.2504,-0.4577,-0.4858,-0.5139,-0.5419
2024-06-04,SOXL,5.1492,-0.1113,5.1434,5.1293,5.1151,5.1009
2024-06-05,SOXL,0.0186,-0.2239,0.0128,-0.0126,-0.0381,-0.0635
2024-06-06,SOXL,-0.4384,-0.8627,-0.4442,-0.5335,-0.6228,-0.7121
2024-06-07,SOXL,-2.6777,-0.0143,-2.6835,-2.6907,-2.6979,-2.7051
2024-06-10,SOXL,-1.3673,-0.847,-1.3731,-1.4609,-1.5486,-1.6363
2024-06-11,SOXL,5.5689,1.264,5.5631,5.6864,5.8098,5.9332
2024-06-12,SOXL,2.2468,0.1573,2.241,2.2537,2.2664,2.2791
2024-06-13,SOXL,-2.947,-0.5848,-2.9528,-3.0143,-3.0758,-3.1373
2024-06-14,SOXL,1.7658,-0.529,1.76,1.7013,1.6426,1.584
2024-06-17,SOXL,0.9873,-0.8096,0.9815,0.8975,0.8135,0.7295
2024-06-18,SOXL,0.5676,0.3179,0.5618,0.5892,0.6166,0.6439
2024-06-20,SOXL,-2.5196,0.3725,-2.5254,-2.4912,-2.457,-2.4227
2024-06-21,SOXL,-2.706,-0.8214,-2.7118,-2.7997,-2.8876,-2.9755
2024-06-24,SOXL,2.1088,-0.2007,2.103,2.0799,2.0568,2.0337
2024-06-25,SOXL,-0.3073,-0.3764,-0.3131,-0.3538,-0.3944,-0.4351
2024-06-26,SOXL,-0.6946,0.0872,-0.7004,-0.6947,-0.689,-0.6833
2024-06-27,SOXL,1.8752,0.0,1.8694,1.8664,1.8634,1.8603
2024-06-28,SOXL,0.0181,1.042,0.0123,0.1107,0.2091,0.3075
2024-07-01,SOXL,-1.9127,0.2364,-1.9185,-1.8979,-1.8772,-1.8566
2024-07-02,SOXL,0.7107,0.147,0.7049,0.7166,0.7282,0.7399
2024-07-03,SOXL,1.911,0.1607,1.9052,1.9169,1.9286,1.9403
2024-07-05,SOXL,2.3845,0.0875,2.3787,2.3817,2.3846,2.3876
2024-07-08,SOXL,1.2279,0.0,1.2221,1.219,1.216,1.213
2024-07-09,SOXL,2.6964,0.3778,2.6906,2.7253,2.7601,2.7948
2024-07-10,SOXL,1.9959,0.5038,1.9901,2.0375,2.0848,2.1322
2024-07-11,SOXL,1.7158,0.3534,1.71,1.7423,1.7746,1.8069
2024-07-12,SOXL,1.3577,-1.1226,1.3519,1.2338,1.1158,0.9978
2024-07-15,SOXL,1.2615,0.6041,1.2557,1.3131,1.3704,1.4278
2024-07-16,SOXL,-10.3,-0.0999,-10.3058,-10.3188,-10.3318,-10.3448
2024-07-17,SOXL,5.3492,-0.1284,5.3434,5.3275,5.3116,5.2958
2024-07-18,XLU,0.0,0.1856,0.4225,0.4225,0.4225,0.4225
2024-07-19,XLU,6.4681,0.5276,1.2775,1.2775,1.2775,1.2775
2024-07-22,XLU,-4.4465,-0.198,-0.5364,-0.5364,-0.5364,-0.5364
2024-07-23,XLU,-3.9849,0.7114,1.7371,1.7371,1.7371,1.7371
2024-07-24,XLU,-2.3524,0.4643,1.1193,1.1193,1.1193,1.1193
2024-07-25,XLU,6.6936,0.7946,1.9449,1.9449,1.9449,1.9449
2024-07-26,XLU,3.2865,0.3794,0.9069,0.9069,0.9069,0.9069
2024-07-29,XLU,1.5576,-0.1958,-0.5311,-0.5311,-0.5311,-0.5311
2024-07-30,XLU,13.9241,1.4055,3.4723,3.4723,3.4723,3.4723
2024-07-31,XLU,-5.7848,0.1923,0.4393,0.4393,0.4393,0.4393
2024-08-01,XLU,-12.7179,1.2686,3.1299,3.1299,3.1299,3.1299
2024-08-02,XLU,-19.7817,0.5255,1.2722,1.2722,1.2722,1.2722
2024-08-05,XLU,2.5457,0.3875,0.9272,0.9272,0.9272,0.9272
2024-08-06,FLAT,9.4722,0.8234,0.0,0.0,0.0,0.0
2024-08-07,FLAT,9.5475,-0.3821,0.0,0.0,0.0,0.0
2024-08-08,FLAT,-2.6007,0.2454,0.0,0.0,0.0,0.0
2024-08-09,FLAT,0.4845,0.0272,0.0,0.0,0.0,0.0
2024-08-12,XLU,3.8449,0.4204,1.0095,1.0095,1.0095,1.0095
2024-08-13,XLU,2.4059,-0.2292,-0.6145,-0.6145,-0.6145,-0.6145
2024-08-14,XLU,6.8344,-0.5801,-1.4919,-1.4919,-1.4919,-1.4919
2024-08-15,XLU,-3.2427,0.1079,0.2284,0.2284,0.2284,0.2284
2024-08-16,XLU,-1.1078,0.094,0.1936,0.1936,0.1936,0.1936
2024-08-19,XLU,-1.6295,0.0,-0.0415,-0.0415,-0.0415,-0.0415
2024-08-20,XLU,1.7732,-0.0134,-0.0749,-0.0749,-0.0749,-0.0749
2024-08-21,XLU,1.7716,0.1062,0.2241,0.2241,0.2241,0.2241
2024-08-22,XLU,4.3988,0.3457,0.8227,0.8227,0.8227,0.8227
2024-08-23,XLU,-1.6341,0.3447,0.8203,0.8203,0.8203,0.8203
2024-08-26,XLU,-2.2228,-0.2108,-0.5684,-0.5684,-0.5684,-0.5684
2024-08-27,XLU,-1.2445,0.3054,0.722,0.722,0.722,0.722
2024-08-28,XLU,1.5342,0.332,0.7884,0.7884,0.7884,0.7884
2024-08-29,XLU,6.9395,0.1849,0.4207,0.4207,0.4207,0.4207
2024-08-30,XLU,-5.4214,0.0262,0.024,0.024,0.024,0.024
2024-09-03,XLU,-3.2612,0.4857,1.1727,1.1727,1.1727,1.1727
2024-09-04,XLU,-4.1639,0.7549,1.8458,1.8458,1.8458,1.8458
2024-09-05,XLU,-2.0155,0.2218,0.513,0.513,0.513,0.513
2024-09-06,XLU,4.5857,0.4347,1.0453,1.0453,1.0453,1.0453
2024-09-09,XLU,0.182,0.1826,0.4149,0.4149,0.4149,0.4149
2024-09-10,XLU,2.0487,0.013,-0.009,-0.009,-0.009,-0.009
2024-09-11,XLU,-1.4893,0.22,0.5084,0.5084,0.5084,0.5084
2024-09-12,XLU,2.232,0.3357,0.7978,0.7978,0.7978,0.7978
2024-09-13,XLU,-4.2165,0.3183,0.7543,0.7543,0.7543,0.7543
2024-09-16,XLU,3.6726,0.0505,0.0849,0.0849,0.0849,0.0849
2024-09-17,XLU,1.0556,-0.177,-0.4841,-0.4841,-0.4841,-0.4841
2024-09-18,XLU,11.4038,-0.3186,-0.8379,-0.8379,-0.8379,-0.8379
2024-09-19,XLU,-3.0743,1.2945,3.1948,3.1948,3.1948,3.1948
2024-09-20,XLU,1.2519,-0.0624,-0.1976,-0.1976,-0.1976,-0.1976
2024-09-23,XLU,2.7123,-0.5602,-1.442,-1.442,-1.442,-1.442
2024-09-24,XLU,-1.1111,0.5517,1.3376,1.3376,1.3376,1.3376
2024-09-25,XLU,12.3847,-0.1871,-0.5092,-0.5092,-0.5092,-0.5092
2024-09-26,XLU,1.0354,0.4144,0.9945,0.9945,0.9945,0.9945
2024-09-27,XLU,-3.6929,0.199,0.4559,0.4559,0.4559,0.4559
2024-09-30,XLU,-0.1092,-0.1114,-0.32,-0.32,-0.32,-0.32
2024-10-01,XLU,0.8942,-0.7737,-1.9757,-1.9757,-1.9757,-1.9757
2024-10-02,XLU,-2.5179,0.5524,1.3394,1.3394,1.3394,1.3394
2024-10-03,XLU,6.0426,-0.9332,-2.3745,-2.3745,-2.3745,-2.3745
2024-10-04,XLU,-2.152,-0.3321,-0.8717,-0.8717,-0.8717,-0.8717
2024-10-07,SOXL,0.165,0.4406,0.1592,0.2002,0.2413,0.2823
2024-10-08,SOXL,-0.4804,-0.2768,-0.4862,-0.5169,-0.5476,-0.5783
2024-10-09,SOXL,-3.8601,0.1015,-3.8659,-3.8588,-3.8517,-3.8445
2024-10-10,SOXL,-2.1981,-0.331,-2.2039,-2.24,-2.2761,-2.3123
2024-10-11,SOXL,2.044,0.1514,2.0382,2.0476,2.0569,2.0663
2024-10-14,SOXL,-0.8084,0.4361,-0.8142,-0.7736,-0.7331,-0.6925
2024-10-15,SOXL,3.7134,0.4962,3.7076,3.7542,3.8008,3.8473
2024-10-16,SOXL,7.8955,0.3284,7.8897,7.9195,7.9493,7.9791
2024-10-17,SOXL,2.8953,-0.0859,2.8895,2.8778,2.8662,2.8546
2024-10-18,SOXL,-1.2472,0.2318,-1.253,-1.2356,-1.2181,-1.2007
2024-10-21,SOXL,-2.0222,-0.6738,-2.028,-2.0984,-2.1688,-2.2392
2024-10-22,SOXL,-0.7209,0.0738,-0.7267,-0.7223,-0.718,-0.7136
2024-10-23,SOXL,2.3986,0.0122,2.3928,2.391,2.3892,2.3873
2024-10-24,SOXL,2.6546,0.5025,2.6488,2.696,2.7433,2.7905
2024-10-25,SOXL,-0.0283,0.535,-0.0341,0.0136,0.0613,0.1091
2024-10-28,SOXL,0.2545,-1.111,0.2487,0.1345,0.0204,-0.0937
2024-10-29,SOXL,-7.668,0.391,-7.6738,-7.6377,-7.6016,-7.5656
2024-10-30,SOXL,-2.7688,0.2529,-2.7746,-2.7523,-2.7301,-2.7078
2024-10-31,SOXL,2.2659,-0.0125,2.2601,2.2558,2.2515,2.2473
2024-11-01,SOXL,-0.9064,-0.9983,-0.9122,-1.0178,-1.1234,-1.2291
2024-11-04,SOXL,0.2306,-0.0518,0.2248,0.2166,0.2083,0.2001
2024-11-05,SOXL,5.757,-1.2889,5.7512,5.6193,5.4874,5.3554
2024-11-06,SOXL,4.8666,0.5029,4.8608,4.9081,4.9553,5.0026
2024-11-07,SOXL,-2.0116,0.502,-2.0174,-1.9702,-1.923,-1.8759
2024-11-08,SOXL,-3.0209,0.0126,-3.0267,-3.0312,-3.0357,-3.0402
2024-11-11,SOXL,-1.2206,-0.3023,-1.2264,-1.2597,-1.2929,-1.3262
2024-11-12,SOXL,-2.6524,0.6498,-2.6582,-2.5962,-2.5343,-2.4723
2024-11-13,SOXL,3.2748,0.1276,3.269,3.2787,3.2885,3.2982
2024-11-14,SOXL,-5.3698,0.0768,-5.3756,-5.371,-5.3663,-5.3616
2024-11-15,SOXL,0.15,-0.0883,0.1442,0.1296,0.115,0.1004
2024-11-18,SOXL,-1.1909,-0.3753,-1.1967,-1.2373,-1.2778,-1.3184
2024-11-19,SOXL,-1.7966,0.1865,-1.8024,-1.7868,-1.7712,-1.7556
2024-11-20,SOXL,3.2769,0.1491,3.2711,3.283,3.2948,3.3067
2024-11-21,SOXL,-0.7379,0.3175,-0.7437,-0.715,-0.6862,-0.6575
2024-11-22,SOXL,3.8624,0.798,3.8566,3.9306,4.0046,4.0787
2024-11-25,SOXL,2.3858,0.2819,2.38,2.4052,2.4303,2.4555
2024-11-26,SOXL,-1.5647,0.3016,-1.5705,-1.5434,-1.5163,-1.4891
2024-11-27,SOXL,2.1505,0.3257,2.1447,2.1729,2.2011,2.2292
2024-11-29,SOXL,1.7094,-0.0121,1.7036,1.6966,1.6897,1.6827
2024-12-02,SOXL,-2.2795,0.6038,-2.2853,-2.2279,-2.1706,-2.1132
2024-12-03,SOXL,6.2311,0.3108,6.2253,6.2533,6.2813,6.3094
2024-12-04,SOXL,-0.3883,0.1119,-0.3941,-0.386,-0.3778,-0.3697
2024-12-05,SOXL,0.2403,0.0496,0.2345,0.2364,0.2384,0.2403
2024-12-06,SOXL,-1.9562,0.0,-1.962,-1.9677,-1.9735,-1.9793
2024-12-09,SOXL,0.7532,-0.1652,0.7474,0.7278,0.7083,0.6887
2024-12-10,SOXL,4.5387,0.1408,4.5329,4.544,4.555,4.5661
2024-12-11,SOXL,-2.3679,0.4766,-2.3737,-2.329,-2.2844,-2.2398
2024-12-12,SOXL,6.9743,0.1675,6.9685,6.9822,6.9959,7.0097
2024-12-13,SOXL,1.0718,0.0902,1.066,1.0692,1.0725,1.0757
2024-12-16,SOXL,-2.8308,-0.6232,-2.8366,-2.9019,-2.9673,-3.0326
2024-12-17,SOXL,2.1208,-0.0652,2.115,2.1055,2.0959,2.0864
2024-12-18,SOXL,0.7565,0.1202,0.7507,0.7597,0.7687,0.7776
2024-12-19,SOXL,-1.5619,-0.5716,-1.5677,-1.6279,-1.6881,-1.7483
2024-12-20,SOXL,1.9744,-1.0729,1.9686,1.8555,1.7425,1.6294
2024-12-23,SOXL,1.9198,0.0,1.914,1.911,1.908,1.9049
2024-12-24,SOXL,-2.159,-0.4184,-2.1648,-2.211,-2.2573,-2.3035
2024-12-26,SOXL,-1.7371,-0.5242,-1.7429,-1.7984,-1.8538,-1.9093
2024-12-27,SOXL,-4.9798,-0.4469,-4.9856,-5.0361,-5.0865,-5.137
2024-12-30,SOXL,0.9306,0.198,0.9248,0.9415,0.9583,0.9751
2024-12-31,SOXL,3.0403,0.7266,3.0345,3.1028,3.171,3.2393
2025-01-02,SOXL,2.2014,0.5769,2.1956,2.2502,2.3049,2.3596
2025-01-03,SOXL,6.4592,-0.0778,6.4534,6.4398,6.4263,6.4127
2025-01-06,SOXL,3.197,0.3411,3.1912,3.2223,3.2534,3.2845
2025-01-07,SOXL,-1.0601,-0.171,-1.0659,-1.086,-1.1061,-1.1263
2025-01-08,SOXL,-3.7748,0.3289,-3.7806,-3.7521,-3.7237,-3.6952
2025-01-10,SOXL,-5.5714,-0.1058,-5.5772,-5.5936,-5.6099,-5.6263
2025-01-13,SOXL,2.5946,0.3882,2.5888,2.6246,2.6604,2.6962
2025-01-14,SOXL,5.0301,1.7442,5.0243,5.1957,5.3671,5.5385
2025-01-15,SOXL,5.0768,-0.0521,5.071,5.0628,5.0545,5.0463
2025-01-16,SOXL,6.6955,-0.0635,6.6897,6.6804,6.671,6.6616
2025-01-17,SOXL,2.5223,1.1289,2.5165,2.6222,2.728,2.8337
2025-01-21,SOXL,2.9988,0.1124,2.993,3.0012,3.0094,3.0177
2025-01-22,SOXL,-4.7022,0.3703,-4.708,-4.674,-4.64,-4.606
2025-01-23,SOXL,0.2007,-0.1525,0.1949,0.1767,0.1584,0.1401
2025-01-24,SOXL,-15.4904,-1.9625,-15.4962,-15.6982,-15.9002,-16.1022
2025-01-27,SOXL,1.5569,-0.0515,1.5511,1.5429,1.5347,1.5265
2025-01-28,FLAT,2.9574,-0.0261,0.0,0.0,0.0,0.0
2025-01-29,FLAT,3.5853,1.1598,0.0,0.0,0.0,0.0
2025-01-30,FLAT,1.5062,0.0894,0.0,0.0,0.0,0.0
2025-01-31,FLAT,-8.046,-1.3225,0.0,0.0,0.0,0.0
2025-02-03,FLAT,-0.6275,-0.5747,0.0,0.0,0.0,0.0
2025-02-04,FLAT,-0.6852,0.9921,0.0,0.0,0.0,0.0
2025-02-05,FLAT,-2.1254,0.4337,0.0,0.0,0.0,0.0
2025-02-06,FLAT,0.7957,-0.0255,0.0,0.0,0.0,0.0
2025-02-07,FLAT,2.2408,0.2815,0.0,0.0,0.0,0.0
2025-02-10,FLAT,-2.4497,-0.3925,0.0,0.0,0.0,0.0
2025-02-11,FLAT,-4.4874,-1.2848,0.0,0.0,0.0,0.0
2025-02-12,FLAT,-0.0364,0.1893,0.0,0.0,0.0,0.0
2025-02-13,FLAT,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-14,FLAT,2.3125,0.4172,0.0,0.0,0.0,0.0
2025-02-18,FLAT,0.7341,-0.1127,0.0,0.0,0.0,0.0
2025-02-19,SOXL,1.9078,-0.3239,1.902,1.8666,1.8311,1.7957
2025-02-20,SOXL,0.7578,0.0125,0.752,0.7502,0.7484,0.7467
2025-02-21,SOXL,1.4261,0.2865,1.4203,1.4432,1.4661,1.4889
2025-02-24,XLU,-0.1872,-0.5885,-1.5126,-1.5126,-1.5126,-1.5126
2025-02-25,XLU,3.7939,0.1888,0.4304,0.4304,0.4304,0.4304
2025-02-26,SOXL,1.6319,-0.2757,1.6261,1.5955,1.5649,1.5343
2025-02-27,SOXL,0.276,0.6536,0.2702,0.3325,0.3948,0.4572
2025-02-28,SOXL,4.3115,-0.101,4.3057,4.2898,4.2739,4.2581
2025-03-03,SOXL,-1.1214,0.0,-1.1272,-1.1302,-1.1333,-1.1363
2025-03-04,SOXL,3.0053,-0.7432,2.9995,2.9222,2.8448,2.7675
2025-03-05,SOXL,-10.2459,-0.7743,-10.2517,-10.3322,-10.4126,-10.4931
2025-03-06,SOXL,1.4041,0.224,1.3983,1.4176,1.437,1.4564
2025-03-07,XLU,-7.4198,-0.3493,-0.9148,-0.9148,-0.9148,-0.9148
2025-03-10,XLU,0.3335,-0.0512,-0.1695,-0.1695,-0.1695,-0.1695
2025-03-11,XLU,6.9821,-0.0129,-0.0738,-0.0738,-0.0738,-0.0738
2025-03-12,XLU,-0.0544,0.3369,0.8008,0.8008,0.8008,0.8008
2025-03-13,XLU,5.1876,0.2973,0.7018,0.7018,0.7018,0.7018
2025-03-14,XLU,-1.4149,-0.0254,-0.1049,-0.1049,-0.1049,-0.1049
2025-03-17,FLAT,-2.6988,-0.5934,0.0,0.0,0.0,0.0
2025-03-18,FLAT,-0.1506,-0.0381,0.0,0.0,0.0,0.0
2025-03-19,FLAT,-3.8725,0.0127,0.0,0.0,0.0,0.0
2025-03-20,FLAT,-5.4271,-0.3911,0.0,0.0,0.0,0.0
2025-03-21,FLAT,6.4449,-0.3175,0.0,0.0,0.0,0.0
2025-03-24,FLAT,-0.6202,-0.1023,0.0,0.0,0.0,0.0
2025-03-25,FLAT,-1.2165,0.013,0.0,0.0,0.0,0.0
2025-03-26,FLAT,-3.3014,-0.0904,0.0,0.0,0.0,0.0
2025-03-27,FLAT,-2.0904,0.6072,0.0,0.0,0.0,0.0
2025-03-28,FLAT,-5.8713,0.1539,0.0,0.0,0.0,0.0
2025-03-31,XLU,-1.2555,-0.0634,-0.2,-0.2,-0.2,-0.2
2025-04-01,FLAT,-4.7649,-0.0759,0.0,0.0,0.0,0.0
2025-04-02,XLU,-15.0154,-0.1259,-0.3563,-0.3563,-0.3563,-0.3563
2025-04-03,XLU,-11.9194,0.3928,0.9405,0.9405,0.9405,0.9405
2025-04-04,XLU,-9.633,-1.5296,-3.8655,-3.8655,-3.8655,-3.8655
2025-04-07,FLAT,11.5756,1.785,0.0,0.0,0.0,0.0
2025-04-08,FLAT,2.7913,-0.8483,0.0,0.0,0.0,0.0
2025-04-09,FLAT,-15.0195,-0.7503,0.0,0.0,0.0,0.0
2025-04-10,FLAT,-2.9076,-0.0531,0.0,0.0,0.0,0.0
2025-04-11,FLAT,8.7805,0.7862,0.0,0.0,0.0,0.0
2025-04-14,FLAT,1.4354,0.2188,0.0,0.0,0.0,0.0
2025-04-15,FLAT,-13.6235,0.2446,0.0,0.0,0.0,0.0
2025-04-16,FLAT,2.246,0.3897,0.0,0.0,0.0,0.0
2025-04-17,FLAT,-5.6645,-0.45,0.0,0.0,0.0,0.0
2025-04-21,FLAT,3.2258,1.1721,0.0,0.0,0.0,0.0
2025-04-22,FLAT,15.1251,0.9872,0.0,0.0,0.0,0.0
2025-04-23,FLAT,8.0156,-0.0766,0.0,0.0,0.0,0.0
2025-04-24,FLAT,-3.4053,0.0892,0.0,0.0,0.0,0.0
2025-04-25,FLAT,-1.3788,0.0511,0.0,0.0,0.0,0.0
2025-04-28,FLAT,-3.5918,-0.1398,0.0,0.0,0.0,0.0
2025-04-29,FLAT,-7.4136,-0.3909,0.0,0.0,0.0,0.0
2025-04-30,FLAT,3.5508,0.8619,0.0,0.0,0.0,0.0
2025-05-01,FLAT,6.8823,0.3665,0.0,0.0,0.0,0.0
2025-05-02,FLAT,-2.9279,-0.1505,0.0,0.0,0.0,0.0
2025-05-05,FLAT,-5.1499,0.1131,0.0,0.0,0.0,0.0
2025-05-06,FLAT,-0.0792,-0.1739,0.0,0.0,0.0,0.0
2025-05-07,FLAT,4.2954,0.0124,0.0,0.0,0.0,0.0
2025-05-08,FLAT,3.9503,0.2622,0.0,0.0,0.0,0.0
2025-05-09,XLU,19.8722,0.4736,1.1424,1.1424,1.1424,1.1424
2025-05-12,SOXL,1.2828,-0.1505,1.277,1.2589,1.2408,1.2228
2025-05-13,XLU,2.0441,-0.3013,-0.7948,-0.7948,-0.7948,-0.7948
2025-05-14,XLU,-2.7084,0.4035,0.9673,0.9673,0.9673,0.9673
2025-05-15,XLU,0.5411,0.0741,0.1437,0.1437,0.1437,0.1437
2025-05-16,XLU,-6.7428,-0.8396,-2.1406,-2.1406,-2.1406,-2.1406
2025-05-19,XLU,-2.4903,-0.0969,-0.2838,-0.2838,-0.2838,-0.2838
2025-05-20,XLU,-2.4458,-0.3262,-0.857,-0.857,-0.857,-0.857
2025-05-21,XLU,0.0,-0.8491,-2.1643,-2.1643,-2.1643,-2.1643
2025-05-22,XLU,-7.8182,0.6742,1.6439,1.6439,1.6439,1.6439
2025-05-23,SOXL,6.4249,0.7772,6.4191,6.4897,6.5603,6.6309
2025-05-27,SOXL,0.6932,-0.0612,0.6874,0.6783,0.6691,0.66
2025-05-28,SOXL,6.7528,0.0497,6.747,6.7489,6.7509,6.7528
2025-05-29,SOXL,-1.687,-0.1973,-1.6928,-1.7156,-1.7383,-1.7611
2025-05-30,SOXL,-0.5573,-0.4272,-0.5631,-0.6116,-0.6601,-0.7086
2025-06-02,XLU,0.1183,1.2047,2.9702,2.9702,2.9702,2.9702
2025-06-03,SOXL,2.0765,-0.3277,2.0707,2.0349,1.9991,1.9633
2025-06-04,SOXL,2.1488,0.2841,2.143,2.1684,2.1938,2.2192
2025-06-05,SOXL,3.0271,0.5072,3.0213,3.069,3.1167,3.1644
2025-06-06,SOXL,2.8169,-0.1724,2.8111,2.7881,2.7651,2.7421
2025-06-09,SOXL,1.3619,0.2603,1.3561,1.3791,1.4021,1.4251
2025-06-10,SOXL,2.1005,0.2968,2.0947,2.1213,2.148,2.1746
2025-06-11,SOXL,-1.8484,0.0618,-1.8542,-1.8511,-1.8479,-1.8448
2025-06-12,SOXL,-6.5808,-0.0855,-6.5866,-6.5981,-6.6097,-6.6213
2025-06-13,SOXL,3.994,0.4913,3.9882,4.0316,4.0749,4.1183
2025-06-16,SOXL,-1.5041,-0.1481,-1.5099,-1.5277,-1.5456,-1.5634
2025-06-17,SOXL,1.496,0.2365,1.4902,1.5108,1.5315,1.5521
2025-06-18,SOXL,2.4526,0.211,2.4468,2.4635,2.4802,2.4969
2025-06-20,SOXL,-0.1414,-0.1733,-0.1472,-0.1703,-0.1934,-0.2165
2025-06-23,SOXL,5.102,0.1108,5.0962,5.1043,5.1123,5.1204
2025-06-24,SOXL,1.709,-0.3309,1.7032,1.6671,1.631,1.5949
2025-06-25,SOXL,2.3577,0.1863,2.3519,2.3675,2.3831,2.3987
2025-06-26,SOXL,0.0794,0.2587,0.0736,0.0964,0.1193,0.1421
2025-06-27,SOXL,1.5943,-0.4795,1.5885,1.5347,1.481,1.4273
2025-06-30,SOXL,-2.558,-0.0367,-2.5638,-2.5705,-2.5772,-2.5839
2025-07-01,SOXL,-0.6888,-0.3661,-0.6946,-0.7343,-0.7739,-0.8135
2025-07-02,SOXL,1.227,0.0492,1.2212,1.2231,1.225,1.2269
2025-07-03,SOXL,-2.7221,-0.2199,-2.7279,-2.7571,-2.7862,-2.8153
2025-07-07,SOXL,2.7666,-0.695,2.7608,2.6883,2.6158,2.5432
2025-07-08,SOXL,0.9856,0.3944,0.9798,1.0162,1.0526,1.089
2025-07-09,SOXL,2.8926,-0.3419,2.8868,2.8495,2.8123,2.7751
2025-07-10,SOXL,-2.0423,-0.7993,-2.0481,-2.1311,-2.214,-2.297
2025-07-11,SOXL,-2.3119,-0.0728,-2.3177,-2.3308,-2.3438,-2.3569
2025-07-14,SOXL,5.929,-0.0121,5.9232,5.919,5.9147,5.9105
2025-07-15,SOXL,-2.4211,0.061,-2.4269,-2.4239,-2.4208,-2.4177
