wk,S,C,K,rv,otm,ret,payout,assigned
2022-04-04,37.79,28.25,41.5,1.1427257710228858,0.09817412013760252,-0.25244773749669225,0.0,False
2022-04-11,27.21,25.6,30.0,1.2124142696958604,0.10253583241455333,-0.05916942300624772,0.0,False
2022-04-18,26.15,24.41,29.0,1.1419557251335897,0.10898661567877643,-0.06653919694072652,0.0,False
2022-04-25,23.82,22.22,26.0,1.041385088228641,0.09151973131821989,-0.06717044500419822,0.0,False
2022-05-02,23.14,23.3,25.0,1.0436543910527936,0.08038029386343992,0.006914433880726101,0.0,False
2022-05-09,22.17,22.55,24.0,1.0283330268588748,0.08254397834912042,0.017140279657194446,0.0,False
2022-05-16,21.6,20.34,23.5,1.0162106749828719,0.0879629629629628,-0.05833333333333335,0.0,False
2022-05-23,20.02,25.29,22.0,1.0179351196613158,0.098901098901099,0.26323676323676315,0.1643356643356643,True
2022-05-31,24.15,23.89,26.5,1.1725440705805559,0.09730848861283659,-0.010766045548654124,0.0,False
2022-06-06,24.95,18.75,27.5,1.1299030348118173,0.10220440881763526,-0.24849699398797598,0.0,False
2022-06-13,16.64,13.68,18.5,1.2263677958307337,0.11177884615384603,-0.17788461538461542,0.0,False
2022-06-21,15.29,15.84,16.5,1.0102524295044446,0.07913669064748197,0.03597122302158273,0.0,False
2022-06-27,15.65,11.6,17.0,0.9732669398084909,0.08626198083067083,-0.2587859424920128,0.0,False
2022-07-05,10.76,13.91,11.5,1.0447979585804048,0.06877323420074344,0.2927509293680297,0.22397769516728627,True
2022-07-11,12.93,15.13,14.5,1.1858566471703667,0.12142304717710761,0.17014694508894057,0.04872389791183301,True
2022-07-18,15.61,17.62,17.5,1.244840902752528,0.12107623318385663,0.1287636130685459,0.007687379884689365,True
2022-07-25,17.06,19.84,19.0,1.266030170292136,0.11371629542790163,0.1629542790152405,0.0492379835873388,True
2022-08-01,19.83,21.54,22.0,1.2908732836101573,0.10943015632879494,0.086232980332829,0.0,False
2022-08-08,21.05,21.6,23.5,1.2958242429027285,0.11638954869358664,0.026128266033254244,0.0,False
2022-08-15,21.66,19.15,24.0,1.2955324804493447,0.10803324099723,-0.11588180978762708,0.0,False
2022-08-22,17.91,15.96,20.0,1.3177819141626925,0.11669458403126742,-0.10887772194304857,0.0,False
2022-08-29,15.78,12.82,17.5,1.2366891806979912,0.10899873257287718,-0.18757921419518375,0.0,False
2022-09-06,12.6,14.67,14.0,1.2918427575835707,0.11111111111111116,0.16428571428571437,0.05317460317460317,True
2022-09-12,14.96,12.06,16.5,1.2308413779149054,0.10294117647058809,-0.19385026737967914,0.0,False
2022-09-19,12.15,9.96,13.5,1.2421459462405908,0.11111111111111116,-0.18024691358024691,0.0,False
2022-09-26,10.23,8.77,11.5,1.3006445544500407,0.1241446725317692,-0.14271749755620733,0.0,False
2022-10-03,9.25,9.16,10.5,1.2191490037464552,0.1351351351351351,-0.009729729729729741,0.0,False
2022-10-10,8.3,6.91,9.0,1.0514023654471683,0.0843373493975903,-0.16746987951807235,0.0,False
2022-10-17,7.44,8.6,8.0,1.009175985461535,0.07526881720430101,0.15591397849462352,0.08064516129032252,True
2022-10-24,8.48,9.52,9.0,1.0302528534756037,0.061320754716981174,0.12264150943396213,0.06132075471698108,True
2022-10-31,8.91,9.02,9.5,0.9986290750858079,0.06621773288439958,0.012345679012345512,0.0,False
2022-11-07,8.98,13.19,9.5,0.967847517677832,0.057906458797327254,0.4688195991091313,0.4109131403118039,True
2022-11-14,12.93,12.5,14.5,1.4161011309550284,0.12142304717710761,-0.03325599381283839,0.0,False
2022-11-21,12.02,12.84,13.5,1.3998975026807823,0.12312811980033289,0.06821963394342756,0.0,False
2022-11-28,12.54,13.03,14.0,1.3891832636440007,0.11642743221690588,0.03907496012759171,0.0,False
2022-12-05,12.85,12.31,14.5,1.3248238146901055,0.12840466926070038,-0.04202334630350191,0.0,False
2022-12-12,12.13,11.1,13.5,1.2936318075167466,0.1129431162407255,-0.08491343775762583,0.0,False
2022-12-19,10.71,9.77,12.0,1.2372701524930383,0.1204481792717087,-0.08776844070961731,0.0,False
2022-12-27,9.22,9.68,10.0,1.186524845599482,0.08459869848156165,0.049891540130151846,0.0,False
2023-01-03,9.53,10.89,10.5,1.131188733908641,0.10178384050367262,0.1427072402938092,0.040923399790136476,True
2023-01-09,11.87,12.96,13.0,1.1444249235643538,0.09519797809604058,0.09182813816343738,0.0,False
2023-01-17,13.16,12.84,14.5,1.0444839533726684,0.10182370820668685,-0.024316109422492405,0.0,False
2023-01-23,13.89,14.96,15.0,1.0420642338007806,0.079913606911447,0.0770338372930166,0.0,False
2023-01-30,14.46,16.91,15.5,1.0333114516040902,0.07192254495159056,0.16943291839557384,0.0975103734439834,True
2023-02-06,16.52,15.76,18.0,1.054646751488902,0.08958837772397099,-0.04600484261501214,0.0,False
2023-02-13,16.15,15.49,17.0,0.6059413202789141,0.052631578947368585,-0.04086687306501535,0.0,False
2023-02-21,14.95,14.28,15.5,0.6092728127885861,0.03678929765886285,-0.0448160535117057,0.0,False
