entry_date,exit_date,entry,exit,tdays,ret
2026-04-22,2026-04-22,103.58,104.6158,0,0.010000000000000009
2026-04-22,2026-04-22,104.51,105.55510000000001,0,0.010000000000000009
2026-04-22,2026-04-23,105.5,108.61,1,0.029478672985781884
2026-04-23,2026-04-23,109.78,110.87780000000001,0,0.010000000000000009
2026-04-23,2026-04-23,112.2,113.322,0,0.010000000000000009
2026-04-23,2026-04-23,113.26,114.3926,0,0.010000000000000009
2026-04-23,2026-04-23,114.88,116.02879999999999,0,0.010000000000000009
2026-04-23,2026-04-24,115.91,125.21,1,0.08023466482615826
2026-04-24,2026-04-24,127.46,128.7346,0,0.010000000000000009
2026-04-24,2026-04-24,127.87,129.14870000000002,0,0.010000000000000009
2026-04-24,2026-05-01,129.16,130.45159999999998,5,0.010000000000000009
2026-05-01,2026-05-04,130.63,132.2,1,0.012018678710862707
2026-05-04,2026-05-04,131.03,132.3403,0,0.010000000000000009
2026-05-04,2026-05-04,130.93,132.23930000000001,0,0.010000000000000009
2026-05-04,2026-05-05,132.92,135.0,1,0.015648510382184844
2026-05-05,2026-05-05,134.53,135.8753,0,0.010000000000000009
2026-05-05,2026-05-05,137.73,139.10729999999998,0,0.010000000000000009
2026-05-05,2026-05-05,138.7,140.087,0,0.010000000000000009
2026-05-05,2026-05-05,140.7,142.107,0,0.010000000000000009
2026-05-05,2026-05-05,141.91,143.3291,0,0.010000000000000009
2026-05-05,2026-05-05,143.42,144.8542,0,0.010000000000000009
2026-05-05,2026-05-05,144.77,146.2177,0,0.010000000000000009
2026-05-05,2026-05-06,146.68,157.84,1,0.07608399236433039
2026-05-06,2026-05-06,161.47,163.0847,0,0.010000000000000009
2026-05-06,2026-05-06,162.88,164.5088,0,0.010000000000000009
2026-05-06,2026-05-08,164.43,166.07430000000002,2,0.010000000000000009
2026-05-08,2026-05-08,166.37,168.0337,0,0.010000000000000009
2026-05-08,2026-05-08,167.8,169.478,0,0.010000000000000009
