date,equity,cash,shares,spot,call_K,put_K,call_val,put_val
2024-10-30,53758.84819693969,2946.348193028127,1500,33.95,41.5,,112.49999608844519,0.0
2024-10-31,47961.34819302813,2946.348193028127,1500,30.01,41.5,,1.8052402834951995e-33,0.0
2024-11-01,49281.34819302813,2946.348193028127,1500,30.89,,,0.0,0.0
2024-11-04,48481.62319291581,2979.123192077619,1500,30.36,41.5,,37.49999916180968,0.0
2024-11-05,50094.12319168646,2979.123192077619,1500,31.44,41.5,,45.00000039115548,0.0
2024-11-06,54113.0323914181,2979.123192077619,1500,34.11,41.5,,31.090800659519356,0.0
2024-11-07,57369.12319168646,2979.123192077619,1500,36.29,41.5,,45.00000039115548,0.0
2024-11-08,56109.12319207762,2979.123192077619,1500,35.42,,,0.0,0.0
2024-11-11,52054.39819503867,3011.898191127111,1500,32.77,41.5,,112.49999608844519,0.0
2024-11-12,50479.3981919653,3011.898191127111,1500,31.67,41.5,,37.49999916180968,0.0
2024-11-13,47419.398191630025,3011.898191127111,1500,29.62,41.5,,22.49999949708581,0.0
2024-11-14,47426.89819112711,3011.898191127111,1500,29.61,41.5,,2.53977401486056e-36,0.0
2024-11-15,43001.89819112711,3011.898191127111,1500,26.66,,,0.0,0.0
2024-11-18,43891.83827806406,1963.8382704346673,1600,27.71,27.5,,2407.9999923706055,0.0
2024-11-19,44187.83827424936,1963.8382704346673,1600,27.83,27.5,,2303.9999961853027,0.0
2024-11-20,43635.83825517588,1963.8382704346673,1600,27.16,27.5,,1784.000015258789,0.0
2024-11-21,45667.838300952244,1963.8382704346673,1600,28.46,27.5,,1831.9999694824219,0.0
2024-11-22,45955.838270434666,45955.838270434666,0,28.48,,,0.0,0.0
2024-11-25,46208.96322671466,3061.463253536749,1500,29.34,30.0,,862.5000268220901,0.0
2024-11-26,45053.963259124685,3061.463253536749,1500,28.12,30.0,,187.49999441206455,0.0
2024-11-27,43493.96325403966,3061.463253536749,1500,26.97,30.0,,22.49999949708581,0.0
2024-11-29,45181.46325353675,3061.463253536749,1500,28.08,,,0.0,0.0
2024-12-02,47975.08322109275,1543.0832210927485,1600,30.27,30.0,,2000.0,0.0
2024-12-03,47671.08324588828,1543.0832210927485,1600,29.69,30.0,,1375.9999752044678,0.0
2024-12-04,48823.083182945775,1543.0832210927485,1600,30.9,30.0,,2160.0000381469727,0.0
2024-12-05,47727.08322013907,1543.0832210927485,1600,29.13,30.0,,424.0000009536743,0.0
2024-12-06,48983.08322109275,1543.0832210927485,1600,29.65,,,0.0,0.0
2024-12-09,48756.763281097934,3180.763271561193,1600,29.21,30.0,,1159.9999904632568,0.0
2024-12-10,46284.76326536231,3180.763271561193,1600,27.1,30.0,,256.00000619888306,0.0
2024-12-11,49124.76327632956,3180.763271561193,1600,29.14,30.0,,679.9999952316284,0.0
2024-12-12,48332.76326870017,3180.763271561193,1600,28.39,30.0,,272.00000286102295,0.0
2024-12-13,51172.76327156119,51172.76327156119,0,30.79,,,0.0,0.0
2024-12-16,51971.64338096671,2195.6433580785247,1600,32.5,32.5,,2223.9999771118164,0.0
2024-12-17,50931.64336380057,2195.6433580785247,1600,31.12,32.5,,1055.999994277954,0.0
2024-12-18,46427.64336070113,2195.6433580785247,1600,27.76,32.5,,183.99999737739563,0.0
2024-12-19,44171.643358614965,2195.6433580785247,1600,26.25,32.5,,23.999999463558197,0.0
2024-12-20,45955.64335807852,2195.6433580785247,1600,27.35,,,0.0,0.0
2024-12-23,49748.92335492663,2396.923358979747,1600,29.69,32.5,,152.00000405311584,0.0
2024-12-24,51188.92336017184,2396.923358979747,1600,30.57,32.5,,119.9999988079071,0.0
2024-12-26,51172.923359873814,2396.923358979747,1600,30.51,32.5,,39.99999910593033,0.0
2024-12-27,49948.923358979744,2396.923358979747,1600,29.72,,,0.0,0.0
2024-12-30,47088.22487896067,2472.2248784838266,1600,27.94,32.5,,87.99999952316284,0.0
2024-12-31,46128.22487902027,2472.2248784838266,1600,27.3,32.5,,23.999999463558197,0.0
2025-01-02,46792.00298193649,2472.2248784838266,1600,27.71,32.5,,16.22189654733681,0.0
2025-01-03,50280.22487848383,2472.2248784838266,1600,29.88,,,0.0,0.0
2025-01-06,55088.22494295221,5032.224950581605,1600,32.53,32.5,,1992.0000076293945,0.0
2025-01-07,54032.224958211,5032.224950581605,1600,31.13,32.5,,807.9999923706055,0.0
2025-01-08,53200.22494652849,5032.224950581605,1600,30.2,32.5,,152.00000405311584,0.0
2025-01-10,49832.22495058161,5032.224950581605,1600,28.0,,,0.0,0.0
2025-01-13,49437.45494525936,2500.4549462726363,1700,27.75,32.5,,238.00000101327896,0.0
2025-01-14,50278.95495260563,2500.4549462726363,1700,28.23,32.5,,212.4999936670065,0.0
2025-01-15,53100.95493867304,2500.4549462726363,1700,29.94,32.5,,297.5000075995922,0.0
2025-01-16,53474.954947602564,2500.4549462726363,1700,30.02,32.5,,59.49999867007136,0.0
2025-01-17,57741.954946272635,57741.954946272635,0,32.51,,,0.0,0.0
2025-01-21,58267.934939747116,2431.434953933024,1700,33.68,34.0,,1419.5000141859055,0.0
2025-01-22,59381.4349985173,2431.434953933024,1700,35.09,34.0,,2702.9999554157257,0.0
