date,equity,cash,shares,spot,call_K,put_K,call_val,put_val
2022-03-07,87764.59391120553,3054.593719874629,2000,29.51,42.0,39.0,109.99999940395355,25800.000190734863
2022-03-08,88674.59371883154,3054.593719874629,2000,31.12,42.0,39.0,120.00000104308128,23500.0
2022-03-09,91794.59410104633,3054.593719874629,2000,34.98,42.0,39.0,70.00000029802322,18850.000381469727
2022-03-10,89156.5881522641,3054.593719874629,2000,32.71,42.0,39.0,18.005376875664613,20699.999809265137
2022-03-11,87604.59410134435,3054.593719874629,2000,30.6,,39.0,0.0,23350.000381469727
2022-03-14,85466.09372262389,3136.093721282789,2000,27.82,42.0,39.0,59.99999865889549,26750.0
2022-03-15,87886.09391171962,3136.093721282789,2000,31.51,42.0,39.0,70.00000029802322,21800.000190734863
2022-03-16,91646.09353174001,3136.093721282789,2000,36.39,42.0,39.0,219.9999988079071,15949.999809265137
2022-03-17,91816.09372240037,3136.093721282789,2000,36.99,42.0,39.0,49.99999888241291,14750.0
2022-03-18,93806.09372128278,3136.093721282789,2000,39.21,,39.0,0.0,12250.0
2022-03-21,93389.39395786554,4389.3937528255665,2000,38.92,42.0,39.0,1389.9999856948853,12550.000190734863
2022-03-22,93669.39391256601,4389.3937528255665,2000,39.63,42.0,39.0,1280.0000309944153,11300.000190734863
2022-03-23,91539.39336926967,4389.3937528255665,2000,36.62,42.0,39.0,240.00000208616257,14149.999618530273
2022-03-24,96389.394015086,4389.3937528255665,2000,42.2,42.0,39.0,2199.9999284744263,9800.000190734863
2022-03-25,97789.39375282556,4389.3937528255665,2000,41.95,,39.0,0.0,9500.0
2022-03-28,96875.89361501962,7305.893662703344,2000,42.76,42.0,39.0,4299.999952316284,8349.999904632568
2022-03-29,96875.89351965219,7305.893662703344,2000,45.71,42.0,39.0,8250.0,6399.9998569488525
2022-03-30,96825.89387728006,7305.893662703344,2000,41.31,42.0,39.0,2050.0000715255737,8950.000286102295
2022-03-31,95145.89366389543,7305.893662703344,2000,38.53,42.0,39.0,219.9999988079071,11000.0
2022-04-01,92665.89375807077,7305.893662703344,2000,36.23,,39.0,0.0,12900.000095367432
2022-04-04,93901.12853906733,3590.6285334346935,2100,38.0,42.0,39.0,514.4999943673611,11025.0
2022-04-05,89869.12833527532,3590.6285334346935,2100,32.78,42.0,39.0,94.4999978877604,17534.999799728394
2022-04-06,88451.62833386716,3590.6285334346935,2100,30.45,42.0,39.0,31.499999295920134,20947.499799728394
2022-04-07,88430.6287337063,3590.6285334346935,2100,30.5,42.0,39.0,1.911452360933014e-32,20790.000200271606
2022-04-08,87380.6287337063,3590.6285334346935,2100,28.25,,39.0,0.0,24465.000200271606
2022-04-11,86818.63229063089,3596.823532991123,2100,26.46,42.0,39.0,64.1918431750519,27720.00060081482
2022-04-12,86651.82333271952,3596.823532991123,2100,26.2,42.0,39.0,3.3472516547916845e-35,28034.999799728394
2022-04-13,86987.82373326273,3596.823532991123,2100,28.06,42.0,39.0,8.942311690856467e-52,24465.000200271606
2022-04-14,86441.82333271952,3596.823532991123,2100,25.6,,39.0,0.0,29084.999799728394
2022-04-18,86613.90700008711,3612.1432079963893,2100,27.01,42.0,39.0,21.73640818088739,26302.500200271606
2022-04-19,86656.39051875175,3612.1432079963893,2100,28.78,42.0,39.0,21.251888158204096,22627.499198913574
2022-04-20,86509.64240690996,3612.1432079963893,2100,28.45,42.0,39.0,8.920187009001832e-24,23152.499198913574
2022-04-21,86058.14300772478,3612.1432079963893,2100,26.16,42.0,39.0,2.0617776810879012e-71,27509.999799728394
2022-04-22,86005.64280745317,3612.1432079963893,2100,24.41,,39.0,0.0,31132.499599456787
2022-04-25,86149.49300772478,3598.493207996389,2100,25.71,42.0,39.0,1.3915555166704767e-18,28559.999799728394
2022-04-26,85708.49320799639,3598.493207996389,2100,22.35,42.0,39.0,5.755594762687007e-42,35175.0
2022-04-27,85668.55914949311,3598.493207996389,2100,21.89,42.0,39.0,18.93365796007173,36119.99959945679
2022-04-28,85928.99280745318,3598.493207996389,2100,25.63,42.0,39.0,9.944986383796416e-78,28507.499599456787
2022-04-29,85697.99320799639,3598.493207996389,2100,22.22,,39.0,0.0,35437.5
2022-05-02,86189.19895116243,3608.2773194930674,2100,24.51,42.0,39.0,22.578969145471998,31132.50060081482
2022-05-03,85771.56565666253,3608.2773194930674,2100,25.11,42.0,39.0,20.210861744119168,29452.499198913574
2022-05-04,85887.6575138613,3608.2773194930674,2100,28.04,42.0,39.0,19.620005903380004,23415.000200271606
2022-05-05,86391.8724907754,3608.2773194930674,2100,23.98,42.0,39.0,19.404428174458594,32444.999599456787
2022-05-06,85508.27792030788,3608.2773194930674,2100,23.3,,39.0,0.0,32970.00060081482
2022-05-09,85621.65272008005,3740.632326857931,2100,19.65,42.0,39.0,18.978405148244477,40634.99879837036
2022-05-10,85660.43135919643,3740.632326857931,2100,21.12,42.0,39.0,22.20216929113341,37590.00120162964
2022-05-11,85630.35898963179,3740.632326857931,2100,19.13,42.0,39.0,20.77333722614935,41737.5
2022-05-12,85923.76046769493,3740.632326857931,2100,19.47,42.0,39.0,21.37225970622366,41317.50040054321
2022-05-13,85798.13352848757,3740.632326857931,2100,22.55,,39.0,0.0,34702.50120162964
2022-05-16,85668.98352848756,3726.9823268579307,2100,21.37,42.0,39.0,5.637585839538857e-36,37065.00120162964
2022-05-17,85668.98252712953,3726.9823268579307,2100,24.62,42.0,39.0,6.687965969415167e-30,30240.000200271606
2022-05-18,85752.98232685792,3726.9823268579307,2100,20.81,42.0,39.0,1.9085880513087202e-78,38325.0
2022-05-19,85584.98232685792,3726.9823268579307,2100,20.48,42.0,39.0,2.7538720127028424e-164,38850.0
2022-05-20,85616.48232685793,85616.48232685793,0,20.34,,,0.0,0.0
2022-05-23,85444.10676964391,4174.107070051325,3500,20.63,21.0,19.0,3797.5001335144043,12862.499833106995
2022-05-24,84691.60726823677,4174.107070051325,3500,19.08,21.0,19.0,1399.9999687075615,15137.500166893005
2022-05-25,86231.60715349783,4174.107070051325,3500,20.22,21.0,19.0,2187.5,13475.000083446503
2022-05-26,87474.10727866758,4174.107070051325,3500,22.55,21.0,19.0,6072.499841451645,10447.500050067902
2022-05-27,85689.10691984762,77656.60707005132,0,25.29,,19.0,0.0,8032.499849796295
2022-05-31,86875.26986628641,3435.2699807273248,3200,24.85,25.0,19.0,3407.9999923706055,7327.9998779296875
2022-06-01,85851.27000743021,3435.2699807273248,3200,23.67,25.0,19.0,1264.0000343322754,7936.000061035156
2022-06-02,88987.27005702128,3435.2699807273248,3200,26.26,25.0,19.0,4751.999855041504,6271.999931335449
2022-06-03,87579.2698891746,3435.2699807273248,3200,23.89,,19.0,0.0,7695.999908447266
2022-06-06,89520.84446474352,5321.344366395863,3300,23.89,25.0,19.0,2359.5000118017197,7722.0001101493835
2022-06-07,90494.34452768603,5321.344366395863,3300,24.58,25.0,19.0,2854.4999331235886,6913.500094413757
2022-06-08,88398.84451588431,5321.344366395863,3300,22.91,25.0,19.0,626.9999921321869,8101.500141620636
2022-06-09,84471.84443191999,5321.344366395863,3300,21.04,25.0,19.0,115.49999741837382,9834.000062942505
2022-06-10,79488.84444507399,5321.344366395863,3300,18.75,,19.0,0.0,12292.500078678131
2022-06-13,74293.93015535141,1126.4303206797863,3500,15.5,25.0,19.0,69.99999843537807,18987.499833106995
2022-06-14,74468.93015378679,1126.4303206797863,3500,15.78,25.0,19.0,5.396529089090026e-22,18112.499833106995
2022-06-15,75168.92982000078,1126.4303206797863,3500,16.63,25.0,19.0,4.0977051843630173e-26,15837.499499320984
2022-06-16,71108.92998689378,1126.4303206797863,3500,13.52,25.0,19.0,2.1389056835197594e-120,22662.49966621399
2022-06-17,70881.43032067979,1126.4303206797863,3500,13.68,,19.0,0.0,21875.0
2022-06-21,71959.2551530475,1136.7553199405024,3500,14.81,25.0,19.0,1.0426598065633964e-28,18987.499833106995
2022-06-22,71119.25582061952,1136.7553199405024,3500,14.27,25.0,19.0,6.66672542877213e-50,20037.500500679016
2022-06-23,70664.25531994051,1136.7553199405024,3500,13.99,25.0,19.0,2.156741817247557e-107,20562.5
2022-06-24,72676.75582061952,1136.7553199405024,3500,15.84,,19.0,0.0,16100.000500679016
2022-06-27,72391.50548683351,1114.0053199405027,3500,15.79,25.0,19.0,3.6038694506913477e-16,16012.500166893005
2022-06-28,70991.5051530475,1114.0053199405027,3500,14.54,25.0,19.0,8.207134645137641e-31,18987.499833106995
2022-06-29,70032.25567050978,1114.0053199405027,3500,13.55,25.0,19.0,31.74914875170414,21524.999499320984
2022-06-30,69644.00531994051,1114.0053199405027,3500,13.08,25.0,19.0,1.089538180942333e-133,22750.0
2022-07-01,68576.5051530475,1114.0053199405027,3500,11.6,,19.0,0.0,26862.499833106995
2022-07-05,68571.25565372652,1091.2553199405027,3500,11.88,25.0,19.0,1.427665709229037e-58,25900.00033378601
2022-07-06,68466.25481926149,1091.2553199405027,3500,12.1,25.0,19.0,8.733024371805482e-84,25024.999499320984
2022-07-07,69201.25531994051,1091.2553199405027,3500,13.71,25.0,19.0,5.366666008198276e-115,20125.0
2022-07-08,69201.2551530475,1091.2553199405027,3500,13.91,,19.0,0.0,19424.999833106995
2022-07-11,68671.0051530475,1068.5053199405027,3500,12.89,25.0,19.0,1.487849343264639e-34,22487.499833106995
2022-07-12,68723.50582061952,1068.5053199405027,3500,12.98,25.0,19.0,2.361001980122385e-45,22225.000500679016
2022-07-13,68636.00481926149,1068.5053199405027,3500,13.28,25.0,19.0,1.2843733495903868e-63,21087.499499320984
2022-07-14,69336.0051530475,1068.5053199405027,3500,14.08,25.0,19.0,4.917609253700144e-105,18987.499833106995
2022-07-15,69948.5051530475,1068.5053199405027,3500,15.13,,19.0,0.0,15924.999833106995
2022-07-18,69709.98048461566,1144.980317722651,3500,14.89,25.0,19.0,7.930582735705385e-21,16450.000166893005
2022-07-19,72106.19721807077,1144.980317722651,3500,16.96,25.0,19.0,36.2832665448873,11637.500166893005
2022-07-20,74224.98020089754,1144.980317722651,3500,18.22,25.0,19.0,2.0877202868960073e-15,9309.999883174896
2022-07-21,75500.23591450235,1144.980317722651,3500,19.08,25.0,19.0,37.244653559818985,7612.500250339508
2022-07-22,72789.98040116916,1144.980317722651,3500,17.62,,19.0,0.0,9975.000083446503
2022-07-25,71942.80553394376,1155.3053169833672,3500,17.29,25.0,19.0,5.134526086308359e-10,10272.500216960907
2022-07-26,70630.30548387636,1155.3053169833672,3500,16.4,25.0,19.0,2.5265614674202026e-18,12075.000166893005
2022-07-27,74060.30501657596,1155.3053169833672,3500,18.74,25.0,19.0,1.2540640972152308e-12,7314.99969959259
2022-07-28,74900.30527526012,1155.3053169833672,3500,19.37,25.0,19.0,1.9618636062311322e-20,5949.999958276749
2022-07-29,75635.30530863872,1155.3053169833672,3500,19.84,,19.0,0.0,5039.99999165535
2022-08-01,76059.85521662852,1264.8553140262318,3500,20.0,25.0,19.0,122.49999726191163,4917.499899864197
2022-08-02,75832.35534101597,1264.8553140262318,3500,19.9,25.0,19.0,87.4999980442226,5005.000025033951
2022-08-03,79402.35530307388,1264.8553140262318,3500,21.56,25.0,19.0,69.99999843537807,2747.4999874830246
2022-08-04,80872.35533606133,1264.8553140262318,3500,22.11,25.0,19.0,52.499998826533556,2275.0000208616257
2022-08-05,78964.85530150926,1264.8553140262318,3500,21.54,,19.0,0.0,2309.9999874830246
2022-08-08,76101.50538547209,1639.0053051548255,3500,20.51,25.0,19.0,192.49999895691872,2870.0000792741776
2022-08-09,70554.0051895032,1639.0053051548255,3500,17.67,25.0,19.0,52.499998826533556,7122.499883174896
2022-08-10,74208.19587894196,1639.0053051548255,3500,19.97,25.0,19.0,38.309447074502344,2712.5000208616257
2022-08-11,73651.50522588065,1639.0053051548255,3500,19.77,25.0,19.0,3.4701671187119284e-17,2817.4999207258224
2022-08-12,78131.50528846553,1639.0053051548255,3500,21.6,,19.0,0.0,892.4999833106995
2022-08-15,78369.50531477726,1947.0053100833845,3500,21.77,25.0,19.0,262.4999973922968,490.00000208616257
2022-08-16,76199.50530682376,1947.0053100833845,3500,21.09,25.0,19.0,87.4999980442226,524.9999947845936
2022-08-17,71632.00528205058,1947.0053100833845,3500,19.51,25.0,19.0,52.499998826533556,1452.499970793724
2022-08-18,75285.29680714822,1947.0053100833845,3500,20.92,25.0,19.0,39.20850267440127,157.49999973922968
2022-08-19,68972.00531008339,1947.0053100833845,3500,19.15,,,0.0,0.0
2022-08-22,62468.93386193028,163.6251532444914,3200,16.98,25.0,15.0,30.691291314214908,8000.0
2022-08-23,63155.62524479723,163.6251532444914,3200,17.34,25.0,15.0,1.34471238027153e-13,7504.000091552734
2022-08-24,63123.62504643297,163.6251532444914,3200,17.39,25.0,15.0,1.3724688842967134e-20,7311.999893188477
2022-08-25,67795.62517613267,163.6251532444914,3200,19.33,25.0,15.0,8.144200228159871e-21,5776.000022888184
2022-08-26,59875.625305832385,163.6251532444914,3200,15.96,,15.0,0.0,8640.00015258789
2022-08-29,57726.82519902086,142.82515324449193,3200,15.01,25.0,15.0,3.380462155176006e-20,9552.000045776367
2022-08-30,57022.82507695055,142.82515324449193,3200,14.5,25.0,15.0,3.582470967878902e-31,10479.999923706055
2022-08-31,55774.82515324449,142.82515324449193,3200,14.01,25.0,15.0,2.705212118852575e-53,10800.0
2022-09-01,54654.82530583238,142.82515324449193,3200,13.21,25.0,15.0,1.1072646490839606e-129,12240.00015258789
2022-09-02,53726.8250006566,142.82515324449193,3200,12.82,,15.0,0.0,12559.99984741211
2022-09-06,53034.02515324449,122.02515324449193,3200,12.41,25.0,15.0,6.85952199424589e-52,13200.0
2022-09-07,53594.02530583238,122.02515324449193,3200,13.01,25.0,15.0,7.122905514816425e-68,11840.00015258789
2022-09-08,54698.02515324449,122.02515324449193,3200,13.68,25.0,15.0,7.101761483159199e-116,10800.0
2022-09-09,56042.02498539781,122.02515324449193,3200,14.67,,15.0,0.0,8975.99983215332
2022-09-12,56275.46513730979,131.46515256857526,3200,14.79,25.0,15.0,1.955971997532392e-21,8815.999984741211
2022-09-13,52083.464999980686,131.46515256857526,3200,12.06,25.0,15.0,2.994582154325647e-56,13359.99984741211
2022-09-14,52579.46507627463,131.46515256857526,3200,12.49,25.0,15.0,1.2139193614493193e-76,12479.999923706055
2022-09-15,51619.46530515647,131.46515256857526,3200,11.89,25.0,15.0,6.327615187084792e-176,13440.00015258789
2022-09-16,51843.464847392795,131.46515256857526,3200,12.06,,15.0,0.0,13119.999694824219
2022-09-19,52046.665305156464,110.66515256857527,3200,12.28,25.0,15.0,6.154234837132131e-40,12640.00015258789
2022-09-20,51088.96871223343,110.66515256857527,3200,11.69,25.0,15.0,29.69644033514345,13600.0
2022-09-21,50545.56225532127,110.66515256857527,3200,11.38,25.0,15.0,61.10320242308678,14080.000305175781
2022-09-22,49694.665305156464,110.66515256857527,3200,10.42,25.0,15.0,8.521337644021962e-244,16240.00015258789
2022-09-23,49582.665152568574,110.66515256857527,3200,9.96,,15.0,0.0,17600.0
2022-09-26,49065.8646948049,89.86515256857527,3200,9.53,25.0,15.0,6.68681395815607e-74,18479.999542236328
2022-09-27,49351.38288930722,89.86515256857527,3200,9.83,25.0,15.0,34.482415849245825,17840.00015258789
2022-09-28,49289.86499998068,89.86515256857527,3200,10.2,25.0,15.0,5.893335798570039e-128,16559.99984741211
2022-09-29,48857.86515256857,89.86515256857527,3200,9.24,25.0,15.0,0.0,19200.0
2022-09-30,48553.86515256857,89.86515256857527,3200,8.77,,15.0,0.0,20400.0
2022-10-03,48931.304999304775,99.3051518926586,3200,9.71,25.0,15.0,4.7611947443400895e-71,17759.99984741211
2022-10-04,49776.65194773342,99.3051518926586,3200,11.06,25.0,15.0,34.65366192290888,14320.000457763672
2022-10-05,50086.23795515144,99.3051518926586,3200,11.38,25.0,15.0,29.06719674121847,13600.0
2022-10-06,49907.501333318214,99.3051518926586,3200,11.15,25.0,15.0,31.80366598655646,14159.99984741211
2022-10-07,48691.30469412899,99.3051518926586,3200,9.16,,15.0,0.0,19279.999542236328
2022-10-10,48294.92783391367,212.4640870356208,3200,8.22,25.0,15.0,61.53564277038881,21839.999389648438
2022-10-11,48408.189850261115,212.4640870356208,3200,7.53,25.0,15.0,60.274084186609755,24159.99984741211
2022-10-12,48404.46408703562,212.4640870356208,3200,7.31,25.0,15.0,1.4753927595279645e-240,24800.0
2022-10-13,48484.46408703562,212.4640870356208,3200,7.96,25.0,15.0,0.0,22800.0
2022-10-14,48324.46408703562,212.4640870356208,3200,6.91,,15.0,0.0,26000.0
2022-10-17,48383.66423962351,191.66408703562078,3200,7.36,25.0,15.0,6.152419074651095e-119,24640.00015258789
2022-10-18,48335.66408703562,191.66408703562078,3200,7.42,25.0,15.0,1.5702368017960891e-156,24400.0
2022-10-19,48287.66423962351,191.66408703562078,3200,7.58,25.0,15.0,1.352110544624619e-226,23840.00015258789
2022-10-20,48207.66362927195,191.66408703562078,3200,7.73,25.0,15.0,0.0,23279.999542236328
2022-10-21,48431.66454479929,191.66408703562078,3200,8.6,,15.0,0.0,20720.000457763672
2022-10-24,48330.86454479929,170.86408703562077,3200,8.7,25.0,15.0,1.3970966676548136e-88,20320.000457763672
2022-10-25,48314.863629271946,170.86408703562077,3200,9.27,25.0,15.0,2.0764907666285018e-104,18479.999542236328
2022-10-26,48298.86393444773,170.86408703562077,3200,8.99,25.0,15.0,1.661576177821961e-166,19359.99984741211
2022-10-27,48234.86408703562,170.86408703562077,3200,8.52,25.0,15.0,0.0,20800.0
2022-10-28,48394.86393444773,170.86408703562077,3200,9.52,,15.0,0.0,17759.99984741211
2022-10-31,48442.384114387,1450.3841086649543,3200,8.89,9.5,15.0,1055.999994277954,19600.0
2022-11-01,48170.38413918253,1450.3841086649543,3200,9.11,9.5,15.0,1231.9999694824219,18800.0
2022-11-02,49050.384571435425,1450.3841086649543,3200,8.22,9.5,15.0,223.99999499320984,21520.000457763672
2022-11-03,49370.38456750151,1450.3841086649543,3200,7.89,9.5,15.0,47.999998927116394,22720.000457763672
2022-11-04,49514.384108664955,1450.3841086649543,3200,9.02,,15.0,0.0,19200.0
2022-11-07,48692.623702838384,2820.6241338991767,3200,9.6,9.5,15.0,2127.999973297119,17279.999542236328
2022-11-08,47620.62427122828,2820.6241338991767,3200,10.17,9.5,15.0,3184.000015258789,15440.00015258789
2022-11-09,49524.62367422816,2820.6241338991767,3200,9.21,9.5,15.0,1248.0000019073486,18479.999542236328
2022-11-10,42772.624133899175,2820.6241338991767,3200,12.11,9.5,15.0,8352.000045776367,9552.000045776367
2022-11-11,39572.62397368189,33204.624133899175,0,13.19,,15.0,0.0,6367.999839782715
2022-11-14,40338.65411291357,2287.654112913571,2600,12.76,13.5,15.0,987.9999876022339,5862.999987602234
2022-11-15,39753.65416560408,2287.654112913571,2600,13.9,13.5,15.0,2378.9999783039093,3705.0000309944153
2022-11-16,40871.65409354206,2287.654112913571,2600,12.09,13.5,15.0,350.9999945759773,7500.999975204468
2022-11-17,41326.654125505054,2287.654112913571,2600,12.44,13.5,15.0,116.9999998062849,6812.000012397766
2022-11-18,41274.65411291357,41274.65411291357,0,12.5,,,0.0,0.0
2022-11-21,40857.71955825838,1084.2196217820324,2900,11.86,13.0,11.0,304.500001296401,5683.999937772751
2022-11-22,42293.21966845247,1084.2196217820324,2900,12.93,13.0,11.0,928.0000224709511,4640.000069141388
2022-11-23,42713.719623510566,1084.2196217820324,2900,13.34,13.0,11.0,1246.999977529049,4190.499979257584
2022-11-25,42728.21956646892,1084.2196217820324,2900,12.84,,11.0,0.0,4407.99994468689
2022-11-28,41479.18952795717,2271.1896152481713,2900,11.84,13.0,11.0,478.49999740719795,5350.499910116196
2022-11-29,41305.1896489546,2271.1896152481713,2900,11.73,13.0,11.0,391.49999395012856,5408.500027656555
2022-11-30,43219.18973278853,2271.1896152481713,2900,13.85,13.0,11.0,2943.4999585151672,3726.5000760555267
2022-12-01,43306.18963599059,2271.1896152481713,2900,13.47,13.0,11.0,1972.0000207424164,3944.0000414848328
2022-12-02,44074.68966364714,39956.68961524817,0,13.03,,11.0,0.0,4118.000048398972
2022-12-05,43590.29878474484,1875.2988366008785,3000,12.59,13.5,11.0,614.999994635582,4559.999942779541
2022-12-06,42270.298873257736,1875.2988366008785,3000,11.72,13.5,11.0,164.99999910593033,5400.000035762787
2022-12-07,42255.29873881201,1875.2988366008785,3000,11.71,13.5,11.0,104.99999765306711,5354.999899864197
2022-12-08,44145.298852470616,1875.2988366008785,3000,12.66,13.5,11.0,194.99999843537807,4485.000014305115
2022-12-09,43545.29878653298,1875.2988366008785,3000,12.31,,11.0,0.0,4739.999949932098
2022-12-12,43959.79423575174,1613.794339225405,3100,13.0,13.5,11.0,2294.000029563904,4339.9999260902405
2022-12-13,44982.79441313516,1613.794339225405,3100,13.64,13.5,11.0,2557.4999630451202,3642.5000369548798
2022-12-14,44796.79431890022,1613.794339225405,3100,12.97,13.5,11.0,899.0000203251839,3875.0
2022-12-15,42270.29434026476,1613.794339225405,3100,11.38,13.5,11.0,46.49999896064401,5425.0
2022-12-16,41696.79428748857,1613.794339225405,3100,11.1,,11.0,0.0,5672.999948263168
2022-12-19,40827.11160189681,411.1116847472629,3200,10.68,13.5,11.0,47.999998927116394,6287.99991607666
2022-12-20,40139.11168582015,411.1116847472629,3200,10.43,13.5,11.0,47.999998927116394,6400.0
2022-12-21,41435.111566285916,411.1116847472629,3200,11.17,13.5,11.0,4.216740641910488e-05,5279.999923706055
2022-12-22,39115.11145586542,411.1116847472629,3200,9.77,13.5,11.0,1.828785277699179e-33,7439.999771118164
2022-12-23,38971.111593194524,411.1116847472629,3200,9.77,,11.0,0.0,7295.999908447266
2022-12-27,38100.5516077774,420.55168407134624,3200,9.25,13.5,11.0,7.451226944457101e-15,8079.999923706055
2022-12-28,37700.551562001034,420.55168407134624,3200,8.86,13.5,11.0,3.20625148285929e-28,8927.999877929688
2022-12-29,38628.55174510651,420.55168407134624,3200,9.71,13.5,11.0,9.333343985373736e-35,7136.000061035156
2022-12-30,38676.5516077774,420.55168407134624,3200,9.68,,11.0,0.0,7279.999923706055
2023-01-03,37983.75162303867,399.7516840738229,3200,9.35,13.5,11.0,5.5576100462060366e-14,7663.999938964844
2023-01-04,39055.75161540927,399.7516840738229,3200,10.12,13.5,11.0,6.244916372238627e-13,6271.999931335449
2023-01-05,38129.52195894401,399.7516840738229,3200,9.56,13.5,11.0,30.229755647389744,7168.000030517578
2023-01-06,40111.75162303867,399.7516840738229,3200,10.89,,11.0,0.0,4863.999938964844
2023-01-09,41749.991680459396,1013.9916642469339,3200,11.54,13.5,11.0,383.99999141693115,4192.0000076293945
2023-01-10,42405.9917062086,1013.9916642469339,3200,11.98,13.5,11.0,496.00000381469727,3552.000045776367
2023-01-11,43077.991669015304,1013.9916642469339,3200,12.42,13.5,11.0,783.9999914169312,3103.9999961853027
2023-01-12,44341.991685704605,1013.9916642469339,3200,12.84,13.5,11.0,239.9999976158142,2480.0000190734863
2023-01-13,44613.99173291148,1013.9916642469339,3200,12.96,,11.0,0.0,2128.000068664551
2023-01-17,45312.231637982746,2384.231689481156,3200,13.07,13.5,11.0,832.0000171661377,1935.9999656677246
2023-01-18,45120.23166611614,2384.231689481156,3200,12.82,13.5,11.0,415.9999966621399,2127.999973297119
2023-01-19,42962.40713716654,2384.231689481156,3200,11.75,13.5,11.0,29.82454468522402,3007.9999923706055
2023-01-20,45392.23167040767,2384.231689481156,3200,12.84,,11.0,0.0,1919.9999809265137
2023-01-23,48414.11567677678,3583.6157652896813,3300,14.76,13.5,11.0,4834.5001101493835,957.000021636486
2023-01-24,48480.115840033905,3583.6157652896813,3300,14.41,13.5,11.0,3794.999921321869,1138.4999960660934
2023-01-25,48694.615798727886,3583.6157652896813,3300,14.54,13.5,11.0,3926.999992132187,1056.0000255703926
2023-01-26,48694.615728901044,3583.6157652896813,3300,15.26,13.5,11.0,5956.500023603439,709.4999872148037
2023-01-27,48843.11576135577,48117.11576528968,0,14.96,,11.0,0.0,725.9999960660934
2023-01-30,47873.24578562798,2481.7457875949303,3300,13.77,15.0,11.0,1138.4999960660934,1088.9999940991402
2023-01-31,49341.74583185138,2481.7457875949303,3300,14.55,15.0,11.0,1897.4999606609344,742.5000049173832
2023-02-01,51767.24583750637,2481.7457875949303,3300,16.82,15.0,11.0,6451.499944925308,230.99999483674765
2023-02-02,52097.24603948789,2481.7457875949303,3300,17.95,15.0,11.0,9751.49974822998,132.00000012293458
2023-02-03,52146.74578661146,51965.24578759493,0,16.91,,11.0,0.0,181.49999901652336
2023-02-06,51475.74068891453,2278.740703927446,3100,16.07,17.5,11.0,806.0000166296959,186.000001616776
2023-02-07,54746.240705890676,2278.740703927446,3100,17.62,17.5,11.0,2231.999996304512,77.49999826774001
2023-02-08,52808.74069480421,2278.740703927446,3100,16.46,17.5,11.0,573.500007390976,77.49999826774001
2023-02-09,53428.74070080937,2278.740703927446,3100,16.58,17.5,11.0,325.500001385808,77.49999826774001
2023-02-10,51227.740701848736,2278.740703927446,3100,15.76,,11.0,0.0,92.99999792128801
2023-02-13,52931.05375125511,1939.0537256251089,3200,16.46,17.5,11.0,1727.9999732971191,47.999998927116394
2023-02-14,55539.053744698605,1939.0537256251089,3200,17.35,17.5,11.0,1919.9999809265137,8.093006550333128e-22
2023-02-15,56659.053712273664,1939.0537256251089,3200,17.58,17.5,11.0,1536.0000133514404,5.288002407498028e-35
2023-02-16,53891.05372586353,1939.0537256251089,3200,16.28,17.5,11.0,143.99999976158142,3.4578107498625e-49
2023-02-17,51507.05372562511,1939.0537256251089,3200,15.49,,,0.0,0.0
2023-02-21,47812.600990414154,1021.1007405328568,2900,13.99,17.5,13.0,43.49999902769923,6264.000248908997
2023-02-22,47305.100961769625,1021.1007405328568,2900,13.79,17.5,13.0,1.567104794461534e-08,6293.000221252441
2023-02-23,49741.10073147517,1021.1007405328568,2900,15.11,17.5,13.0,2.1435462433810137e-06,4900.999993085861
2023-02-24,48102.600692133885,1021.1007405328568,2900,14.28,,13.0,0.0,5669.499951601028
2023-02-27,48497.87085032938,1111.8707380826588,2900,14.53,17.5,13.0,72.49999837949872,5321.500110626221
2023-02-28,48613.87075288324,1111.8707380826588,2900,14.65,17.5,13.0,43.49999902769923,5060.500013828278
2023-03-01,48802.37033290338,1111.8707380826588,2900,14.69,17.5,13.0,0.0003913509991637074,5089.499986171722
2023-03-02,49367.87075137307,1111.8707380826588,2900,15.02,17.5,13.0,5.378670425609524e-07,4698.000013828278
2023-03-03,50629.370710426105,1111.8707380826588,2900,15.69,,13.0,0.0,4016.499972343445
2023-03-06,49486.19068980469,1476.690739716124,2900,15.16,17.5,13.0,174.00000151246786,4219.499951601028
2023-03-07,48616.190810478016,1476.690739716124,2900,14.68,17.5,13.0,72.49999837949872,4640.000069141388
2023-03-08,51023.19077515109,1476.690739716124,2900,15.84,17.5,13.0,159.49999913573265,3770.000034570694
2023-03-09,49268.69079600154,1476.690739716124,2900,14.89,17.5,13.0,43.49999902769923,4654.50005531311
2023-03-10,47731.69081577165,1476.690739716124,2900,14.04,,13.0,0.0,5539.000076055527
2023-03-13,47675.86579339793,1594.8657417579557,2900,14.02,17.5,13.0,144.99999675899744,5568.000048398972
2023-03-14,50213.36579004889,1594.8657417579557,2900,15.26,17.5,13.0,116.00000010803342,4480.500048398972
2023-03-15,49285.36570156952,1594.8657417579557,2900,14.7,17.5,13.0,57.999998703598976,5118.499958515167
2023-03-16,52591.365668943436,1594.8657417579557,2900,16.42,17.5,13.0,144.99999675899744,3523.4999239444733
2023-03-17,52417.3658039852,1594.8657417579557,2900,16.11,,13.0,0.0,4103.500062227249
2023-03-20,53011.430742345656,2754.4307613595392,2900,16.62,17.5,13.0,1377.5000259280205,3436.500006914139
