date,act,qty,px,spot,cash,K,exp,dte,otm_pct,src,itm_at_write,sticky_write,itm
2025-08-15,CALL_EXPIRED,23,27.31,27.31,2707.829945207766,30.0,,,,,,,
2025-08-15,PUT_EXPIRED,23,27.31,27.31,2707.829945207766,16.0,,,,,,,
2025-08-18,SELL_SHARES,-300,27.32,27.32,10902.329945207766,,,,,,,,
2025-08-18,BUY_PUT,20,3.9741000971794125,27.32,2941.1297508489415,26.0,2025-11-21,95.0,4.831625183016106,,,,
2025-08-18,SELL_CALL,20,0.16065000168979168,27.32,3249.429754228525,30.0,2025-08-22,4.0,9.809663250366032,print,0.0,1.0,
2025-08-22,CALL_EXPIRED,20,27.43,27.43,3249.429754228525,30.0,,,,,,,
2025-08-25,BUY_SHARES,100,27.12,27.12,536.9297542285249,,,,,,,,
2025-08-25,ADD_PUT,1,3.75,,154.15475422852495,26.0,2025-11-21,,,,,,
2025-08-25,SELL_CALL,21,0.16065000168979168,27.12,477.8697577770875,30.0,2025-08-29,4.0,10.619469026548668,print,0.0,1.0,
2025-08-29,CALL_EXPIRED,21,26.04,26.04,477.8697577770875,30.0,,,,,,,
2025-09-02,SELL_CALL,21,0.028349999366328118,24.68,523.7547564463765,30.0,2025-09-05,3.0,21.555915721231766,print,0.0,1.0,
2025-09-05,CALL_EXPIRED,21,26.52,26.52,523.7547564463765,30.0,,,,,,,
2025-09-08,SELL_CALL,21,0.09450000140815973,26.96,708.554759403512,30.0,2025-09-12,4.0,11.27596439169139,print,0.0,1.0,
2025-09-12,CALL_EXPIRED,21,29.26,29.26,708.554759403512,30.0,,,,,,,
2025-09-15,SELL_CALL,21,0.8315999954938889,29.83,2441.2647499406785,30.0,2025-09-19,4.0,0.5698960777740587,print,0.0,1.0,
2025-09-19,CALL_ASSIGNED,21,32.97,32.97,65430.76474994068,30.0,,,,,,,2.969999999999999
2025-09-22,BUY_SHARES,1900,34.09,34.09,650.2647499406739,,,,,,,,
2025-09-22,TRIM_PUT,-2,1.4700000286102295,,937.3787555540009,26.0,2025-11-21,,,,,,
2025-09-22,SELL_CALL,19,0.4913999819755554,34.09,1858.688721307556,36.0,2025-09-26,4.0,5.602816075095325,print,0.0,0.0,
2025-09-26,CALL_EXPIRED,19,33.99,33.99,1858.688721307556,36.0,,,,,,,
2025-09-29,SELL_CALL,19,0.8694000157713889,35.29,3498.198751273195,36.0,2025-10-03,4.0,2.011901388495327,print,0.0,1.0,
2025-10-03,CALL_ASSIGNED,19,38.23,38.23,71888.6987512732,36.0,,,,,,,2.229999999999997
2025-10-06,BUY_SHARES,1600,42.65,42.65,3640.698751273201,,,,,,,,
2025-10-06,TRIM_PUT,-3,0.7200000286102295,,3850.6447596931916,26.0,2025-11-21,,,,,,
2025-10-06,SELL_CALL,16,1.530900004506111,42.65,6289.6847669029685,44.0,2025-10-10,4.0,3.1652989449003552,print,0.0,0.0,
2025-10-10,CALL_EXPIRED,16,34.21,34.21,6289.6847669029685,44.0,,,,,,,
2025-10-13,BUY_SHARES,100,38.69,38.69,2420.1847669029685,,,,,,,,
2025-10-13,ADD_PUT,1,1.0499999523162842,,2312.539771761939,26.0,2025-11-21,,,,,,
2025-10-13,SELL_CALL,17,0.3590999954938888,38.69,2911.95976410155,44.0,2025-10-17,4.0,13.724476608942886,print,0.0,1.0,
2025-10-17,CALL_EXPIRED,17,40.18,40.18,2911.95976410155,44.0,,,,,,,
2025-10-20,SELL_CALL,17,1.3229999774694443,42.31,5150.009725799605,44.0,2025-10-24,4.0,3.994327582131878,print,0.0,1.0,
2025-10-24,CALL_EXPIRED,17,43.16,43.16,5150.009725799605,44.0,,,,,,,
2025-10-27,BUY_SHARES,100,45.69,45.69,580.5097257996049,,,,,,,,
2025-10-27,ADD_PUT,1,0.4000000059604645,,539.0997251922336,26.0,2025-11-21,,,,,,
2025-10-27,SELL_CALL,18,3.2602500450611114,45.69,6395.849806302234,44.0,2025-10-31,4.0,-3.698840008754646,print,1.0,1.0,
2025-10-31,CALL_ASSIGNED,18,47.71,47.71,85586.84980630223,44.0,,,,,,,3.710000000000001
2025-11-03,BUY_SHARES,1700,49.04,49.04,2210.349806302227,,,,,,,,
2025-11-03,TRIM_PUT,-1,0.2199999988079071,,2231.2818061852827,26.0,2025-11-21,,,,,,
2025-11-03,SELL_CALL,17,1.4080500090122223,49.04,4613.91682150606,51.0,2025-11-07,4.0,3.996737357259382,print,0.0,0.0,
2025-11-07,CALL_EXPIRED,17,41.73,41.73,4613.91682150606,51.0,,,,,,,
2025-11-10,BUY_SHARES,100,44.84,44.84,129.41682150605993,,,,,,,,
2025-11-10,ADD_PUT,1,0.1599999964237213,,112.46282187048273,26.0,2025-11-21,,,,,,
2025-11-10,SELL_CALL,18,0.23625,44.84,526.0128218704828,51.0,2025-11-14,4.0,13.737734165923275,print,0.0,1.0,
2025-11-14,CALL_EXPIRED,18,38.86,38.86,526.0128218704828,51.0,,,,,,,
2025-11-17,SELL_CALL,18,0.09450000140815973,39.57,684.4128244051703,51.0,2025-11-21,4.0,28.8855193328279,print,0.0,1.0,
2025-11-21,CALL_EXPIRED,18,31.7,31.7,684.4128244051703,51.0,,,,,,,
2025-11-21,PUT_EXPIRED,18,31.7,31.7,684.4128244051703,26.0,,,,,,,
2025-11-24,SELL_SHARES,-300,34.6,34.6,11062.91282440517,,,,,,,,
2025-11-24,BUY_PUT,15,5.995006543786899,34.6,2060.653008724821,33.0,2026-02-20,88.0,4.624277456647403,,,,
2025-11-24,SELL_CALL,15,0.028349999366328118,34.6,2093.4280077743133,51.0,2025-11-28,4.0,47.39884393063583,print_near,0.0,1.0,
2025-11-28,CALL_EXPIRED,15,41.3,41.3,2093.4280077743133,51.0,,,,,,,
2025-12-01,SELL_CALL,15,0.01889999957755208,40.81,2112.0280071406414,51.0,2025-12-05,4.0,24.969370252389112,print_near,0.0,1.0,
2025-12-05,CALL_EXPIRED,15,46.51,46.51,2112.0280071406414,51.0,,,,,,,
2025-12-08,SELL_CALL,15,0.9922499549388885,47.8,3590.6529395489742,51.0,2025-12-12,4.0,6.694560669456073,print,0.0,1.0,
2025-12-12,CALL_EXPIRED,15,41.7,41.7,3590.6529395489742,51.0,,,,,,,
2025-12-15,SELL_CALL,15,0.13230000056326388,42.23,3779.35294039387,51.0,2025-12-19,4.0,20.767227089746637,print,0.0,1.0,
2025-12-19,CALL_EXPIRED,15,41.79,41.79,3779.35294039387,51.0,,,,,,,
2025-12-22,SELL_CALL,15,0.047250000704079864,43.8,3840.47794144999,51.0,2025-12-26,4.0,16.438356164383567,print_near,0.0,1.0,
2025-12-26,CALL_EXPIRED,15,44.19,44.19,3840.47794144999,51.0,,,,,,,
2025-12-29,SELL_CALL,15,0.021627928056588433,43.19,3863.1698335348724,51.0,2026-01-02,4.0,18.08288955776801,model,0.0,1.0,
2026-01-02,CALL_EXPIRED,15,47.27,47.27,3863.1698335348724,51.0,,,,,,,
2026-01-05,SELL_CALL,15,1.4741999459266661,49.87,6064.719752424871,51.0,2026-01-09,4.0,2.2658913174253112,print,0.0,1.0,
2026-01-09,CALL_ASSIGNED,15,53.91,53.91,82557.21975242488,51.0,,,,,,,2.9099999999999966
2026-01-12,BUY_SHARES,1500,54.09,54.09,1414.7197524248768,,,,,,,,
2026-01-12,SELL_CALL,15,1.6065000450611113,54.09,3814.719820016544,55.0,2026-01-16,4.0,1.682381216491027,print,0.0,0.0,
2026-01-16,CALL_ASSIGNED,15,60.72,60.72,86307.21982001654,55.0,,,,,,,5.719999999999999
2026-01-20,BUY_SHARES,1400,60.24,60.24,1964.219820016544,,,,,,,,
2026-01-20,TRIM_PUT,-1,0.5199999809265137,,2014.581818145435,33.0,2026-02-20,,,,,,
2026-01-20,SELL_CALL,14,2.116800009012222,60.24,4969.001830762546,61.0,2026-01-23,3.0,1.2616201859229714,print,0.0,0.0,
2026-01-23,CALL_ASSIGNED,14,61.55,61.55,90362.00183076254,61.0,,,,,,,0.5499999999999972
2026-01-26,BUY_SHARES,1400,61.68,61.68,4003.0018307625432,,,,,,,,
2026-01-26,SELL_CALL,14,1.946699945926666,61.68,6719.281755059876,63.0,2026-01-30,4.0,2.1400778210116735,print,0.0,0.0,
2026-01-30,CALL_EXPIRED,14,61.79,61.79,6719.281755059876,63.0,,,,,,,
2026-02-02,BUY_SHARES,100,62.76,62.76,442.78175505987565,,,,,,,,
2026-02-02,ADD_PUT,1,0.23000000417232513,,418.6947546347157,33.0,2026-02-20,,,,,,
2026-02-02,SELL_CALL,15,3.4965000450611115,62.76,5653.694822226383,63.0,2026-02-06,4.0,0.3824091778202709,print,0.0,1.0,
2026-02-06,CALL_EXPIRED,15,61.76,61.76,5653.694822226383,63.0,,,,,,,
2026-02-09,SELL_CALL,15,3.1184999549388883,62.27,10321.694754634715,63.0,2026-02-13,4.0,1.1723141159466788,print,0.0,1.0,
2026-02-13,CALL_ASSIGNED,15,64.59,64.59,104814.19475463472,63.0,,,,,,,1.5900000000000034
2026-02-17,BUY_SHARES,1700,59.79,59.79,3162.694754634722,,,,,,,,
2026-02-17,ADD_PUT,2,0.05000000074505806,,3151.2047544828793,33.0,2026-02-20,,,,,,
2026-02-17,SELL_CALL,17,3.2602500450611114,59.79,8682.579831086769,60.5,2026-02-20,3.0,1.187489546746949,print,0.0,0.0,
2026-02-20,CALL_ASSIGNED,17,67.11,67.11,111524.07983108677,60.5,,,,,,,6.609999999999999
2026-02-20,PUT_EXPIRED,17,67.11,67.11,111524.07983108677,33.0,,,,,,,
2026-02-23,BUY_SHARES,1300,67.0,67.0,24417.57983108677,,,,,,,,
2026-02-23,BUY_PUT,13,13.32418286675327,67.0,7087.692104307516,65.0,2026-05-15,81.0,2.985074626865672,,,,
2026-02-23,SELL_CALL,13,2.4664499008655545,67.0,10285.626975432737,69.0,2026-02-27,4.0,2.985074626865672,print,0.0,0.0,
2026-02-27,CALL_EXPIRED,13,62.77,62.77,10285.626975432737,69.0,,,,,,,
2026-03-02,BUY_SHARES,100,60.44,60.44,4241.126975432737,,,,,,,,
2026-03-02,ADD_PUT,1,15.180000305175781,,2693.6349443353247,65.0,2026-05-15,,,,,,
2026-03-02,SELL_CALL,14,0.7937999752163887,60.44,3795.854909638269,69.0,2026-03-06,4.0,14.162806088682995,print,0.0,1.0,
2026-03-06,CALL_EXPIRED,14,47.88,47.88,3795.854909638269,69.0,,,,,,,
2026-03-09,SELL_CALL,14,0.03779999915510416,45.28,3839.674908455415,69.0,2026-03-13,4.0,52.3851590106007,print_near,0.0,1.0,
2026-03-13,CALL_EXPIRED,14,50.73,50.73,3839.674908455415,69.0,,,,,,,
2026-03-16,SELL_CALL,14,0.13230000056326388,55.23,4015.7949092439844,69.0,2026-03-20,4.0,24.932102118413912,print,0.0,1.0,
2026-03-20,CALL_EXPIRED,14,51.14,51.14,4015.7949092439844,69.0,,,,,,,
2026-03-23,SELL_CALL,14,0.12284999549388885,55.86,4178.684902935429,69.0,2026-03-27,4.0,23.523093447905477,print_near,0.0,1.0,
2026-03-27,CALL_EXPIRED,14,46.6,46.6,4178.684902935429,69.0,,,,,,,
2026-03-30,SELL_CALL,14,0.01889999957755208,43.53,4196.0449023440015,69.0,2026-04-02,3.0,58.51137146795313,print_near,0.0,1.0,
2026-04-02,CALL_EXPIRED,14,52.74,52.74,4196.0449023440015,69.0,,,,,,,
2026-04-06,SELL_CALL,14,0.13230000056326388,54.56,4372.1649031325705,69.0,2026-04-10,4.0,26.466275659824042,print_near,0.0,1.0,
2026-04-10,CALL_ASSIGNED,14,76.38,76.38,100965.16490313257,69.0,,,,,,,7.3799999999999955
2026-04-13,BUY_SHARES,1300,77.01,77.01,845.6649031325651,,,,,,,,
2026-04-13,TRIM_PUT,-1,5.449999809265137,,1379.659884421475,65.0,2026-05-15,,,,,,
2026-04-13,SELL_CALL,13,2.901149936914444,77.01,5142.704802410252,79.0,2026-04-17,4.0,2.584079989611732,print,0.0,0.0,
2026-04-17,CALL_ASSIGNED,13,94.72,94.72,107836.20480241026,79.0,,,,,,,15.719999999999999
2026-04-20,BUY_SHARES,1100,95.07,95.07,3253.7048024102696,,,,,,,,
2026-04-20,TRIM_PUT,-2,1.9700000286102295,,3638.9188080235967,65.0,2026-05-15,,,,,,
2026-04-20,SELL_CALL,11,3.732750045061111,95.07,7737.793857590819,97.0,2026-04-24,4.0,2.030083096665622,print_near,0.0,0.0,
2026-04-24,CALL_ASSIGNED,11,128.25,128.25,114432.29385759082,97.0,,,,,,,31.25
2026-04-27,BUY_SHARES,900,124.09,124.09,2746.7938575908192,,,,,,,,
2026-04-27,TRIM_PUT,-2,0.8899999856948853,,2920.1118547841556,65.0,2026-05-15,,,,,,
2026-04-27,SELL_CALL,9,7.285950036048889,124.09,9471.616887228156,126.0,2026-05-01,4.0,1.539205415424286,print,0.0,0.0,
2026-05-01,CALL_ASSIGNED,9,130.33,130.33,122867.11688722816,126.0,,,,,,,4.3300000000000125
2026-05-04,BUY_SHARES,900,132.91,132.91,3243.616887228156,,,,,,,,
2026-05-04,SELL_CALL,9,6.945749909877777,132.91,9488.941806118155,134.0,2026-05-08,4.0,0.8201038296591704,print,0.0,0.0,
2026-05-08,CALL_ASSIGNED,9,177.44,177.44,130084.44180611815,134.0,,,,,,,43.44
2026-05-11,BUY_SHARES,700,179.46,179.46,4458.9418061181495,,,,,,,,
2026-05-11,TRIM_PUT,-2,0.019999999552965164,,4461.565806030441,65.0,2026-05-15,,,,,,
2026-05-11,SELL_CALL,7,12.644100108146667,179.46,13307.88588173311,181.0,2026-05-15,4.0,0.8581299453917263,print,0.0,0.0,
2026-05-15,CALL_EXPIRED,7,164.23,164.23,13307.88588173311,181.0,,,,,,,
2026-05-15,PUT_EXPIRED,7,164.23,164.23,13307.88588173311,65.0,,,,,,,
2026-05-18,SELL_SHARES,-100,158.58,158.58,29165.385881733113,,,,,,,,
2026-05-18,BUY_PUT,6,39.02769922256469,158.58,5744.866348194297,150.0,2026-08-21,95.0,5.410518350359448,,,,
2026-05-18,SELL_CALL,6,4.96125,158.58,8717.716348194297,181.0,2026-05-22,4.0,14.137974523899599,print,0.0,1.0,
2026-05-22,CALL_ASSIGNED,6,190.61,190.61,117314.7163481943,181.0,,,,,,,9.610000000000014
2026-05-26,BUY_SHARES,500,219.45,219.45,7587.216348194299,,,,,,,,
2026-05-26,TRIM_PUT,-1,23.18000030517578,,9860.524378132042,150.0,2026-08-21,,,,,,
2026-05-26,SELL_CALL,5,11.8125,219.45,15763.524378132042,222.5,2026-05-29,3.0,1.3898382319435003,print_near,0.0,0.0,
2026-05-29,CALL_ASSIGNED,5,224.06,224.06,127011.02437813205,222.5,,,,,,,1.5600000000000023
2026-06-01,BUY_SHARES,500,210.87,210.87,21573.524378132046,,,,,,,,
2026-06-01,SELL_CALL,5,13.32450036048889,210.87,28232.52455837649,215.0,2026-06-05,4.0,1.9585526627780128,print,0.0,0.0,
2026-06-05,CALL_EXPIRED,5,182.11,182.11,28232.52455837649,215.0,,,,,,,
2026-06-08,BUY_SHARES,100,202.12,202.12,8020.024558376492,,,,,,,,
2026-06-08,ADD_PUT,1,27.860000610351562,,5180.440496181667,150.0,2026-08-21,,,,,,
2026-06-08,SELL_CALL,6,12.568500180244445,202.12,12717.640604328335,215.0,2026-06-12,4.0,6.372452008707696,print,0.0,1.0,
2026-06-12,CALL_ASSIGNED,6,234.48,234.48,141714.64060432834,215.0,,,,,,,19.47999999999999
2026-06-15,BUY_SHARES,500,264.15,264.15,9637.140604328335,,,,,,,,
2026-06-15,TRIM_PUT,-1,19.299999237060547,,11529.820529483975,150.0,2026-08-21,,,,,,
2026-06-15,SELL_CALL,5,18.002249279022216,264.15,20527.695168995084,267.5,2026-06-18,3.0,1.2682188150672054,print,0.0,0.0,
2026-06-18,CALL_ASSIGNED,5,279.47,279.47,154275.1951689951,267.5,,,,,,,11.970000000000027
2026-06-22,BUY_SHARES,500,297.94,297.94,5302.695168995095,,,,,,,,
2026-06-22,SELL_CALL,5,22.963499279022216,297.94,16781.194808506203,302.5,2026-06-26,4.0,1.530509498556757,print,0.0,0.0,
2026-06-26,CALL_EXPIRED,5,215.1,215.1,16781.194808506203,302.5,,,,,,,
2026-06-29,SELL_CALL,5,0.5764500135183334,208.79,17066.16981526537,302.5,2026-07-02,3.0,44.88241774031324,print,0.0,1.0,
2026-07-02,CALL_EXPIRED,5,181.03,181.03,17066.16981526537,302.5,,,,,,,
