ON,eligible,on_rate,bp,sharpe,trades,win,worst,best,pos_yrs,symbol
685,1147,0.5972101133391456,42.12663797690897,2.1108494565971494,2157,0.6907742234585071,-0.08000000000000018,0.07487871179024032,,SOXL
697,1148,0.6071428571428571,32.163532952329824,1.585214503538072,2291,0.6962025316455697,-0.08000000000000015,0.1045400685150179,,SOXS
488,1148,0.4250871080139373,16.30046491967921,0.7324467119584659,1671,0.7073608617594255,-0.08000000000000013,0.07946406775140963,,UVXY
