tenor,short_rule,short_param,width,trades,win_rate,breach_rate,maxloss_rate,avg_credit_pct_width,mean_ror,median_ror,total_ror,mean_pnl_share,worst_ror,best_ror,frac10_end,frac10_cagr,frac10_maxdd,full_risk_ruined,full_risk_ruin_trade
weekly,otm_step,3.0,2,194,0.7525773195876289,0.26804123711340205,0.1134020618556701,0.1302515463917526,-0.07126070454021091,0.07238636729549333,-13.824576680800917,-0.11378350515463935,-1.0,0.5649452269170578,20884.59999999995,-0.29476931576385645,-0.8369252198429218,True,9
two_week,delta,0.3,5,110,0.7,0.35454545454545455,0.06363636363636363,0.11262102868254742,-0.07260877979799345,0.10302233473012186,-7.98696577777928,-0.5082727272727275,-1.0,0.2106537530266344,43132.2,-0.17174048361348815,-0.5979905259596225,True,5
weekly,delta,0.2,1,203,0.8029556650246306,0.20689655172413793,0.1477832512315271,0.10248390804597703,-0.07560955684954324,0.10375275938189846,-15.348740040457278,-0.07587192118226606,-1.0,0.19904076738609114,18032.400000000034,-0.3174871412149406,-0.8409267116059695,True,9
weekly,delta,0.4,2,210,0.638095238095238,0.40476190476190477,0.20952380952380953,0.22529523809523808,-0.07651225729346704,0.21065552746326685,-16.06757403162808,-0.09896190476190488,-1.0,0.5649452269170578,14632.599999999962,-0.3485532460637224,-0.8784466600130063,True,2
two_week,otm_step,2.0,5,110,0.6272727272727273,0.41818181818181815,0.11818181818181818,0.18052259641873283,-0.08124153899601129,0.10302233473012186,-8.936569289561241,-0.5537636363636363,-1.0,0.5096618357487925,37394.79999999996,-0.19770454406322402,-0.7027823653927315,True,5
weekly,otm_step,1.0,1,207,0.5942028985507246,0.4396135265700483,0.2946859903381642,0.30201932367149764,-0.08127248882343222,0.2626262626262622,-16.82340518645047,-0.07662801932367148,-1.0,0.8181818181818185,11964.199999999995,-0.3771527260250409,-0.9153261525055472,True,2
weekly,delta,0.3,1,207,0.7246376811594203,0.2946859903381642,0.20772946859903382,0.18114009661835748,-0.08330579584023654,0.18203309692671413,-17.244299738928962,-0.07658937198067632,-1.0,0.3586956521739131,13614.400000000012,-0.35894638206012175,-0.8951989776130315,True,9
weekly,otm_step,2.0,2,203,0.6995073891625616,0.32019704433497537,0.20689655172413793,0.18623645320197046,-0.08534029794102138,0.12107623318385648,-17.32408048202734,-0.1334187192118227,-1.0,0.706484641638225,13600.199999999972,-0.35909553663479554,-0.9029989964258142,True,2
two_week,delta,0.2,3,110,0.7727272727272727,0.23636363636363636,0.09090909090909091,0.07887329004329005,-0.08821541178481755,0.07411399376067832,-9.703695296329931,-0.27303636363636374,-1.0,0.13636363636363638,36416.00000000004,-0.20245582755844338,-0.6511118435082681,True,5
monthly,delta,0.1,5,35,0.8285714285714286,0.17142857142857143,0.05714285714285714,0.02110759861670421,-0.08935969418938347,0.018744906275468626,-3.1275892966284213,-0.43971428571428584,-1.0,0.04646295521138551,73159.0,-0.07299756231421661,-0.28843216409361183,True,19
