week,entry,expiry,K,spot0,prem_pct,S_E,move_pct,intr_pct,hedge_pct,net_pct,gate,equity
126,2024-05-23,2024-05-31,49.0,48.81,0.09157959434542101,48.59,-0.004507273099774611,0.008399918049579933,0.03718080311411599,-0.04599887318172508,ON,160563.6119595424
127,2024-05-30,2024-06-07,50.0,50.0,0.10620000000000002,51.870000000000005,0.0374000000000001,0.03740000000000009,0.06835914,0.0,off,160563.6119595424
128,2024-06-06,2024-06-14,53.0,52.510000000000005,0.12435726528280326,60.1,0.14454389640068555,0.1352123405065702,-0.040813254618167906,0.0,off,160563.6119595424
129,2024-06-13,2024-06-21,61.0,60.86,0.08642786723627999,58.2,-0.04370686822214909,0.046007229707525424,0.04517674991784426,0.0047561123890897,ON,161327.2705436202
130,2024-06-20,2024-06-28,60.0,60.02,0.1149616794401866,55.36,-0.07764078640453187,0.0773075641452849,0.02025358880373202,0.0,off,161327.2705436202
131,2024-06-27,2024-07-05,54.0,53.8,0.08475836431226767,60.81,0.13029739776951677,0.12657992565055767,-0.06769148698884762,-0.025869925650557627,ON,157153.74604924934
132,2024-07-05,2024-07-12,61.0,60.81,0.08024995888834073,63.940000000000005,0.051471797401743125,0.04834731129748404,0.04215153757605656,0.010248889985199872,ON,158764.39750327013
133,2024-07-11,2024-07-19,62.0,61.99,0.0995321826100984,47.0,-0.2418131956767221,0.2419745120180674,0.034684916922084294,0.1771272463300533,ON,186885.89804827436
134,2024-07-18,2024-07-26,51.5,51.66,0.121564072783585,41.92,-0.1885404568331397,0.18544328300425858,0.03807547425474258,0.10195468447541617,ON,205939.79081669098
135,2024-07-25,2024-08-02,40.0,39.78,0.15761689291101055,29.34,-0.2624434389140272,0.2679738562091503,0.15464308697838114,0.2650000502765209,ON,260513.8457370503
136,2024-08-01,2024-08-09,35.0,35.0,0.1842857142857143,31.01,-0.11399999999999999,0.11399999999999995,0.05368094285714291,-0.01660477142857143,ON,256188.07287460845
137,2024-08-08,2024-08-16,31.0,31.46,0.16846789574062304,39.73,0.2628734901462173,0.2774952320406865,-0.12526865861411304,-0.016241322314049587,ON,252027.2398100367
138,2024-08-15,2024-08-23,40.0,39.92,0.12625250501002003,40.4,0.012024048096192397,0.010020040080160284,0.09924018036072124,-0.016992284569138504,ON,247744.72123201005
139,2024-08-22,2024-08-30,37.5,37.510000000000005,0.15569181551586242,38.79,0.0341242335377232,0.03439082911223671,0.0664598240469207,-0.054841162356705,ON,234158.11275190877
140,2024-08-29,2024-09-06,36.0,36.190000000000005,0.12047526941143959,25.96,-0.2826747720364743,0.2774247029566178,0.013194059132357026,0.17014349267753523,ON,273998.5918942986
141,2024-09-05,2024-09-13,30.0,29.75,0.14621848739495796,33.43,0.12369747899159655,0.11529411764705881,0.05948242016806721,0.02855805042016805,ON,281823.45749667106
142,2024-09-12,2024-09-20,32.0,31.81,0.13549198365293935,33.550000000000004,0.05469977994341413,0.04872681546683447,0.07549613329141781,-0.011269034894687073,ON,278647.5791199997
143,2024-09-19,2024-09-27,35.0,35.120000000000005,0.1193052391799544,37.66,0.07232346241457832,0.07574031890660582,0.035929071753986366,-0.007635848519362228,ON,276519.8684155524
144,2024-09-26,2024-10-04,39.5,39.65,0.11500630517023962,36.68,-0.07490542244640608,0.07112232030264819,0.02402817150063054,-0.019855813366960892,ON,271029.34151603666
145,2024-10-03,2024-10-11,35.0,35.21,0.12439647827321783,38.67,0.09826753763135465,0.10423175234308439,-0.032888241976711204,-0.053052967906844634,ON,256650.43055877314
146,2024-10-10,2024-10-18,38.0,37.83,0.09965635738831616,35.27,-0.06767116045466548,0.07216494845360817,0.1029855141422153,0.07549410520750731,ON,276026.0251649292
147,2024-10-17,2024-10-25,35.0,35.21,0.11814825333712013,35.28,0.001988071570576455,0.007952286282306195,0.014521385969894872,-0.09567458108491908,ON,249617.35083873928
148,2024-10-24,2024-11-01,34.5,34.29,0.11286089238845146,30.83,-0.10090405365995925,0.10702828813065039,0.061395771361912904,0.0,off,249617.35083873928
149,2024-10-31,2024-11-08,30.0,30.09,0.15520106347623794,35.410000000000004,0.17680292455965452,0.17979395147889676,-0.0720659355267531,0.0,off,249617.35083873928
150,2024-11-07,2024-11-15,36.0,36.21,0.09803921568627451,26.66,-0.26373929853631595,0.2579397956365645,-0.1491886219276444,0.01071195802264558,ON,252291.24142264784
151,2024-11-14,2024-11-22,29.5,29.6,0.11858108108108106,28.49,-0.03750000000000009,0.034121621621621676,0.04042810810810808,0.0,off,252291.24142264784
152,2024-11-21,2024-11-29,28.5,28.49,0.09266409266409266,28.06,-0.015093015093015083,0.01544401544401549,0.035227693927693815,-0.041992383292383355,ON,241696.9309115168
153,2024-11-29,2024-12-06,28.0,28.06,0.08838203848895225,29.610000000000003,0.0552387740555953,0.05737704918032798,0.02526233071988596,-0.005742658588738312,ON,240308.94795534608
154,2024-12-05,2024-12-13,29.0,29.12,0.10336538461538461,30.700000000000003,0.05425824175824179,0.05837912087912098,0.06755690247252757,0.02257063873626394,ON,245732.87440473784
155,2024-12-12,2024-12-20,28.5,28.46,0.1145467322557976,27.3,-0.04075895994378076,0.04216444132115247,0.09484690794096987,0.022464617006324735,ON,251253.16931410358
156,2024-12-19,2024-12-27,26.5,26.3,0.12661596958174906,29.69,0.12889733840304185,0.12129277566539928,-0.023360882129277522,-0.028684076045627286,ON,244046.20429879296
157,2024-12-26,2025-01-03,30.5,30.57,0.07687275106313379,27.67,-0.09486424599280341,0.09257441936539085,-0.01518220477592409,0.0005194635263329664,ON,244172.9774006662
158,2025-01-02,2025-01-10,27.5,27.67,0.10878207444886157,28.06,0.014094687387061766,0.020238525478857922,0.07387690639681972,-0.01466664257318393,ON,240591.7796151005
159,2025-01-10,2025-01-17,28.0,28.06,0.11047754811119032,32.49,0.1578759800427656,0.1600142551674983,-0.07387676407697795,-0.02434005702066996,ON,234735.7619805645
160,2025-01-16,2025-01-24,30.0,29.99,0.09636545515171724,32.65,0.08869623207735922,0.08836278759586524,0.01237419139713244,0.004371523841280451,ON,235761.91496046368
