date,open,close
2022-04-29,24.29,22.25
2022-05-02,22.48,24.43
2022-05-03,24.22,25.11
2022-05-04,25.52,27.98
2022-05-05,26.58,23.759999999999998
2022-05-06,23.17,23.325
2022-05-09,21.86,19.665
2022-05-10,21.490000000000002,21.134999999999998
2022-05-11,20.57,19.11
2022-05-12,18.669999999999998,19.259999999999998
2022-05-13,20.57,22.46
2022-05-16,21.82,21.38
2022-05-17,23.15,24.525
2022-05-18,23.41,20.75
2022-05-19,20.835,20.515
2022-05-20,21.47,20.25
2022-05-23,19.94,20.58
2022-05-24,19.675,19.04
2022-05-25,,20.19
2022-05-26,19.69,22.59
2022-05-27,23.66,25.245
2022-05-31,24.95,24.869999999999997
2022-06-01,25.4,23.8
2022-06-02,23.61,26.18
2022-06-03,24.59,23.9
2022-06-06,25.33,23.83
2022-06-07,23.035,24.59
2022-06-08,23.85,22.88
2022-06-09,22.5,21.1
2022-06-10,20.12,18.8275
2022-06-13,17.06,15.5
2022-06-14,16.06,15.74
2022-06-15,16.305,
2022-06-16,15.105,13.49
2022-06-17,13.7,13.67
2022-06-21,14.6875,14.774999999999999
2022-06-22,14.03,14.36
2022-06-23,14.34,13.98
2022-06-24,14.66,15.79
2022-06-27,16.3,15.705
2022-06-28,16.06,14.557500000000001
2022-06-29,13.955,13.5
2022-06-30,13.0,12.965
2022-07-01,12.365,11.585
2022-07-05,10.7,11.82
2022-07-06,11.91,12.075
2022-07-07,13.02,13.719999999999999
2022-07-08,13.094999999999999,13.95
2022-07-11,13.245000000000001,12.875
2022-07-12,13.28,12.995000000000001
2022-07-13,12.26,
2022-07-14,13.07,14.075
2022-07-15,14.655000000000001,15.09
2022-07-18,15.745000000000001,14.895
2022-07-19,15.6175,16.98
2022-07-20,16.77,18.23
2022-07-21,18.46,19.07
2022-07-22,18.7625,17.59
2022-07-25,17.27,17.265
2022-07-26,16.93,16.450000000000003
2022-07-27,17.27,18.74
2022-07-28,18.8,19.355
2022-07-29,18.55,19.86
2022-08-01,19.3,19.99
2022-08-02,19.549999999999997,19.98
2022-08-03,20.04,21.6325
2022-08-04,21.445,22.0825
2022-08-05,20.94,21.54
2022-08-08,20.8,20.52
2022-08-09,19.14,17.72
2022-08-10,19.0,19.965
2022-08-11,20.39,19.8
2022-08-12,20.235,21.564999999999998
2022-08-15,21.395,21.785
2022-08-16,21.427500000000002,21.14
2022-08-17,20.13,19.58
2022-08-18,19.705,20.88
2022-08-19,20.082500000000003,19.19
2022-08-22,18.03,16.9625
2022-08-23,17.14,17.34
2022-08-24,17.2575,17.4225
2022-08-25,17.634999999999998,19.314999999999998
2022-08-26,19.18,16.0
2022-08-29,15.68,15.07
2022-08-30,15.42,14.39
2022-08-31,14.53,
2022-09-01,13.01,13.16
2022-09-02,13.75,12.8
2022-09-06,12.825,12.405000000000001
2022-09-07,12.52,12.995000000000001
2022-09-08,12.55,13.63
2022-09-09,14.23,14.68
2022-09-12,14.8,14.774999999999999
2022-09-13,13.155,12.075
2022-09-14,12.26,12.43
2022-09-15,12.18,11.9
2022-09-16,11.465,12.065000000000001
2022-09-19,11.74,12.26
2022-09-20,11.94,11.68
2022-09-21,,11.475
2022-09-22,11.232500000000002,10.48
2022-09-23,10.08,9.96
2022-09-26,9.945,9.565000000000001
2022-09-27,10.14,9.825
2022-09-28,9.57,10.25
2022-09-29,9.665,9.25
2022-09-30,8.98,8.79
2022-10-03,9.12,9.71
2022-10-04,10.6,11.05
2022-10-05,10.555,11.38
2022-10-06,11.385,11.15
2022-10-07,10.16,9.165
2022-10-10,9.04,8.24
2022-10-11,7.835,7.53
2022-10-12,7.45,7.32
2022-10-13,6.43,7.97
2022-10-14,8.2,6.92
2022-10-17,7.52,7.342499999999999
2022-10-18,8.04,7.3975
2022-10-19,7.36,7.58
2022-10-20,7.71,7.75
2022-10-21,7.7,8.61
2022-10-24,8.6,8.69
2022-10-25,8.835,9.26
2022-10-26,8.7625,8.985
2022-10-27,9.25,8.5175
2022-10-28,8.65,9.53
2022-10-31,9.265,8.9
2022-11-01,9.435,9.125
2022-11-02,9.254999999999999,8.27
2022-11-03,7.835,7.915
2022-11-04,8.725,8.99
2022-11-07,9.165000000000001,9.59
2022-11-08,10.07,10.18
2022-11-09,9.64,9.25
2022-11-10,10.8,12.1025
2022-11-11,12.17,13.190000000000001
2022-11-14,13.02,12.78
2022-11-15,14.34,13.8675
2022-11-16,12.93,12.11
2022-11-17,11.39,12.4
2022-11-18,12.754999999999999,12.5
2022-11-21,12.09,11.89
2022-11-22,12.09,12.925
2022-11-23,12.965,13.3
2022-11-25,13.129999999999999,
2022-11-28,12.35,11.83
2022-11-29,11.905000000000001,11.76
2022-11-30,11.9275,13.795
2022-12-01,14.02,13.53
2022-12-02,12.557500000000001,13.03
2022-12-05,12.85,12.5875
2022-12-06,12.57,11.72
2022-12-07,11.475,
2022-12-08,11.875,12.625
2022-12-09,12.52,12.31
2022-12-12,12.21,12.97
2022-12-13,14.73,13.655000000000001
2022-12-14,13.545,13.03
2022-12-15,12.295,11.370000000000001
2022-12-16,11.23,11.1
2022-12-19,11.11,10.645
2022-12-20,10.3,10.455
2022-12-21,10.65,11.15
2022-12-22,10.43,9.79
2022-12-23,9.61,9.76
2022-12-27,9.57,9.26
2023-01-03,10.149999999999999,9.370000000000001
2023-01-04,9.925,
2023-01-05,9.809999999999999,9.59
2023-01-06,9.934999999999999,10.885
2023-01-09,11.47,11.54
2023-01-10,11.46,11.975000000000001
2023-01-11,11.905,12.38
2023-01-12,12.620000000000001,12.83
2023-01-13,12.399999999999999,12.98
2023-01-17,12.91,13.08
2023-01-18,13.5425,12.870000000000001
2023-01-19,12.52,11.805
2023-01-20,12.129999999999999,12.835
2023-01-23,13.170000000000002,14.765
2023-01-24,14.38,14.415
2023-01-25,13.7675,14.515
2023-01-26,15.055,15.23
2023-01-27,14.51,14.99
2023-01-30,14.434999999999999,13.83
2023-01-31,13.809999999999999,14.51
2023-02-01,14.805,16.82
2023-02-02,17.345,17.905
2023-02-03,16.83,16.935000000000002
2023-02-06,16.21,16.105
2023-02-07,16.31,17.67
2023-02-08,17.3675,16.5025
2023-02-09,17.43,16.61
2023-02-10,16.18,15.78
2023-02-13,15.91,16.42
2023-02-14,15.94,17.4025
2023-02-15,16.93,17.55
2023-02-16,16.7,16.33
2023-02-17,15.97,15.502500000000001
2023-02-21,14.89,14.01
2023-02-22,14.184999999999999,13.745000000000001
2023-02-23,15.25,15.120000000000001
2023-02-24,14.317499999999999,14.31
2023-02-27,14.99,14.535
2023-02-28,14.43,14.7
2023-03-01,14.83,
2023-03-02,14.01,15.02
2023-03-03,14.98,15.715
2023-03-06,15.855,15.14
2023-03-07,15.2225,14.68
2023-03-08,14.9,15.84
2023-03-09,15.809999999999999,14.92
2023-03-10,15.01,14.045
2023-03-13,13.5475,14.057500000000001
2023-03-14,14.76,15.15
2023-03-15,14.695,14.5
2023-03-16,14.44,16.375
2023-03-17,16.595,16.13
2023-03-20,16.174999999999997,16.62
2023-03-21,17.07,16.674999999999997
2023-03-22,16.75,16.369999999999997
2023-03-23,17.05,17.595
2023-03-24,17.165,16.535
2023-03-27,16.69,15.96
2023-03-28,15.76,15.58
2023-03-29,16.43,17.12
2023-03-30,17.775,17.96
2023-03-31,17.5625,18.31
2023-04-03,17.95,17.79
2023-04-04,17.82,16.810000000000002
2023-04-05,16.27,15.92
2023-04-06,15.425,15.68
2023-04-10,15.3,16.41
2023-04-11,16.69,16.18
2023-04-12,16.62,15.33
2023-04-13,15.43,15.68
2023-04-14,15.64,15.5725
2023-04-17,15.125,15.58
2023-04-18,15.96,15.795
2023-04-19,15.22,15.29
2023-04-20,14.83,15.19
2023-04-21,15.05,14.86
2023-04-24,14.825,14.65
2023-04-25,14.370000000000001,13.225000000000001
2023-04-26,13.6,13.4
2023-04-27,13.225,13.565000000000001
2023-04-28,13.8,14.25
2023-05-01,14.469999999999999,14.67
2023-05-02,14.657499999999999,14.38
2023-05-03,14.129999999999999,13.864999999999998
2023-05-04,13.51,13.62
2023-05-05,13.655000000000001,14.49
2023-05-08,14.51,14.655000000000001
2023-05-09,14.057500000000001,13.93
2023-05-10,14.41,14.370000000000001
2023-05-11,14.35,14.06
2023-05-12,14.24,14.0
2023-05-15,14.085,15.120000000000001
2023-05-16,15.094999999999999,15.065000000000001
2023-05-17,15.530000000000001,16.15
2023-05-18,16.36,17.715
2023-05-19,17.5875,17.41
2023-05-22,17.020000000000003,17.555
2023-05-23,17.33,16.925
2023-05-24,15.945,16.07
2023-05-25,18.19,19.19
2023-05-26,20.075,22.91
2023-05-30,24.44,22.86
2023-05-31,21.825,21.175
2023-06-01,21.475,22.15
2023-06-02,22.73,22.035
2023-06-05,21.735,21.0
2023-06-06,20.595,21.735
2023-06-07,22.3275,
2023-06-08,21.86,22.305
2023-06-09,23.155,22.4
2023-06-12,23.14,24.545
2023-06-13,25.57,25.55
2023-06-14,25.37,26.51
2023-06-15,25.78,25.94
2023-06-16,26.47,25.14
2023-06-20,25.045,24.64
2023-06-21,24.27,22.86
2023-06-22,22.439999999999998,23.07
2023-06-23,22.04,21.9
2023-06-26,22.31,22.137500000000003
2023-06-27,22.310000000000002,24.37
2023-06-28,23.29,23.68
2023-06-29,23.97,23.805
2023-06-30,24.52,24.9
2023-07-03,25.38,
2023-07-05,25.04,23.905
2023-07-06,22.665,23.0
2023-07-07,23.060000000000002,22.95
2023-07-10,23.235,24.31
2023-07-11,24.61,24.375
2023-07-12,25.37,25.73
2023-07-13,26.43,27.32
2023-07-14,27.37,26.21
2023-07-17,26.34,28.085
2023-07-18,27.71,28.322499999999998
2023-07-19,28.275,27.34
2023-07-20,26.0,24.325000000000003
2023-07-21,25.03,24.95
2023-07-24,25.1,24.89
2023-07-25,25.44,26.17
2023-07-26,25.27,24.95
2023-07-27,27.04,26.49
2023-07-28,27.71,28.21
2023-07-31,28.52,28.42
2023-08-01,27.825000000000003,28.57
2023-08-02,27.42,25.35
2023-08-03,24.37,25.21
2023-08-04,24.835,24.88
2023-08-07,25.555,25.6875
2023-08-08,24.47,24.47
2023-08-09,24.35,23.11
2023-08-10,23.682499999999997,22.81
2023-08-11,21.93,21.19
2023-08-14,20.8,22.945
2023-08-15,22.62,21.822499999999998
2023-08-16,21.57,20.585
2023-08-17,20.645,19.97
2023-08-18,19.33,20.15
2023-08-21,20.51,21.91
2023-08-22,22.74,21.35
2023-08-23,21.06,22.63
2023-08-24,23.7,20.44
2023-08-25,20.405,20.6625
2023-08-28,21.29,21.415
2023-08-29,21.11,23.09
2023-08-30,22.865000000000002,
2023-08-31,23.384999999999998,23.92
2023-09-01,24.354999999999997,24.06
2023-09-05,23.805,24.03
2023-09-06,23.89,
2023-09-07,21.86,21.884999999999998
2023-09-08,21.745,21.465
2023-09-11,22.22,21.44
2023-09-12,20.93,20.94
2023-09-13,21.0,21.21
2023-09-14,21.68,
2023-09-15,21.15,19.75
2023-09-18,19.355,19.91
2023-09-19,19.72,19.445
2023-09-20,19.59,18.5775
2023-09-21,17.814999999999998,17.4525
2023-09-22,17.92,17.855
2023-09-25,17.59,18.22
2023-09-26,17.765,17.244999999999997
2023-09-27,17.68,17.71
2023-09-28,17.55,18.68
2023-09-29,19.48,18.88
2023-10-02,19.11,19.06
2023-10-03,18.69,17.875
2023-10-04,18.16,18.71
2023-10-05,18.64,18.384999999999998
2023-10-06,18.130000000000003,19.509999999999998
2023-10-09,18.95,19.395
2023-10-10,19.6,20.08
2023-10-11,20.59,20.56
2023-10-12,20.7,20.72
2023-10-13,20.8,18.98
2023-10-16,19.23,19.82
2023-10-17,18.71,19.314999999999998
2023-10-18,18.34,18.31
2023-10-19,18.67,17.49
2023-10-20,17.42,16.6675
2023-10-23,16.39,16.41
2023-10-24,16.6875,17.057499999999997
2023-10-25,16.41,14.96
2023-10-26,15.26,14.75
2023-10-27,15.34,15.13
2023-10-30,14.81,14.54
2023-10-31,14.5,14.91
2023-11-01,15.1,16.0
2023-11-02,16.85,17.1125
2023-11-03,17.63,18.41
2023-11-06,18.53,18.27
2023-11-07,18.205,18.595
2023-11-08,18.66,18.7
2023-11-09,19.06,18.37
2023-11-10,19.01,20.61
2023-11-13,20.08,20.01
2023-11-14,21.48,22.1475
2023-11-15,22.66,22.67
2023-11-16,22.384999999999998,22.735
2023-11-17,22.53,23.165
2023-11-20,23.165,24.18
2023-11-21,23.65,22.84
2023-11-22,23.55,23.02
2023-11-24,22.97,
2023-11-27,22.89,22.96
2023-11-28,22.48,
2023-11-29,23.490000000000002,
2023-11-30,23.23,22.8
2023-12-01,22.19,23.11
2023-12-04,22.384999999999998,22.31
2023-12-05,21.73,21.91
2023-12-06,22.8,21.48
2023-12-07,22.03,23.195
2023-12-08,23.025,23.73
2023-12-11,24.4,26.08
2023-12-12,25.73,26.65
2023-12-13,26.7325,27.81
2023-12-14,28.84,30.19
2023-12-15,30.625,30.575
2023-12-18,30.465,30.29
2023-12-19,30.425,30.69
2023-12-20,30.15,28.08
2023-12-21,29.73,30.29
2023-12-22,30.61,30.51
2023-12-26,31.06,32.15
2024-01-02,29.76,28.055
2024-01-03,26.56,26.325
2024-01-04,25.2,25.595
2024-01-05,25.810000000000002,25.975
2024-01-08,26.655,28.475
2024-01-09,27.71,28.475
2024-01-10,28.43,28.105
2024-01-11,28.45,28.5475
2024-01-12,28.6,28.15
2024-01-16,28.185000000000002,29.2
2024-01-17,27.86,28.509999999999998
2024-01-18,30.76,31.21
2024-01-19,32.269999999999996,34.900000000000006
2024-01-22,35.9,35.32
2024-01-23,34.79,35.995
2024-01-24,37.06,37.58
2024-01-25,39.29,37.2
2024-01-26,34.95,34.06
2024-01-29,34.2625,35.07
2024-01-30,34.815,33.585
2024-01-31,31.92,32.17
2024-02-01,32.275000000000006,
2024-02-02,32.405,33.76
2024-02-05,34.81,35.22
2024-02-06,35.2375,33.83
2024-02-07,34.25,35.37
2024-02-08,35.91,37.2
2024-02-09,38.0,39.415
2024-02-12,39.45,39.175
2024-02-13,35.75,36.739999999999995
2024-02-14,38.64,39.2525
2024-02-15,39.96,39.1
2024-02-16,40.03,38.37
2024-02-20,37.305,36.394999999999996
2024-02-21,35.39,36.135
2024-02-22,40.475,41.55
2024-02-23,42.22,40.26
2024-02-26,41.27,41.24
2024-02-27,41.95,41.14
2024-02-28,39.73,39.785
2024-02-29,41.44,43.07
2024-03-01,44.45,48.375
2024-03-04,49.79,49.835
2024-03-05,47.99,46.845
2024-03-06,49.82,50.24
2024-03-07,52.415000000000006,55.48
2024-03-08,55.97,48.925
2024-03-11,46.65,46.647499999999994
2024-03-12,48.41,49.61
2024-03-13,47.75,45.94
2024-03-14,45.86,43.39
2024-03-15,42.05,42.730000000000004
2024-03-18,44.925,42.44
2024-03-19,40.85,41.41
2024-03-20,41.68,43.455
2024-03-21,47.48,46.485
2024-03-22,46.06,46.49
2024-03-25,44.7,45.965
2024-03-26,46.88,45.09
2024-03-27,46.35,46.51
2024-03-28,46.33,46.75
2024-04-01,47.41,48.09
2024-04-02,45.87,45.925
2024-04-03,44.51,46.26
2024-04-04,48.285,42.49
2024-04-05,43.06,43.81
2024-04-08,44.56,44.02
2024-04-09,45.49,45.345
2024-04-10,43.7175,43.155
2024-04-11,43.675,45.92
2024-04-12,43.38,41.44
2024-04-15,42.9125,39.870000000000005
2024-04-16,39.795,40.53
2024-04-17,40.51,37.125
2024-04-18,36.08,34.875
2024-04-19,33.8,30.84
2024-04-22,31.54,32.07
2024-04-23,32.86,34.11
2024-04-24,37.055,
2024-04-25,35.14,37.47
2024-04-26,37.43,39.870000000000005
2024-04-29,39.85,40.66
2024-04-30,40.25,38.35
2024-05-01,36.265,34.46
2024-05-02,36.364999999999995,36.49
2024-05-03,38.725,39.01
2024-05-06,39.94,41.37
2024-05-07,41.58,40.4
2024-05-08,39.22,40.51
2024-05-09,40.43,39.93
2024-05-10,41.36,41.13
2024-05-13,41.57,41.31
2024-05-14,41.235,43.38
2024-05-15,44.7,47.13
2024-05-16,46.95,46.370000000000005
2024-05-17,46.99,45.46
2024-05-20,46.69,48.44
2024-05-21,46.96,48.035
2024-05-22,49.3,49.519999999999996
2024-05-23,52.505,48.8
2024-05-24,49.822500000000005,51.55
2024-05-28,53.44,54.065
2024-05-29,51.47,50.894999999999996
2024-05-30,50.91,49.925
2024-05-31,49.97,48.36
2024-06-03,50.75,48.58
2024-06-04,48.445,47.61
2024-06-05,50.125,53.9
2024-06-06,53.78,52.625
2024-06-07,51.9,51.97
2024-06-10,50.71,54.22
2024-06-11,53.55,54.207499999999996
2024-06-12,57.3,58.95
2024-06-13,60.495000000000005,61.04
2024-06-14,59.04,59.92
2024-06-17,60.935,63.08
2024-06-18,63.519999999999996,65.25999999999999
2024-06-20,65.625,60.08
2024-06-21,58.155,57.91
2024-06-24,56.555,53.15
2024-06-25,53.7,55.415
2024-06-26,55.46,
2024-06-27,54.21,53.68
2024-06-28,54.879999999999995,55.49
2024-07-01,55.32,55.46
2024-07-02,54.76,57.754999999999995
2024-07-03,58.41,
2024-07-05,61.760000000000005,60.96
2024-07-08,62.66,64.345
2024-07-09,65.27,64.13
2024-07-10,65.695,68.78
2024-07-11,69.58500000000001,61.95
2024-07-12,62.68,64.0
2024-07-15,65.02,64.06
2024-07-16,64.74,65.38
2024-07-17,58.715,51.605000000000004
2024-07-18,53.925,51.78
2024-07-19,51.315,46.9725
2024-07-22,49.91,52.849999999999994
2024-07-23,50.945,50.465
2024-07-24,48.57,42.6475
2024-07-25,41.269999999999996,39.685
2024-07-26,42.07,41.875
2024-07-29,43.4,41.77
2024-07-30,42.3125,37.415
2024-07-31,42.465,44.645
2024-08-01,42.53,34.935
2024-08-02,30.6675,29.34
2024-08-05,24.035,27.82
2024-08-06,28.784999999999997,28.665
2024-08-07,31.43,26.17
2024-08-08,28.42,31.49
2024-08-09,30.85,31.01
2024-08-12,31.33,31.46
2024-08-13,32.78,35.32
2024-08-14,36.19,35.07
2024-08-15,37.269999999999996,40.07
2024-08-16,38.8,39.8
2024-08-19,39.34,41.75
2024-08-20,41.06,40.2
2024-08-21,40.815,41.845
2024-08-22,42.61,37.49
2024-08-23,38.915000000000006,40.42
2024-08-26,39.74,37.39
2024-08-27,36.5,38.55
2024-08-28,38.455,36.75
2024-08-29,37.29,36.21
2024-08-30,38.54,38.915
2024-09-03,36.33,30.11
2024-09-04,29.2,30.4775
2024-09-05,29.29,29.665
2024-09-06,29.11,25.92
2024-09-09,27.15,27.48
2024-09-10,27.6,28.345
2024-09-11,28.89,32.35
2024-09-12,31.58,31.8
2024-09-13,32.58,33.51
2024-09-16,31.994999999999997,32.085
2024-09-17,33.32,32.18
2024-09-18,32.39,31.1
2024-09-19,34.52,35.11
2024-09-20,34.05,33.47
2024-09-23,34.0,33.89
2024-09-24,34.915,35.07
2024-09-25,35.09,35.72
2024-09-26,40.2725,39.675
2024-09-27,39.82,37.805
2024-09-30,36.54,36.67
2024-10-01,36.53,33.67
2024-10-02,34.0725,35.03
2024-10-03,34.45,35.2
2024-10-04,37.379999999999995,36.7225
2024-10-07,36.155,36.39
2024-10-08,36.285,37.5275
2024-10-09,37.375,38.68
2024-10-10,37.24,37.83
2024-10-11,37.23,38.72
2024-10-14,39.53,40.96
2024-10-15,40.64,34.485
2024-10-16,35.4,34.46
2024-10-17,37.205,35.3625
2024-10-18,36.06,35.325
2024-10-21,34.98,35.08
2024-10-22,34.46,34.775
2024-10-23,34.225,33.8
2024-10-24,34.465,34.325
2024-10-25,35.4,35.385
2024-10-28,35.2225,35.405
2024-10-29,35.3575,37.89
2024-10-30,35.12,34.065
2024-10-31,32.72,30.189999999999998
2024-11-01,30.75,30.93
2024-11-04,30.66,30.369999999999997
2024-11-05,30.455,31.384999999999998
2024-11-06,33.34,34.175
2024-11-07,35.745000000000005,36.365
2024-11-08,35.72,35.427499999999995
2024-11-11,34.275,32.69
2024-11-12,32.36,31.675
2024-11-13,31.075000000000003,29.7
2024-11-14,30.65,29.65
2024-11-15,28.035,26.71
2024-11-18,26.7825,27.71
2024-11-19,27.365,27.884999999999998
2024-11-20,27.41,27.18
2024-11-21,28.15,28.53
2024-11-22,28.34,28.52
2024-11-25,29.450000000000003,29.345
2024-11-26,30.075,28.16
2024-11-27,27.715,27.025
2024-11-29,27.65,
2024-12-02,28.695,30.299999999999997
2024-12-03,29.8,29.74
2024-12-04,31.4,30.945
2024-12-05,30.66,29.125
2024-12-06,29.189999999999998,29.675
2024-12-09,29.02,29.23
2024-12-10,29.39,27.09
2024-12-11,28.1,29.19
2024-12-12,28.305,28.48
2024-12-13,30.384999999999998,30.79
2024-12-16,30.985,32.5
2024-12-17,31.61,31.134999999999998
2024-12-18,31.61,27.72
2024-12-19,27.92,26.25
2024-12-20,25.83,27.29
2024-12-23,28.0,29.7
2024-12-24,30.12,
2025-01-02,28.26,27.759999999999998
2025-01-03,28.48,29.89
2025-01-06,31.91,32.525
2025-01-07,33.57,31.27
2025-01-08,30.8,30.21
2025-01-10,29.125,28.11
2025-01-13,26.560000000000002,27.85
2025-01-14,28.515,28.18
2025-01-15,29.77,30.005000000000003
2025-01-16,31.485,30.3
2025-01-17,31.895,32.56
2025-01-21,33.3,33.725
2025-01-22,34.82,35.2
2025-01-23,33.48,34.89
2025-01-24,34.665,32.8
2025-01-27,27.745,25.060000000000002
2025-01-28,25.442500000000003,25.41
2025-01-29,25.994999999999997,25.63
2025-01-30,26.655,27.25
2025-01-31,27.67,27.095
2025-02-03,24.82,25.58
2025-02-04,25.61,26.3
2025-02-05,26.07,27.79
2025-02-06,27.28,27.685000000000002
2025-02-07,28.090000000000003,26.405
2025-02-10,27.075,27.41
2025-02-11,26.79,27.45
2025-02-12,26.34,27.53
2025-02-13,27.695,28.56
2025-02-14,28.3,28.595
2025-02-18,29.375,30.0
2025-02-19,30.165,31.535
2025-02-20,32.11,31.72
2025-02-21,31.78,28.8
2025-02-24,29.14,26.785
2025-02-25,26.6275,25.04
2025-02-26,25.990000000000002,26.369999999999997
2025-02-27,26.8875,21.84
2025-02-28,21.63,22.72
2025-03-03,23.55,20.345
2025-03-04,20.1,20.665
2025-03-05,21.04,22.03
2025-03-06,19.72,19.26
2025-03-07,19.655,20.939999999999998
2025-03-10,19.4,17.95
2025-03-11,18.05,17.43
2025-03-12,18.53,
2025-03-13,18.425,18.095
2025-03-14,19.134999999999998,19.795
2025-03-17,19.7975,20.810000000000002
2025-03-18,20.25,19.92
2025-03-19,19.91,20.38
2025-03-20,19.68,19.86
2025-03-21,18.82,19.22
2025-03-24,20.5,20.97
2025-03-25,20.82,20.57
2025-03-26,20.38,18.83
2025-03-27,18.14,17.75
2025-03-28,17.3425,16.07
2025-03-31,15.1,15.915
2025-04-01,15.7,15.96
2025-04-02,15.25,16.345
2025-04-03,13.99,11.45
2025-04-04,10.31,8.765
2025-04-07,7.9,9.29
2025-04-08,10.445,8.25
2025-04-09,8.46,12.8
2025-04-10,11.15,9.605
2025-04-11,9.434999999999999,10.27
2025-04-14,11.06,10.485
2025-04-15,10.68,10.58
2025-04-16,9.29,9.34
2025-04-17,9.55,9.22
2025-04-21,8.79,8.72
2025-04-22,8.91,9.19
2025-04-23,10.57,10.27
2025-04-24,11.024999999999999,12.05
2025-04-25,11.692499999999999,12.34
2025-04-28,12.225,12.26
2025-04-29,11.81,11.89
2025-04-30,11.05,12.1875
2025-05-01,12.39,12.120000000000001
2025-05-02,13.035,13.33
2025-05-05,12.95,13.06
2025-05-06,12.425,12.66
2025-05-07,12.620000000000001,13.34
2025-05-08,13.82,13.7
2025-05-09,14.29,14.129999999999999
2025-05-12,16.92,17.155
2025-05-13,17.450000000000003,18.63
2025-05-14,19.13,18.875
2025-05-15,18.45,18.47
2025-05-16,18.44,18.365000000000002
2025-05-19,17.23,18.06
2025-05-20,17.65,17.994999999999997
2025-05-21,17.79,17.045
2025-05-22,17.015,16.62
2025-05-23,15.325,15.76
2025-05-27,16.69,17.325
2025-05-28,17.5,17.064999999999998
2025-05-29,18.17,17.22
2025-05-30,16.65,16.2
2025-06-02,16.240000000000002,16.91
2025-06-03,16.84,18.3375
2025-06-04,18.75,19.125
2025-06-05,19.560000000000002,18.86
2025-06-06,19.48,19.22
2025-06-09,20.025,20.62
2025-06-10,20.93,21.89
2025-06-11,22.28,21.67
2025-06-12,21.299999999999997,21.74
2025-06-13,20.2875,19.995
2025-06-16,20.799999999999997,21.9
2025-06-17,21.505,21.41
2025-06-18,21.62,21.560000000000002
2025-06-20,22.13,21.13
2025-06-23,21.16,21.505
2025-06-24,22.79,24.005
2025-06-25,24.4,24.59
2025-06-26,25.16,25.2
2025-06-27,25.29,25.11
2025-06-30,25.32,25.12
2025-07-01,24.54,24.744999999999997
2025-07-02,24.64,26.14
2025-07-03,26.490000000000002,
2025-07-07,25.9,24.97
2025-07-08,25.59,26.4
2025-07-09,26.87,26.65
2025-07-10,27.380000000000003,27.41
2025-07-11,26.89,27.299999999999997
2025-07-14,26.57,26.505000000000003
2025-07-15,28.105,27.38
2025-07-16,26.549999999999997,27.04
2025-07-17,26.814999999999998,27.369999999999997
2025-07-18,27.740000000000002,27.39
2025-07-21,27.77,27.54
